option_type	strike	entry_time	entry_price	entry_spot	entry_fut	exit_time	exit_price	exit_reason	pnl_points	pnl_rupees	hold_minutes	is_winner	peak_price	expiry	capital_after
PE	26100	11/24/2025 9:31	66.65	26107.4	26130.6	11/24/2025 9:35	80.1	TARGET	13.45	1008.75	4	TRUE	80.1	11/25/2025	11008.75
CE	26100	11/24/2025 9:50	95	26103.1	26123.6	11/24/2025 9:52	87.45	STOP_LOSS	-7.55	-566.25	2	FALSE	96.25	11/25/2025	10442.5
CE	26100	11/24/2025 10:02	98.1	26106.75	26135	11/24/2025 10:16	100.15	TRAILING_STOP	2.05	153.75	14	TRUE	104.65	11/25/2025	10596.25
PE	26100	11/24/2025 10:59	58.7	26108.4	26130	11/24/2025 11:04	61.55	TRAILING_STOP	2.85	213.75	5	TRUE	66.1	11/25/2025	10810
CE	26100	11/24/2025 11:26	93.35	26109.6	26136.9	11/24/2025 11:39	95.25	TRAILING_STOP	1.9	142.5	13	TRUE	100.4	11/25/2025	10952.5
PE	26100	11/24/2025 11:47	59.45	26105.45	26127.5	11/24/2025 11:53	74.2	TARGET	14.75	1106.25	6	TRUE	74.2	11/25/2025	12058.75
PE	25950	11/25/2025 9:21	58.5	25943.7	25946.6	11/25/2025 9:23	51.35	STOP_LOSS	-7.15	-536.25	2	FALSE	58.5	11/25/2025	11522.5
PE	25950	11/25/2025 9:25	52.1	25957.3	25958	11/25/2025 9:26	45.3	STOP_LOSS	-6.8	-510	1	FALSE	52.1	11/25/2025	11012.5
PE	26250	11/27/2025 9:39	105.95	26249.55	26432	11/27/2025 9:43	117.5	TARGET	11.55	866.25	4	TRUE	117.5	12/2/2025	11878.75
CE	26300	11/27/2025 9:52	115.6	26255.55	26442	11/27/2025 9:59	130.95	TARGET	15.35	1151.25	7	TRUE	130.95	12/2/2025	13030
PE	26200	11/28/2025 9:23	82.5	26219.35	26402.3	11/28/2025 9:26	81.75	TRAILING_STOP	-0.75	-56.25	3	FALSE	87.05	12/2/2025	12973.75
PE	26200	11/28/2025 9:37	79.95	26219.4	26402.6	11/28/2025 9:40	81.75	TRAILING_STOP	1.8	135	3	TRUE	85.05	12/2/2025	13108.75
PE	26250	11/28/2025 9:44	95.95	26225.1	26406	11/28/2025 9:47	92.95	TRAILING_STOP	-3	-225	3	FALSE	102.1	12/2/2025	12883.75
PE	26250	11/28/2025 10:15	92.6	26237.15	26415	11/28/2025 10:26	91.45	TRAILING_STOP	-1.15	-86.25	11	FALSE	98.2	12/2/2025	12797.5
PE	26250	11/28/2025 11:23	88.9	26243.65	26413.6	11/28/2025 11:45	84.15	STOP_LOSS	-4.75	-356.25	22	FALSE	92.2	12/2/2025	12441.25
PE	26250	11/28/2025 11:51	85	26249.2	26420.8	11/28/2025 12:13	87.25	TRAILING_STOP	2.25	168.75	22	TRUE	92.8	12/2/2025	12610
CE	26300	12/1/2025 9:30	84	26294.4	26466.2	12/1/2025 9:43	75.95	STOP_LOSS	-8.05	-603.75	13	FALSE	87.5	12/2/2025	12006.25
CE	26300	12/1/2025 10:33	75.55	26284.65	26461.5	12/1/2025 10:36	69.85	STOP_LOSS	-5.7	-427.5	3	FALSE	75.55	12/2/2025	11578.75
PE	26150	12/2/2025 9:29	52.9	26130.2	26294	12/2/2025 9:30	63.85	TARGET	10.95	821.25	1	TRUE	63.85	12/2/2025	12400
CE	26150	12/2/2025 9:32	46.3	26132	26298	12/2/2025 9:33	40.2	STOP_LOSS	-6.1	-457.5	1	FALSE	46.3	12/2/2025	11942.5
CE	26100	12/2/2025 10:51	45.2	26094.25	26262	12/2/2025 10:57	40.35	STOP_LOSS	-4.85	-363.75	6	FALSE	45.75	12/2/2025	11578.75
CE	26100	12/2/2025 11:04	44.25	26098.05	26261.4	12/2/2025 11:13	35.25	STOP_LOSS	-9	-675	9	FALSE	45.45	12/2/2025	10903.75
PE	26000	12/3/2025 9:20	104.5	26024	26167.2	12/3/2025 9:26	114.85	TARGET	10.35	776.25	6	TRUE	114.85	12/9/2025	11680
CE	26000	12/3/2025 12:04	121.9	25946.35	26099	12/3/2025 12:15	124.3	TRAILING_STOP	2.4	180	11	TRUE	127.55	12/9/2025	11860
PE	25950	12/3/2025 12:31	111.05	25941.55	26096	12/3/2025 12:37	112.95	TRAILING_STOP	1.9	142.5	6	TRUE	116.35	12/9/2025	12002.5
CE	26000	12/3/2025 13:29	116.9	25939.65	26097.3	12/3/2025 13:43	106.65	STOP_LOSS	-10.25	-768.75	14	FALSE	120.5	12/9/2025	11233.75
CE	26000	12/3/2025 14:12	118.15	25946	26098	12/3/2025 14:16	113.75	STOP_LOSS	-4.4	-330	4	FALSE	120.7	12/9/2025	10903.75
CE	26000	12/3/2025 14:22	118.6	25944	26099	12/3/2025 14:25	118.95	TRAILING_STOP	0.35	26.25	3	TRUE	124.45	12/9/2025	10930
PE	25950	12/3/2025 14:28	108.7	25925.5	26092	12/3/2025 14:39	111.2	TRAILING_STOP	2.5	187.5	11	TRUE	114.25	12/9/2025	11117.5
CE	26000	12/3/2025 14:42	114.75	25943.55	26095.6	12/3/2025 14:53	124.9	TARGET	10.15	761.25	11	TRUE	124.9	12/9/2025	11878.75
CE	26050	12/4/2025 12:05	115.8	26038.45	26179	12/4/2025 12:09	110.5	STOP_LOSS	-5.3	-397.5	4	FALSE	118.2	12/9/2025	11481.25
CE	26050	12/4/2025 14:52	108.35	26026.15	26168	12/4/2025 15:00	120.55	TARGET	12.2	915	8	TRUE	120.55	12/9/2025	12396.25
PE	26050	12/5/2025 9:23	94.45	26040.55	26180	12/5/2025 9:26	94.8	TRAILING_STOP	0.35	26.25	3	TRUE	99	12/9/2025	12422.5
PE	26050	12/5/2025 9:29	97.25	26037.45	26176	12/5/2025 9:33	91.45	STOP_LOSS	-5.8	-435	4	FALSE	97.6	12/9/2025	11987.5
PE	26050	12/5/2025 9:36	93.85	26032.5	26180	12/5/2025 9:42	88.95	STOP_LOSS	-4.9	-367.5	6	FALSE	96.65	12/9/2025	11620
PE	26050	12/5/2025 9:55	91.5	26038.15	26180.7	12/5/2025 10:00	103	TARGET	11.5	862.5	5	TRUE	103	12/9/2025	12482.5
CE	26050	12/5/2025 10:03	112.1	26050.85	26200.8	12/5/2025 10:04	139	TARGET	26.9	2017.5	1	TRUE	139	12/9/2025	14500
CE	26150	12/8/2025 9:20	91.9	26171.45	26309.7	12/8/2025 9:25	89.35	TRAILING_STOP	-2.55	-191.25	5	FALSE	96.2	12/9/2025	14308.75
CE	25800	12/9/2025 10:15	51.5	25790.5	25934.9	12/9/2025 10:17	53.95	TRAILING_STOP	2.45	183.75	2	TRUE	59.55	12/9/2025	14492.5
PE	25800	12/9/2025 10:33	46.8	25803.65	25932.7	12/9/2025 10:36	45.05	TRAILING_STOP	-1.75	-131.25	3	FALSE	55.7	12/9/2025	14361.25
CE	25800	12/9/2025 10:39	64.5	25812.85	25944.3	12/9/2025 10:40	57.65	STOP_LOSS	-6.85	-513.75	1	FALSE	64.5	12/9/2025	13847.5
PE	25800	12/9/2025 10:46	47.8	25799.65	25932	12/9/2025 10:56	43.7	STOP_LOSS	-4.1	-307.5	10	FALSE	48.9	12/9/2025	13540
CE	25800	12/9/2025 14:40	37.95	25833.6	25958.1	12/9/2025 14:42	39.2	TRAILING_STOP	1.25	93.75	2	TRUE	44.2	12/9/2025	13633.75
CE	25800	12/9/2025 15:00	43.25	25840.25	25957.6	12/9/2025 15:01	37.5	STOP_LOSS	-5.75	-431.25	1	FALSE	43.25	12/9/2025	13202.5
PE	25850	12/10/2025 9:20	117.7	25852.45	25954.9	12/10/2025 9:21	110.1	STOP_LOSS	-7.6	-570	1	FALSE	117.7	12/16/2025	12632.5
CE	25950	12/10/2025 9:26	108.35	25874.8	25975	12/10/2025 9:32	121.25	TARGET	12.9	967.5	6	TRUE	121.25	12/16/2025	13600
PE	25900	12/10/2025 10:47	112	25902.7	26007.8	12/10/2025 10:52	123.8	TARGET	11.8	885	5	TRUE	123.8	12/16/2025	14485
PE	25800	12/11/2025 9:35	114.6	25776.95	25890.9	12/11/2025 9:37	129.95	TARGET	15.35	1151.25	2	TRUE	129.95	12/16/2025	15636.25
CE	25800	12/11/2025 10:05	120.45	25751.4	25874	12/11/2025 10:13	135.4	TARGET	14.95	1121.25	8	TRUE	135.4	12/16/2025	16757.5
PE	26000	12/12/2025 9:58	80.35	26001.6	26105	12/12/2025 10:01	76.3	STOP_LOSS	-4.05	-303.75	3	FALSE	80.35	12/16/2025	16453.75
CE	26000	12/12/2025 10:15	109	26004.5	26120	12/12/2025 10:16	103.55	STOP_LOSS	-5.45	-408.75	1	FALSE	109	12/16/2025	16045
PE	26000	12/12/2025 10:21	79.9	26000	26111.9	12/12/2025 10:22	93.9	TARGET	14	1050	1	TRUE	93.9	12/16/2025	17095
PE	26000	12/12/2025 12:10	79.35	26003.35	26094.3	12/12/2025 12:14	73.4	STOP_LOSS	-5.95	-446.25	4	FALSE	79.9	12/16/2025	16648.75
CE	25950	12/15/2025 9:49	70.85	25937.7	26026.8	12/15/2025 9:55	65.7	STOP_LOSS	-5.15	-386.25	6	FALSE	71.9	12/16/2025	16262.5
PE	25950	12/15/2025 10:40	70.95	25949.25	26026.6	12/15/2025 10:42	62.55	STOP_LOSS	-8.4	-630	2	FALSE	70.95	12/16/2025	15632.5
CE	25950	12/16/2025 9:41	39.15	25928.35	26020	12/16/2025 9:55	33.25	STOP_LOSS	-5.9	-442.5	14	FALSE	40.8	12/16/2025	15190
CE	25900	12/16/2025 13:45	39.55	25914.9	25998.9	12/16/2025 13:50	37.4	TRAILING_STOP	-2.15	-161.25	5	FALSE	43.7	12/16/2025	15028.75
PE	25950	12/16/2025 13:58	50.45	25899.6	25983.8	12/16/2025 14:05	51.25	TRAILING_STOP	0.8	60	7	TRUE	55.35	12/16/2025	15088.75
PE	25900	12/17/2025 9:30	107.65	25898.2	25975	12/17/2025 9:32	101.4	STOP_LOSS	-6.25	-468.75	2	FALSE	107.65	12/23/2025	14620
PE	25900	12/17/2025 9:43	112.4	25890.1	25966	12/17/2025 9:48	126.3	TARGET	13.9	1042.5	5	TRUE	126.3	12/23/2025	15662.5
PE	25800	12/18/2025 9:33	99.8	25782.85	25850.4	12/18/2025 9:36	98.75	TRAILING_STOP	-1.05	-78.75	3	FALSE	105.45	12/23/2025	15583.75
PE	25800	12/18/2025 9:38	102.15	25778.2	25851.1	12/18/2025 9:42	113.5	TARGET	11.35	851.25	4	TRUE	113.5	12/23/2025	16435
CE	25800	12/18/2025 10:09	108.4	25774.55	25845.8	12/18/2025 10:12	121.25	TARGET	12.85	963.75	3	TRUE	121.25	12/23/2025	17398.75
PE	25850	12/18/2025 14:05	92.65	25828.25	25902	12/18/2025 14:11	103.75	TARGET	11.1	832.5	6	TRUE	103.75	12/23/2025	18231.25
PE	25950	12/19/2025 10:05	86.9	25942.7	26000	12/19/2025 10:09	80.7	STOP_LOSS	-6.2	-465	4	FALSE	89.5	12/23/2025	17766.25
PE	25950	12/19/2025 10:11	85.05	25944.45	26000.4	12/19/2025 10:17	82.75	TRAILING_STOP	-2.3	-172.5	6	FALSE	89.55	12/23/2025	17593.75
PE	25950	12/19/2025 11:04	78.6	25951.05	26007	12/19/2025 11:29	88.7	TARGET	10.1	757.5	25	TRUE	88.7	12/23/2025	18351.25
