option_type	strike	entry_time	entry_price	entry_spot	entry_fut	exit_time	exit_price	exit_reason	pnl_points	pnl_rupees	hold_minutes	is_winner	peak_price	expiry	capital_after
PE	26100	11/24/2025 9:35	80.1	26082	26100.5	11/24/2025 9:47	78.95	TRAILING_STOP	-1.15	-86.25	12	FALSE	88.95	11/25/2025	9913.75
PE	26050	11/24/2025 12:54	52.65	26074.85	26089.6	11/24/2025 12:59	47.4	STOP_LOSS	-5.25	-393.75	5	FALSE	52.65	11/25/2025	9520
PE	26050	11/24/2025 13:39	53.85	26070.45	26090.7	11/24/2025 13:42	49.85	STOP_LOSS	-4	-300	3	FALSE	54.6	11/25/2025	9220
PE	26050	11/24/2025 14:19	73.25	26039.55	26041.6	11/24/2025 14:24	79.3	TRAILING_STOP	6.05	453.75	5	TRUE	82.75	11/25/2025	9673.75
PE	26000	11/24/2025 15:01	56.95	26012	26034	11/24/2025 15:04	76.85	TARGET	19.9	1492.5	3	TRUE	76.85	11/25/2025	11166.25
PE	25950	11/25/2025 9:21	58.5	25943.7	25946.6	11/25/2025 9:23	51.35	STOP_LOSS	-7.15	-536.25	2	FALSE	58.5	11/25/2025	10630
PE	25950	11/25/2025 9:27	51.85	25953.3	25955.3	11/25/2025 9:31	46.8	STOP_LOSS	-5.05	-378.75	4	FALSE	53.75	11/25/2025	10251.25
CE	26200	11/26/2025 10:32	107	26079.85	26278	11/26/2025 10:45	119.15	TARGET	12.15	911.25	13	TRUE	119.15	12/2/2025	11162.5
CE	26250	11/26/2025 13:55	120.95	26189.75	26367	11/26/2025 14:04	123.2	TRAILING_STOP	2.25	168.75	9	TRUE	130.35	12/2/2025	11331.25
CE	26250	11/26/2025 14:08	123.85	26198.5	26370	11/26/2025 14:29	115.05	STOP_LOSS	-8.8	-660	21	FALSE	127.25	12/2/2025	10671.25
CE	26250	11/26/2025 15:00	116.75	26202.55	26368	11/26/2025 15:03	119.6	TRAILING_STOP	2.85	213.75	3	TRUE	123.45	12/2/2025	10885
PE	26250	11/27/2025 9:39	105.95	26249.55	26432	11/27/2025 9:43	117.5	TARGET	11.55	866.25	4	TRUE	117.5	12/2/2025	11751.25
CE	26350	11/27/2025 10:02	108.95	26289.85	26474.9	11/27/2025 10:09	102.9	STOP_LOSS	-6.05	-453.75	7	FALSE	108.95	12/2/2025	11297.5
PE	26250	11/27/2025 12:02	108.55	26243.05	26416.3	11/27/2025 12:03	104.1	STOP_LOSS	-4.45	-333.75	1	FALSE	108.55	12/2/2025	10963.75
PE	26250	11/27/2025 12:53	104.9	26238.45	26414	11/27/2025 13:06	115	TARGET	10.1	757.5	13	TRUE	115	12/2/2025	11721.25
PE	26200	11/27/2025 14:30	98.85	26188.85	26370	11/27/2025 14:32	93.1	STOP_LOSS	-5.75	-431.25	2	FALSE	100.85	12/2/2025	11290
PE	26200	11/27/2025 14:42	97.7	26192.4	26373	11/27/2025 14:44	93.25	STOP_LOSS	-4.45	-333.75	2	FALSE	97.7	12/2/2025	10956.25
PE	26200	11/27/2025 14:50	109.5	26177.7	26355.4	11/27/2025 14:55	103.85	STOP_LOSS	-5.65	-423.75	5	FALSE	109.55	12/2/2025	10532.5
PE	26200	11/28/2025 9:25	87.05	26205.8	26386	11/28/2025 9:26	81.75	STOP_LOSS	-5.3	-397.5	1	FALSE	87.05	12/2/2025	10135
CE	26250	11/28/2025 9:31	109.4	26237.55	26418.3	11/28/2025 9:35	110.1	TRAILING_STOP	0.7	52.5	4	TRUE	117.5	12/2/2025	10187.5
PE	26200	11/28/2025 9:37	79.95	26219.4	26402.6	11/28/2025 9:40	81.75	TRAILING_STOP	1.8	135	3	TRUE	85.05	12/2/2025	10322.5
CE	26250	11/28/2025 9:47	105.15	26229.35	26413	11/28/2025 9:54	116.25	TARGET	11.1	832.5	7	TRUE	116.25	12/2/2025	11155
CE	26250	11/28/2025 11:13	118.95	26266.75	26444	11/28/2025 11:19	113.75	STOP_LOSS	-5.2	-390	6	FALSE	118.95	12/2/2025	10765
CE	26250	11/28/2025 11:56	103.1	26252.85	26425	11/28/2025 12:03	98.45	STOP_LOSS	-4.65	-348.75	7	FALSE	103.7	12/2/2025	10416.25
PE	26200	11/28/2025 12:46	79.5	26215.85	26386	11/28/2025 12:53	75.25	STOP_LOSS	-4.25	-318.75	7	FALSE	81.8	12/2/2025	10097.5
CE	26300	12/1/2025 9:33	85.1	26297.65	26465	12/1/2025 9:42	80.9	STOP_LOSS	-4.2	-315	9	FALSE	87.5	12/2/2025	9782.5
PE	26300	12/1/2025 10:16	75.5	26275.2	26446.9	12/1/2025 10:28	71	STOP_LOSS	-4.5	-337.5	12	FALSE	76.3	12/2/2025	9445
PE	26250	12/1/2025 10:38	56.55	26265.75	26435.2	12/1/2025 10:51	69.2	TARGET	12.65	948.75	13	TRUE	69.2	12/2/2025	10393.75
PE	26250	12/1/2025 11:41	65.85	26243.35	26411.1	12/1/2025 11:42	78.55	TARGET	12.7	952.5	1	TRUE	78.55	12/2/2025	11346.25
PE	26150	12/1/2025 12:31	59.1	26167.95	26332.6	12/1/2025 12:44	60.15	TRAILING_STOP	1.05	78.75	13	TRUE	63.15	12/2/2025	11425
PE	26150	12/1/2025 12:48	60.95	26155.7	26322	12/1/2025 12:52	56.9	STOP_LOSS	-4.05	-303.75	4	FALSE	60.95	12/2/2025	11121.25
PE	26150	12/2/2025 9:29	52.9	26130.2	26294	12/2/2025 9:30	63.85	TARGET	10.95	821.25	1	TRUE	63.85	12/2/2025	11942.5
PE	26100	12/2/2025 9:33	36.2	26121	26285	12/2/2025 9:42	53.8	TARGET	17.6	1320	9	TRUE	53.8	12/2/2025	13262.5
PE	26000	12/3/2025 9:24	107.95	26007.75	26161	12/3/2025 9:27	128.3	TARGET	20.35	1526.25	3	TRUE	128.3	12/9/2025	14788.75
PE	25950	12/3/2025 10:00	121.5	25940.75	26095	12/3/2025 10:04	134.3	TARGET	12.8	960	4	TRUE	134.3	12/9/2025	15748.75
CE	26000	12/4/2025 9:23	121.2	25985.45	26116.2	12/4/2025 9:25	120.5	TRAILING_STOP	-0.7	-52.5	2	FALSE	127.05	12/9/2025	15696.25
CE	26050	12/4/2025 9:35	113.5	26016.75	26155	12/4/2025 9:38	109.5	STOP_LOSS	-4	-300	3	FALSE	113.8	12/9/2025	15396.25
CE	26050	12/4/2025 9:44	116.5	26028.15	26163.6	12/4/2025 9:49	110.6	STOP_LOSS	-5.9	-442.5	5	FALSE	116.5	12/9/2025	14953.75
CE	26050	12/4/2025 10:06	118	26031.9	26166	12/4/2025 10:08	121.25	TRAILING_STOP	3.25	243.75	2	TRUE	124.4	12/9/2025	15197.5
PE	26050	12/4/2025 12:09	105.9	26032	26171.2	12/4/2025 12:20	117.05	TARGET	11.15	836.25	11	TRUE	117.05	12/9/2025	16033.75
