option_type	strike	entry_time	entry_price	entry_spot	entry_fut	exit_time	exit_price	exit_reason	pnl_points	pnl_rupees	hold_minutes	is_winner	peak_price	expiry	capital_after
PE	26050	12/5/2025 9:36	93.85	26033.55	26175.4	12/5/2025 9:42	88.95	STOP_LOSS	-4.9	-367.5	6	FALSE	93.85	12/9/2025	22540
PE	26050	12/5/2025 9:54	87.7	26032.6	26183	12/5/2025 9:57	100.5	TARGET	12.8	960	3	TRUE	100.5	12/9/2025	23500
CE	26100	12/5/2025 10:03	92.2	26098.6	26257	12/5/2025 10:06	104.9	TARGET	12.7	952.5	3	TRUE	104.9	12/9/2025	24452.5
PE	26050	12/5/2025 10:27	54.85	26040.75	26200	12/5/2025 10:30	85.15	TARGET	30.3	2272.5	3	TRUE	85.15	12/9/2025	26725
PE	26150	12/8/2025 9:24	54.45	26151.4	26294.5	12/8/2025 9:27	70.05	TARGET	15.6	1170	3	TRUE	70.05	12/9/2025	27895
CE	25800	12/9/2025 10:15	51.5	25802.1	25938.4	12/9/2025 10:18	76.8	TARGET	25.3	1897.5	3	TRUE	76.8	12/9/2025	29792.5
PE	25800	12/9/2025 10:33	46.8	25784.3	25922.3	12/9/2025 10:39	39.3	STOP_LOSS	-7.5	-562.5	6	FALSE	46.8	12/9/2025	29230
PE	25800	12/9/2025 10:45	45.2	25800.7	25932.1	12/9/2025 11:00	36.15	STOP_LOSS	-9.05	-678.75	15	FALSE	48.2	12/9/2025	28551.25
CE	25800	12/9/2025 14:39	36.7	25844.4	25964.5	12/9/2025 14:45	20.45	STOP_LOSS	-16.25	-1218.75	6	FALSE	39.2	12/9/2025	27332.5
CE	25800	12/9/2025 15:00	43.25	25845.45	25962.5	12/9/2025 15:09	35.8	STOP_LOSS	-7.45	-558.75	9	FALSE	43.4	12/9/2025	26773.75
CE	25950	12/10/2025 9:21	105.55	25873.7	25976	12/10/2025 9:24	100.75	STOP_LOSS	-4.8	-360	3	FALSE	105.55	12/16/2025	26413.75
PE	25900	12/10/2025 10:45	103.3	25902.7	26007.8	12/10/2025 10:51	120.5	TARGET	17.2	1290	6	TRUE	120.5	12/16/2025	27703.75
PE	25800	12/11/2025 9:33	110.45	25776.95	25890.9	12/11/2025 9:39	146.2	TARGET	35.75	2681.25	6	TRUE	146.2	12/16/2025	30385
CE	26000	12/12/2025 10:18	109.9	26003.3	26117.6	12/12/2025 10:21	104.35	STOP_LOSS	-5.55	-416.25	3	FALSE	109.9	12/16/2025	29968.75
CE	26000	12/12/2025 11:21	107.65	26013	26115	12/12/2025 11:48	105.15	TRAILING_STOP	-2.5	-187.5	27	FALSE	111.65	12/16/2025	29781.25
PE	26000	12/12/2025 12:09	72.4	26003.1	26100	12/12/2025 12:15	73.9	TRAILING_STOP	1.5	112.5	6	TRUE	78.55	12/16/2025	29893.75
PE	25950	12/16/2025 9:54	50.65	25924.6	26009.7	12/16/2025 10:00	75.75	TARGET	25.1	1882.5	6	TRUE	75.75	12/16/2025	31776.25
CE	25900	12/16/2025 13:45	39.55	25921.2	26000.4	12/16/2025 13:57	34	STOP_LOSS	-5.55	-416.25	12	FALSE	41.8	12/16/2025	31360
PE	25900	12/17/2025 9:42	104.25	25880.2	25955	12/17/2025 9:45	116.75	TARGET	12.5	937.5	3	TRUE	116.75	12/23/2025	32297.5
CE	25800	12/18/2025 9:21	113.75	25789.65	25860.1	12/18/2025 9:30	119	TRAILING_STOP	5.25	393.75	9	TRUE	122.7	12/23/2025	32691.25
PE	25750	12/18/2025 9:33	78.45	25771.65	25845	12/18/2025 9:42	89.45	TARGET	11	825	9	TRUE	89.45	12/23/2025	33516.25
CE	25800	12/18/2025 10:09	108.4	25782.4	25855	12/18/2025 10:12	121.25	TARGET	12.85	963.75	3	TRUE	121.25	12/23/2025	34480
CE	25950	12/19/2025 10:15	90.1	25946.6	26005.8	12/19/2025 10:27	101.85	TARGET	11.75	881.25	12	TRUE	101.85	12/23/2025	35361.25
PE	25950	12/19/2025 11:24	81.8	25945.15	26001.5	12/19/2025 11:36	85.7	TRAILING_STOP	3.9	292.5	12	TRUE	89.85	12/23/2025	35653.75
CE	25950	12/19/2025 12:36	85.8	25951.9	26005.1	12/19/2025 12:48	86.4	TRAILING_STOP	0.6	45	12	TRUE	89.8	12/23/2025	35698.75
CE	25950	12/19/2025 12:54	83.95	25954.05	26004.3	12/19/2025 13:06	79.6	STOP_LOSS	-4.35	-326.25	12	FALSE	83.95	12/23/2025	35372.5
CE	25950	12/19/2025 13:27	86.25	25956.2	26006	12/19/2025 13:39	88.25	TRAILING_STOP	2	150	12	TRUE	93.45	12/23/2025	35522.5
PE	26100	12/22/2025 12:45	44.85	26115.15	26173	12/22/2025 13:00	40.75	STOP_LOSS	-4.1	-307.5	15	FALSE	45.45	12/23/2025	35215
CE	26150	12/23/2025 9:54	35.2	26161.6	26204.5	12/23/2025 9:57	45.95	TARGET	10.75	806.25	3	TRUE	45.95	12/23/2025	36021.25
PE	26200	12/23/2025 10:18	47.25	26166.45	26202.1	12/23/2025 10:39	52.5	TRAILING_STOP	5.25	393.75	21	TRUE	55.8	12/23/2025	36415
PE	26200	12/23/2025 11:39	46.65	26170.5	26205	12/23/2025 11:54	40.15	STOP_LOSS	-6.5	-487.5	15	FALSE	50.3	12/23/2025	35927.5
PE	26250	12/23/2025 15:03	75.25	26182.5	26207.7	12/24/2025 9:21	109.65	TARGET	34.4	2580	1098	TRUE	109.65	12/23/2025	38507.5
PE	26100	12/26/2025 9:30	60.75	26112.9	26122.5	12/26/2025 9:39	70.95	TARGET	10.2	765	9	TRUE	70.95	12/30/2025	39272.5
