entry_time,exit_time,option_type,strike,strike_type,expiry,entry_price,exit_price,entry_spot,exit_spot,pnl_points,pnl,exit_reason,hold_time_minutes,is_winner
2025-11-24 09:30:00,2025-11-24 09:33:00,CE,26100,ATM,2025-11-25,103.55,89.95,26115.05,26092.6,-13.599999999999994,-1019.9999999999995,STOP_LOSS,3.0,False
2025-11-24 09:37:00,2025-11-24 09:47:00,PE,26100,ATM,2025-11-25,79.95,78.95,26086.9,26082.9,-1.0,-75.0,TRAILING_STOP,10.0,False
2025-11-24 09:50:00,2025-11-24 09:54:00,CE,26100,ATM,2025-11-25,95.0,84.65,26103.1,26087.25,-10.349999999999994,-776.2499999999995,STOP_LOSS,4.0,False
2025-11-24 10:02:00,2025-11-24 10:37:00,CE,26100,ATM,2025-11-25,98.1,115.0,26106.75,26140.25,16.900000000000006,1267.5000000000005,TARGET,35.0,True
2025-11-24 10:39:00,2025-11-24 10:54:00,CE,26150,ATM,2025-11-25,78.45,67.4,26137.45,26114.1,-11.049999999999997,-828.7499999999998,STOP_LOSS,15.0,False
2025-11-24 10:59:00,2025-11-24 11:25:00,PE,26100,ATM,2025-11-25,58.7,58.9,26108.4,26104.5,0.19999999999999574,14.99999999999968,TRAILING_STOP,26.0,True
2025-11-24 11:27:00,2025-11-24 11:50:00,CE,26100,ATM,2025-11-25,92.85,81.05,26110.0,26089.45,-11.799999999999997,-884.9999999999998,STOP_LOSS,23.0,False
2025-11-25 09:15:00,2025-11-25 09:18:00,PE,25950,ATM,2025-11-25,63.25,48.2,25935.1,25957.35,-15.049999999999997,-1128.7499999999998,STOP_LOSS,3.0,False
2025-11-25 09:20:00,2025-11-25 09:21:00,CE,25950,ATM,2025-11-25,61.9,51.05,25960.7,25943.7,-10.850000000000001,-813.7500000000001,STOP_LOSS,1.0,False
2025-11-25 09:23:00,2025-11-25 09:34:00,CE,25950,ATM,2025-11-25,57.65,70.0,25955.6,25977.55,12.350000000000001,926.2500000000001,TARGET,11.0,True
2025-11-25 09:36:00,2025-11-25 09:57:00,CE,26000,ATM,2025-11-25,42.35,43.15,25976.85,25978.95,0.7999999999999972,59.99999999999979,TRAILING_STOP,21.0,True
