Date,Entry Time,Exit Time,Type,Strike,Opt Buy,Opt Sell,Nifty Entry,Nifty Exit,EMA5 Entry,EMA13 Entry,PnL,Balance,Reason
12/19/2025,11:17:12,11:18:22,CE,NSE-NIFTY-23Dec25-25950-CE,96.9,91.9,25957.35,25952.65,25956.14,25954.11,-375,9625,STOP/TRAIL
12/19/2025,11:21:15,11:21:18,PE,NSE-NIFTY-23Dec25-25950-PE,80.45,79.4,25948.15,25950.15,25952.47,25952.7,-78.75,9546.25,REVERSAL
12/19/2025,11:24:15,11:24:18,PE,NSE-NIFTY-23Dec25-25950-PE,81,80.55,25949.1,25949.4,25952.78,25952.84,-33.75,9512.5,REVERSAL
12/19/2025,11:24:22,11:35:41,PE,NSE-NIFTY-23Dec25-25950-PE,81.4,88.4,25947.95,25932.55,25952.4,25952.67,525,10037.5,STOP/TRAIL
12/19/2025,12:09:22,12:09:25,CE,NSE-NIFTY-23Dec25-25950-CE,86.2,85.85,25955.7,25955.25,25935.9,25935.89,-26.25,10011.25,REVERSAL
12/19/2025,12:56:18,13:00:59,CE,NSE-NIFTY-23Dec25-25950-CE,85.75,80.75,25953.65,25950.4,25950.94,25946.12,-375,9625,STOP/TRAIL
12/19/2025,13:11:04,13:16:59,PE,NSE-NIFTY-23Dec25-25950-PE,80.85,83.7,25938.7,25931,25944.66,25944.94,213.75,9838.75,STOP/TRAIL
12/19/2025,13:19:37,13:19:40,CE,NSE-NIFTY-23Dec25-25950-CE,80.65,80.85,25950.55,25949.85,25944.74,25944.7,15,9853.75,REVERSAL
12/19/2025,13:19:43,13:38:12,CE,NSE-NIFTY-23Dec25-25950-CE,81,88.45,25950.95,25968.6,25944.87,25944.76,558.75,10412.5,STOP/TRAIL
12/19/2025,14:12:35,14:25:26,CE,NSE-NIFTY-23Dec25-25950-CE,90.85,98.8,25974.45,25988.15,25971.54,25966.35,596.25,11008.75,STOP/TRAIL
