Timestamp,Nifty_Price,VWAP,EMA5,EMA13,Strike_Looking,CE_Price,PE_Price,CE_OI,PE_OI,OI_Change_CE,OI_Change_PE,PCR,CE_Delta,CE_Theta,CE_Gamma,CE_Vega,PE_Delta,PE_Theta,Status_of_Trade,Reason
12:20:46,26148.9,26175.8,26144.33,26139.49,26150,54.8,60.8,199860,199338,0,0,1.5,0.4833,-25.3966,0.0028,5.7993,-0.5167,-25.3966,HOLD,Waiting
12:20:48,26149.7,26175.8,26144.6,26139.61,26150,54.95,60.55,199860,199338,0,0,1.5,0.4833,-25.3966,0.0028,5.7993,-0.5167,-25.3966,HOLD,Waiting
12:20:51,26148.9,26175.81,26144.33,26139.49,26150,54.95,60.55,199860,199338,0,0,1.5,0.4827,-25.4377,0.0028,5.7989,-0.5173,-25.4377,HOLD,Waiting
12:20:54,26150.55,26175.82,26144.88,26139.73,26150,54.65,61,199860,199338,0,0,1.5,0.4827,-25.4377,0.0028,5.7989,-0.5173,-25.4377,HOLD,Waiting
12:20:57,26150.4,26175.82,26144.83,26139.71,26150,54.75,60.95,199860,199338,0,0,1.5,0.4827,-25.4377,0.0028,5.7989,-0.5173,-25.4377,HOLD,Waiting
12:21:02,26149.85,26175.83,26144.65,26139.63,26150,54.95,60.9,199860,199338,0,0,1.5,0.4846,-25.5187,0.0028,5.7984,-0.5154,-25.5187,HOLD,Waiting
12:21:05,26151.2,26175.81,26145.1,26139.82,26150,54.75,61.1,199860,199338,0,0,1.5,0.4846,-25.5187,0.0028,5.7984,-0.5154,-25.5187,HOLD,Waiting
12:21:08,26149.7,26175.82,26144.6,26139.61,26150,54.7,61.1,199860,199338,0,0,1.5,0.4841,-25.4611,0.0028,5.7981,-0.5159,-25.4611,HOLD,Waiting
12:21:11,26150.95,26175.81,26145.02,26139.79,26150,54.4,61.2,199860,199338,0,0,1.5,0.4841,-25.4611,0.0028,5.7981,-0.5159,-25.4611,HOLD,Waiting
12:21:14,26150.25,26175.83,26144.78,26139.69,26150,54.35,61.15,199860,199338,0,0,1.5,0.4841,-25.4611,0.0028,5.7981,-0.5159,-25.4611,HOLD,Waiting
12:21:17,26150.2,26175.83,26144.77,26139.68,26150,54.25,61.25,199860,199338,0,0,1.5,0.4841,-25.4611,0.0028,5.7981,-0.5159,-25.4611,HOLD,Waiting
12:21:20,26150.7,26175.82,26144.93,26139.75,26150,54,61.5,199860,199338,0,0,1.5,0.4841,-25.4611,0.0028,5.7981,-0.5159,-25.4611,HOLD,Waiting
12:21:23,26150.75,26175.83,26144.95,26139.76,26150,54.3,61.25,199860,199338,0,0,1.5,0.4836,-25.5688,0.0027,5.7978,-0.5164,-25.5688,HOLD,Waiting
12:21:26,26149.85,26175.83,26144.65,26139.63,26150,54.3,61.25,199860,199338,0,0,1.5,0.4825,-25.496,0.0028,5.797,-0.5175,-25.496,HOLD,Waiting
12:21:29,26150.05,26175.83,26144.72,26139.66,26150,54.3,61.2,199860,199338,0,0,1.5,0.4825,-25.496,0.0028,5.797,-0.5175,-25.496,HOLD,Waiting
12:21:32,26150.9,26175.85,26145.0,26139.78,26150,54.9,60.65,199860,199338,0,0,1.5,0.4825,-25.496,0.0028,5.797,-0.5175,-25.496,HOLD,Waiting
12:21:34,26151.0,26175.86,26145.03,26139.79,26150,54.65,60.9,199860,199338,0,0,1.5,0.4825,-25.496,0.0028,5.797,-0.5175,-25.496,HOLD,Waiting
12:21:38,26150.0,26175.84,26144.7,26139.65,26150,54.8,60.85,199860,199338,0,0,1.5,0.4839,-25.5039,0.0028,5.7979,-0.5161,-25.5039,HOLD,Waiting
12:21:41,26151.4,26175.84,26145.17,26139.85,26150,54.8,60.8,199860,199338,0,0,1.5,0.4839,-25.5039,0.0028,5.7979,-0.5161,-25.5039,HOLD,Waiting
12:21:44,26149.5,26175.87,26144.53,26139.58,26150,54.35,61.25,199860,199338,0,0,1.5,0.4839,-25.5039,0.0028,5.7979,-0.5161,-25.5039,HOLD,Waiting
12:21:47,26149.0,26175.87,26144.37,26139.51,26150,54.2,61.3,199860,199338,0,0,1.5,0.4839,-25.5039,0.0028,5.7979,-0.5161,-25.5039,HOLD,Waiting
12:21:50,26149.9,26175.84,26144.67,26139.64,26150,53.9,61.65,199860,199338,0,0,1.5,0.4827,-25.4689,0.0028,5.7954,-0.5173,-25.4689,HOLD,Waiting
12:21:52,26148.9,26175.87,26144.33,26139.49,26150,54.05,61.45,199860,199338,0,0,1.5,0.4827,-25.4689,0.0028,5.7954,-0.5173,-25.4689,HOLD,Waiting
12:21:55,26148.1,26175.85,26144.07,26139.38,26150,54,61.4,199860,199338,0,0,1.5,0.4827,-25.4689,0.0028,5.7954,-0.5173,-25.4689,HOLD,Waiting
12:21:58,26151.0,26175.85,26145.03,26139.79,26150,54.2,61.1,199860,199338,0,0,1.5,0.4817,-25.3855,0.0028,5.7946,-0.5183,-25.3855,HOLD,Waiting
12:22:01,26150.3,26175.85,26144.8,26139.69,26150,54.25,61.2,199860,199338,0,0,1.5,0.4827,-25.4689,0.0028,5.7954,-0.5173,-25.4689,HOLD,Waiting
12:22:03,26151.1,26175.87,26145.07,26139.81,26150,54.3,61.2,199860,199338,0,0,1.5,0.4817,-25.3855,0.0028,5.7946,-0.5183,-25.3855,HOLD,Waiting
12:22:06,26150.8,26175.87,26144.97,26139.77,26150,54.65,61,199860,199338,0,0,1.5,0.4817,-25.3855,0.0028,5.7946,-0.5183,-25.3855,HOLD,Waiting
12:22:09,26151.05,26175.86,26145.05,26139.8,26150,54.5,61.1,199860,199338,0,0,1.5,0.4817,-25.3855,0.0028,5.7946,-0.5183,-25.3855,HOLD,Waiting
12:22:11,26152.15,26175.87,26145.42,26139.96,26150,54.4,61.15,199860,199338,0,0,1.5,0.483,-25.5149,0.0028,5.7956,-0.517,-25.5149,HOLD,Waiting
12:22:14,26151.25,26175.87,26145.12,26139.83,26150,54.45,61.1,199860,199338,0,0,1.5,0.483,-25.5149,0.0028,5.7956,-0.517,-25.5149,HOLD,Waiting
12:22:16,26152.15,26175.87,26145.42,26139.96,26150,54.5,61.05,199860,199338,0,0,1.5,0.483,-25.5149,0.0028,5.7956,-0.517,-25.5149,HOLD,Waiting
12:22:19,26150.55,26175.89,26144.88,26139.73,26150,54.3,61.35,199860,199338,0,0,1.5,0.483,-25.5149,0.0028,5.7956,-0.517,-25.5149,HOLD,Waiting
12:22:22,26149.95,26175.89,26144.68,26139.64,26150,54.4,61.25,199860,199338,0,0,1.5,0.4829,-25.5474,0.0028,5.7955,-0.5171,-25.5474,HOLD,Waiting
12:22:24,26150.7,26175.89,26144.93,26139.75,26150,54.45,61.3,199860,199338,0,0,1.5,0.4829,-25.5474,0.0028,5.7955,-0.5171,-25.5474,HOLD,Waiting
12:22:27,26151.1,26175.89,26145.07,26139.81,26150,54.35,61.15,199860,199338,0,0,1.5,0.483,-25.5149,0.0028,5.7956,-0.517,-25.5149,HOLD,Waiting
12:22:30,26151.0,26175.87,26145.03,26139.79,26150,54.35,61.3,199860,199338,0,0,1.5,0.4829,-25.5474,0.0028,5.7955,-0.5171,-25.5474,HOLD,Waiting
12:22:32,26150.0,26175.87,26144.7,26139.65,26150,53.9,61.5,199860,199338,0,0,1.5,0.4829,-25.5474,0.0028,5.7955,-0.5171,-25.5474,HOLD,Waiting
12:22:36,26150.75,26175.89,26144.95,26139.76,26150,53.95,61.5,199860,199338,0,0,1.5,0.4819,-25.4861,0.0028,5.7948,-0.5181,-25.4861,HOLD,Waiting
12:22:39,26149.35,26175.89,26144.48,26139.56,26150,53.9,61.65,199860,199338,0,0,1.5,0.4819,-25.4861,0.0028,5.7948,-0.5181,-25.4861,HOLD,Waiting
12:22:42,26150.15,26175.86,26144.75,26139.67,26150,54.15,61.55,199860,199338,0,0,1.5,0.4819,-25.4861,0.0028,5.7948,-0.5181,-25.4861,HOLD,Waiting
12:22:45,26150.55,26175.87,26144.88,26139.73,26150,54.05,61.6,199860,199338,0,0,1.5,0.4802,-25.4533,0.0028,5.7935,-0.5198,-25.4533,HOLD,Waiting
12:22:48,26149.1,26175.91,26144.4,26139.52,26150,54.35,61.45,199860,199338,0,0,1.5,0.4802,-25.4533,0.0028,5.7935,-0.5198,-25.4533,HOLD,Waiting
12:22:50,26150.6,26175.91,26144.9,26139.74,26150,54.35,61.3,199860,199338,0,0,1.5,0.4802,-25.4533,0.0028,5.7935,-0.5198,-25.4533,HOLD,Waiting
12:22:53,26149.4,26175.87,26144.5,26139.57,26150,53.9,61.65,202015,204630,2155,5292,1.5,0.4803,-25.5356,0.0028,5.7918,-0.5197,-25.5356,HOLD,Waiting
12:22:56,26149.4,26175.87,26144.5,26139.57,26150,53.7,61.9,202015,204630,0,0,1.5,0.4803,-25.5356,0.0028,5.7918,-0.5197,-25.5356,HOLD,Waiting
12:22:59,26147.9,26175.87,26144.0,26139.35,26150,53.4,61.9,202015,204630,0,0,1.5,0.4803,-25.5356,0.0028,5.7918,-0.5197,-25.5356,HOLD,Waiting
12:23:02,26148.0,26175.87,26144.03,26139.37,26150,53.6,61.9,202015,204630,0,0,1.5,0.4803,-25.5356,0.0028,5.7918,-0.5197,-25.5356,HOLD,Waiting
12:23:05,26146.1,26175.87,26143.4,26139.09,26150,53.4,62,202015,204630,0,0,1.5,0.4803,-25.5356,0.0028,5.7918,-0.5197,-25.5356,HOLD,Waiting
12:23:07,26145.55,26175.86,26143.22,26139.02,26150,53.15,62.2,202015,204630,0,0,1.5,0.4797,-25.4652,0.0028,5.7913,-0.5203,-25.4652,HOLD,Waiting
12:23:10,26146.3,26175.87,26143.47,26139.12,26150,53.05,62.25,202015,204630,0,0,1.5,0.4797,-25.4652,0.0028,5.7913,-0.5203,-25.4652,HOLD,Waiting
12:23:12,26145.05,26175.89,26143.05,26138.94,26150,53.2,62.15,202015,204630,0,0,1.5,0.4797,-25.4652,0.0028,5.7913,-0.5203,-25.4652,HOLD,Waiting
12:23:15,26145.5,26175.88,26143.2,26139.01,26150,53.45,62,202015,204630,0,0,1.5,0.4797,-25.4652,0.0028,5.7913,-0.5203,-25.4652,HOLD,Waiting
12:23:18,26145.05,26175.86,26143.05,26138.94,26150,53.15,62.05,202015,204630,0,0,1.5,0.4778,-25.4513,0.0028,5.7896,-0.5222,-25.4513,HOLD,Waiting
12:23:21,26146.6,26175.85,26143.57,26139.17,26150,53.55,61.8,202015,204630,0,0,1.5,0.4778,-25.4513,0.0028,5.7896,-0.5222,-25.4513,HOLD,Waiting
12:23:24,26145.55,26175.85,26143.22,26139.02,26150,53.9,61.5,202015,204630,0,0,1.5,0.4778,-25.4513,0.0028,5.7896,-0.5222,-25.4513,HOLD,Waiting
12:23:27,26146.7,26175.85,26143.6,26139.18,26150,53.65,61.75,202015,204630,0,0,1.5,0.4797,-25.4874,0.0028,5.7913,-0.5203,-25.4874,HOLD,Waiting
12:23:29,26146.5,26175.9,26143.53,26139.15,26150,53.7,61.7,202015,204630,0,0,1.5,0.4778,-25.4513,0.0028,5.7896,-0.5222,-25.4513,HOLD,Waiting
12:23:32,26146.9,26175.9,26143.67,26139.21,26150,53.65,61.8,202015,204630,0,0,1.5,0.4797,-25.4874,0.0028,5.7913,-0.5203,-25.4874,HOLD,Waiting
12:23:35,26147.5,26175.85,26143.87,26139.29,26150,53.6,61.85,202015,204630,0,0,1.5,0.4797,-25.4874,0.0028,5.7913,-0.5203,-25.4874,HOLD,Waiting
12:23:38,26145.3,26175.9,26143.13,26138.98,26150,53.3,61.95,202015,204630,0,0,1.5,0.4788,-25.4372,0.0028,5.7906,-0.5212,-25.4372,HOLD,Waiting
12:23:41,26145.55,26175.9,26143.22,26139.02,26150,53.4,61.75,202015,204630,0,0,1.5,0.4788,-25.4372,0.0028,5.7906,-0.5212,-25.4372,HOLD,Waiting
12:23:44,26145.6,26175.9,26143.23,26139.02,26150,53.25,61.75,202015,204630,0,0,1.5,0.4788,-25.4372,0.0028,5.7906,-0.5212,-25.4372,HOLD,Waiting
12:23:47,26145.2,26175.9,26143.1,26138.97,26150,53.2,61.75,202015,204630,0,0,1.5,0.4788,-25.4372,0.0028,5.7906,-0.5212,-25.4372,HOLD,Waiting
12:23:49,26145.5,26175.9,26143.2,26139.01,26150,53.2,61.9,202015,204630,0,0,1.5,0.4788,-25.4372,0.0028,5.7906,-0.5212,-25.4372,HOLD,Waiting
12:23:52,26144.8,26175.9,26142.97,26138.91,26150,53,62.15,202015,204630,0,0,1.5,0.4787,-25.2973,0.0028,5.7887,-0.5213,-25.2973,HOLD,Waiting
12:23:55,26146.35,26175.9,26143.48,26139.13,26150,53.1,62.2,202015,204630,0,0,1.5,0.4787,-25.2973,0.0028,5.7887,-0.5213,-25.2973,HOLD,Waiting
12:23:58,26145.2,26175.94,26143.1,26138.97,26150,53.25,62.1,202015,204630,0,0,1.5,0.477,-25.3617,0.0028,5.7871,-0.523,-25.3617,HOLD,Waiting
12:24:02,26145.9,26175.93,26143.33,26139.07,26150,53.3,61.95,202015,204630,0,0,1.5,0.477,-25.3617,0.0028,5.7871,-0.523,-25.3617,HOLD,Waiting
12:24:05,26145.25,26175.93,26143.12,26138.97,26150,53.15,61.95,202015,204630,0,0,1.5,0.477,-25.3617,0.0028,5.7871,-0.523,-25.3617,HOLD,Waiting
12:24:10,26146.25,26175.96,26143.45,26139.12,26150,53.3,62,202015,204630,0,0,1.5,0.477,-25.3617,0.0028,5.7871,-0.523,-25.3617,HOLD,Waiting
12:24:13,26146.55,26175.96,26143.55,26139.16,26150,53.1,62.05,202015,204630,0,0,1.5,0.4787,-25.4185,0.0028,5.7886,-0.5213,-25.4185,HOLD,Waiting
12:24:16,26146.55,26175.97,26143.55,26139.16,26150,53.35,61.95,202015,204630,0,0,1.5,0.4787,-25.4185,0.0028,5.7886,-0.5213,-25.4185,HOLD,Waiting
12:24:19,26146.5,26175.97,26143.53,26139.15,26150,53.05,62.05,202015,204630,0,0,1.5,0.4787,-25.4185,0.0028,5.7886,-0.5213,-25.4185,HOLD,Waiting
12:24:22,26146.0,26175.89,26143.37,26139.08,26150,52.85,62.25,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:26,26145.65,26175.89,26143.25,26139.03,26150,53.1,62.35,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:29,26145.6,26175.89,26143.23,26139.02,26150,53,62.2,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:33,26145.15,26175.95,26143.08,26138.96,26150,52.6,62.45,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:36,26145.8,26175.95,26143.3,26139.05,26150,52.85,62.05,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:39,26146.15,26175.92,26143.42,26139.1,26150,52.55,62.3,202015,204630,0,0,1.5,0.4782,-25.36,0.0028,5.7882,-0.5218,-25.36,HOLD,Waiting
12:24:42,26145.2,26175.92,26143.1,26138.97,26150,52.4,62.25,202015,204630,0,0,1.5,0.4761,-25.3107,0.0028,5.7863,-0.5239,-25.3107,HOLD,Waiting
12:24:46,26145.25,26175.92,26143.72,26139.81,26150,52.6,62.45,202015,204630,0,0,1.5,0.4761,-25.3107,0.0028,5.7863,-0.5239,-25.3107,HOLD,Waiting
12:24:49,26144.0,26175.92,26143.3,26139.63,26150,52.3,62.5,202015,204630,0,0,1.5,0.4761,-25.3107,0.0028,5.7863,-0.5239,-25.3107,HOLD,Waiting
12:24:52,26143.85,26175.92,26143.25,26139.61,26150,52.1,62.8,202015,204630,0,0,1.5,0.4759,-25.3529,0.0028,5.7861,-0.5241,-25.3529,HOLD,Waiting
12:24:55,26144.2,26175.92,26143.37,26139.66,26150,52.35,62.4,202015,204630,0,0,1.5,0.4759,-25.3529,0.0028,5.7861,-0.5241,-25.3529,HOLD,Waiting
12:24:58,26143.85,26175.92,26143.25,26139.61,26150,52.3,62.65,202015,204630,0,0,1.5,0.4759,-25.3529,0.0028,5.7861,-0.5241,-25.3529,HOLD,Waiting
12:25:01,26143.65,26175.92,26143.18,26139.58,26150,52.3,62.6,202015,204630,0,0,1.5,0.4759,-25.3529,0.0028,5.7861,-0.5241,-25.3529,HOLD,Waiting
12:25:04,26143.3,26175.92,26143.07,26139.53,26150,52.75,62.4,202015,204630,0,0,1.5,0.475,-25.3617,0.0028,5.7835,-0.525,-25.3617,HOLD,Waiting
12:25:07,26144.55,26175.92,26143.48,26139.71,26150,52.4,62.75,202015,204630,0,0,1.5,0.475,-25.3617,0.0028,5.7835,-0.525,-25.3617,HOLD,Waiting
12:25:10,26143.8,26175.93,26143.23,26139.6,26150,52.45,62.75,202015,204630,0,0,1.5,0.475,-25.3617,0.0028,5.7835,-0.525,-25.3617,HOLD,Waiting
12:25:13,26144.85,26175.93,26143.58,26139.75,26150,52.7,62.6,202015,204630,0,0,1.5,0.4734,-25.2929,0.0028,5.7819,-0.5266,-25.2929,HOLD,Waiting
12:25:16,26144.75,26175.94,26143.55,26139.74,26150,52.5,62.55,202015,204630,0,0,1.5,0.4734,-25.2929,0.0028,5.7819,-0.5266,-25.2929,HOLD,Waiting
12:25:19,26144.75,26175.94,26143.55,26139.74,26150,52.85,62.3,202015,204630,0,0,1.5,0.4734,-25.2929,0.0028,5.7819,-0.5266,-25.2929,HOLD,Waiting
12:25:22,26144.85,26175.93,26143.58,26139.75,26150,53.05,62.25,202015,204630,0,0,1.5,0.4734,-25.2929,0.0028,5.7819,-0.5266,-25.2929,HOLD,Waiting
12:25:25,26145.05,26175.94,26143.65,26139.78,26150,53.3,61.95,202015,204630,0,0,1.5,0.4732,-25.335,0.0028,5.7816,-0.5268,-25.335,HOLD,Waiting
12:25:29,26145.45,26175.94,26143.78,26139.84,26150,53.6,61.8,202015,204630,0,0,1.5,0.4732,-25.335,0.0028,5.7816,-0.5268,-25.335,HOLD,Waiting
12:25:33,26145.75,26175.94,26143.88,26139.88,26150,53.4,61.9,202015,204630,0,0,1.5,0.4732,-25.335,0.0028,5.7816,-0.5268,-25.335,HOLD,Waiting
12:25:37,26146.85,26175.94,26144.25,26140.04,26150,53.9,61.6,202015,204630,0,0,1.5,0.4772,-25.434,0.0028,5.7855,-0.5228,-25.434,HOLD,Waiting
12:25:41,26147.1,26175.95,26144.33,26140.07,26150,53.85,61.35,202015,204630,0,0,1.5,0.4772,-25.434,0.0028,5.7855,-0.5228,-25.434,HOLD,Waiting
12:25:46,26147.25,26175.95,26144.38,26140.09,26150,53.3,61.95,202015,204630,0,0,1.5,0.4782,-25.3978,0.0028,5.7865,-0.5218,-25.3978,HOLD,Waiting
12:25:49,26146.85,26175.95,26144.25,26140.04,26150,53.55,62,202015,204630,0,0,1.5,0.4782,-25.3978,0.0028,5.7865,-0.5218,-25.3978,HOLD,Waiting
12:25:53,26146.0,26175.95,26143.97,26139.92,26150,53.45,61.95,199751,208877,-2264,4247,1.51,0.4782,-25.3978,0.0028,5.7865,-0.5218,-25.3978,HOLD,Waiting
12:25:56,26145.65,26175.95,26143.85,26139.87,26150,53.3,62.05,199751,208877,0,0,1.51,0.4783,-25.4802,0.0028,5.7847,-0.5217,-25.4802,HOLD,Waiting
12:26:00,26146.7,26175.95,26144.2,26140.02,26150,53.3,62.1,199751,208877,0,0,1.51,0.4783,-25.4802,0.0028,5.7847,-0.5217,-25.4802,HOLD,Waiting
12:26:03,26145.65,26175.95,26143.85,26139.87,26150,53.05,62.35,199751,208877,0,0,1.51,0.4783,-25.4802,0.0028,5.7847,-0.5217,-25.4802,HOLD,Waiting
12:26:06,26146.25,26175.95,26144.05,26139.95,26150,52.8,62.45,199751,208877,0,0,1.51,0.4783,-25.4802,0.0028,5.7847,-0.5217,-25.4802,HOLD,Waiting
12:26:08,26145.7,26175.95,26143.87,26139.87,26150,52.8,62.5,199751,208877,0,0,1.51,0.4782,-25.4357,0.0028,5.7847,-0.5218,-25.4357,HOLD,Waiting
12:26:11,26146.2,26175.95,26144.03,26139.94,26150,52.8,62.55,199751,208877,0,0,1.51,0.4782,-25.4357,0.0028,5.7847,-0.5218,-25.4357,HOLD,Waiting
12:26:14,26145.05,26175.95,26143.65,26139.78,26150,52.75,62.55,199751,208877,0,0,1.51,0.4782,-25.4357,0.0028,5.7847,-0.5218,-25.4357,HOLD,Waiting
12:26:17,26145.3,26175.96,26143.73,26139.82,26150,52.9,62.35,199751,208877,0,0,1.51,0.4782,-25.4357,0.0028,5.7847,-0.5218,-25.4357,HOLD,Waiting
12:26:20,26145.95,26175.96,26143.95,26139.91,26150,53.15,62.25,199751,208877,0,0,1.51,0.4748,-25.4196,0.0028,5.7815,-0.5252,-25.4196,HOLD,Waiting
12:26:22,26144.45,26175.96,26143.45,26139.69,26150,52.85,62.45,199751,208877,0,0,1.51,0.4748,-25.4196,0.0028,5.7815,-0.5252,-25.4196,HOLD,Waiting
12:26:25,26145.4,26175.96,26143.77,26139.83,26150,52.9,62.55,199751,208877,0,0,1.51,0.4748,-25.4196,0.0028,5.7815,-0.5252,-25.4196,HOLD,Waiting
12:26:28,26145.3,26175.96,26143.73,26139.82,26150,53.1,62.65,199751,208877,0,0,1.51,0.4748,-25.4196,0.0028,5.7815,-0.5252,-25.4196,HOLD,Waiting
12:26:31,26146.2,26175.97,26144.03,26139.94,26150,53.3,62.45,199751,208877,0,0,1.51,0.4749,-25.4096,0.0028,5.7816,-0.5251,-25.4096,HOLD,Waiting
12:26:33,26145.65,26175.97,26143.85,26139.87,26150,53.15,62.5,199751,208877,0,0,1.51,0.4749,-25.4096,0.0028,5.7816,-0.5251,-25.4096,HOLD,Waiting
12:26:36,26146.6,26175.97,26144.17,26140.0,26150,53.45,62.35,199751,208877,0,0,1.51,0.4749,-25.4096,0.0028,5.7816,-0.5251,-25.4096,HOLD,Waiting
12:26:38,26145.8,26175.96,26143.9,26139.89,26150,53.45,62.15,199751,208877,0,0,1.51,0.4749,-25.4096,0.0028,5.7816,-0.5251,-25.4096,HOLD,Waiting
12:26:41,26145.7,26175.96,26143.87,26139.87,26150,53.05,62.4,199751,208877,0,0,1.51,0.4752,-25.4342,0.0028,5.7819,-0.5248,-25.4342,HOLD,Waiting
12:26:44,26145.9,26175.96,26143.93,26139.9,26150,53,62.4,199751,208877,0,0,1.51,0.4752,-25.4342,0.0028,5.7819,-0.5248,-25.4342,HOLD,Waiting
12:26:47,26144.85,26175.96,26143.58,26139.75,26150,52.9,62.45,199751,208877,0,0,1.51,0.4752,-25.4342,0.0028,5.7819,-0.5248,-25.4342,HOLD,Waiting
12:26:49,26144.8,26175.96,26143.57,26139.74,26150,52.9,62.3,199751,208877,0,0,1.51,0.4752,-25.4342,0.0028,5.7819,-0.5248,-25.4342,HOLD,Waiting
12:26:52,26144.85,26175.96,26143.58,26139.75,26150,53,62.3,199751,208877,0,0,1.51,0.4765,-25.5768,0.0028,5.7831,-0.5235,-25.5768,HOLD,Waiting
12:26:55,26145.3,26175.96,26143.73,26139.82,26150,52.85,62.35,199751,208877,0,0,1.51,0.4765,-25.5768,0.0028,5.7831,-0.5235,-25.5768,HOLD,Waiting
12:26:58,26144.95,26175.96,26143.62,26139.77,26150,52.6,62.65,199751,208877,0,0,1.51,0.4765,-25.5768,0.0028,5.7831,-0.5235,-25.5768,HOLD,Waiting
12:27:01,26145.05,26175.97,26143.65,26139.78,26150,52.65,62.65,199751,208877,0,0,1.51,0.4765,-25.5768,0.0028,5.7831,-0.5235,-25.5768,HOLD,Waiting
12:27:04,26144.85,26175.97,26143.58,26139.75,26150,52.55,62.55,199751,208877,0,0,1.51,0.4757,-25.4321,0.0028,5.7806,-0.5243,-25.4321,HOLD,Waiting
12:27:07,26144.4,26175.98,26143.43,26139.69,26150,52.4,62.9,199751,208877,0,0,1.51,0.4757,-25.4321,0.0028,5.7806,-0.5243,-25.4321,HOLD,Waiting
12:27:10,26144.05,26175.98,26143.32,26139.64,26150,52.45,62.75,199751,208877,0,0,1.51,0.4757,-25.4321,0.0028,5.7806,-0.5243,-25.4321,HOLD,Waiting
12:27:13,26143.7,26175.97,26143.2,26139.59,26150,52.2,62.85,199751,208877,0,0,1.51,0.4757,-25.4321,0.0028,5.7806,-0.5243,-25.4321,HOLD,Waiting
12:27:16,26143.6,26175.99,26143.17,26139.57,26150,52.7,62.65,199751,208877,0,0,1.51,0.4741,-25.4181,0.0028,5.779,-0.5259,-25.4181,HOLD,Waiting
12:27:19,26143.8,26175.97,26143.23,26139.6,26150,52.65,62.8,199751,208877,0,0,1.51,0.4741,-25.4181,0.0028,5.779,-0.5259,-25.4181,HOLD,Waiting
12:27:22,26144.45,26175.97,26143.45,26139.69,26150,52.75,62.7,199751,208877,0,0,1.51,0.4741,-25.4181,0.0028,5.779,-0.5259,-25.4181,HOLD,Waiting
12:27:25,26145.9,26175.97,26143.93,26139.9,26150,53.2,62.5,199751,208877,0,0,1.51,0.4725,-25.4479,0.0028,5.7773,-0.5275,-25.4479,HOLD,Waiting
12:27:28,26144.2,26175.97,26143.37,26139.66,26150,53.1,62.55,199751,208877,0,0,1.51,0.4725,-25.4479,0.0028,5.7773,-0.5275,-25.4479,HOLD,Waiting
12:27:31,26145.05,26175.97,26143.65,26139.78,26150,52.95,62.5,199751,208877,0,0,1.51,0.4725,-25.4479,0.0028,5.7773,-0.5275,-25.4479,HOLD,Waiting
12:27:34,26145.45,26175.97,26143.78,26139.84,26150,53.2,62.5,199751,208877,0,0,1.51,0.4725,-25.4479,0.0028,5.7773,-0.5275,-25.4479,HOLD,Waiting
12:27:37,26145.9,26175.97,26143.93,26139.9,26150,53.2,62.5,199751,208877,0,0,1.51,0.4767,-25.451,0.0028,5.7816,-0.5233,-25.451,HOLD,Waiting
12:27:40,26146.2,26176.0,26144.03,26139.94,26150,53.2,62.3,199751,208877,0,0,1.51,0.4767,-25.451,0.0028,5.7816,-0.5233,-25.451,HOLD,Waiting
12:27:43,26145.45,26176.0,26143.78,26139.84,26150,53.1,62.45,199751,208877,0,0,1.51,0.4767,-25.451,0.0028,5.7816,-0.5233,-25.451,HOLD,Waiting
12:27:47,26145.7,26176.0,26143.87,26139.87,26150,52.8,62.6,199751,208877,0,0,1.51,0.4767,-25.451,0.0028,5.7816,-0.5233,-25.451,HOLD,Waiting
12:27:49,26144.8,26176.0,26143.57,26139.74,26150,52.85,62.55,199751,208877,0,0,1.51,0.4765,-25.4711,0.0028,5.7813,-0.5235,-25.4711,HOLD,Waiting
12:27:52,26144.45,26176.0,26143.45,26139.69,26150,52.85,62.55,199751,208877,0,0,1.51,0.4765,-25.4711,0.0028,5.7813,-0.5235,-25.4711,HOLD,Waiting
12:27:55,26144.7,26176.0,26143.53,26139.73,26150,52.7,62.7,199751,208877,0,0,1.51,0.4765,-25.4711,0.0028,5.7813,-0.5235,-25.4711,HOLD,Waiting
12:27:58,26144.3,26176.0,26143.4,26139.67,26150,52.65,62.9,199751,208877,0,0,1.51,0.4751,-25.5202,0.0028,5.7782,-0.5249,-25.5202,HOLD,Waiting
12:28:01,26145.05,26176.0,26143.65,26139.78,26150,52.55,62.8,199751,208877,0,0,1.51,0.4751,-25.5202,0.0028,5.7782,-0.5249,-25.5202,HOLD,Waiting
12:28:04,26143.8,26176.0,26143.23,26139.6,26150,52.5,62.9,199751,208877,0,0,1.51,0.4751,-25.5202,0.0028,5.7782,-0.5249,-25.5202,HOLD,Waiting
12:28:07,26143.75,26176.0,26143.22,26139.59,26150,52.5,62.95,199751,208877,0,0,1.51,0.4751,-25.5202,0.0028,5.7782,-0.5249,-25.5202,HOLD,Waiting
