Date,Entry Time,Exit Time,Type,Strike,Opt Buy,Opt Sell,Nifty Entry,Nifty Exit,EMA5 Entry,EMA13 Entry,PnL,Balance,Reason
2025-12-26,10:38:45,10:40:13,PE,NSE-NIFTY-30Dec25-26100-PE,71.8,66.8,26084.0,26093.45,26087.86,26094.77,-375.0,9625.0,STOP/TRAIL
2025-12-26,10:45:49,10:59:02,PE,NSE-NIFTY-30Dec25-26100-PE,70.9,65.9,26088.6,26092.55,26090.67,26094.68,-375.0,9250.0,STOP/TRAIL
2025-12-26,12:22:36,12:38:59,PE,NSE-NIFTY-30Dec25-26050-PE,55.65,65.15,26056.65,26039.3,26059.32,26061.85,712.5,9962.5,STOP/TRAIL
2025-12-26,13:28:45,13:28:48,CE,NSE-NIFTY-30Dec25-26050-CE,74.75,74.45,26051.65,26049.9,26046.35,26046.35,-22.5,9940.0,REVERSAL
2025-12-26,13:29:04,13:29:11,CE,NSE-NIFTY-30Dec25-26050-CE,74.7,73.8,26051.9,26048.95,26046.44,26046.38,-67.5,9872.5,REVERSAL
2025-12-26,13:30:00,13:31:07,CE,NSE-NIFTY-30Dec25-26050-CE,74.2,74.0,26048.65,26047.15,26046.63,26046.41,-15.0,9857.5,REVERSAL
2025-12-26,13:31:10,13:31:14,CE,NSE-NIFTY-30Dec25-26050-CE,74.05,73.75,26048.0,26046.5,26046.41,26046.31,-22.5,9835.0,REVERSAL
2025-12-26,13:31:17,13:31:23,CE,NSE-NIFTY-30Dec25-26050-CE,73.8,73.9,26047.75,26046.4,26046.33,26046.28,7.5,9842.5,REVERSAL
2025-12-26,13:31:30,13:31:33,CE,NSE-NIFTY-30Dec25-26050-CE,74.15,74.2,26047.5,26046.6,26046.25,26046.24,3.75,9846.25,REVERSAL
2025-12-26,13:31:39,13:34:09,CE,NSE-NIFTY-30Dec25-26050-CE,74.1,73.1,26049.0,26047.25,26046.75,26046.46,-75.0,9771.25,REVERSAL
2025-12-26,13:34:13,13:34:34,CE,NSE-NIFTY-30Dec25-26050-CE,72.95,73.0,26048.05,26047.0,26046.43,26046.32,3.75,9775.0,REVERSAL
2025-12-26,13:34:38,13:34:53,CE,NSE-NIFTY-30Dec25-26050-CE,73.25,72.75,26048.75,26046.6,26046.66,26046.42,-37.5,9737.5,REVERSAL
2025-12-26,13:35:02,13:35:12,CE,NSE-NIFTY-30Dec25-26050-CE,72.35,71.9,26047.2,26045.05,26046.36,26046.27,-33.75,9703.75,REVERSAL
2025-12-26,13:35:17,13:35:21,CE,NSE-NIFTY-30Dec25-26050-CE,72.05,72.0,26046.95,26045.4,26046.28,26046.23,-3.75,9700.0,REVERSAL
2025-12-26,13:35:28,13:35:31,CE,NSE-NIFTY-30Dec25-26050-CE,71.8,71.85,26046.7,26045.5,26046.2,26046.2,3.75,9703.75,REVERSAL
2025-12-26,13:35:46,13:35:56,CE,NSE-NIFTY-30Dec25-26050-CE,72.8,73.1,26047.3,26046.1,26046.4,26046.28,22.5,9726.25,REVERSAL
2025-12-26,13:36:01,13:36:10,CE,NSE-NIFTY-30Dec25-26050-CE,72.55,72.95,26047.1,26045.05,26046.33,26046.25,30.0,9756.25,REVERSAL
2025-12-26,13:36:18,13:36:21,CE,NSE-NIFTY-30Dec25-26050-CE,72.95,72.55,26047.45,26046.65,26046.45,26046.3,-30.0,9726.25,REVERSAL
2025-12-26,13:36:27,13:36:35,CE,NSE-NIFTY-30Dec25-26050-CE,72.65,72.55,26046.95,26046.5,26046.28,26046.23,-7.5,9718.75,REVERSAL
2025-12-26,13:36:46,13:36:51,CE,NSE-NIFTY-30Dec25-26050-CE,72.55,72.4,26046.9,26045.25,26046.26,26046.23,-11.25,9707.5,REVERSAL
