Date,Entry_Time,Exit_Time,Type,Symbol,Nifty_Entry,Nifty_Exit,Opt_Entry,Opt_Exit,GrossPnL,NetPnL,Balance,Reason
2025-12-05,14:30:00,14:36:00,PE,NSE-NIFTY-09Dec25-26150-PE,26151.65,26154.0,63.35,63.85,37.5,-12.5,103186.25,SL/TRAIL
2025-12-05,15:00:00,15:30:00,CE,NSE-NIFTY-09Dec25-26200-CE,26186.9,26180.9,81.7,77.25,-333.75,-383.75,102802.5,EOD
2025-12-08,10:30:00,10:41:00,PE,NSE-NIFTY-09Dec25-26100-PE,26085.3,26093.95,61.25,62.0,56.25,6.25,102808.75,SL/TRAIL
2025-12-08,10:45:00,10:53:00,PE,NSE-NIFTY-09Dec25-26100-PE,26084.85,26092.0,59.6,59.8,15.0,-35.0,102773.75,SL/TRAIL
2025-12-08,10:55:00,11:10:00,PE,NSE-NIFTY-09Dec25-26050-PE,26070.4,26078.7,41.6,46.35,356.25,306.25,103080.0,SL/TRAIL
2025-12-08,11:50:00,12:41:00,PE,NSE-NIFTY-09Dec25-26050-PE,26061.9,26023.15,44.05,60.3,1218.75,1168.75,104248.75,SL/TRAIL
2025-12-08,12:25:00,12:41:00,PE,NSE-NIFTY-09Dec25-26050-PE,26027.05,26023.15,54.4,60.3,442.5,392.5,104641.25,SL/TRAIL
2025-12-08,13:15:00,13:34:00,PE,NSE-NIFTY-09Dec25-26000-PE,26004.2,25919.1,38.9,110.9,5400.0,5350.0,109991.25,SL/TRAIL
2025-12-08,14:50:00,14:56:00,CE,NSE-NIFTY-09Dec25-25950-CE,25950.5,25942.6,81.0,72.0,-675.0,-725.0,109266.25,SL/TRAIL
2025-12-09,10:55:00,11:00:00,CE,NSE-NIFTY-09Dec25-25850-CE,25829.3,25820.05,29.9,36.05,461.25,411.25,109677.5,SL/TRAIL
2025-12-09,11:55:00,12:18:00,CE,NSE-NIFTY-09Dec25-25850-CE,25860.85,25889.75,39.3,67.65,2126.25,2076.25,111753.75,SL/TRAIL
2025-12-09,13:15:00,13:21:00,PE,NSE-NIFTY-09Dec25-25900-PE,25877.0,25882.05,51.05,42.05,-675.0,-725.0,111028.75,SL/TRAIL
2025-12-09,13:20:00,13:31:00,CE,NSE-NIFTY-09Dec25-25900-CE,25878.85,25878.35,23.95,24.7,56.25,6.25,111035.0,SL/TRAIL
2025-12-09,14:15:00,14:28:00,PE,NSE-NIFTY-09Dec25-25850-PE,25858.55,25829.2,15.7,34.85,1436.25,1386.25,112421.25,SL/TRAIL
2025-12-10,10:50:00,11:01:00,PE,NSE-NIFTY-16Dec25-25850-PE,25859.4,25834.65,99.2,123.55,1826.25,1776.25,114197.5,SL/TRAIL
2025-12-10,11:20:00,11:32:00,PE,NSE-NIFTY-16Dec25-25850-PE,25860.1,25852.8,108.9,111.2,172.5,122.5,114320.0,SL/TRAIL
2025-12-10,13:15:00,13:31:00,CE,NSE-NIFTY-16Dec25-25850-CE,25826.95,25829.0,117.85,127.2,701.25,651.25,114971.25,SL/TRAIL
2025-12-10,13:55:00,14:08:00,PE,NSE-NIFTY-16Dec25-25800-PE,25795.2,25766.6,114.25,129.2,1121.25,1071.25,116042.5,SL/TRAIL
2025-12-10,14:50:00,14:58:00,PE,NSE-NIFTY-16Dec25-25750-PE,25747.3,25749.0,107.05,109.75,202.5,152.5,116195.0,SL/TRAIL
2025-12-11,11:05:00,11:09:00,PE,NSE-NIFTY-16Dec25-25800-PE,25777.35,25777.35,111.2,102.2,-675.0,-725.0,115470.0,SL/TRAIL
2025-12-11,11:15:00,11:33:00,CE,NSE-NIFTY-16Dec25-25800-CE,25813.25,25829.5,135.6,148.75,986.25,936.25,116406.25,SL/TRAIL
2025-12-11,13:05:00,13:11:00,PE,NSE-NIFTY-16Dec25-25850-PE,25850.4,25860.9,85.15,85.4,18.75,-31.25,116375.0,SL/TRAIL
2025-12-11,13:35:00,13:44:00,CE,NSE-NIFTY-16Dec25-25900-CE,25883.0,25873.8,118.1,109.1,-675.0,-725.0,115650.0,SL/TRAIL
2025-12-11,14:10:00,14:16:00,PE,NSE-NIFTY-16Dec25-25850-PE,25866.2,25875.35,79.8,78.2,-120.0,-170.0,115480.0,SL/TRAIL
2025-12-11,14:20:00,14:33:00,CE,NSE-NIFTY-16Dec25-25900-CE,25886.1,25909.15,121.55,127.25,427.5,377.5,115857.5,SL/TRAIL
2025-12-11,14:45:00,14:51:00,PE,NSE-NIFTY-16Dec25-25850-PE,25855.3,25868.05,77.5,79.05,116.25,66.25,115923.75,SL/TRAIL
2025-12-11,15:00:00,15:30:00,CE,NSE-NIFTY-16Dec25-25900-CE,25899.6,25894.55,117.5,114.6,-217.5,-267.5,115656.25,EOD
2025-12-12,10:20:00,10:28:00,PE,NSE-NIFTY-16Dec25-25950-PE,25959.2,25956.75,58.7,82.2,1762.5,1712.5,117368.75,SL/TRAIL
2025-12-12,11:10:00,11:28:00,CE,NSE-NIFTY-16Dec25-26000-CE,25990.8,26009.35,102.75,106.8,303.75,253.75,117622.5,SL/TRAIL
2025-12-12,12:50:00,13:04:00,CE,NSE-NIFTY-16Dec25-26000-CE,26022.1,26025.2,102.35,106.35,300.0,250.0,117872.5,SL/TRAIL
2025-12-12,13:10:00,13:18:00,CE,NSE-NIFTY-16Dec25-26050-CE,26034.7,26030.65,79.0,81.0,150.0,100.0,117972.5,SL/TRAIL
2025-12-12,13:30:00,13:41:00,PE,NSE-NIFTY-16Dec25-26000-PE,26015.45,26026.5,70.95,61.95,-675.0,-725.0,117247.5,SL/TRAIL
2025-12-12,13:45:00,13:53:00,CE,NSE-NIFTY-16Dec25-26050-CE,26030.3,26024.05,78.2,77.45,-56.25,-106.25,117141.25,SL/TRAIL
2025-12-12,14:40:00,15:00:00,PE,NSE-NIFTY-16Dec25-26050-PE,26026.95,26042.4,85.1,76.1,-675.0,-725.0,116416.25,SL/TRAIL
2025-12-12,15:00:00,15:30:00,CE,NSE-NIFTY-16Dec25-26050-CE,26041.15,26042.8,83.85,83.15,-52.5,-102.5,116313.75,EOD
2025-12-15,11:25:00,11:32:00,CE,NSE-NIFTY-16Dec25-26000-CE,25991.7,25984.15,59.15,59.35,15.0,-35.0,116278.75,SL/TRAIL
2025-12-15,11:40:00,11:48:00,PE,NSE-NIFTY-16Dec25-25950-PE,25971.0,25992.45,59.5,50.5,-675.0,-725.0,115553.75,SL/TRAIL
2025-12-15,11:45:00,12:27:00,CE,NSE-NIFTY-16Dec25-26000-CE,25995.85,26014.3,52.05,77.05,1875.0,1825.0,117378.75,SL/TRAIL
2025-12-15,13:45:00,13:51:00,CE,NSE-NIFTY-16Dec25-26050-CE,26032.9,26021.6,51.3,49.5,-135.0,-185.0,117193.75,SL/TRAIL
2025-12-15,14:05:00,14:13:00,PE,NSE-NIFTY-16Dec25-26000-PE,26005.9,26008.95,49.4,53.5,307.5,257.5,117451.25,SL/TRAIL
2025-12-15,14:40:00,14:49:00,CE,NSE-NIFTY-16Dec25-26050-CE,26035.65,26028.55,44.75,49.7,371.25,321.25,117772.5,SL/TRAIL
2025-12-15,15:05:00,15:30:00,CE,NSE-NIFTY-16Dec25-26050-CE,26031.95,26015.65,47.25,45.4,-138.75,-188.75,117583.75,EOD
2025-12-16,10:35:00,11:51:00,PE,NSE-NIFTY-16Dec25-25900-PE,25904.85,25884.3,38.4,40.85,183.75,133.75,117717.5,SL/TRAIL
2025-12-16,11:10:00,11:51:00,PE,NSE-NIFTY-16Dec25-25900-PE,25898.8,25884.3,34.6,40.85,468.75,418.75,118136.25,SL/TRAIL
2025-12-16,11:20:00,11:51:00,PE,NSE-NIFTY-16Dec25-25900-PE,25898.4,25884.3,36.45,40.85,330.0,280.0,118416.25,SL/TRAIL
2025-12-16,11:30:00,11:51:00,PE,NSE-NIFTY-16Dec25-25900-PE,25890.3,25884.3,35.2,40.85,423.75,373.75,118790.0,SL/TRAIL
2025-12-16,11:55:00,12:19:00,PE,NSE-NIFTY-16Dec25-25900-PE,25876.05,25893.5,41.9,32.9,-675.0,-725.0,118065.0,SL/TRAIL
2025-12-16,12:25:00,12:36:00,CE,NSE-NIFTY-16Dec25-25900-CE,25906.15,25900.3,30.2,32.35,161.25,111.25,118176.25,SL/TRAIL
2025-12-16,12:45:00,13:35:00,PE,NSE-NIFTY-16Dec25-25900-PE,25879.5,25897.15,32.45,23.45,-675.0,-725.0,117451.25,SL/TRAIL
2025-12-16,13:30:00,13:50:00,CE,NSE-NIFTY-16Dec25-25900-CE,25895.85,25920.85,20.5,37.7,1290.0,1240.0,118691.25,SL/TRAIL
2025-12-16,14:05:00,14:23:00,PE,NSE-NIFTY-16Dec25-25900-PE,25886.95,25865.6,18.4,42.7,1822.5,1772.5,120463.75,SL/TRAIL
2025-12-17,11:20:00,11:39:00,PE,NSE-NIFTY-23Dec25-25850-PE,25828.25,25821.35,115.3,115.55,18.75,-31.25,120432.5,SL/TRAIL
2025-12-17,11:45:00,11:59:00,CE,NSE-NIFTY-23Dec25-25850-CE,25845.55,25817.4,130.6,121.6,-675.0,-725.0,119707.5,SL/TRAIL
2025-12-17,11:55:00,12:10:00,PE,NSE-NIFTY-23Dec25-25800-PE,25817.4,25804.15,89.65,98.2,641.25,591.25,120298.75,SL/TRAIL
2025-12-17,12:20:00,12:34:00,PE,NSE-NIFTY-23Dec25-25800-PE,25794.6,25794.1,100.6,100.65,3.75,-46.25,120252.5,SL/TRAIL
2025-12-17,12:50:00,13:04:00,PE,NSE-NIFTY-23Dec25-25800-PE,25787.85,25794.9,99.7,101.1,105.0,55.0,120307.5,SL/TRAIL
2025-12-17,13:20:00,13:36:00,CE,NSE-NIFTY-23Dec25-25800-CE,25808.65,25789.55,140.85,131.85,-675.0,-725.0,119582.5,SL/TRAIL
2025-12-17,13:35:00,13:46:00,PE,NSE-NIFTY-23Dec25-25800-PE,25791.1,25793.75,100.2,100.2,0.0,-50.0,119532.5,SL/TRAIL
2025-12-17,14:15:00,14:25:00,CE,NSE-NIFTY-23Dec25-25850-CE,25827.65,25795.55,115.05,106.05,-675.0,-725.0,118807.5,SL/TRAIL
2025-12-17,14:30:00,14:36:00,CE,NSE-NIFTY-23Dec25-25800-CE,25811.1,25790.4,134.35,132.4,-146.25,-196.25,118611.25,SL/TRAIL
2025-12-17,14:35:00,15:00:00,PE,NSE-NIFTY-23Dec25-25800-PE,25776.15,25825.5,98.85,89.85,-675.0,-725.0,117886.25,SL/TRAIL
