Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
13:20:02,SCANNING,WATCH_PE,25866.75,25873.93,25876.08,-2.15,25850,NSE-NIFTY-23Dec25-25850-PE,75.45,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:04,SCANNING,WATCH_PE,25866.9,25873.98,25876.11,-2.12,25850,NSE-NIFTY-23Dec25-25850-PE,75.5,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:06,SCANNING,WATCH_PE,25867.35,25874.13,25876.17,-2.04,25850,NSE-NIFTY-23Dec25-25850-PE,75.45,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:08,SCANNING,WATCH_PE,25866.3,25873.78,25876.02,-2.24,25850,NSE-NIFTY-23Dec25-25850-PE,75.75,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:09,SCANNING,WATCH_PE,25867.1,25874.05,25876.13,-2.09,25850,NSE-NIFTY-23Dec25-25850-PE,75.4,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:11,SCANNING,WATCH_PE,25865.9,25873.65,25875.96,-2.31,25850,NSE-NIFTY-23Dec25-25850-PE,75.6,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:13,SCANNING,WATCH_PE,25866.35,25873.8,25876.03,-2.23,25850,NSE-NIFTY-23Dec25-25850-PE,75.2,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:15,SCANNING,WATCH_PE,25866.05,25873.7,25875.98,-2.29,25850,NSE-NIFTY-23Dec25-25850-PE,75.15,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:17,SCANNING,WATCH_PE,25865.9,25873.65,25875.96,-2.31,25850,NSE-NIFTY-23Dec25-25850-PE,75.2,0.0,0.0,0.0,0.0,10000.0,0.0
13:20:19,SCANNING,WATCH_PE,25865.15,25873.4,25875.86,-2.46,25850,NSE-NIFTY-23Dec25-25850-PE,75.0,0.0,0.0,0.0,0.0,10000.0,0.0
