Time_Entry,Time_Exit,Strike,Spot_Entry,Entry_Px,Exit_Px,PnL,Balance,Reason
2025-12-19 09:05:00,2025-12-19T09:44:00,NSE-NIFTY-23Dec25-25900-CE,25911.5,99.35,134.75,2655.0000000000005,10873.749999999998,SL Hit
2025-12-19 09:20:00,2025-12-19T09:44:00,NSE-NIFTY-23Dec25-25950-CE,25944.3,89.15,104.4,1143.75,12017.499999999998,SL Hit
2025-12-19 09:30:00,2025-12-19T10:05:00,NSE-NIFTY-23Dec25-25950-CE,25963.5,103.5,93.25,-768.75,11248.749999999998,SL Hit
2025-12-19 09:35:00,2025-12-19T09:49:00,NSE-NIFTY-23Dec25-25950-CE,25966.75,109.5,98.05,-858.7500000000002,10389.999999999998,SL Hit
2025-12-19 09:50:00,2025-12-19T10:06:00,NSE-NIFTY-23Dec25-25950-CE,25953.55,98.2,89.65,-641.2499999999998,9748.749999999998,SL Hit
2025-12-19 10:00:00,2025-12-19T10:05:00,NSE-NIFTY-23Dec25-25950-CE,25957.7,103.85,93.25,-794.9999999999995,8953.749999999998,SL Hit
2025-12-19 10:35:00,2025-12-19T11:06:00,NSE-NIFTY-23Dec25-25950-CE,25962.75,101.15,91.65,-712.5,8241.249999999998,SL Hit
2025-12-19 10:50:00,2025-12-19T11:06:00,NSE-NIFTY-23Dec25-25950-CE,25972.1,102.5,91.65,-813.7499999999995,7427.499999999998,SL Hit
2025-12-19 12:40:00,2025-12-19T13:00:00,NSE-NIFTY-23Dec25-25950-CE,25953.65,90.0,81.65,-626.2499999999995,6801.249999999998,SL Hit
2025-12-19 12:45:00,2025-12-19T13:06:00,NSE-NIFTY-23Dec25-25950-CE,25951.35,88.15,79.6,-641.2500000000009,6159.999999999997,SL Hit
2025-12-19 12:55:00,2025-12-19T13:12:00,NSE-NIFTY-23Dec25-25950-CE,25952.85,83.45,74.3,-686.2500000000005,5473.749999999996,SL Hit
2025-12-19 13:00:00,2025-12-19T13:12:00,NSE-NIFTY-23Dec25-25950-CE,25952.0,83.2,74.3,-667.5000000000005,4806.249999999996,SL Hit
2025-12-19 13:25:00,2025-12-19T14:07:00,NSE-NIFTY-23Dec25-25950-CE,25956.2,84.0,85.9,142.50000000000043,4948.749999999996,SL Hit
2025-12-19 13:30:00,2025-12-19T14:15:00,NSE-NIFTY-23Dec25-25950-CE,25967.9,86.95,87.7,56.25,5004.999999999996,Time Exit
2025-12-19 13:40:00,2025-12-19T14:25:00,NSE-NIFTY-23Dec25-26000-CE,25977.65,63.85,70.0,461.2499999999999,5466.249999999996,Time Exit
2025-12-19 13:45:00,2025-12-19T14:30:00,NSE-NIFTY-23Dec25-26000-CE,25977.15,67.7,66.45,-93.75,5372.499999999996,Time Exit
2025-12-19 13:50:00,2025-12-19T14:35:00,NSE-NIFTY-23Dec25-25950-CE,25973.25,92.05,90.1,-146.25000000000023,5226.249999999996,Time Exit
2025-12-19 14:15:00,2025-12-19T14:27:00,NSE-NIFTY-23Dec25-26000-CE,25978.35,63.2,65.0,134.99999999999977,5361.249999999996,SL Hit
2025-12-19 14:45:00,2025-12-19T15:30:00,NSE-NIFTY-23Dec25-26000-CE,25979.35,66.6,68.35,131.25,5492.499999999996,Time Exit
