Date,Type,Symbol,Entry,Exit,GrossPnL,NetPnL,Balance,Reason
2025-10-01,PE,NSE-NIFTY-07Oct25-24650-PE,93.8,93.0,-60.0,-110.0,9890.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24650-CE,129.15,146.75,1320.0,1270.0,11160.0,SL/TRAIL
2025-10-01,PE,NSE-NIFTY-07Oct25-24750-PE,85.25,83.85,-105.0,-155.0,11005.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24750-CE,142.7,133.7,-675.0,-725.0,10280.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24800-CE,112.55,113.75,90.0,40.0,10320.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,92.3,99.1,510.0,460.0,10780.0,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,84.65,75.65,-675.0,-725.0,10055.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,95.9,104.7,660.0,610.0,10665.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24850-CE,74.15,75.7,116.25,66.25,10731.25,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,57.5,59.9,180.0,130.0,10861.25,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25000-CE,67.6,127.6,4500.0,4450.0,15311.25,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25050-CE,67.8,88.3,1537.5,1487.5,16798.75,SL/TRAIL
2025-10-06,PE,NSE-NIFTY-07Oct25-25050-PE,43.1,42.0,-82.5,-132.5,16666.25,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25050-CE,77.85,78.2,26.25,-23.75,16642.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25100-CE,43.55,47.05,262.5,212.5,16855.0,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,29.65,55.0,1901.25,1851.25,18706.25,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,32.3,55.0,1702.5,1652.5,20358.75,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25150-CE,46.2,37.2,-675.0,-725.0,19633.75,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25200-CE,17.4,32.55,1136.25,1086.25,20720.0,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,10.9,40.8,2242.5,2192.5,22912.5,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,98.35,101.1,206.25,156.25,23068.75,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25050-CE,123.05,127.0,296.25,246.25,23315.0,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25100-CE,118.4,127.9,712.5,662.5,23977.5,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,84.55,82.6,-146.25,-196.25,23781.25,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,93.45,96.85,255.0,205.0,23986.25,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25100-CE,112.15,111.75,-30.0,-80.0,23906.25,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25100-CE,105.9,125.25,1451.25,1401.25,25307.5,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25150-CE,123.65,114.65,-675.0,-725.0,24582.5,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25150-PE,80.55,71.55,-675.0,-725.0,23857.5,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25150-CE,108.55,111.0,183.75,133.75,23991.25,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,82.65,73.65,-675.0,-725.0,23266.25,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,69.25,70.3,78.75,28.75,23295.0,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,69.05,60.05,-675.0,-725.0,22570.0,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,69.5,60.5,-675.0,-725.0,21845.0,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,62.7,67.3,345.0,295.0,22140.0,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25100-PE,28.25,36.35,607.5,557.5,22697.5,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25050-PE,22.5,25.2,202.5,152.5,22850.0,SL/TRAIL
2025-10-14,CE,NSE-NIFTY-14Oct25-25150-CE,19.7,20.65,71.25,21.25,22871.25,SL/TRAIL
2025-10-14,CE,NSE-NIFTY-14Oct25-25100-CE,36.6,39.65,228.75,178.75,23050.0,SL/TRAIL
2025-10-14,CE,NSE-NIFTY-14Oct25-25150-CE,10.0,42.95,2471.25,2421.25,25471.25,SL/TRAIL
2025-10-15,CE,NSE-NIFTY-20Oct25-25300-CE,144.65,164.55,1492.5,1442.5,26913.75,SL/TRAIL
2025-10-15,CE,NSE-NIFTY-20Oct25-25300-CE,158.3,149.3,-675.0,-725.0,26188.75,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25300-PE,80.7,71.7,-675.0,-725.0,25463.75,SL/TRAIL
2025-10-15,CE,NSE-NIFTY-20Oct25-25300-CE,145.1,147.65,191.25,141.25,25605.0,SL/TRAIL
2025-10-15,CE,NSE-NIFTY-20Oct25-25350-CE,134.3,143.65,701.25,651.25,26256.25,SL/TRAIL
2025-10-16,PE,NSE-NIFTY-20Oct25-25450-PE,71.4,69.8,-120.0,-170.0,26086.25,SL/TRAIL
2025-10-16,CE,NSE-NIFTY-20Oct25-25450-CE,118.2,148.75,2291.25,2241.25,28327.5,SL/TRAIL
2025-10-16,CE,NSE-NIFTY-20Oct25-25500-CE,121.9,123.5,120.0,70.0,28397.5,SL/TRAIL
