Timestamp,Fut_Price,VWAP,Vol,Avg_Vol,Trend,Strike,Opt_Symbol,Opt_LTP,Current_OI,3min_OI_Drop%,Spread,Signal,PnL,Balance
14:23:12,26028.0,26019.31,2475,5917,BULLISH,26050,NIFTY25D2326050CE,46.95,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:14,26029.0,26019.34,2925,5940,BULLISH,26050,NIFTY25D2326050CE,47.2,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:17,26029.0,26019.48,6150,6101,BULLISH,26050,NIFTY25D2326050CE,47.0,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:20,26028.0,26019.48,6375,6112,BULLISH,26050,NIFTY25D2326050CE,46.85,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:23,26028.0,26019.48,6450,6116,BULLISH,26050,NIFTY25D2326050CE,47.0,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:26,26027.0,26019.48,6825,6135,BULLISH,26050,NIFTY25D2326050CE,46.85,100409.0,0.0,0.0,WAIT,0.0,10000.0
14:23:29,26027.1,26019.49,6900,6138,BULLISH,26050,NIFTY25D2326050CE,46.85,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:32,26027.0,26019.5,7125,6150,BULLISH,26050,NIFTY25D2326050CE,46.9,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:35,26027.0,26019.5,7125,6150,BULLISH,26050,NIFTY25D2326050CE,47.0,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:38,26027.0,26019.57,8925,6240,BULLISH,26050,NIFTY25D2326050CE,46.85,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:40,26028.7,26019.6,9075,6247,BULLISH,26050,NIFTY25D2326050CE,47.0,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:43,26028.7,26019.6,9075,6247,BULLISH,26050,NIFTY25D2326050CE,46.95,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:45,26027.0,26019.58,9375,6262,BULLISH,26050,NIFTY25D2326050CE,47.25,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:47,26027.0,26019.58,9375,6262,BULLISH,26050,NIFTY25D2326050CE,47.6,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:49,26029.0,26019.62,9600,6273,BULLISH,26050,NIFTY25D2326050CE,48.5,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:52,26030.0,26019.73,11325,6360,BULLISH,26050,NIFTY25D2326050CE,48.45,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:56,26030.0,26019.73,11325,6360,BULLISH,26050,NIFTY25D2326050CE,49.3,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:23:59,26030.0,26019.73,11325,6360,BULLISH,26050,NIFTY25D2326050CE,49.2,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:02,26032.4,26020.28,10050,6510,BULLISH,26050,NIFTY25D2326050CE,49.65,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:05,26033.0,26020.41,11325,6573,BULLISH,26050,NIFTY25D2326050CE,50.45,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:07,26036.9,26021.86,31800,7597,BULLISH,26050,NIFTY25D2326050CE,50.25,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:09,26036.9,26021.88,32100,7612,BULLISH,26050,NIFTY25D2326050CE,50.45,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:12,26035.0,26021.8,32250,7620,BULLISH,26050,NIFTY25D2326050CE,51.8,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:15,26036.9,26021.93,33075,7661,BULLISH,26050,NIFTY25D2326050CE,52.0,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:18,26036.9,26022.0,34200,7717,BULLISH,26050,NIFTY25D2326050CE,51.7,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:20,26035.0,26021.97,35475,7781,BULLISH,26050,NIFTY25D2326050CE,51.15,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:22,26035.0,26021.97,35475,7781,BULLISH,26050,NIFTY25D2326050CE,51.35,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:24,26036.9,26022.1,36150,7815,BULLISH,26050,NIFTY25D2326050CE,51.4,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:26,26035.0,26022.01,36225,7818,BULLISH,26050,NIFTY25D2326050CE,51.0,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:29,26034.9,26022.09,37950,7905,BULLISH,26050,NIFTY25D2326050CE,51.45,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:31,26033.0,26022.0,38175,7916,BULLISH,26050,NIFTY25D2326050CE,51.35,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:34,26035.0,26022.12,38325,7923,BULLISH,26050,NIFTY25D2326050CE,51.35,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:37,26036.9,26022.3,39825,7998,BULLISH,26050,NIFTY25D2326050CE,51.7,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:40,26033.7,26022.13,39975,8006,BULLISH,26050,NIFTY25D2326050CE,51.25,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:43,26038.0,26022.46,41550,8085,BULLISH,26050,NIFTY25D2326050CE,51.25,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:46,26035.0,26022.28,41550,8085,BULLISH,26050,NIFTY25D2326050CE,51.05,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:49,26033.0,26022.2,42300,8122,BULLISH,26050,NIFTY25D2326050CE,50.7,99992.0,0.0,0.0,WAIT,0.0,10000.0
14:24:52,26038.0,26022.55,43200,8167,BULLISH,26050,NIFTY25D2326050CE,51.5,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:24:55,26038.8,26022.67,44325,8223,BULLISH,26050,NIFTY25D2326050CE,51.15,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:24:57,26038.8,26022.67,44325,8223,BULLISH,26050,NIFTY25D2326050CE,51.35,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:24:59,26038.8,26022.67,44325,8223,BULLISH,26050,NIFTY25D2326050CE,52.5,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:02,26042.2,26024.6,28275,9390,BULLISH,26050,NIFTY25D2326050CE,52.4,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:04,26043.8,26024.95,28800,9416,BULLISH,26050,NIFTY25D2326050CE,52.6,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:07,26038.0,26024.85,30825,9517,BULLISH,26050,NIFTY25D2326050CE,52.75,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:10,26043.6,26025.08,31125,9532,BULLISH,26050,NIFTY25D2326050CE,52.1,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:13,26040.0,26024.95,31200,9536,BULLISH,26050,NIFTY25D2326050CE,51.75,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:15,26038.1,26024.9,31800,9566,BULLISH,26050,NIFTY25D2326050CE,51.0,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:18,26039.6,26024.99,32250,9588,BULLISH,26050,NIFTY25D2326050CE,50.9,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:21,26038.0,26024.95,32625,9607,BULLISH,26050,NIFTY25D2326050CE,50.9,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:24,26039.0,26025.02,33150,9633,BULLISH,26050,NIFTY25D2326050CE,51.0,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:27,26038.0,26025.03,34200,9686,BULLISH,26050,NIFTY25D2326050CE,48.75,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:30,26034.2,26024.65,35775,9765,BULLISH,26050,NIFTY25D2326050CE,48.45,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:33,26034.5,26024.66,36000,9776,BULLISH,26050,NIFTY25D2326050CE,49.2,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:36,26034.5,26024.67,36150,9783,BULLISH,26050,NIFTY25D2326050CE,49.05,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:39,26034.5,26024.73,37725,9862,BULLISH,26050,NIFTY25D2326050CE,48.65,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:41,26034.0,26024.72,37875,9870,BULLISH,26050,NIFTY25D2326050CE,48.75,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:44,26030.0,26024.55,38325,9892,BULLISH,26050,NIFTY25D2326050CE,48.6,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:47,26030.0,26024.55,38325,9892,BULLISH,26050,NIFTY25D2326050CE,48.85,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:50,26030.0,26024.45,38700,9911,BULLISH,26050,NIFTY25D2326050CE,48.55,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:53,26028.6,26024.39,38700,9911,BULLISH,26050,NIFTY25D2326050CE,48.1,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:56,26028.6,26024.39,38700,9911,BULLISH,26050,NIFTY25D2326050CE,47.8,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:25:59,26028.6,26024.39,38700,9911,BULLISH,26050,NIFTY25D2326050CE,48.15,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:01,26030.0,26024.41,1050,9866,BULLISH,26050,NIFTY25D2326050CE,48.6,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:03,26027.6,26024.58,1050,9866,BULLISH,26050,NIFTY25D2326050CE,49.15,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:06,26027.5,26024.59,1425,9885,BULLISH,26050,NIFTY25D2326050CE,49.0,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:08,26027.6,26024.59,1650,9896,BULLISH,26050,NIFTY25D2326050CE,48.85,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:10,26029.0,26024.6,1800,9903,BULLISH,26050,NIFTY25D2326050CE,48.3,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:13,26029.0,26024.61,2475,9937,BULLISH,26050,NIFTY25D2326050CE,48.1,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:15,26030.0,26024.61,2475,9937,BULLISH,26050,NIFTY25D2326050CE,48.0,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:17,26029.0,26024.62,3525,9990,BULLISH,26050,NIFTY25D2326050CE,47.7,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:20,26024.4,26024.59,3525,9990,BEARISH,26000,NIFTY25D2326000PE,87.0,215496.0,0.0,0.0,WAIT,0.0,10000.0
14:26:22,26024.4,26024.59,3900,10008,BEARISH,26000,NIFTY25D2326000PE,87.0,215496.0,0.0,0.0,WAIT,0.0,10000.0
14:26:25,26024.2,26024.59,4050,10016,BEARISH,26000,NIFTY25D2326000PE,87.4,215496.0,0.0,0.0,WAIT,0.0,10000.0
14:26:27,26029.4,26024.63,4950,10061,BULLISH,26050,NIFTY25D2326050CE,47.55,99992.0,-0.42,0.0,WAIT,0.0,10000.0
14:26:29,26024.0,26024.6,5550,10091,BEARISH,26000,NIFTY25D2326000PE,87.15,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:32,26024.0,26024.6,5625,10095,BEARISH,26000,NIFTY25D2326000PE,87.35,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:34,26024.0,26024.6,6000,10113,BEARISH,26000,NIFTY25D2326000PE,87.45,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:37,26024.0,26024.6,6150,10121,BEARISH,26000,NIFTY25D2326000PE,87.3,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:39,26023.0,26024.58,6150,10121,BEARISH,26000,NIFTY25D2326000PE,87.6,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:41,26023.0,26024.59,7050,10166,BEARISH,26000,NIFTY25D2326000PE,87.65,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:44,26024.0,26024.6,7125,10170,BEARISH,26000,NIFTY25D2326000PE,87.15,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:46,26024.0,26024.6,7125,10170,BEARISH,26000,NIFTY25D2326000PE,87.1,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:49,26024.0,26024.6,7200,10173,BEARISH,26000,NIFTY25D2326000PE,87.0,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:51,26024.0,26024.6,7500,10188,BEARISH,26000,NIFTY25D2326000PE,87.45,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:26:54,26025.0,26024.61,7575,10192,BULLISH,26000,NIFTY25D2326000CE,68.65,277021.0,-2.14,0.0,WAIT,0.0,10000.0
14:26:56,26025.0,26024.61,7575,10192,BULLISH,26000,NIFTY25D2326000CE,67.65,277021.0,-2.14,0.0,WAIT,0.0,10000.0
14:26:59,26025.0,26024.61,7575,10192,BULLISH,26000,NIFTY25D2326000CE,67.2,277021.0,-2.14,0.0,WAIT,0.0,10000.0
14:27:02,26022.0,26024.59,2025,10023,BEARISH,26000,NIFTY25D2326000PE,89.0,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:05,26020.6,26024.71,2250,10035,BEARISH,26000,NIFTY25D2326000PE,89.25,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:08,26021.0,26024.71,2250,10035,BEARISH,26000,NIFTY25D2326000PE,89.3,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:11,26023.0,26024.72,2400,10042,BEARISH,26000,NIFTY25D2326000PE,89.4,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:14,26021.0,26024.71,2625,10053,BEARISH,26000,NIFTY25D2326000PE,89.45,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:17,26020.0,26024.69,4050,10125,BEARISH,26000,NIFTY25D2326000PE,89.65,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:20,26020.2,26024.66,6225,10233,BEARISH,26000,NIFTY25D2326000PE,89.8,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:23,26019.3,26024.63,7350,10290,BEARISH,26000,NIFTY25D2326000PE,90.5,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:26,26018.6,26024.62,7425,10293,BEARISH,26000,NIFTY25D2326000PE,89.95,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:29,26018.2,26024.61,7650,10305,BEARISH,26000,NIFTY25D2326000PE,89.85,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:32,26020.2,26024.62,8100,10327,BEARISH,26000,NIFTY25D2326000PE,90.05,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:35,26020.6,26024.62,8250,10335,BEARISH,26000,NIFTY25D2326000PE,89.5,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:38,26021.0,26024.62,8700,10357,BEARISH,26000,NIFTY25D2326000PE,90.05,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:41,26021.0,26024.62,8700,10357,BEARISH,26000,NIFTY25D2326000PE,90.25,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:44,26022.0,26024.62,9375,10391,BEARISH,26000,NIFTY25D2326000PE,90.9,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:47,26017.6,26024.57,9450,10395,BEARISH,26000,NIFTY25D2326000PE,90.8,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:50,26018.0,26024.57,9450,10395,BEARISH,26000,NIFTY25D2326000PE,90.95,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:53,26017.2,26024.56,9525,10398,BEARISH,26000,NIFTY25D2326000PE,91.1,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:56,26017.2,26024.56,9525,10398,BEARISH,26000,NIFTY25D2326000PE,91.25,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:27:58,26017.2,26024.56,9525,10398,BEARISH,26000,NIFTY25D2326000PE,90.75,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:01,26017.2,26024.56,9525,10398,BEARISH,26000,NIFTY25D2326000PE,90.8,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:04,26020.0,26024.59,1800,10263,BEARISH,26000,NIFTY25D2326000PE,89.65,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:07,26021.5,26024.6,2100,10278,BEARISH,26000,NIFTY25D2326000PE,90.0,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:10,26020.0,26024.59,2250,10286,BEARISH,26000,NIFTY25D2326000PE,90.05,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:13,26022.0,26024.59,2550,10301,BEARISH,26000,NIFTY25D2326000PE,90.65,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:15,26024.0,26024.59,3375,10342,BEARISH,26000,NIFTY25D2326000PE,90.0,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:18,26023.8,26024.59,3450,10346,BEARISH,26000,NIFTY25D2326000PE,89.3,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:21,26024.0,26024.59,3825,10365,BEARISH,26000,NIFTY25D2326000PE,89.75,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:24,26025.1,26024.59,5550,10451,BULLISH,26050,NIFTY25D2326050CE,46.25,98513.0,-1.89,0.0,WAIT,0.0,10000.0
14:28:27,26025.1,26024.59,5550,10451,BULLISH,26050,NIFTY25D2326050CE,46.35,98513.0,-1.89,0.0,WAIT,0.0,10000.0
14:28:30,26019.6,26024.55,5700,10458,BEARISH,26000,NIFTY25D2326000PE,89.55,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:33,26025.0,26024.58,6300,10488,BULLISH,26000,NIFTY25D2326000CE,67.2,277021.0,-2.14,0.0,WAIT,0.0,10000.0
14:28:35,26025.1,26024.58,6375,10492,BULLISH,26050,NIFTY25D2326050CE,45.7,98513.0,-1.89,0.0,WAIT,0.0,10000.0
14:28:38,26025.1,26024.58,6825,10515,BULLISH,26050,NIFTY25D2326050CE,45.65,98513.0,-1.89,0.0,WAIT,0.0,10000.0
14:28:41,26020.5,26024.54,6975,10522,BEARISH,26000,NIFTY25D2326000PE,90.65,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:44,26020.5,26024.54,6975,10522,BEARISH,26000,NIFTY25D2326000PE,90.85,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:46,26020.5,26024.54,6975,10522,BEARISH,26000,NIFTY25D2326000PE,90.85,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:49,26024.5,26024.57,7050,10526,BEARISH,26000,NIFTY25D2326000PE,90.4,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:52,26024.5,26024.57,7350,10541,BEARISH,26000,NIFTY25D2326000PE,90.85,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:56,26024.5,26024.57,7350,10541,BEARISH,26000,NIFTY25D2326000PE,91.2,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:28:58,26024.5,26024.57,7350,10541,BEARISH,26000,NIFTY25D2326000PE,91.25,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:01,26024.5,26024.57,7350,10541,BEARISH,26000,NIFTY25D2326000PE,91.2,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:04,26023.6,26024.72,300,10297,BEARISH,26000,NIFTY25D2326000PE,90.75,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:07,26019.4,26024.72,600,10312,BEARISH,26000,NIFTY25D2326000PE,91.45,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:10,26020.0,26024.71,675,10316,BEARISH,26000,NIFTY25D2326000PE,91.55,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:13,26020.0,26024.71,825,10323,BEARISH,26000,NIFTY25D2326000PE,91.6,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:16,26020.0,26024.71,900,10327,BEARISH,26000,NIFTY25D2326000PE,91.9,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:19,26020.0,26024.64,6300,10597,BEARISH,26000,NIFTY25D2326000PE,92.0,213566.0,0.0,0.0,WAIT,0.0,10000.0
14:29:22,26020.0,26024.64,6375,10601,BEARISH,26000,NIFTY25D2326000PE,91.8,213566.0,-0.9,0.0,WAIT,0.0,10000.0
14:29:24,26020.0,26024.63,6825,10623,BEARISH,26000,NIFTY25D2326000PE,91.9,213566.0,-0.9,0.0,WAIT,0.0,10000.0
14:29:27,26022.0,26024.65,7125,10638,BEARISH,26000,NIFTY25D2326000PE,92.45,213566.0,-0.9,0.0,WAIT,0.0,10000.0
14:29:30,26021.0,26024.64,7275,10646,BEARISH,26000,NIFTY25D2326000PE,92.45,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:33,26020.0,26024.62,7575,10661,BEARISH,26000,NIFTY25D2326000PE,91.7,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:35,26022.6,26024.65,7650,10665,BEARISH,26000,NIFTY25D2326000PE,91.4,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:38,26022.6,26024.65,7650,10665,BEARISH,26000,NIFTY25D2326000PE,90.85,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:41,26020.0,26024.62,7725,10668,BEARISH,26000,NIFTY25D2326000PE,90.6,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:44,26022.0,26024.64,7875,10676,BEARISH,26000,NIFTY25D2326000PE,90.15,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:47,26022.6,26024.64,8025,10683,BEARISH,26000,NIFTY25D2326000PE,90.75,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:49,26022.2,26024.64,8100,10687,BEARISH,26000,NIFTY25D2326000PE,90.6,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:52,26022.0,26024.63,8475,10706,BEARISH,26000,NIFTY25D2326000PE,89.7,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:55,26022.0,26024.63,8475,10706,BEARISH,26000,NIFTY25D2326000PE,89.85,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:29:58,26022.0,26024.63,8475,10706,BEARISH,26000,NIFTY25D2326000PE,90.45,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:02,26022.0,26024.63,8475,10706,BEARISH,26000,NIFTY25D2326000PE,90.8,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:04,26020.0,26024.7,900,10605,BEARISH,26000,NIFTY25D2326000PE,90.6,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:07,26024.4,26024.71,900,10605,BEARISH,26000,NIFTY25D2326000PE,90.55,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:10,26020.5,26024.7,975,10608,BEARISH,26000,NIFTY25D2326000PE,90.15,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:13,26020.5,26024.7,1275,10623,BEARISH,26000,NIFTY25D2326000PE,90.2,217348.0,0.86,0.0,WAIT,0.0,10000.0
14:30:16,26020.5,26024.7,1350,10627,BEARISH,26000,NIFTY25D2326000PE,90.0,217348.0,0.86,0.0,WAIT,0.0,10000.0
