Date,Type,Symbol,Entry,Exit,GrossPnL,NetPnL,Balance,Reason
2025-10-01,CE,NSE-NIFTY-07Oct25-24700-CE,118.0,126.5,637.5,587.5,10587.5,SL/TRAIL
2025-10-01,PE,NSE-NIFTY-07Oct25-24650-PE,98.9,91.9,-525.0,-575.0,10012.5,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24700-CE,127.45,120.45,-525.0,-575.0,9437.5,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24700-CE,124.35,117.35,-525.0,-575.0,8862.5,SL/TRAIL
2025-10-01,PE,NSE-NIFTY-07Oct25-24650-PE,107.0,110.25,243.75,193.75,9056.25,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,92.95,94.55,120.0,70.0,9126.25,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,95.8,114.7,1417.5,1367.5,10493.75,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,108.05,101.05,-525.0,-575.0,9918.75,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,74.5,75.65,86.25,36.25,9955.0,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,77.7,70.7,-525.0,-575.0,9380.0,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-24900-CE,73.4,92.8,1455.0,1405.0,10785.0,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-24950-CE,60.85,61.75,67.5,17.5,10802.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-24950-CE,65.85,58.85,-525.0,-575.0,10227.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-24950-CE,69.65,72.6,221.25,171.25,10398.75,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-24950-CE,74.6,73.7,-67.5,-117.5,10281.25,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25200-CE,45.3,38.3,-525.0,-575.0,9706.25,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25200-PE,46.8,46.1,-52.5,-102.5,9603.75,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25200-CE,44.05,37.05,-525.0,-575.0,9028.75,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25200-PE,48.75,41.75,-525.0,-575.0,8453.75,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,28.75,21.75,-525.0,-575.0,7878.75,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25250-CE,92.85,93.7,63.75,13.75,7892.5,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25150-PE,84.75,89.35,345.0,295.0,8187.5,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25200-CE,108.25,101.25,-525.0,-575.0,7612.5,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25150-PE,85.7,91.05,401.25,351.25,7963.75,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25200-CE,103.95,96.95,-525.0,-575.0,7388.75,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25150-CE,87.2,80.2,-525.0,-575.0,6813.75,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25050-PE,73.9,79.95,453.75,403.75,7217.5,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25050-PE,84.5,84.05,-33.75,-83.75,7133.75,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25050-PE,87.05,88.3,93.75,43.75,7177.5,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25050-PE,84.8,89.25,333.75,283.75,7461.25,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,85.6,95.05,708.75,658.75,8120.0,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,74.0,74.05,3.75,-46.25,8073.75,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,74.5,74.05,-33.75,-83.75,7990.0,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,78.05,71.05,-525.0,-575.0,7415.0,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,81.0,74.0,-525.0,-575.0,6840.0,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25300-PE,50.75,69.9,1436.25,1386.25,8226.25,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25200-PE,34.05,34.0,-3.75,-53.75,8172.5,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25200-PE,63.85,56.85,-525.0,-575.0,7597.5,SL/TRAIL
2025-10-14,PE,NSE-NIFTY-14Oct25-25200-PE,58.5,63.0,337.5,287.5,7885.0,SL/TRAIL
2025-10-14,CE,NSE-NIFTY-14Oct25-25200-CE,62.8,63.5,52.5,2.5,7887.5,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25250-PE,90.95,97.35,480.0,430.0,8317.5,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25250-PE,98.45,100.85,180.0,130.0,8447.5,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25200-PE,82.0,81.25,-56.25,-106.25,8341.25,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25200-PE,82.2,75.2,-525.0,-575.0,7766.25,SL/TRAIL
2025-10-15,PE,NSE-NIFTY-20Oct25-25200-PE,81.2,74.2,-525.0,-575.0,7191.25,SL/TRAIL
2025-10-16,PE,NSE-NIFTY-20Oct25-25400-PE,71.5,64.5,-525.0,-575.0,6616.25,SL/TRAIL
2025-10-16,CE,NSE-NIFTY-20Oct25-25500-CE,80.05,81.05,75.0,25.0,6641.25,SL/TRAIL
2025-10-16,CE,NSE-NIFTY-20Oct25-25500-CE,88.85,81.85,-525.0,-575.0,6066.25,SL/TRAIL
2025-10-16,PE,NSE-NIFTY-20Oct25-25450-PE,81.5,85.6,307.5,257.5,6323.75,SL/TRAIL
2025-10-16,CE,NSE-NIFTY-20Oct25-25500-CE,83.65,85.8,161.25,111.25,6435.0,SL/TRAIL
2025-10-17,CE,NSE-NIFTY-20Oct25-25650-CE,82.6,75.6,-525.0,-575.0,5860.0,SL/TRAIL
2025-10-17,PE,NSE-NIFTY-20Oct25-25550-PE,71.9,64.9,-525.0,-575.0,5285.0,SL/TRAIL
2025-10-17,CE,NSE-NIFTY-20Oct25-25700-CE,52.15,91.65,2962.5,2912.5,8197.5,SL/TRAIL
2025-10-17,CE,NSE-NIFTY-20Oct25-25700-CE,100.55,144.15,3270.0,3220.0,11417.5,SL/TRAIL
2025-10-17,CE,NSE-NIFTY-20Oct25-25700-CE,106.0,144.15,2861.25,2811.25,14228.75,SL/TRAIL
2025-10-20,PE,NSE-NIFTY-20Oct25-25850-PE,54.65,55.8,86.25,36.25,14265.0,SL/TRAIL
2025-10-20,PE,NSE-NIFTY-20Oct25-25850-PE,65.85,65.2,-48.75,-98.75,14166.25,SL/TRAIL
2025-10-20,PE,NSE-NIFTY-20Oct25-25800-PE,56.2,67.25,828.75,778.75,14945.0,SL/TRAIL
2025-10-20,CE,NSE-NIFTY-20Oct25-25850-CE,64.15,64.95,60.0,10.0,14955.0,SL/TRAIL
2025-10-20,CE,NSE-NIFTY-20Oct25-25850-CE,62.95,67.55,345.0,295.0,15250.0,SL/TRAIL
