Timestamp,Fut_Price,Fut_VWAP,Vol_Ratio,Trend,Strike,Opt_Symbol,Opt_LTP,OI_Chg,Spread,Signal,PnL,Balance
13:23:38,25999.9,25991.92,0.7,BULLISH,26000,NIFTY25D2326000CE,58.6,87.55,0.0,WAIT,0.0,10000.0
13:23:41,25999.9,25991.93,0.71,BULLISH,26000,NIFTY25D2326000CE,58.75,87.55,0.0,WAIT,0.0,10000.0
13:23:44,26000.0,25991.93,0.72,BULLISH,26000,NIFTY25D2326000CE,58.8,87.55,0.0,WAIT,0.0,10000.0
13:23:47,26000.0,25991.93,0.72,BULLISH,26000,NIFTY25D2326000CE,58.95,87.55,0.0,WAIT,0.0,10000.0
13:23:50,26000.0,25991.93,0.72,BULLISH,26000,NIFTY25D2326000CE,58.95,87.55,0.0,WAIT,0.0,10000.0
13:23:54,26000.0,25991.94,0.74,BULLISH,26000,NIFTY25D2326000CE,58.85,87.55,0.0,WAIT,0.0,10000.0
13:23:57,26000.0,25991.94,0.74,BULLISH,26000,NIFTY25D2326000CE,58.6,87.55,0.0,WAIT,0.0,10000.0
13:24:00,26000.0,25991.94,0.74,BULLISH,26000,NIFTY25D2326000CE,58.5,87.55,0.0,WAIT,0.0,10000.0
13:24:03,26000.0,25991.68,0.06,BULLISH,26000,NIFTY25D2326000CE,58.6,87.55,0.0,WAIT,0.0,10000.0
13:24:07,25996.6,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,59.0,87.55,0.0,WAIT,0.0,10000.0
13:24:10,25996.6,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,59.05,87.55,0.0,WAIT,0.0,10000.0
13:24:13,25996.6,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,59.05,87.55,0.0,WAIT,0.0,10000.0
13:24:16,25996.6,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,59.0,87.55,0.0,WAIT,0.0,10000.0
13:24:19,25996.6,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,58.9,87.55,0.0,WAIT,0.0,10000.0
13:24:22,26000.0,25991.69,0.09,BULLISH,26000,NIFTY25D2326000CE,59.4,87.55,0.0,WAIT,0.0,10000.0
13:24:25,26000.0,25991.73,0.2,BULLISH,26000,NIFTY25D2326000CE,59.15,87.55,0.0,WAIT,0.0,10000.0
13:24:27,25997.9,25991.72,0.22,BULLISH,26000,NIFTY25D2326000CE,59.15,87.55,0.0,WAIT,0.0,10000.0
13:24:31,25997.9,25991.73,0.23,BULLISH,26000,NIFTY25D2326000CE,59.25,87.55,0.0,WAIT,0.0,10000.0
13:24:34,25997.9,25991.73,0.24,BULLISH,26000,NIFTY25D2326000CE,59.8,87.55,0.0,WAIT,0.0,10000.0
13:24:37,25999.0,25991.74,0.26,BULLISH,26000,NIFTY25D2326000CE,59.9,87.55,0.0,WAIT,0.0,10000.0
13:24:40,26000.0,25991.75,0.29,BULLISH,26000,NIFTY25D2326000CE,59.9,87.55,0.0,WAIT,0.0,10000.0
13:24:43,26000.0,25991.75,0.29,BULLISH,26000,NIFTY25D2326000CE,60.25,87.55,0.0,WAIT,0.0,10000.0
13:24:45,26002.0,25991.77,0.29,BULLISH,26000,NIFTY25D2326000CE,59.75,87.55,0.0,WAIT,0.0,10000.0
13:24:48,26000.0,25991.77,0.32,BULLISH,26000,NIFTY25D2326000CE,60.3,87.55,0.0,WAIT,0.0,10000.0
13:24:51,26000.0,25991.77,0.32,BULLISH,26000,NIFTY25D2326000CE,60.15,87.55,0.0,WAIT,0.0,10000.0
13:24:54,26000.0,25991.77,0.32,BULLISH,26000,NIFTY25D2326000CE,59.85,87.55,0.0,WAIT,0.0,10000.0
13:24:57,26000.0,25991.77,0.32,BULLISH,26000,NIFTY25D2326000CE,59.4,87.55,0.0,WAIT,0.0,10000.0
13:25:00,26000.0,25991.77,0.32,BULLISH,26000,NIFTY25D2326000CE,59.75,87.55,0.0,WAIT,0.0,10000.0
13:25:03,25997.7,25991.73,0.2,BULLISH,26000,NIFTY25D2326000CE,59.55,87.55,0.0,WAIT,0.0,10000.0
13:25:06,26002.0,25991.76,0.23,BULLISH,26000,NIFTY25D2326000CE,59.45,87.55,0.0,WAIT,0.0,10000.0
13:25:08,26004.1,25991.79,0.27,BULLISH,26000,NIFTY25D2326000CE,59.5,87.55,0.0,WAIT,0.0,10000.0
13:25:11,26004.1,25991.79,0.27,BULLISH,26000,NIFTY25D2326000CE,59.4,87.55,0.0,WAIT,0.0,10000.0
13:25:14,25999.0,25991.77,0.27,BULLISH,26000,NIFTY25D2326000CE,59.5,87.55,0.0,WAIT,0.0,10000.0
13:25:17,25999.0,25991.77,0.29,BULLISH,26000,NIFTY25D2326000CE,59.2,87.55,0.0,WAIT,0.0,10000.0
13:25:21,25999.0,25991.77,0.29,BULLISH,26000,NIFTY25D2326000CE,59.7,87.55,0.0,WAIT,0.0,10000.0
13:25:24,25999.0,25991.77,0.29,BULLISH,26000,NIFTY25D2326000CE,59.8,87.55,0.0,WAIT,0.0,10000.0
13:25:27,25999.0,25991.77,0.29,BULLISH,26000,NIFTY25D2326000CE,59.25,87.55,0.0,WAIT,0.0,10000.0
13:25:30,25997.3,25991.78,0.33,BULLISH,26000,NIFTY25D2326000CE,59.05,87.55,0.0,WAIT,0.0,10000.0
13:25:33,25997.3,25991.79,0.37,BULLISH,26000,NIFTY25D2326000CE,59.65,87.55,0.0,WAIT,0.0,10000.0
13:25:36,25997.3,25991.79,0.37,BULLISH,26000,NIFTY25D2326000CE,59.7,87.55,0.0,WAIT,0.0,10000.0
13:25:39,25997.3,25991.79,0.37,BULLISH,26000,NIFTY25D2326000CE,59.5,87.55,0.0,WAIT,0.0,10000.0
13:25:42,26004.1,25991.84,0.4,BULLISH,26000,NIFTY25D2326000CE,59.65,87.55,0.0,WAIT,0.0,10000.0
13:25:45,26004.1,25991.84,0.4,BULLISH,26000,NIFTY25D2326000CE,59.55,87.55,0.0,WAIT,0.0,10000.0
13:25:49,26004.1,25991.84,0.4,BULLISH,26000,NIFTY25D2326000CE,59.65,87.55,0.0,WAIT,0.0,10000.0
13:25:52,26002.0,25991.83,0.41,BULLISH,26000,NIFTY25D2326000CE,60.15,87.55,0.0,WAIT,0.0,10000.0
13:25:55,26002.0,25991.83,0.41,BULLISH,26000,NIFTY25D2326000CE,60.1,87.55,0.0,WAIT,0.0,10000.0
13:25:59,26002.0,25991.83,0.41,BULLISH,26000,NIFTY25D2326000CE,60.45,87.55,0.0,WAIT,0.0,10000.0
13:26:02,26002.0,25991.84,0.01,BULLISH,26000,NIFTY25D2326000CE,60.45,87.55,0.0,WAIT,0.0,10000.0
13:26:05,26002.0,25991.64,0.01,BULLISH,26000,NIFTY25D2326000CE,60.45,87.55,0.0,WAIT,0.0,10000.0
13:26:09,26002.0,25991.64,0.01,BULLISH,26000,NIFTY25D2326000CE,60.35,87.55,0.0,WAIT,0.0,10000.0
13:26:12,26002.0,25991.64,0.01,BULLISH,26000,NIFTY25D2326000CE,60.5,85.4,0.0,WAIT,0.0,10000.0
13:26:15,26002.0,25991.64,0.01,BULLISH,26000,NIFTY25D2326000CE,60.45,85.4,0.0,WAIT,0.0,10000.0
13:26:19,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.65,85.4,0.0,WAIT,0.0,10000.0
13:26:22,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.85,85.4,0.0,WAIT,0.0,10000.0
13:26:25,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.8,85.4,0.0,WAIT,0.0,10000.0
13:26:28,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.8,85.4,0.0,WAIT,0.0,10000.0
13:26:31,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.0,85.4,0.0,WAIT,0.0,10000.0
13:26:34,25999.5,25991.64,0.03,BULLISH,26000,NIFTY25D2326000CE,60.1,85.4,0.0,WAIT,0.0,10000.0
13:26:38,26000.0,25991.65,0.04,BULLISH,26000,NIFTY25D2326000CE,60.1,85.4,0.0,WAIT,0.0,10000.0
13:26:40,26000.0,25991.65,0.04,BULLISH,26000,NIFTY25D2326000CE,60.0,85.4,0.0,WAIT,0.0,10000.0
13:26:43,26002.8,25991.66,0.06,BULLISH,26000,NIFTY25D2326000CE,60.1,85.4,0.0,WAIT,0.0,10000.0
13:26:46,26002.8,25991.66,0.06,BULLISH,26000,NIFTY25D2326000CE,60.1,85.4,0.0,WAIT,0.0,10000.0
13:26:49,26003.0,25991.67,0.09,BULLISH,26000,NIFTY25D2326000CE,60.35,85.4,0.0,WAIT,0.0,10000.0
13:26:52,26003.0,25991.67,0.09,BULLISH,26000,NIFTY25D2326000CE,60.5,85.4,0.0,WAIT,0.0,10000.0
13:26:55,26003.0,25991.67,0.09,BULLISH,26000,NIFTY25D2326000CE,60.7,85.4,0.0,WAIT,0.0,10000.0
13:26:58,26003.0,25991.67,0.09,BULLISH,26000,NIFTY25D2326000CE,60.95,85.4,0.0,WAIT,0.0,10000.0
13:27:01,26003.0,25991.67,0.09,BULLISH,26000,NIFTY25D2326000CE,61.65,85.4,0.0,WAIT,0.0,10000.0
13:27:04,26003.0,25991.69,0.22,BULLISH,26000,NIFTY25D2326000CE,61.85,85.4,0.0,WAIT,0.0,10000.0
13:27:07,26003.0,25991.69,0.23,BULLISH,26000,NIFTY25D2326000CE,62.0,85.4,0.0,WAIT,0.0,10000.0
13:27:10,26003.0,25991.69,0.23,BULLISH,26000,NIFTY25D2326000CE,61.6,85.4,0.0,WAIT,0.0,10000.0
13:27:13,26003.0,25991.69,0.23,BULLISH,26000,NIFTY25D2326000CE,61.75,85.4,0.0,WAIT,0.0,10000.0
13:27:16,26002.8,25991.69,0.23,BULLISH,26000,NIFTY25D2326000CE,61.3,85.4,0.0,WAIT,0.0,10000.0
13:27:19,26004.0,25991.73,0.3,BULLISH,26000,NIFTY25D2326000CE,61.85,85.4,0.0,WAIT,0.0,10000.0
13:27:22,26001.0,25991.72,0.31,BULLISH,26000,NIFTY25D2326000CE,61.85,85.4,0.0,WAIT,0.0,10000.0
13:27:25,26001.0,25991.72,0.31,BULLISH,26000,NIFTY25D2326000CE,62.2,85.4,0.0,WAIT,0.0,10000.0
13:27:28,26002.1,25991.73,0.31,BULLISH,26000,NIFTY25D2326000CE,62.3,85.4,0.0,WAIT,0.0,10000.0
13:27:31,26004.8,25991.76,0.34,BULLISH,26000,NIFTY25D2326000CE,62.3,85.4,0.0,WAIT,0.0,10000.0
13:27:34,26005.0,25991.77,0.37,BULLISH,26000,NIFTY25D2326000CE,62.6,85.4,0.0,WAIT,0.0,10000.0
13:27:37,26006.2,25991.82,0.43,BULLISH,26000,NIFTY25D2326000CE,62.8,85.4,0.0,WAIT,0.0,10000.0
13:27:41,26006.3,25991.97,0.69,BULLISH,26000,NIFTY25D2326000CE,62.65,85.4,0.0,WAIT,0.0,10000.0
13:27:44,26006.3,25991.97,0.7,BULLISH,26000,NIFTY25D2326000CE,61.75,85.4,0.0,WAIT,0.0,10000.0
13:27:48,26006.2,25991.98,0.71,BULLISH,26000,NIFTY25D2326000CE,61.55,85.4,0.0,WAIT,0.0,10000.0
13:27:51,26006.2,25991.98,0.71,BULLISH,26000,NIFTY25D2326000CE,61.8,85.4,0.0,WAIT,0.0,10000.0
13:27:54,26006.2,25991.98,0.71,BULLISH,26000,NIFTY25D2326000CE,61.9,85.4,0.0,WAIT,0.0,10000.0
13:27:57,26006.2,25991.98,0.71,BULLISH,26000,NIFTY25D2326000CE,61.8,85.4,0.0,WAIT,0.0,10000.0
13:28:00,26006.2,25991.98,0.71,BULLISH,26000,NIFTY25D2326000CE,61.35,85.4,0.0,WAIT,0.0,10000.0
13:28:03,26001.0,25991.79,0.06,BULLISH,26000,NIFTY25D2326000CE,60.25,85.4,0.0,WAIT,0.0,10000.0
13:28:06,26001.0,25991.79,0.06,BULLISH,26000,NIFTY25D2326000CE,60.4,85.4,0.0,WAIT,0.0,10000.0
13:28:10,26004.8,25991.8,0.07,BULLISH,26000,NIFTY25D2326000CE,60.25,85.4,0.0,WAIT,0.0,10000.0
13:28:13,25999.0,25991.87,0.26,BULLISH,26000,NIFTY25D2326000CE,59.55,85.4,0.0,WAIT,0.0,10000.0
13:28:16,25999.0,25991.87,0.26,BULLISH,26000,NIFTY25D2326000CE,59.2,85.4,0.0,WAIT,0.0,10000.0
13:28:19,25999.0,25991.88,0.28,BULLISH,26000,NIFTY25D2326000CE,60.15,85.4,0.0,WAIT,0.0,10000.0
13:28:22,25999.0,25991.88,0.28,BULLISH,26000,NIFTY25D2326000CE,60.15,85.4,0.0,WAIT,0.0,10000.0
13:28:25,26002.9,25991.92,0.33,BULLISH,26000,NIFTY25D2326000CE,60.65,85.4,0.0,WAIT,0.0,10000.0
13:28:28,25999.1,25991.91,0.35,BULLISH,26000,NIFTY25D2326000CE,60.65,85.4,0.0,WAIT,0.0,10000.0
13:28:32,25999.1,25991.91,0.35,BULLISH,26000,NIFTY25D2326000CE,60.5,85.4,0.0,WAIT,0.0,10000.0
13:28:35,26002.0,25991.97,0.45,BULLISH,26000,NIFTY25D2326000CE,61.6,85.4,0.0,WAIT,0.0,10000.0
13:28:38,26002.0,25991.97,0.45,BULLISH,26000,NIFTY25D2326000CE,61.0,85.4,0.0,WAIT,0.0,10000.0
13:28:41,26002.0,25991.97,0.45,BULLISH,26000,NIFTY25D2326000CE,60.8,85.4,0.0,WAIT,0.0,10000.0
13:28:44,26002.0,25991.97,0.45,BULLISH,26000,NIFTY25D2326000CE,61.05,85.4,0.0,WAIT,0.0,10000.0
13:28:47,26002.0,25991.97,0.45,BULLISH,26000,NIFTY25D2326000CE,61.15,85.4,0.0,WAIT,0.0,10000.0
13:28:50,26004.8,25991.99,0.45,BULLISH,26000,NIFTY25D2326000CE,60.9,85.4,0.0,WAIT,0.0,10000.0
13:28:53,26004.8,25992.0,0.47,BULLISH,26000,NIFTY25D2326000CE,60.75,85.4,0.0,WAIT,0.0,10000.0
13:28:56,26004.8,25992.0,0.47,BULLISH,26000,NIFTY25D2326000CE,60.85,85.4,0.0,WAIT,0.0,10000.0
13:29:00,26004.8,25992.0,0.47,BULLISH,26000,NIFTY25D2326000CE,60.7,85.4,0.0,WAIT,0.0,10000.0
13:29:03,25999.8,25991.96,0.01,BULLISH,26000,NIFTY25D2326000CE,61.2,85.4,0.0,WAIT,0.0,10000.0
13:29:06,26000.3,25991.98,0.07,BULLISH,26000,NIFTY25D2326000CE,60.95,85.4,0.0,WAIT,0.0,10000.0
13:29:09,26000.3,25991.98,0.07,BULLISH,26000,NIFTY25D2326000CE,60.95,85.4,0.0,WAIT,0.0,10000.0
13:29:12,26000.9,25992.0,0.11,BULLISH,26000,NIFTY25D2326000CE,60.2,85.4,0.0,WAIT,0.0,10000.0
13:29:15,26000.9,25992.0,0.11,BULLISH,26000,NIFTY25D2326000CE,60.15,84.29,0.0,WAIT,0.0,10000.0
13:29:18,26000.9,25992.0,0.11,BULLISH,26000,NIFTY25D2326000CE,60.7,84.29,0.0,WAIT,0.0,10000.0
13:29:21,26000.0,25992.01,0.15,BULLISH,26000,NIFTY25D2326000CE,60.7,84.29,0.0,WAIT,0.0,10000.0
13:29:24,26000.8,25992.02,0.18,BULLISH,26000,NIFTY25D2326000CE,61.2,84.29,0.0,WAIT,0.0,10000.0
13:29:27,26000.8,25992.05,0.25,BULLISH,26000,NIFTY25D2326000CE,60.5,84.29,0.0,WAIT,0.0,10000.0
13:29:30,26000.8,25992.05,0.25,BULLISH,26000,NIFTY25D2326000CE,60.6,84.29,0.0,WAIT,0.0,10000.0
13:29:34,26000.8,25992.05,0.25,BULLISH,26000,NIFTY25D2326000CE,60.7,84.29,0.0,WAIT,0.0,10000.0
13:29:37,26000.8,25992.05,0.25,BULLISH,26000,NIFTY25D2326000CE,61.0,84.29,0.0,WAIT,0.0,10000.0
13:29:40,26000.8,25992.09,0.34,BULLISH,26000,NIFTY25D2326000CE,60.9,84.29,0.0,WAIT,0.0,10000.0
13:29:43,26000.8,25992.09,0.34,BULLISH,26000,NIFTY25D2326000CE,60.75,84.29,0.0,WAIT,0.0,10000.0
13:29:47,26004.5,25992.16,0.43,BULLISH,26000,NIFTY25D2326000CE,62.2,84.29,0.0,WAIT,0.0,10000.0
13:29:51,26005.0,25992.18,0.46,BULLISH,26000,NIFTY25D2326000CE,62.55,84.29,0.0,WAIT,0.0,10000.0
13:29:54,26006.0,25992.22,0.5,BULLISH,26000,NIFTY25D2326000CE,62.6,84.29,0.0,WAIT,0.0,10000.0
13:29:57,26006.0,25992.22,0.5,BULLISH,26000,NIFTY25D2326000CE,62.45,84.29,0.0,WAIT,0.0,10000.0
13:30:00,26006.0,25992.22,0.5,BULLISH,26000,NIFTY25D2326000CE,62.3,84.29,0.0,WAIT,0.0,10000.0
13:30:04,26006.2,25992.35,0.33,BULLISH,26000,NIFTY25D2326000CE,62.4,84.29,0.0,WAIT,0.0,10000.0
13:30:07,26002.7,25992.34,0.34,BULLISH,26000,NIFTY25D2326000CE,62.5,84.29,0.0,WAIT,0.0,10000.0
13:30:11,26002.7,25992.34,0.34,BULLISH,26000,NIFTY25D2326000CE,62.15,84.29,0.0,WAIT,0.0,10000.0
13:30:14,26002.7,25992.34,0.34,BULLISH,26000,NIFTY25D2326000CE,62.05,84.29,0.0,WAIT,0.0,10000.0
13:30:17,26002.7,25992.34,0.34,BULLISH,26000,NIFTY25D2326000CE,62.1,84.29,0.0,WAIT,0.0,10000.0
13:30:20,26002.0,25992.34,0.36,BULLISH,26000,NIFTY25D2326000CE,62.2,84.29,0.0,WAIT,0.0,10000.0
13:30:23,26006.0,25992.38,0.4,BULLISH,26000,NIFTY25D2326000CE,62.05,84.29,0.0,WAIT,0.0,10000.0
13:30:26,26002.7,25992.37,0.41,BULLISH,26000,NIFTY25D2326000CE,61.9,84.29,0.0,WAIT,0.0,10000.0
13:30:29,26002.7,25992.37,0.41,BULLISH,26000,NIFTY25D2326000CE,62.0,84.29,0.0,WAIT,0.0,10000.0
13:30:33,26002.7,25992.37,0.41,BULLISH,26000,NIFTY25D2326000CE,62.1,84.29,0.0,WAIT,0.0,10000.0
13:30:36,26002.7,25992.37,0.41,BULLISH,26000,NIFTY25D2326000CE,62.15,84.29,0.0,WAIT,0.0,10000.0
13:30:39,26002.0,25992.36,0.41,BULLISH,26000,NIFTY25D2326000CE,61.65,84.29,0.0,WAIT,0.0,10000.0
13:30:42,26002.0,25992.39,0.46,BULLISH,26000,NIFTY25D2326000CE,62.0,84.29,0.0,WAIT,0.0,10000.0
13:30:45,26002.0,25992.39,0.46,BULLISH,26000,NIFTY25D2326000CE,61.8,84.29,0.0,WAIT,0.0,10000.0
13:30:48,26005.0,25992.43,0.5,BULLISH,26000,NIFTY25D2326000CE,61.65,84.29,0.0,WAIT,0.0,10000.0
13:30:51,26002.0,25992.53,0.73,BULLISH,26000,NIFTY25D2326000CE,61.6,84.29,0.0,WAIT,0.0,10000.0
13:30:55,26002.0,25992.53,0.74,BULLISH,26000,NIFTY25D2326000CE,61.8,84.29,0.0,WAIT,0.0,10000.0
13:30:58,26002.0,25992.53,0.74,BULLISH,26000,NIFTY25D2326000CE,62.05,84.29,0.0,WAIT,0.0,10000.0
13:31:01,26002.0,25992.53,0.74,BULLISH,26000,NIFTY25D2326000CE,62.05,84.29,0.0,WAIT,0.0,10000.0
13:31:04,26002.0,25992.52,0.07,BULLISH,26000,NIFTY25D2326000CE,62.15,84.29,0.0,WAIT,0.0,10000.0
13:31:06,26006.0,25992.55,0.11,BULLISH,26000,NIFTY25D2326000CE,62.7,84.29,0.0,WAIT,0.0,10000.0
13:31:08,26006.0,25992.56,0.12,BULLISH,26000,NIFTY25D2326000CE,62.75,84.29,0.0,WAIT,0.0,10000.0
13:31:11,26007.5,25992.56,0.12,BULLISH,26000,NIFTY25D2326000CE,62.9,84.29,0.0,WAIT,0.0,10000.0
13:31:13,26007.9,25992.59,0.18,BULLISH,26000,NIFTY25D2326000CE,62.95,84.29,0.0,WAIT,0.0,10000.0
13:31:15,26008.0,25992.67,0.3,BULLISH,26000,NIFTY25D2326000CE,62.5,84.29,0.0,WAIT,0.0,10000.0
13:31:18,26005.9,25992.74,0.44,BULLISH,26000,NIFTY25D2326000CE,62.8,84.29,0.0,WAIT,0.0,10000.0
13:31:20,26007.5,25992.75,0.44,BULLISH,26000,NIFTY25D2326000CE,62.65,84.29,0.0,WAIT,0.0,10000.0
13:31:23,26006.9,25992.75,0.45,BULLISH,26000,NIFTY25D2326000CE,62.5,84.29,0.0,WAIT,0.0,10000.0
13:31:26,26006.9,25992.76,0.47,BULLISH,26000,NIFTY25D2326000CE,62.35,84.29,0.0,WAIT,0.0,10000.0
13:31:29,26007.5,25992.77,0.48,BULLISH,26000,NIFTY25D2326000CE,62.5,84.29,0.0,WAIT,0.0,10000.0
13:31:32,26007.5,25992.77,0.48,BULLISH,26000,NIFTY25D2326000CE,62.3,84.29,0.0,WAIT,0.0,10000.0
13:31:35,26010.0,25992.88,0.61,BULLISH,26000,NIFTY25D2326000CE,62.6,84.29,0.0,WAIT,0.0,10000.0
13:31:39,26007.0,25992.9,0.67,BULLISH,26000,NIFTY25D2326000CE,62.4,84.29,0.0,WAIT,0.0,10000.0
13:31:42,26010.0,25992.99,0.77,BULLISH,26000,NIFTY25D2326000CE,63.5,84.29,0.0,WAIT,0.0,10000.0
13:31:45,26010.0,25992.99,0.77,BULLISH,26000,NIFTY25D2326000CE,62.7,84.29,0.0,WAIT,0.0,10000.0
13:31:48,26010.0,25993.0,0.79,BULLISH,26000,NIFTY25D2326000CE,63.15,84.29,0.0,WAIT,0.0,10000.0
13:31:52,26010.0,25993.02,0.81,BULLISH,26000,NIFTY25D2326000CE,63.15,84.29,0.0,WAIT,0.0,10000.0
13:31:55,26010.0,25993.03,0.84,BULLISH,26000,NIFTY25D2326000CE,62.9,84.29,0.0,WAIT,0.0,10000.0
13:31:58,26010.0,25993.03,0.84,BULLISH,26000,NIFTY25D2326000CE,63.3,84.29,0.0,WAIT,0.0,10000.0
13:32:01,26010.0,25993.03,0.84,BULLISH,26000,NIFTY25D2326000CE,63.15,84.29,0.0,WAIT,0.0,10000.0
13:32:05,26010.1,25993.18,0.28,BULLISH,26000,NIFTY25D2326000CE,63.0,84.29,0.0,WAIT,0.0,10000.0
13:32:07,26011.0,25993.23,0.34,BULLISH,26000,NIFTY25D2326000CE,62.6,84.29,0.0,WAIT,0.0,10000.0
13:32:10,26011.0,25993.24,0.35,BULLISH,26000,NIFTY25D2326000CE,62.3,84.29,0.0,WAIT,0.0,10000.0
13:32:13,26011.9,25993.27,0.38,BULLISH,26000,NIFTY25D2326000CE,62.2,84.09,0.0,WAIT,0.0,10000.0
13:32:16,26011.6,25993.26,0.38,BULLISH,26000,NIFTY25D2326000CE,62.2,84.09,0.0,WAIT,0.0,10000.0
13:32:19,26010.0,25993.48,0.67,BULLISH,26000,NIFTY25D2326000CE,62.45,84.09,0.0,WAIT,0.0,10000.0
13:32:22,26011.4,25993.54,0.74,BULLISH,26000,NIFTY25D2326000CE,62.45,84.09,0.0,WAIT,0.0,10000.0
13:32:24,26011.4,25993.54,0.74,BULLISH,26000,NIFTY25D2326000CE,62.5,84.09,0.0,WAIT,0.0,10000.0
13:32:26,26011.4,25993.55,0.75,BULLISH,26000,NIFTY25D2326000CE,62.6,84.09,0.0,WAIT,0.0,10000.0
13:32:29,26011.4,25993.56,0.76,BULLISH,26000,NIFTY25D2326000CE,62.4,84.09,0.0,WAIT,0.0,10000.0
13:32:31,26011.4,25993.56,0.76,BULLISH,26000,NIFTY25D2326000CE,62.65,84.09,0.0,WAIT,0.0,10000.0
13:32:33,26011.4,25993.56,0.76,BULLISH,26000,NIFTY25D2326000CE,63.0,84.09,0.0,WAIT,0.0,10000.0
13:32:36,26011.4,25993.56,0.76,BULLISH,26000,NIFTY25D2326000CE,62.7,84.09,0.0,WAIT,0.0,10000.0
13:32:39,26011.9,25993.61,0.81,BULLISH,26000,NIFTY25D2326000CE,62.7,84.09,0.0,WAIT,0.0,10000.0
13:32:42,26011.9,25993.62,0.83,BULLISH,26000,NIFTY25D2326000CE,62.6,84.09,0.0,WAIT,0.0,10000.0
13:32:45,26011.9,25993.63,0.84,BULLISH,26000,NIFTY25D2326000CE,62.65,84.09,0.0,WAIT,0.0,10000.0
13:32:47,26011.9,25993.64,0.85,BULLISH,26000,NIFTY25D2326000CE,62.5,84.09,0.0,WAIT,0.0,10000.0
13:32:51,26011.9,25993.64,0.85,BULLISH,26000,NIFTY25D2326000CE,62.75,84.09,0.0,WAIT,0.0,10000.0
