Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
09:15:01,SCANNING,WATCH_CE,26197.2,26183.58,26181.31,2.27,26200,NSE-NIFTY-30Dec25-26200-CE,109.05,0.0,0.0,0.0,0.0,10000.0,0.0
09:15:04,HOLDING,CE,26180.4,26177.98,26178.91,-0.93,26200,NSE-NIFTY-30Dec25-26200-CE,101.95,107.0,0.0,26197.2,0.0,10000.0,0.0
09:15:04,SOLD,STOP/TRAIL,26180.4,26177.98,26178.91,-0.93,26200,NSE-NIFTY-30Dec25-26200-CE,101.95,107.0,102.0,26197.2,26180.4,9625.0,-375.0
09:15:06,SCANNING,WATCH_PE,26163.05,26172.19,26176.43,-4.24,26150,NSE-NIFTY-30Dec25-26150-PE,89.1,107.0,0.0,26197.2,0.0,9625.0,-375.0
09:15:09,HOLDING,PE,26156.85,26170.13,26175.55,-5.42,26150,NSE-NIFTY-30Dec25-26150-PE,89.75,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:12,HOLDING,PE,26165.9,26173.14,26176.84,-3.7,26150,NSE-NIFTY-30Dec25-26150-PE,87.7,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:14,HOLDING,PE,26168.2,26173.91,26177.17,-3.26,26150,NSE-NIFTY-30Dec25-26150-PE,87.5,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:17,HOLDING,PE,26166.6,26173.38,26176.94,-3.56,26150,NSE-NIFTY-30Dec25-26150-PE,86.5,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:20,HOLDING,PE,26164.25,26172.59,26176.6,-4.01,26150,NSE-NIFTY-30Dec25-26150-PE,90.3,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:23,HOLDING,PE,26157.9,26170.48,26175.7,-5.22,26150,NSE-NIFTY-30Dec25-26150-PE,89.65,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:26,HOLDING,PE,26157.1,26170.21,26175.58,-5.37,26150,NSE-NIFTY-30Dec25-26150-PE,90.55,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:28,HOLDING,PE,26151.8,26168.44,26174.82,-6.38,26150,NSE-NIFTY-30Dec25-26150-PE,90.95,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:31,HOLDING,PE,26156.1,26169.88,26175.44,-5.56,26150,NSE-NIFTY-30Dec25-26150-PE,91.45,90.0,0.0,26163.05,0.0,9625.0,-375.0
09:15:34,HOLDING,PE,26150.3,26167.94,26174.61,-6.67,26150,NSE-NIFTY-30Dec25-26150-PE,92.7,90.0,0.0,26163.05,0.0,9625.0,-375.0
