Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
13:47:11,SCANNING,WATCH_CE,26149.75,26147.01,26146.01,1.0,26150,NSE-NIFTY-23Dec25-26150-CE,50.95,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:13,SCANNING,WATCH_CE,26148.85,26146.71,26145.88,0.83,26150,NSE-NIFTY-23Dec25-26150-CE,50.75,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:17,SCANNING,WATCH_CE,26147.9,26146.39,26145.75,0.64,26150,NSE-NIFTY-23Dec25-26150-CE,50.95,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:20,SCANNING,WATCH_CE,26147.75,26146.34,26145.73,0.62,26150,NSE-NIFTY-23Dec25-26150-CE,50.8,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:24,SCANNING,WATCH_CE,26147.5,26146.26,26145.69,0.57,26150,NSE-NIFTY-23Dec25-26150-CE,50.85,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:28,SCANNING,WATCH_CE,26148.55,26146.61,26145.84,0.77,26150,NSE-NIFTY-23Dec25-26150-CE,50.9,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:32,SCANNING,WATCH_CE,26150.3,26147.19,26146.09,1.1,26150,NSE-NIFTY-23Dec25-26150-CE,50.5,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:34,SCANNING,WATCH_CE,26149.0,26146.76,26145.9,0.85,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:38,SCANNING,WATCH_CE,26149.2,26146.83,26145.93,0.89,26150,NSE-NIFTY-23Dec25-26150-CE,50.85,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:42,SCANNING,WATCH_CE,26148.85,26146.71,26145.88,0.83,26150,NSE-NIFTY-23Dec25-26150-CE,50.95,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:45,SCANNING,WATCH_CE,26148.2,26146.49,26145.79,0.7,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:48,SCANNING,WATCH_CE,26148.65,26147.09,26146.13,0.96,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:51,SCANNING,WATCH_CE,26149.2,26147.27,26146.21,1.06,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:54,SCANNING,WATCH_CE,26148.7,26147.11,26146.14,0.97,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:47:57,SCANNING,WATCH_CE,26148.75,26147.12,26146.15,0.98,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:01,SCANNING,WATCH_CE,26148.75,26147.12,26146.15,0.98,26150,NSE-NIFTY-23Dec25-26150-CE,50.95,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:03,SCANNING,WATCH_CE,26148.25,26146.96,26146.07,0.88,26150,NSE-NIFTY-23Dec25-26150-CE,50.9,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:06,SCANNING,WATCH_CE,26147.25,26146.62,26145.93,0.69,26150,NSE-NIFTY-23Dec25-26150-CE,50.9,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:08,SCANNING,WATCH_CE,26147.0,26146.54,26145.9,0.64,26150,NSE-NIFTY-23Dec25-26150-CE,50.85,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:12,SCANNING,WATCH_CE,26149.2,26147.27,26146.21,1.06,26150,NSE-NIFTY-23Dec25-26150-CE,50.8,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:15,SCANNING,WATCH_CE,26148.55,26147.06,26146.12,0.94,26150,NSE-NIFTY-23Dec25-26150-CE,50.85,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:18,SCANNING,WATCH_CE,26148.75,26147.12,26146.15,0.98,26150,NSE-NIFTY-23Dec25-26150-CE,50.7,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:22,SCANNING,WATCH_CE,26148.6,26147.07,26146.12,0.95,26150,NSE-NIFTY-23Dec25-26150-CE,50.8,0.0,0.0,0.0,0.0,10000.0,0.0
13:48:25,SCANNING,WATCH_CE,26148.95,26147.19,26146.17,1.01,26150,NSE-NIFTY-23Dec25-26150-CE,50.75,0.0,0.0,0.0,0.0,10000.0,0.0
