Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
09:50:05,SCANNING,WATCH_CE,25945.9,25944.87,25910.89,33.98,25950,NSE-NIFTY-23Dec25-25950-CE,99.95,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:07,SCANNING,WATCH_CE,25945.6,25944.77,25910.84,33.93,25950,NSE-NIFTY-23Dec25-25950-CE,99.85,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:09,SCANNING,WATCH_CE,25946.3,25945.0,25910.94,34.06,25950,NSE-NIFTY-23Dec25-25950-CE,100.8,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:11,SCANNING,WATCH_CE,25946.1,25944.94,25910.91,34.02,25950,NSE-NIFTY-23Dec25-25950-CE,101.2,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:13,SCANNING,WATCH_CE,25945.95,25944.89,25910.89,33.99,25950,NSE-NIFTY-23Dec25-25950-CE,101.3,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:14,SCANNING,WATCH_CE,25946.7,25945.14,25911.0,34.14,25950,NSE-NIFTY-23Dec25-25950-CE,100.8,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:16,SCANNING,WATCH_CE,25947.5,25945.4,25911.11,34.29,25950,NSE-NIFTY-23Dec25-25950-CE,101.0,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:18,SCANNING,WATCH_CE,25948.45,25945.72,25911.25,34.47,25950,NSE-NIFTY-23Dec25-25950-CE,101.35,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:20,SCANNING,WATCH_CE,25948.95,25945.89,25911.32,34.57,25950,NSE-NIFTY-23Dec25-25950-CE,101.6,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:21,SCANNING,WATCH_CE,25947.95,25945.55,25911.18,34.38,25950,NSE-NIFTY-23Dec25-25950-CE,101.35,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:23,SCANNING,WATCH_CE,25948.2,25945.64,25911.21,34.42,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:25,SCANNING,WATCH_CE,25947.05,25945.25,25911.05,34.2,25950,NSE-NIFTY-23Dec25-25950-CE,100.15,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:27,SCANNING,WATCH_CE,25946.0,25944.9,25910.9,34.0,25950,NSE-NIFTY-23Dec25-25950-CE,99.55,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:29,SCANNING,WATCH_CE,25945.75,25944.82,25910.86,33.96,25950,NSE-NIFTY-23Dec25-25950-CE,99.2,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:30,SCANNING,WATCH_CE,25945.9,25944.87,25910.89,33.98,25950,NSE-NIFTY-23Dec25-25950-CE,99.0,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:32,SCANNING,WATCH_CE,25944.95,25944.55,25910.75,33.8,25950,NSE-NIFTY-23Dec25-25950-CE,98.8,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:34,SCANNING,WATCH_CE,25944.95,25944.55,25910.75,33.8,25950,NSE-NIFTY-23Dec25-25950-CE,99.2,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:36,SCANNING,WATCH_CE,25945.6,25944.77,25910.84,33.93,25950,NSE-NIFTY-23Dec25-25950-CE,99.95,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:38,SCANNING,WATCH_CE,25945.35,25944.69,25910.81,33.88,25950,NSE-NIFTY-23Dec25-25950-CE,100.05,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:40,SCANNING,WATCH_CE,25946.0,25944.9,25910.9,34.0,25950,NSE-NIFTY-23Dec25-25950-CE,100.4,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:43,SCANNING,WATCH_CE,25946.6,25945.1,25910.99,34.12,25950,NSE-NIFTY-23Dec25-25950-CE,101.1,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:45,SCANNING,WATCH_CE,25944.35,25944.35,25910.66,33.69,25950,NSE-NIFTY-23Dec25-25950-CE,100.1,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:47,SCANNING,WATCH_CE,25946.0,25944.9,25910.9,34.0,25950,NSE-NIFTY-23Dec25-25950-CE,100.15,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:49,SCANNING,WATCH_CE,25947.5,25945.4,25911.11,34.29,25950,NSE-NIFTY-23Dec25-25950-CE,101.3,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:52,SCANNING,WATCH_CE,25946.7,25945.14,25911.0,34.14,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:54,SCANNING,WATCH_CE,25947.6,25945.44,25911.13,34.31,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:56,SCANNING,WATCH_CE,25947.6,25945.44,25911.13,34.31,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:50:58,SCANNING,WATCH_CE,25947.6,25945.44,25911.13,34.31,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:00,SCANNING,WATCH_CE,25947.6,25945.44,25911.13,34.31,25950,NSE-NIFTY-23Dec25-25950-CE,101.25,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:02,SCANNING,WATCH_CE,25947.6,25945.44,25911.13,34.31,25950,NSE-NIFTY-23Dec25-25950-CE,101.6,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:04,SCANNING,WATCH_CE,25948.2,25945.64,25911.21,34.42,25950,NSE-NIFTY-23Dec25-25950-CE,101.45,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:06,SCANNING,WATCH_CE,25946.1,25944.94,25910.91,34.02,25950,NSE-NIFTY-23Dec25-25950-CE,98.8,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:09,SCANNING,WATCH_CE,25945.95,25944.89,25910.89,33.99,25950,NSE-NIFTY-23Dec25-25950-CE,99.6,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:11,SCANNING,WATCH_CE,25944.75,25944.49,25910.72,33.77,25950,NSE-NIFTY-23Dec25-25950-CE,99.65,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:13,SCANNING,WATCH_CE,25944.1,25944.27,25910.63,33.64,25950,NSE-NIFTY-23Dec25-25950-CE,99.45,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:15,SCANNING,WATCH_CE,25942.65,25943.79,25910.42,33.37,25950,NSE-NIFTY-23Dec25-25950-CE,98.9,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:18,SCANNING,WATCH_CE,25944.0,25944.24,25910.61,33.62,25950,NSE-NIFTY-23Dec25-25950-CE,99.75,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:21,SCANNING,WATCH_CE,25944.3,25944.34,25910.66,33.68,25950,NSE-NIFTY-23Dec25-25950-CE,99.1,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:23,SCANNING,WATCH_CE,25945.65,25944.79,25910.85,33.94,25950,NSE-NIFTY-23Dec25-25950-CE,98.5,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:26,SCANNING,WATCH_CE,25943.45,25944.05,25910.54,33.52,25950,NSE-NIFTY-23Dec25-25950-CE,98.75,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:28,SCANNING,WATCH_CE,25945.1,25944.6,25910.77,33.83,25950,NSE-NIFTY-23Dec25-25950-CE,98.85,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:30,SCANNING,WATCH_CE,25943.35,25944.02,25910.52,33.5,25950,NSE-NIFTY-23Dec25-25950-CE,98.0,0.0,0.0,0.0,0.0,10000.0,0.0
09:51:32,SCANNING,WATCH_CE,25943.6,25944.1,25910.56,33.55,25950,NSE-NIFTY-23Dec25-25950-CE,98.25,0.0,0.0,0.0,0.0,10000.0,0.0
