Time,Spot_LTP,RSI_5M,Action_Zone,Status,Reason
2025-12-16 14:24:00,25871.35,43,Neutral,SCAN,Waiting for Cross
2025-12-16 14:25:00,25857.1,44,Neutral,SCAN,Waiting for Cross
2025-12-16 14:26:00,25859.05,44,Neutral,SCAN,Waiting for Cross
2025-12-16 14:27:00,25858.55,44,Neutral,SCAN,Waiting for Cross
2025-12-16 14:28:00,25862.2,44,Neutral,SCAN,Waiting for Cross
2025-12-16 14:29:00,25868.75,44,Neutral,SCAN,Waiting for Cross
2025-12-16 14:30:00,25868.9,37,Neutral,SCAN,Waiting for Cross
2025-12-16 14:31:00,25862.0,37,Neutral,SCAN,Waiting for Cross
2025-12-16 14:32:00,25856.4,37,Neutral,SCAN,Waiting for Cross
2025-12-16 14:33:00,25857.35,37,Neutral,SCAN,Waiting for Cross
2025-12-16 14:34:00,25850.65,37,Neutral,SCAN,Waiting for Cross
2025-12-16 14:35:00,25856.7,42,Neutral,SCAN,Waiting for Cross
2025-12-16 14:36:00,25857.6,42,Neutral,SCAN,Waiting for Cross
2025-12-16 14:37:00,25860.85,42,Neutral,SCAN,Waiting for Cross
2025-12-16 14:38:00,25861.45,42,Neutral,SCAN,Waiting for Cross
2025-12-16 14:39:00,25861.55,42,Neutral,SCAN,Waiting for Cross
2025-12-16 14:40:00,25864.35,39,Neutral,SCAN,Waiting for Cross
2025-12-16 14:41:00,25864.95,39,Neutral,SCAN,Waiting for Cross
2025-12-16 14:42:00,25867.1,39,Neutral,SCAN,Waiting for Cross
2025-12-16 14:43:00,25870.3,39,Neutral,SCAN,Waiting for Cross
2025-12-16 14:44:00,25865.9,39,Neutral,SCAN,Waiting for Cross
2025-12-16 14:45:00,25860.5,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:46:00,25867.65,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:47:00,25876.2,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:48:00,25863.8,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:49:00,25869.65,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:50:00,25872.35,45,Neutral,SCAN,Waiting for Cross
2025-12-16 14:51:00,25879.55,45,Neutral,SCAN,Waiting for Cross
2025-12-16 14:52:00,25888.4,45,Neutral,SCAN,Waiting for Cross
2025-12-16 14:53:00,25879.8,45,Neutral,SCAN,Waiting for Cross
2025-12-16 14:54:00,25890.2,45,Neutral,SCAN,Waiting for Cross
2025-12-16 14:55:00,25882.25,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:56:00,25890.0,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:57:00,25882.6,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:58:00,25880.1,35,Neutral,SCAN,Waiting for Cross
2025-12-16 14:59:00,25883.8,35,Neutral,SCAN,Waiting for Cross
2025-12-16 15:00:00,25884.1,34,Neutral,SCAN,Waiting for Cross
2025-12-17 09:30:00,25898.2,65,Neutral,SCAN,Waiting for Cross
2025-12-17 09:31:00,25900.45,65,Neutral,SCAN,Waiting for Cross
2025-12-17 09:32:00,25909.65,65,Neutral,SCAN,Waiting for Cross
2025-12-17 09:33:00,25914.9,65,Neutral,SCAN,Waiting for Cross
2025-12-17 09:34:00,25921.95,65,Neutral,SCAN,Waiting for Cross
2025-12-17 09:35:00,25926.05,61,Neutral,SCAN,Waiting for Cross
2025-12-17 09:36:00,25921.1,61,Neutral,SCAN,Waiting for Cross
2025-12-17 09:37:00,25922.6,61,Neutral,SCAN,Waiting for Cross
2025-12-17 09:38:00,25918.1,61,Neutral,SCAN,Waiting for Cross
2025-12-17 09:39:00,25914.7,61,Neutral,SCAN,Waiting for Cross
2025-12-17 09:40:00,25917.35,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:41:00,25913.15,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:42:00,25904.75,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:43:00,25890.1,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:44:00,25880.2,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:45:00,25881.55,45,Neutral,SCAN,Waiting for Cross
2025-12-17 09:46:00,25886.1,45,Neutral,SCAN,Waiting for Cross
2025-12-17 09:47:00,25875.9,45,Neutral,SCAN,Waiting for Cross
2025-12-17 09:48:00,25861.1,45,Neutral,SCAN,Waiting for Cross
2025-12-17 09:49:00,25862.9,45,Neutral,SCAN,Waiting for Cross
2025-12-17 09:50:00,25861.7,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:51:00,25860.95,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:52:00,25853.65,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:53:00,25853.3,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:54:00,25865.25,47,Neutral,SCAN,Waiting for Cross
2025-12-17 09:55:00,25867.5,51,Neutral,SCAN,Waiting for Cross
2025-12-17 09:56:00,25872.0,51,Neutral,SCAN,Waiting for Cross
2025-12-17 09:57:00,25870.05,51,Neutral,SCAN,Waiting for Cross
2025-12-17 09:58:00,25868.75,51,Neutral,SCAN,Waiting for Cross
2025-12-17 09:59:00,25868.25,51,Neutral,SCAN,Waiting for Cross
2025-12-17 10:00:00,25865.6,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:01:00,25861.65,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:02:00,25862.5,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:03:00,25854.9,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:04:00,25845.65,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:05:00,25844.65,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:06:00,25829.2,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:07:00,25828.15,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:08:00,25832.9,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:09:00,25838.4,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:10:00,25833.6,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:11:00,25830.95,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:12:00,25841.1,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:13:00,25839.4,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:14:00,25840.15,47,Neutral,SCAN,Waiting for Cross
2025-12-17 10:15:00,25835.15,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:16:00,25834.35,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:17:00,25833.85,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:18:00,25840.5,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:19:00,25848.75,49,Neutral,SCAN,Waiting for Cross
2025-12-17 10:20:00,25844.35,44,Neutral,SCAN,Waiting for Cross
2025-12-17 10:21:00,25838.4,44,Neutral,SCAN,Waiting for Cross
2025-12-17 10:22:00,25831.85,44,Neutral,SCAN,Waiting for Cross
2025-12-17 10:23:00,25829.15,44,Neutral,SCAN,Waiting for Cross
2025-12-17 10:24:00,25826.4,44,Neutral,SCAN,Waiting for Cross
2025-12-17 10:25:00,25823.45,36,Neutral,SCAN,Waiting for Cross
2025-12-17 10:26:00,25828.4,36,Neutral,SCAN,Waiting for Cross
2025-12-17 10:27:00,25826.2,36,Neutral,SCAN,Waiting for Cross
2025-12-17 10:28:00,25820.1,36,Neutral,SCAN,Waiting for Cross
2025-12-17 10:29:00,25813.65,36,Neutral,SCAN,Waiting for Cross
2025-12-17 10:30:00,25813.5,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:31:00,25815.4,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:32:00,25815.3,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:33:00,25821.6,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:34:00,25821.85,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:35:00,25814.45,24,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:36:00,25812.5,24,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:37:00,25815.45,24,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:38:00,25812.2,24,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:39:00,25815.35,24,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:40:00,25812.4,17,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:41:00,25814.3,17,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:42:00,25817.6,17,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:43:00,25823.5,17,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:44:00,25819.6,17,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:45:00,25818.65,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:46:00,25820.45,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:47:00,25828.2,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:48:00,25832.8,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:49:00,25829.25,23,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:50:00,25829.95,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:51:00,25825.9,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:52:00,25819.95,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:53:00,25823.45,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:54:00,25818.35,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 10:55:00,25807.6,32,Oversold,BUY CE,RSI Cross > 30
2025-12-17 10:56:00,25805.85,32,In Trade,HOLD,PnL: 131
2025-12-17 10:57:00,25807.5,32,In Trade,HOLD,PnL: 173
2025-12-17 10:58:00,25814.3,32,In Trade,HOLD,PnL: 281
2025-12-17 10:59:00,25819.95,32,In Trade,HOLD,PnL: 356
2025-12-17 11:00:00,25817.55,32,In Trade,HOLD,PnL: 308
2025-12-17 11:01:00,25817.0,32,In Trade,HOLD,PnL: 379
2025-12-17 11:02:00,25829.6,32,In Trade,HOLD,PnL: 525
2025-12-17 11:03:00,25823.4,32,In Trade,HOLD,PnL: 435
2025-12-17 11:04:00,25822.25,32,In Trade,HOLD,PnL: 356
2025-12-17 11:05:00,25824.95,35,In Trade,HOLD,PnL: 420
2025-12-17 11:06:00,25827.3,35,In Trade,HOLD,PnL: 484
2025-12-17 11:07:00,25835.2,35,In Trade,HOLD,PnL: 529
2025-12-17 11:08:00,25833.4,35,In Trade,HOLD,PnL: 499
2025-12-17 11:09:00,25831.55,35,In Trade,HOLD,PnL: 506
2025-12-17 11:10:00,25832.25,48,In Trade,HOLD,PnL: 510
2025-12-17 11:11:00,25831.45,48,In Trade,HOLD,PnL: 491
2025-12-17 11:12:00,25835.65,48,In Trade,HOLD,PnL: 529
2025-12-17 11:13:00,25838.45,48,In Trade,HOLD,PnL: 596
2025-12-17 11:15:00,25848.6,50,Neutral,SCAN,Waiting for Cross
2025-12-17 11:16:00,25848.75,50,Neutral,SCAN,Waiting for Cross
2025-12-17 11:17:00,25849.85,50,Neutral,SCAN,Waiting for Cross
2025-12-17 11:18:00,25842.25,50,Neutral,SCAN,Waiting for Cross
2025-12-17 11:19:00,25839.7,50,Neutral,SCAN,Waiting for Cross
2025-12-17 11:20:00,25832.15,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:21:00,25836.05,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:22:00,25834.9,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:23:00,25826.6,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:24:00,25828.25,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:25:00,25825.05,36,Neutral,SCAN,Waiting for Cross
2025-12-17 11:26:00,25822.8,36,Neutral,SCAN,Waiting for Cross
2025-12-17 11:27:00,25820.5,36,Neutral,SCAN,Waiting for Cross
2025-12-17 11:28:00,25815.75,36,Neutral,SCAN,Waiting for Cross
2025-12-17 11:29:00,25815.15,36,Neutral,SCAN,Waiting for Cross
2025-12-17 11:30:00,25810.3,43,Neutral,SCAN,Waiting for Cross
2025-12-17 11:31:00,25822.55,43,Neutral,SCAN,Waiting for Cross
2025-12-17 11:32:00,25813.0,43,Neutral,SCAN,Waiting for Cross
2025-12-17 11:33:00,25813.5,43,Neutral,SCAN,Waiting for Cross
2025-12-17 11:34:00,25813.6,43,Neutral,SCAN,Waiting for Cross
2025-12-17 11:35:00,25814.75,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:36:00,25818.95,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:37:00,25818.65,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:38:00,25816.6,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:39:00,25821.35,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:40:00,25827.8,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:41:00,25830.2,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:42:00,25831.05,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:43:00,25831.7,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:44:00,25827.95,53,Neutral,SCAN,Waiting for Cross
2025-12-17 11:45:00,25828.05,63,Neutral,SCAN,Waiting for Cross
2025-12-17 11:46:00,25834.75,63,Neutral,SCAN,Waiting for Cross
2025-12-17 11:47:00,25842.75,63,Neutral,SCAN,Waiting for Cross
2025-12-17 11:48:00,25841.25,63,Neutral,SCAN,Waiting for Cross
2025-12-17 11:49:00,25845.55,63,Neutral,SCAN,Waiting for Cross
2025-12-17 11:50:00,25849.4,54,Neutral,SCAN,Waiting for Cross
2025-12-17 11:51:00,25835.05,54,Neutral,SCAN,Waiting for Cross
2025-12-17 11:52:00,25827.55,54,Neutral,SCAN,Waiting for Cross
2025-12-17 11:53:00,25830.45,54,Neutral,SCAN,Waiting for Cross
2025-12-17 11:54:00,25829.7,54,Neutral,SCAN,Waiting for Cross
2025-12-17 11:55:00,25831.85,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:56:00,25824.9,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:57:00,25825.45,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:58:00,25824.35,45,Neutral,SCAN,Waiting for Cross
2025-12-17 11:59:00,25817.4,45,Neutral,SCAN,Waiting for Cross
2025-12-17 12:00:00,25810.4,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:01:00,25804.7,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:02:00,25797.25,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:03:00,25803.85,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:04:00,25797.6,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:05:00,25807.1,39,Neutral,SCAN,Waiting for Cross
2025-12-17 12:06:00,25801.9,39,Neutral,SCAN,Waiting for Cross
2025-12-17 12:07:00,25795.1,39,Neutral,SCAN,Waiting for Cross
2025-12-17 12:08:00,25793.45,39,Neutral,SCAN,Waiting for Cross
2025-12-17 12:09:00,25791.2,39,Neutral,SCAN,Waiting for Cross
2025-12-17 12:10:00,25804.15,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:11:00,25807.3,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:12:00,25800.8,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:13:00,25802.15,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:14:00,25796.25,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:15:00,25796.9,41,Neutral,SCAN,Waiting for Cross
2025-12-17 12:16:00,25798.8,41,Neutral,SCAN,Waiting for Cross
2025-12-17 12:17:00,25801.6,41,Neutral,SCAN,Waiting for Cross
2025-12-17 12:18:00,25803.15,41,Neutral,SCAN,Waiting for Cross
2025-12-17 12:19:00,25808.3,41,Neutral,SCAN,Waiting for Cross
2025-12-17 12:20:00,25806.25,33,Neutral,SCAN,Waiting for Cross
2025-12-17 12:21:00,25805.65,33,Neutral,SCAN,Waiting for Cross
2025-12-17 12:22:00,25804.35,33,Neutral,SCAN,Waiting for Cross
2025-12-17 12:23:00,25805.15,33,Neutral,SCAN,Waiting for Cross
2025-12-17 12:24:00,25794.6,33,Neutral,SCAN,Waiting for Cross
2025-12-17 12:25:00,25798.2,32,Neutral,SCAN,Waiting for Cross
2025-12-17 12:26:00,25791.0,32,Neutral,SCAN,Waiting for Cross
2025-12-17 12:27:00,25790.6,32,Neutral,SCAN,Waiting for Cross
2025-12-17 12:28:00,25787.0,32,Neutral,SCAN,Waiting for Cross
2025-12-17 12:29:00,25785.7,32,Neutral,SCAN,Waiting for Cross
2025-12-17 12:30:00,25791.5,38,Neutral,SCAN,Waiting for Cross
2025-12-17 12:31:00,25793.7,38,Neutral,SCAN,Waiting for Cross
2025-12-17 12:32:00,25790.5,38,Neutral,SCAN,Waiting for Cross
2025-12-17 12:33:00,25791.35,38,Neutral,SCAN,Waiting for Cross
2025-12-17 12:34:00,25794.1,38,Neutral,SCAN,Waiting for Cross
2025-12-17 12:35:00,25791.45,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:36:00,25790.95,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:37:00,25787.75,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:38:00,25787.05,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:39:00,25787.5,40,Neutral,SCAN,Waiting for Cross
2025-12-17 12:40:00,25787.9,43,Neutral,SCAN,Waiting for Cross
2025-12-17 12:41:00,25787.1,43,Neutral,SCAN,Waiting for Cross
2025-12-17 12:42:00,25786.95,43,Neutral,SCAN,Waiting for Cross
2025-12-17 12:43:00,25789.2,43,Neutral,SCAN,Waiting for Cross
2025-12-17 12:44:00,25795.3,43,Neutral,SCAN,Waiting for Cross
2025-12-17 12:45:00,25795.85,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:46:00,25799.4,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:47:00,25801.5,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:48:00,25792.95,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:49:00,25798.95,42,Neutral,SCAN,Waiting for Cross
2025-12-17 12:50:00,25809.4,36,Neutral,SCAN,Waiting for Cross
2025-12-17 12:51:00,25808.55,36,Neutral,SCAN,Waiting for Cross
2025-12-17 12:52:00,25810.8,36,Neutral,SCAN,Waiting for Cross
2025-12-17 12:53:00,25800.65,36,Neutral,SCAN,Waiting for Cross
2025-12-17 12:54:00,25787.85,36,Neutral,SCAN,Waiting for Cross
2025-12-17 12:55:00,25782.95,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 12:56:00,25785.1,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 12:57:00,25785.15,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 12:58:00,25782.1,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 12:59:00,25783.2,27,Oversold (Waiting for bounce),SCAN,Waiting for Cross
2025-12-17 13:00:00,25781.65,36,Oversold,BUY CE,RSI Cross > 30
2025-12-17 13:01:00,25785.75,36,In Trade,HOLD,PnL: 64
2025-12-17 13:02:00,25788.75,36,In Trade,HOLD,PnL: 64
2025-12-17 13:03:00,25789.5,36,In Trade,HOLD,PnL: 101
2025-12-17 13:04:00,25794.9,36,In Trade,HOLD,PnL: 172
2025-12-17 13:05:00,25802.5,40,In Trade,HOLD,PnL: 221
2025-12-17 13:06:00,25796.55,40,In Trade,HOLD,PnL: 184
2025-12-17 13:07:00,25799.35,40,In Trade,HOLD,PnL: 214
2025-12-17 13:08:00,25799.85,40,In Trade,HOLD,PnL: 240
2025-12-17 13:09:00,25793.95,40,In Trade,HOLD,PnL: 146
2025-12-17 13:10:00,25787.6,47,In Trade,HOLD,PnL: 124
2025-12-17 13:11:00,25797.5,47,In Trade,HOLD,PnL: 259
2025-12-17 13:12:00,25795.75,47,In Trade,HOLD,PnL: 202
2025-12-17 13:13:00,25792.25,47,In Trade,HOLD,PnL: 139
2025-12-17 13:14:00,25791.45,47,In Trade,HOLD,PnL: 127
2025-12-17 13:15:00,25790.25,55,In Trade,HOLD,PnL: 124
2025-12-17 13:16:00,25792.9,55,In Trade,HOLD,PnL: 169
2025-12-17 13:17:00,25791.9,55,In Trade,HOLD,PnL: 176
2025-12-17 13:18:00,25795.5,55,In Trade,HOLD,PnL: 251
2025-12-17 13:19:00,25803.6,55,In Trade,HOLD,PnL: 315
2025-12-17 13:20:00,25801.25,55,In Trade,HOLD,PnL: 319
2025-12-17 13:21:00,25799.95,55,In Trade,HOLD,PnL: 277
2025-12-17 13:22:00,25804.25,55,In Trade,HOLD,PnL: 277
2025-12-17 13:23:00,25804.4,55,In Trade,HOLD,PnL: 334
2025-12-17 13:24:00,25808.65,55,In Trade,HOLD,PnL: 334
2025-12-17 13:25:00,25813.55,51,In Trade,HOLD,PnL: 450
2025-12-17 13:26:00,25818.75,51,In Trade,HOLD,PnL: 446
2025-12-17 13:27:00,25819.95,51,In Trade,HOLD,PnL: 405
2025-12-17 13:28:00,25819.35,51,In Trade,HOLD,PnL: 352
2025-12-17 13:29:00,25811.45,51,In Trade,HOLD,PnL: 296
2025-12-17 13:30:00,25807.5,52,In Trade,HOLD,PnL: 281
2025-12-17 13:31:00,25802.55,52,In Trade,HOLD,PnL: 281
2025-12-17 13:32:00,25800.5,52,In Trade,HOLD,PnL: 247
2025-12-17 13:33:00,25800.3,52,In Trade,HOLD,PnL: 247
2025-12-17 13:34:00,25800.05,52,In Trade,HOLD,PnL: 221
2025-12-17 13:35:00,25795.5,52,In Trade,HOLD,PnL: 112
2025-12-17 13:36:00,25789.55,52,In Trade,HOLD,PnL: 26
2025-12-17 13:37:00,25794.1,52,In Trade,HOLD,PnL: 127
2025-12-17 13:38:00,25790.25,52,In Trade,HOLD,PnL: 30
2025-12-17 13:39:00,25791.1,52,In Trade,HOLD,PnL: 41
2025-12-17 13:40:00,25793.25,45,In Trade,HOLD,PnL: 105
2025-12-17 13:41:00,25789.15,45,In Trade,HOLD,PnL: -8
2025-12-17 13:42:00,25784.95,45,In Trade,HOLD,PnL: -154
2025-12-17 13:43:00,25782.45,45,In Trade,HOLD,PnL: -109
2025-12-17 13:44:00,25786.5,45,In Trade,HOLD,PnL: 7
2025-12-17 13:45:00,25788.35,51,In Trade,HOLD,PnL: 45
2025-12-17 13:46:00,25793.75,51,In Trade,HOLD,PnL: 60
2025-12-17 13:47:00,25792.75,51,In Trade,HOLD,PnL: 30
2025-12-17 13:48:00,25794.3,51,In Trade,HOLD,PnL: 45
2025-12-17 13:49:00,25790.85,51,In Trade,HOLD,PnL: -15
2025-12-17 13:50:00,25790.0,49,In Trade,HOLD,PnL: -23
2025-12-17 13:51:00,25788.15,49,In Trade,HOLD,PnL: -30
2025-12-17 13:52:00,25790.25,49,In Trade,HOLD,PnL: 19
2025-12-17 13:53:00,25793.65,49,In Trade,HOLD,PnL: 56
2025-12-17 13:54:00,25793.6,49,In Trade,HOLD,PnL: 52
2025-12-17 13:55:00,25783.9,47,In Trade,HOLD,PnL: -188
2025-12-17 13:56:00,25782.4,47,In Trade,HOLD,PnL: -101
2025-12-17 13:57:00,25787.75,47,In Trade,HOLD,PnL: -23
2025-12-17 13:58:00,25793.2,47,In Trade,HOLD,PnL: 79
2025-12-17 13:59:00,25795.45,47,In Trade,HOLD,PnL: 127
2025-12-17 14:00:00,25794.95,53,In Trade,HOLD,PnL: 71
2025-12-17 14:01:00,25793.35,53,In Trade,HOLD,PnL: 112
2025-12-17 14:02:00,25788.7,53,In Trade,HOLD,PnL: -15
2025-12-17 14:03:00,25787.65,53,In Trade,HOLD,PnL: -19
2025-12-17 14:04:00,25793.35,53,In Trade,HOLD,PnL: 135
2025-12-17 14:05:00,25796.2,55,In Trade,HOLD,PnL: 221
2025-12-17 14:06:00,25795.45,55,In Trade,HOLD,PnL: 180
2025-12-17 14:07:00,25795.7,55,In Trade,HOLD,PnL: 150
2025-12-17 14:08:00,25795.5,55,In Trade,HOLD,PnL: 154
2025-12-17 14:09:00,25791.4,55,In Trade,HOLD,PnL: 79
2025-12-17 14:10:00,25791.95,52,In Trade,HOLD,PnL: 67
2025-12-17 14:11:00,25789.2,52,In Trade,HOLD,PnL: 49
2025-12-17 14:12:00,25788.9,52,In Trade,HOLD,PnL: 60
2025-12-17 14:13:00,25792.8,52,In Trade,HOLD,PnL: 131
2025-12-17 14:14:00,25798.5,52,In Trade,HOLD,PnL: 259
2025-12-17 14:15:00,25797.95,67,In Trade,HOLD,PnL: 281
2025-12-17 14:16:00,25814.45,67,In Trade,HOLD,PnL: 382
2025-12-17 14:17:00,25816.75,67,In Trade,HOLD,PnL: 341
2025-12-17 14:18:00,25824.25,67,In Trade,HOLD,PnL: 390
2025-12-17 14:19:00,25827.65,67,In Trade,HOLD,PnL: 349
2025-12-17 14:20:00,25813.0,52,In Trade,HOLD,PnL: 191
2025-12-17 14:21:00,25811.2,52,In Trade,HOLD,PnL: 188
2025-12-17 14:22:00,25805.3,52,In Trade,HOLD,PnL: 195
2025-12-17 14:23:00,25806.35,52,In Trade,HOLD,PnL: 165
2025-12-17 14:24:00,25797.55,52,In Trade,HOLD,PnL: 4
2025-12-17 14:25:00,25795.55,44,In Trade,HOLD,PnL: -4
2025-12-17 14:26:00,25797.1,44,In Trade,HOLD,PnL: 56
2025-12-17 14:27:00,25794.25,44,In Trade,HOLD,PnL: -41
2025-12-17 14:28:00,25795.85,44,In Trade,HOLD,PnL: 56
2025-12-17 14:29:00,25791.65,44,In Trade,HOLD,PnL: 45
2025-12-17 14:30:00,25794.8,50,In Trade,HOLD,PnL: 30
2025-12-17 14:31:00,25793.3,50,In Trade,HOLD,PnL: 15
2025-12-17 14:32:00,25796.85,50,In Trade,HOLD,PnL: 41
2025-12-17 14:33:00,25801.45,50,In Trade,HOLD,PnL: 97
2025-12-17 14:34:00,25811.1,50,In Trade,HOLD,PnL: 199
2025-12-17 14:35:00,25812.75,39,In Trade,HOLD,PnL: 157
2025-12-17 14:36:00,25790.4,39,In Trade,HOLD,PnL: -15
2025-12-17 14:37:00,25783.6,39,In Trade,HOLD,PnL: -23
2025-12-17 14:38:00,25779.95,39,In Trade,HOLD,PnL: -11
2025-12-17 14:39:00,25776.15,39,In Trade,HOLD,PnL: -45
2025-12-17 14:40:00,25781.2,48,In Trade,HOLD,PnL: 67
2025-12-17 14:41:00,25789.9,48,In Trade,HOLD,PnL: 64
2025-12-17 14:42:00,25786.6,48,In Trade,HOLD,PnL: 4
2025-12-17 14:43:00,25787.5,48,In Trade,HOLD,PnL: 60
2025-12-17 14:44:00,25793.25,48,In Trade,HOLD,PnL: 210
2025-12-17 14:45:00,25798.0,54,In Trade,HOLD,PnL: 247
2025-12-17 14:46:00,25794.15,54,In Trade,HOLD,PnL: 150
2025-12-17 14:47:00,25791.7,54,In Trade,HOLD,PnL: 97
2025-12-17 14:48:00,25792.1,54,In Trade,HOLD,PnL: 169
2025-12-17 14:49:00,25807.25,54,In Trade,HOLD,PnL: 319
2025-12-17 14:50:00,25806.35,57,In Trade,HOLD,PnL: 371
