Date,Entry Time,Exit Time,Type,Strike,Opt Buy,Opt Sell,Nifty Entry,Nifty Exit,EMA5 Entry,EMA13 Entry,PnL,Balance,Reason
2025-12-22,13:12:37,13:12:42,PE,NSE-NIFTY-23Dec25-26150-PE,62.6,62.85,26138.8,26140.2,26140.33,26140.39,18.75,10018.75,REVERSAL
2025-12-22,13:13:00,13:13:10,PE,NSE-NIFTY-23Dec25-26150-PE,62.55,62.65,26139.95,26140.2,26140.43,26140.46,7.5,10026.25,REVERSAL
2025-12-22,13:13:13,13:13:16,PE,NSE-NIFTY-23Dec25-26150-PE,62.5,62.6,26139.75,26140.3,26140.37,26140.43,7.5,10033.75,REVERSAL
2025-12-22,13:13:19,13:13:29,PE,NSE-NIFTY-23Dec25-26150-PE,62.55,62.35,26139.5,26141.85,26140.28,26140.39,-15.0,10018.75,REVERSAL
2025-12-22,13:13:32,13:13:36,PE,NSE-NIFTY-23Dec25-26150-PE,62.6,62.3,26139.95,26140.8,26140.43,26140.46,-22.5,9996.25,REVERSAL
2025-12-22,13:13:39,13:13:43,PE,NSE-NIFTY-23Dec25-26150-PE,62.25,62.25,26139.9,26140.95,26140.42,26140.45,0.0,9996.25,REVERSAL
2025-12-22,13:14:44,13:15:01,PE,NSE-NIFTY-23Dec25-26150-PE,62.05,61.65,26139.95,26141.95,26140.48,26140.5,-30.0,9966.25,REVERSAL
2025-12-22,13:15:03,13:35:58,CE,NSE-NIFTY-23Dec25-26150-CE,50.05,51.3,26141.7,26147.8,26140.89,26140.67,93.75,10060.0,STOP/TRAIL
2025-12-22,13:36:19,13:36:25,PE,NSE-NIFTY-23Dec25-26150-PE,59.75,59.55,26141.4,26143.65,26147.67,26147.94,-15.0,10045.0,REVERSAL
2025-12-22,13:36:28,13:43:36,PE,NSE-NIFTY-23Dec25-26150-PE,59.7,58.15,26142.6,26148.55,26148.07,26148.11,-116.25,9928.75,REVERSAL
2025-12-22,13:43:41,13:43:46,CE,NSE-NIFTY-23Dec25-26150-CE,50.2,50.2,26148.8,26147.35,26145.47,26145.3,0.0,9928.75,REVERSAL
2025-12-22,13:44:07,13:44:47,CE,NSE-NIFTY-23Dec25-26150-CE,49.95,49.95,26146.6,26144.35,26145.53,26145.31,0.0,9928.75,REVERSAL
2025-12-22,13:45:05,13:45:10,CE,NSE-NIFTY-23Dec25-26150-CE,49.8,49.7,26146.5,26144.6,26145.35,26145.2,-7.5,9921.25,REVERSAL
2025-12-22,13:45:24,13:46:13,CE,NSE-NIFTY-23Dec25-26150-CE,50.0,50.4,26147.35,26144.25,26145.63,26145.32,30.0,9951.25,REVERSAL
