Date,Type,Symbol,Entry,Exit,GrossPnL,NetPnL,Balance,Reason
2025-10-01,PE,NSE-NIFTY-07Oct25-24650-PE,93.8,94.0,15.0,-35.0,9965.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24650-CE,129.15,147.75,1395.0,1345.0,11310.0,SL/TRAIL
2025-10-01,PE,NSE-NIFTY-07Oct25-24750-PE,85.25,84.85,-30.0,-80.0,11230.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24750-CE,142.7,135.7,-525.0,-575.0,10655.0,SL/TRAIL
2025-10-01,CE,NSE-NIFTY-07Oct25-24800-CE,112.55,114.75,165.0,115.0,10770.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,92.3,98.7,480.0,430.0,11200.0,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,84.65,77.65,-525.0,-575.0,10625.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24800-CE,95.9,105.7,735.0,685.0,11310.0,SL/TRAIL
2025-10-03,CE,NSE-NIFTY-07Oct25-24850-CE,74.15,76.7,191.25,141.25,11451.25,SL/TRAIL
2025-10-03,PE,NSE-NIFTY-07Oct25-24800-PE,57.5,60.9,255.0,205.0,11656.25,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25000-CE,67.6,96.35,2156.25,2106.25,13762.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25050-CE,67.8,89.3,1612.5,1562.5,15325.0,SL/TRAIL
2025-10-06,PE,NSE-NIFTY-07Oct25-25050-PE,43.1,43.0,-7.5,-57.5,15267.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25050-CE,77.85,70.85,-525.0,-575.0,14692.5,SL/TRAIL
2025-10-06,CE,NSE-NIFTY-07Oct25-25100-CE,43.55,48.05,337.5,287.5,14980.0,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,29.65,27.4,-168.75,-218.75,14761.25,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,32.3,56.0,1777.5,1727.5,16488.75,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25150-CE,46.2,45.15,-78.75,-128.75,16360.0,SL/TRAIL
2025-10-07,CE,NSE-NIFTY-07Oct25-25200-CE,17.4,33.55,1211.25,1161.25,17521.25,SL/TRAIL
2025-10-07,PE,NSE-NIFTY-07Oct25-25150-PE,10.9,41.8,2317.5,2267.5,19788.75,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,98.35,102.1,281.25,231.25,20020.0,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25050-CE,123.05,128.0,371.25,321.25,20341.25,SL/TRAIL
2025-10-08,CE,NSE-NIFTY-14Oct25-25100-CE,118.4,128.9,787.5,737.5,21078.75,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,84.55,77.55,-525.0,-575.0,20503.75,SL/TRAIL
2025-10-08,PE,NSE-NIFTY-14Oct25-25050-PE,93.45,92.0,-108.75,-158.75,20345.0,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25100-CE,112.15,111.0,-86.25,-136.25,20208.75,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25100-CE,105.9,126.25,1526.25,1476.25,21685.0,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25150-CE,123.65,116.65,-525.0,-575.0,21110.0,SL/TRAIL
2025-10-09,PE,NSE-NIFTY-14Oct25-25150-PE,80.55,73.55,-525.0,-575.0,20535.0,SL/TRAIL
2025-10-09,CE,NSE-NIFTY-14Oct25-25150-CE,108.55,112.0,258.75,208.75,20743.75,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,82.65,81.05,-120.0,-170.0,20573.75,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,69.25,71.3,153.75,103.75,20677.5,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,69.05,62.05,-525.0,-575.0,20102.5,SL/TRAIL
2025-10-13,PE,NSE-NIFTY-14Oct25-25200-PE,69.5,68.4,-82.5,-132.5,19970.0,SL/TRAIL
2025-10-13,CE,NSE-NIFTY-14Oct25-25200-CE,62.7,68.3,420.0,370.0,20340.0,SL/TRAIL
