Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
15:26:26,SCANNING,WATCH_CE,25818.05,25817.17,25814.99,2.18,25800,NSE-NIFTY-23Dec25-25800-CE,119.55,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:27,SCANNING,WATCH_CE,25819.05,25817.5,25815.09,2.42,25800,NSE-NIFTY-23Dec25-25800-CE,119.85,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:29,SCANNING,WATCH_CE,25817.8,25817.09,25814.97,2.11,25800,NSE-NIFTY-23Dec25-25800-CE,119.7,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:31,SCANNING,WATCH_CE,25817.15,25816.87,25814.91,1.96,25800,NSE-NIFTY-23Dec25-25800-CE,119.9,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:33,SCANNING,WATCH_CE,25817.45,25816.97,25814.94,2.03,25800,NSE-NIFTY-23Dec25-25800-CE,120.1,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:35,SCANNING,WATCH_CE,25817.7,25817.05,25814.96,2.09,25800,NSE-NIFTY-23Dec25-25800-CE,120.3,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:37,SCANNING,WATCH_CE,25818.95,25817.47,25815.08,2.39,25800,NSE-NIFTY-23Dec25-25800-CE,120.0,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:39,SCANNING,WATCH_CE,25818.25,25817.24,25815.01,2.22,25800,NSE-NIFTY-23Dec25-25800-CE,119.9,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:41,SCANNING,WATCH_CE,25816.65,25816.7,25814.87,1.84,25800,NSE-NIFTY-23Dec25-25800-CE,119.8,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:43,SCANNING,WATCH_CE,25818.05,25817.17,25814.99,2.18,25800,NSE-NIFTY-23Dec25-25800-CE,120.05,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:45,SCANNING,WATCH_CE,25817.75,25817.07,25814.97,2.1,25800,NSE-NIFTY-23Dec25-25800-CE,120.15,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:48,SCANNING,WATCH_CE,25818.85,25817.44,25815.07,2.37,25800,NSE-NIFTY-23Dec25-25800-CE,119.75,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:51,SCANNING,WATCH_CE,25818.9,25817.45,25815.07,2.38,25800,NSE-NIFTY-23Dec25-25800-CE,120.15,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:53,SCANNING,WATCH_CE,25818.05,25817.17,25814.99,2.18,25800,NSE-NIFTY-23Dec25-25800-CE,119.7,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:54,SCANNING,WATCH_CE,25816.2,25816.55,25814.83,1.73,25800,NSE-NIFTY-23Dec25-25800-CE,120.0,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:56,SCANNING,WATCH_CE,25816.2,25816.55,25814.83,1.73,25800,NSE-NIFTY-23Dec25-25800-CE,120.0,0.0,0.0,0.0,0.0,10000.0,0.0
15:26:58,SCANNING,WATCH_CE,25816.2,25816.55,25814.83,1.73,25800,NSE-NIFTY-23Dec25-25800-CE,120.0,0.0,0.0,0.0,0.0,10000.0,0.0
15:27:00,SCANNING,WATCH_CE,25816.2,25816.55,25814.83,1.73,25800,NSE-NIFTY-23Dec25-25800-CE,120.0,0.0,0.0,0.0,0.0,10000.0,0.0
15:27:01,SCANNING,WATCH_CE,25816.7,25816.6,25815.0,1.61,25800,NSE-NIFTY-23Dec25-25800-CE,119.8,0.0,0.0,0.0,0.0,10000.0,0.0
15:27:04,HOLDING,CE,25817.0,25816.7,25815.02,1.68,25800,NSE-NIFTY-23Dec25-25800-CE,119.65,119.95,0.0,25816.7,0.0,10000.0,0.0
15:27:06,HOLDING,CE,25816.05,25816.39,25814.94,1.45,25800,NSE-NIFTY-23Dec25-25800-CE,119.6,119.95,0.0,25816.7,0.0,10000.0,0.0
15:27:08,HOLDING,CE,25815.2,25816.1,25814.86,1.24,25800,NSE-NIFTY-23Dec25-25800-CE,119.7,119.95,0.0,25816.7,0.0,10000.0,0.0
15:27:10,HOLDING,CE,25817.25,25816.79,25815.05,1.74,25800,NSE-NIFTY-23Dec25-25800-CE,119.8,119.95,0.0,25816.7,0.0,10000.0,0.0
15:27:12,HOLDING,CE,25816.95,25816.69,25815.02,1.67,25800,NSE-NIFTY-23Dec25-25800-CE,119.85,119.95,0.0,25816.7,0.0,10000.0,0.0
