Time,Action,Symbol,Price,PnL,Reason
13:47:18,BUY,NIFTY25D2326050CE,48.75,0.0,Panic_Entry
13:47:44,SELL,NIFTY25D2326050CE,67.25,1387.5,Stop_Hit
13:47:47,BUY,NIFTY25D2326000CE,69.1,0.0,Panic_Entry
13:48:04,SELL,NIFTY25D2326000CE,65.1,-300.0,Stop_Hit
