Time,Spot_LTP,EMA13_Trend,RSI,Fut_LTP,VWAP,OI_Chg,Status,Reason
2025-12-15 14:21:00,26014.4,26020.15,35,26100.0,26058.62,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 35)
2025-12-15 14:22:00,26015.75,26020.15,35,26105.5,26058.67,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 35)
2025-12-15 14:23:00,26010.05,26020.15,35,26099.0,26058.71,-17,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 35)
2025-12-15 14:24:00,26013.7,26020.15,35,26100.4,26058.79,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 35)
2025-12-15 14:25:00,26015.75,26019.65,41,26103.9,26058.83,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-15 14:26:00,26013.55,26019.65,41,26106.7,26058.86,21,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-15 14:27:00,26017.85,26019.65,41,26105.7,26058.96,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-15 14:28:00,26016.5,26019.65,41,26105.0,26059.0,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-15 14:29:00,26016.65,26019.65,41,26107.4,26059.16,60,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-15 14:30:00,26016.2,26018.99,38,26102.9,26059.18,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 38)
2025-12-15 14:31:00,26015.4,26018.99,38,26099.9,26059.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 38)
2025-12-15 14:32:00,26011.35,26018.99,38,26096.5,26059.4,-135,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 38)
2025-12-15 14:33:00,26012.55,26018.99,38,26096.9,26059.61,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 38)
2025-12-15 14:34:00,26015.05,26018.99,38,26104.0,26059.7,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 38)
2025-12-15 14:35:00,26012.25,26018.17,42,26099.9,26059.77,-204,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:36:00,26015.35,26018.17,42,26104.7,26060.35,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:37:00,26012.75,26018.17,42,26099.9,26060.37,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:38:00,26012.8,26018.17,42,26098.0,26060.39,14,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:39:00,26013.25,26018.17,42,26098.0,26060.44,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-15 14:40:00,26015.5,26020.67,52,26102.9,26060.47,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 52)
2025-12-15 14:41:00,26018.8,26020.67,52,26108.0,26060.51,3,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 52)
2025-12-15 14:42:00,26022.85,26020.67,52,26114.0,26060.57,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 52)
2025-12-15 14:43:00,26028.05,26020.67,52,26124.7,26060.7,0,SCAN,No Short Covering
2025-12-15 14:44:00,26035.65,26020.67,52,26124.0,26060.98,34,SCAN,No Short Covering
2025-12-15 14:45:00,26038.45,26021.79,49,26119.8,26061.02,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 14:46:00,26044.45,26021.79,49,26132.0,26061.82,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 14:47:00,26045.95,26021.79,49,26129.0,26061.99,-273,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 14:48:00,26037.0,26021.79,49,26122.7,26062.2,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 14:49:00,26028.55,26021.79,49,26114.6,26062.41,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 49)
2025-12-15 14:50:00,26031.95,26023.59,54,26118.2,26062.5,-41,SCAN,Waiting
2025-12-15 14:51:00,26034.8,26023.59,54,26119.0,26062.56,0,SCAN,No Short Covering
2025-12-15 14:52:00,26036.3,26023.59,54,26114.2,26062.61,0,SCAN,No Short Covering
2025-12-15 14:53:00,26033.95,26023.59,54,26112.1,26062.65,-8,SCAN,Waiting
2025-12-15 14:54:00,26034.35,26023.59,54,26119.9,26062.69,0,SCAN,No Short Covering
2025-12-15 14:55:00,26031.25,26025.43,51,26110.6,26062.72,0,SCAN,No Short Covering
2025-12-15 14:56:00,26033.4,26025.43,51,26114.7,26062.8,-8,SCAN,Waiting
2025-12-15 14:57:00,26033.0,26025.43,51,26113.8,26062.83,0,SCAN,No Short Covering
2025-12-15 14:58:00,26034.5,26025.43,51,26115.5,26062.88,0,SCAN,No Short Covering
2025-12-15 14:59:00,26036.5,26025.43,51,26115.3,26063.09,0,SCAN,No Short Covering
2025-12-15 15:00:00,26034.65,26025.27,46,26116.0,26063.16,-3,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 46)
2025-12-16 09:30:00,25916.3,25979.46,22,25996.9,26014.81,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 09:31:00,25910.8,25979.46,22,25996.0,26013.97,411,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 09:32:00,25913.15,25979.46,22,25995.5,26013.6,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 09:33:00,25925.0,25979.46,22,26011.8,26013.47,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 09:34:00,25916.7,25979.46,22,26008.8,26013.31,155,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 09:35:00,25908.75,25970.54,10,25996.0,26013.08,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 10)
2025-12-16 09:36:00,25905.05,25970.54,10,25995.1,26012.86,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 10)
2025-12-16 09:37:00,25910.0,25970.54,10,26002.9,26012.58,75,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 10)
2025-12-16 09:38:00,25911.45,25970.54,10,26004.5,26012.49,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 10)
2025-12-16 09:39:00,25917.0,25970.54,10,26007.0,26012.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 10)
2025-12-16 09:40:00,25923.45,25964.27,16,26010.6,26012.19,73,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 16)
2025-12-16 09:41:00,25928.35,25964.27,16,26020.0,26012.27,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 16)
2025-12-16 09:42:00,25929.7,25964.27,16,26019.6,26012.32,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 16)
2025-12-16 09:43:00,25927.1,25964.27,16,26014.0,26012.35,47,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 16)
2025-12-16 09:44:00,25926.65,25964.27,16,26013.7,26012.32,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 16)
2025-12-16 09:45:00,25928.45,25960.29,18,26014.5,26012.32,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 18)
2025-12-16 09:46:00,25930.35,25960.29,18,26018.3,26012.33,153,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 18)
2025-12-16 09:47:00,25934.7,25960.29,18,26016.8,26012.37,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 18)
2025-12-16 09:48:00,25942.05,25960.29,18,26025.0,26012.45,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 18)
2025-12-16 09:49:00,25936.4,25960.29,18,26022.2,26012.56,-1,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 18)
2025-12-16 09:50:00,25938.95,25957.67,20,26021.0,26012.6,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 20)
2025-12-16 09:51:00,25934.9,25957.67,20,26017.0,26012.62,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 20)
2025-12-16 09:52:00,25936.65,25957.67,20,26020.0,26012.66,29,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 20)
2025-12-16 09:53:00,25941.1,25957.67,20,26025.0,26012.72,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 20)
2025-12-16 09:54:00,25942.0,25957.67,20,26024.3,26012.78,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 20)
2025-12-16 09:55:00,25925.1,25950.31,17,26011.0,26012.8,-80,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 17)
2025-12-16 09:56:00,25924.6,25950.31,17,26009.7,26012.75,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 17)
2025-12-16 09:57:00,25923.7,25950.31,17,26007.2,26012.74,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 17)
2025-12-16 09:58:00,25912.3,25950.31,17,25990.0,26012.43,41,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 17)
2025-12-16 09:59:00,25906.1,25950.31,17,25988.0,26010.89,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 17)
2025-12-16 10:00:00,25898.9,25941.85,13,25985.0,26010.26,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:01:00,25896.1,25941.85,13,25978.6,26009.46,-13,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:02:00,25887.4,25941.85,13,25973.0,26008.0,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:03:00,25882.15,25941.85,13,25968.0,26007.14,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:04:00,25891.1,25941.85,13,25973.4,26006.31,64,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:05:00,25894.55,25934.56,13,25975.0,26005.96,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:06:00,25898.0,25934.56,13,25981.9,26005.76,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:07:00,25898.8,25934.56,13,25985.7,26005.6,231,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:08:00,25896.6,25934.56,13,25978.0,26005.41,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:09:00,25890.85,25934.56,13,25975.8,26005.17,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 13)
2025-12-16 10:10:00,25890.35,25928.6,14,25974.8,26005.0,34,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 14)
2025-12-16 10:11:00,25890.4,25928.6,14,25971.0,26004.67,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 14)
2025-12-16 10:12:00,25885.05,25928.6,14,25970.0,26004.45,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 14)
2025-12-16 10:13:00,25887.95,25928.6,14,25970.0,26004.22,115,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 14)
2025-12-16 10:14:00,25892.85,25928.6,14,25976.0,26004.09,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 14)
2025-12-16 10:15:00,25888.55,25926.3,22,25969.0,26003.32,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 10:16:00,25897.25,25926.3,22,25980.0,26002.95,389,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 10:17:00,25901.2,25926.3,22,25980.0,26002.68,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 10:18:00,25909.75,25926.3,22,25994.8,26002.54,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 10:19:00,25912.45,25926.3,22,25995.0,26002.46,132,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 22)
2025-12-16 10:20:00,25914.45,25924.32,24,25994.2,26002.42,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 10:21:00,25916.6,25924.32,24,25996.3,26002.38,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 10:22:00,25912.8,25924.32,24,25995.9,26002.34,-5,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 10:23:00,25910.35,25924.32,24,25990.9,26002.28,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 10:24:00,25912.45,25924.32,24,25994.3,26002.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 10:25:00,25912.95,25922.34,37,25993.4,26002.21,11,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 37)
2025-12-16 10:26:00,25920.25,25922.34,37,25996.1,26002.18,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 37)
2025-12-16 10:27:00,25912.75,25922.34,37,25998.2,26002.15,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 37)
2025-12-16 10:28:00,25909.6,25922.34,37,25994.7,26002.13,-131,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 37)
2025-12-16 10:29:00,25910.45,25922.34,37,25995.0,26002.11,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 37)
2025-12-16 10:30:00,25916.3,25921.04,42,25999.0,26002.1,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:31:00,25917.75,25921.04,42,25999.2,26002.09,21,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:32:00,25915.65,25921.04,42,25995.0,26002.09,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:33:00,25913.45,25921.04,42,25993.7,26002.08,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:34:00,25913.25,25921.04,42,25995.7,26002.06,38,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:35:00,25905.8,25918.73,42,25986.0,26002.01,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:36:00,25903.4,25918.73,42,25983.0,26001.9,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:37:00,25903.3,25918.73,42,25988.0,26001.86,-66,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:38:00,25914.2,25918.73,42,25994.8,26001.84,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:39:00,25904.85,25918.73,42,25988.5,26001.81,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 10:40:00,25905.3,25916.81,44,25982.5,26001.78,14,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 44)
2025-12-16 10:41:00,25906.8,25916.81,44,25986.5,26001.76,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 44)
2025-12-16 10:42:00,25899.1,25916.81,44,25981.7,26001.75,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 44)
2025-12-16 10:43:00,25902.45,25916.81,44,25984.7,26001.72,-1,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 44)
2025-12-16 10:44:00,25905.3,25916.81,44,25989.7,26001.7,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 44)
2025-12-16 10:45:00,25900.8,25914.65,43,25982.0,26001.65,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 10:46:00,25902.15,25914.65,43,25989.9,26001.56,-6,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 10:47:00,25905.95,25914.65,43,25988.0,26001.54,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 10:48:00,25906.25,25914.65,43,25984.6,26001.5,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 10:49:00,25901.7,25914.65,43,25980.9,26001.48,20,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 10:50:00,25898.7,25913.28,40,25978.1,26001.42,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 10:51:00,25902.55,25913.28,40,25985.0,26001.4,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 10:52:00,25904.55,25913.28,40,25990.0,26001.08,14,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 10:53:00,25903.35,25913.28,40,25984.0,26000.96,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 10:54:00,25905.05,25913.28,40,25988.0,26000.95,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 10:55:00,25901.55,25911.4,32,25976.2,26000.87,177,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 10:56:00,25891.6,25911.4,32,25978.7,26000.82,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 10:57:00,25900.0,25911.4,32,25986.4,26000.78,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 10:58:00,25900.6,25911.4,32,25980.9,26000.67,63,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 10:59:00,25900.15,25911.4,32,25984.0,26000.65,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:00:00,25892.05,25909.79,28,25975.3,26000.61,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 28)
2025-12-16 11:01:00,25899.45,25909.79,28,25978.4,26000.54,65,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 28)
2025-12-16 11:02:00,25899.7,25909.79,28,25982.0,26000.51,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 28)
2025-12-16 11:03:00,25898.45,25909.79,28,25982.0,26000.47,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 28)
2025-12-16 11:04:00,25900.1,25909.79,28,25982.1,26000.45,-3,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 28)
2025-12-16 11:05:00,25899.8,25908.93,48,25985.2,26000.37,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-16 11:06:00,25904.65,25908.93,48,25989.9,26000.34,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-16 11:07:00,25909.6,25908.93,48,25990.1,26000.32,33,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-16 11:08:00,25906.65,25908.93,48,25994.9,26000.31,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-16 11:09:00,25903.75,25908.93,48,25986.0,26000.29,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 48)
2025-12-16 11:10:00,25904.25,25907.48,56,25988.0,26000.28,15,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-16 11:11:00,25902.55,25907.48,56,25986.3,26000.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-16 11:12:00,25897.95,25907.48,56,25982.0,26000.22,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-16 11:13:00,25900.8,25907.48,56,25988.0,26000.16,-18,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-16 11:14:00,25898.8,25907.48,56,25982.0,26000.1,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 56)
2025-12-16 11:15:00,25899.3,25906.76,59,25978.3,26000.05,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-16 11:16:00,25895.9,25906.76,59,25976.1,25999.98,22,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-16 11:17:00,25896.0,25906.76,59,25982.8,25999.96,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-16 11:18:00,25895.8,25906.76,59,25976.7,25999.93,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-16 11:19:00,25902.45,25906.76,59,25985.0,25999.91,35,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 59)
2025-12-16 11:20:00,25902.1,25905.57,54,25983.0,25999.89,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-16 11:21:00,25900.8,25905.57,54,25980.1,25999.83,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-16 11:22:00,25904.65,25905.57,54,25988.0,25999.82,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-16 11:23:00,25907.25,25905.57,54,25989.4,25999.82,21,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-16 11:24:00,25898.4,25905.57,54,25980.4,25999.8,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 54)
2025-12-16 11:25:00,25902.35,25905.55,42,25980.1,25999.74,9,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 11:26:00,25900.65,25905.55,42,25979.4,25999.71,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 11:27:00,25902.25,25905.55,42,25985.0,25999.7,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 11:28:00,25906.5,25905.55,42,25987.0,25999.69,8,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 11:29:00,25905.45,25905.55,42,25985.1,25999.68,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 42)
2025-12-16 11:30:00,25902.7,25903.37,32,25987.2,25999.67,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:31:00,25904.75,25903.37,32,25982.1,25999.64,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:32:00,25898.3,25903.37,32,25980.2,25999.61,-5,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:33:00,25893.35,25903.37,32,25970.0,25999.46,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:34:00,25890.3,25903.37,32,25969.7,25999.37,35,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 32)
2025-12-16 11:35:00,25882.85,25900.8,31,25960.2,25998.02,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 31)
2025-12-16 11:36:00,25883.0,25900.8,31,25956.0,25997.45,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 31)
2025-12-16 11:37:00,25887.4,25900.8,31,25960.0,25997.35,334,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 31)
2025-12-16 11:38:00,25882.8,25900.8,31,25964.8,25997.29,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 31)
2025-12-16 11:39:00,25885.35,25900.8,31,25961.8,25997.2,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 31)
2025-12-16 11:40:00,25882.2,25897.13,24,25962.4,25997.12,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 11:41:00,25882.25,25897.13,24,25958.0,25997.0,37,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 11:42:00,25880.75,25897.13,24,25960.9,25996.95,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 11:43:00,25879.0,25897.13,24,25957.4,25996.78,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 11:44:00,25875.1,25897.13,24,25955.3,25996.69,44,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 24)
2025-12-16 11:45:00,25877.2,25894.43,30,25959.2,25996.51,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 30)
2025-12-16 11:46:00,25879.7,25894.43,30,25962.0,25996.38,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 30)
2025-12-16 11:47:00,25877.1,25894.43,30,25956.0,25996.21,77,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 30)
2025-12-16 11:48:00,25876.3,25894.43,30,25958.0,25996.07,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 30)
2025-12-16 11:49:00,25878.25,25894.43,30,25962.0,25995.94,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 30)
2025-12-16 11:50:00,25881.3,25893.91,41,25958.0,25995.61,78,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-16 11:51:00,25884.3,25893.91,41,25965.0,25995.35,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-16 11:52:00,25884.05,25893.91,41,25961.5,25995.31,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-16 11:53:00,25883.5,25893.91,41,25960.5,25995.13,-178,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-16 11:54:00,25890.8,25893.91,41,25970.4,25995.09,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 41)
2025-12-16 11:55:00,25882.75,25891.36,36,25968.5,25995.02,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 36)
2025-12-16 11:56:00,25882.45,25891.36,36,25965.9,25994.99,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 36)
2025-12-16 11:57:00,25881.0,25891.36,36,25964.0,25994.94,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 36)
2025-12-16 11:58:00,25877.15,25891.36,36,25960.3,25994.9,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 36)
2025-12-16 11:59:00,25876.05,25891.36,36,25959.0,25994.87,43,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 36)
2025-12-16 12:00:00,25878.0,25889.18,33,25962.3,25994.65,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 33)
2025-12-16 12:01:00,25875.05,25889.18,33,25960.0,25994.24,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 33)
2025-12-16 12:02:00,25873.35,25889.18,33,25959.8,25993.94,-166,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 33)
2025-12-16 12:03:00,25874.05,25889.18,33,25954.0,25993.85,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 33)
2025-12-16 12:04:00,25876.1,25889.18,33,25958.0,25993.56,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 33)
2025-12-16 12:05:00,25878.2,25888.36,40,25960.0,25993.27,-320,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 12:06:00,25883.65,25888.36,40,25966.5,25993.21,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 12:07:00,25883.95,25888.36,40,25967.3,25993.07,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 12:08:00,25883.75,25888.36,40,25969.5,25992.88,-226,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 12:09:00,25883.45,25888.36,40,25968.0,25992.81,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 40)
2025-12-16 12:10:00,25882.4,25888.24,43,25965.1,25992.78,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 12:11:00,25884.85,25888.24,43,25971.1,25992.74,-76,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 12:12:00,25888.05,25888.24,43,25970.0,25992.71,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 12:13:00,25889.65,25888.24,43,25973.2,25992.68,0,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
2025-12-16 12:14:00,25887.5,25888.24,43,25969.0,25992.65,-5,SCAN,Trend Weak (Spot vs EMA13+5 or RSI 43)
