Timestamp,Fut_Price,Fut_VWAP,Vol_Ratio,Trend,Strike,Opt_Symbol,Opt_LTP,Current_OI,3min_OI_Drop%,Spread,Signal,PnL,Balance
13:58:30,26020.0,26016.89,0.1,BULLISH,26000,NIFTY25D2326000CE,64.8,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:32,26020.0,26016.9,0.26,BULLISH,26000,NIFTY25D2326000CE,64.9,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:34,26019.5,26016.9,0.27,BULLISH,26000,NIFTY25D2326000CE,65.45,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:38,26016.1,26016.88,0.29,BEARISH,26000,NIFTY25D2326000PE,94.1,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:58:40,26016.4,26016.88,0.29,BEARISH,26000,NIFTY25D2326000PE,94.1,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:58:43,26018.1,26016.89,0.37,BULLISH,26000,NIFTY25D2326000CE,65.7,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:45,26018.0,26016.89,0.38,BULLISH,26000,NIFTY25D2326000CE,65.95,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:47,26018.0,26016.89,0.41,BULLISH,26000,NIFTY25D2326000CE,65.9,289369.0,0.0,0.0,WAIT,0.0,10000.0
13:58:50,26016.4,26016.89,0.43,BEARISH,26000,NIFTY25D2326000PE,93.7,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:58:52,26016.4,26016.89,0.47,BEARISH,26000,NIFTY25D2326000PE,93.55,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:58:55,26016.4,26016.89,0.47,BEARISH,26000,NIFTY25D2326000PE,93.95,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:58:58,26016.4,26016.89,0.47,BEARISH,26000,NIFTY25D2326000PE,93.95,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:01,26016.4,26016.89,0.47,BEARISH,26000,NIFTY25D2326000PE,94.0,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:04,26016.5,26017.09,0.14,BEARISH,26000,NIFTY25D2326000PE,93.6,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:07,26016.5,26017.09,0.16,BEARISH,26000,NIFTY25D2326000PE,93.9,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:10,26016.6,26017.09,0.19,BEARISH,26000,NIFTY25D2326000PE,93.9,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:13,26015.0,26017.09,0.23,BEARISH,26000,NIFTY25D2326000PE,93.8,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:15,26015.9,26017.09,0.56,BEARISH,26000,NIFTY25D2326000PE,93.9,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:18,26015.9,26017.09,0.56,BEARISH,26000,NIFTY25D2326000PE,93.75,203400.0,0.0,0.0,WAIT,0.0,10000.0
13:59:21,26020.0,26017.12,0.58,BULLISH,26000,NIFTY25D2326000CE,66.1,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:24,26020.0,26017.12,0.58,BULLISH,26000,NIFTY25D2326000CE,66.25,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:27,26017.5,26017.1,0.6,BULLISH,26000,NIFTY25D2326000CE,66.4,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:30,26017.5,26017.1,0.6,BULLISH,26000,NIFTY25D2326000CE,66.4,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:33,26015.3,26017.08,0.62,BEARISH,26000,NIFTY25D2326000PE,93.2,203746.0,0.0,0.0,WAIT,0.0,10000.0
13:59:36,26017.5,26017.1,0.95,BULLISH,26000,NIFTY25D2326000CE,65.95,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:39,26017.0,26017.1,0.97,BEARISH,26000,NIFTY25D2326000PE,93.65,203746.0,0.0,0.0,WAIT,0.0,10000.0
13:59:42,26017.0,26017.1,0.97,BEARISH,26000,NIFTY25D2326000PE,93.35,203746.0,0.0,0.0,WAIT,0.0,10000.0
13:59:45,26017.0,26017.1,0.97,BEARISH,26000,NIFTY25D2326000PE,93.0,203746.0,0.0,0.0,WAIT,0.0,10000.0
13:59:48,26020.0,26017.13,1.0,BULLISH,26000,NIFTY25D2326000CE,66.65,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:51,26020.0,26017.14,1.07,BULLISH,26000,NIFTY25D2326000CE,67.1,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:54,26020.0,26017.14,1.09,BULLISH,26000,NIFTY25D2326000CE,67.35,293688.0,0.0,0.0,WAIT,0.0,10000.0
13:59:58,26020.0,26017.14,1.09,BULLISH,26000,NIFTY25D2326000CE,67.5,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:00,26020.0,26017.14,1.09,BULLISH,26000,NIFTY25D2326000CE,67.3,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:03,26019.6,26017.49,0.51,BULLISH,26000,NIFTY25D2326000CE,67.55,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:06,26020.0,26017.5,0.64,BULLISH,26000,NIFTY25D2326000CE,67.5,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:09,26019.5,26017.51,0.76,BULLISH,26000,NIFTY25D2326000CE,67.65,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:12,26019.1,26017.52,0.95,BULLISH,26000,NIFTY25D2326000CE,67.25,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:15,26018.8,26017.51,0.98,BULLISH,26000,NIFTY25D2326000CE,67.5,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:18,26020.0,26017.54,1.08,BULLISH,26000,NIFTY25D2326000CE,67.5,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:21,26018.6,26017.52,1.1,BULLISH,26000,NIFTY25D2326000CE,67.45,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:23,26022.0,26017.58,1.2,BULLISH,26000,NIFTY25D2326000CE,68.4,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:26,26023.0,26017.62,1.28,BULLISH,26000,NIFTY25D2326000CE,68.75,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:29,26022.5,26017.62,1.3,BULLISH,26000,NIFTY25D2326000CE,68.6,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:32,26023.0,26017.63,1.32,BULLISH,26000,NIFTY25D2326000CE,68.65,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:35,26023.5,26017.65,1.34,BULLISH,26000,NIFTY25D2326000CE,68.65,293688.0,0.0,0.0,WAIT,0.0,10000.0
14:00:38,26023.0,26017.67,1.38,BULLISH,26000,NIFTY25D2326000CE,67.65,293688.0,0.0,0.0,WAIT,0.0,10000.0
