Timestamp,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:50:14,26074.8,53,True,26080.41,26050,0.8,73,35.7,167018,258458,0.619,-0.381,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:21,26076.05,54,True,26080.42,26100,0.8,46.5,58.5,344942,216636,0.4633,-0.5367,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:28,26076.9,55,True,26080.43,26100,0.8,47.05,58.15,344942,216636,0.4633,-0.5367,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:35,26077.0,56,True,26080.45,26100,0.8,47,58.1,344942,216636,0.4657,-0.5343,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:43,26075.25,53,True,26080.45,26100,0.8,47.1,57.9,344942,216636,0.4683,-0.5317,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:50,26077.0,56,True,26080.46,26100,0.8,47.2,57.8,344942,216636,0.4683,-0.5317,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:50:58,26077.7,56,True,26080.48,26100,0.8,46.7,58.1,344942,216636,0.4702,-0.5298,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:05,26075.8,54,True,26080.5,26100,0.8,45.55,59.55,344942,216636,0.4702,-0.5298,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:12,26074.55,52,True,26080.52,26050,0.8,72.95,35.95,167018,258458,0.6203,-0.3797,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:20,26076.2,54,True,26080.55,26100,0.8,46.55,58.3,344942,216636,0.4603,-0.5397,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:28,26075.45,53,True,26080.57,26100,0.8,46.55,58.5,344942,216636,0.4651,-0.5349,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:35,26077.0,55,True,26080.62,26100,0.8,46.55,58.3,344942,216636,0.4651,-0.5349,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:43,26076.9,55,True,26080.62,26100,0.8,46,58.95,344942,216636,0.4668,-0.5332,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:50,26075.45,53,True,26080.68,26100,0.8,46.45,58.35,344942,216636,0.4634,-0.5366,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:51:57,26075.75,54,True,26080.68,26100,0.8,46.45,58.4,344942,216636,0.4634,-0.5366,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:05,26075.75,54,True,26080.68,26100,0.8,46.45,58.35,344942,216636,0.4653,-0.5347,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:12,26073.9,51,True,26080.69,26050,0.8,73.1,35.8,167018,258458,0.6145,-0.3855,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:20,26072.95,50,True,26080.7,26050,0.81,72.25,36.25,166793,258547,0.6145,-0.3855,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:27,26074.2,52,True,26080.71,26050,0.81,71.55,36.65,166793,258547,0.61,-0.39,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:35,26074.05,51,True,26080.75,26050,0.81,71.85,36.45,166793,258547,0.6065,-0.3935,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:42,26073.15,50,True,26080.76,26050,0.81,72.5,36.15,166793,258547,0.6065,-0.3935,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:49,26072.9,50,True,26080.77,26050,0.81,71.8,36.6,166793,258547,0.6088,-0.3912,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:52:57,26074.05,51,True,26080.79,26050,0.81,72.55,36.15,166793,258547,0.6097,-0.3903,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:53:04,26075.15,53,True,26080.81,26100,0.81,46.2,58.9,348291,219406,0.4588,-0.5412,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:53:12,26076.7,55,True,26080.81,26100,0.81,45.9,59,348291,219406,0.4599,-0.5401,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:53:19,26075.4,53,True,26080.82,26100,0.81,46.45,58.6,348291,219406,0.4645,-0.5355,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
09:53:26,26075.3,53,True,26080.83,26100,0.81,46.5,58.55,348291,219406,0.4667,-0.5333,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
