Timestamp,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
11:23:04,26063.2,20,True,26084.1,26050,0.74,85.65,56.05,88081,136612,0.5703,-0.4297,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:11,26062.95,19,True,26084.31,26050,0.74,85.45,56.2,88081,136612,0.5692,-0.4308,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:18,26061.95,19,True,26083.26,26050,0.74,85.2,56.5,88081,136612,0.5683,-0.4317,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:25,26062.65,19,True,26083.89,26050,0.74,85.8,55.85,88081,136612,0.5683,-0.4317,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:32,26065.25,23,True,26082.64,26050,0.74,85.95,55.65,88081,136612,0.5677,-0.4323,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:39,26065.05,23,True,26081.57,26050,0.74,85.7,55.9,88081,136612,0.5699,-0.4301,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:46,26062.85,19,True,26081.24,26050,0.74,84.6,56.7,88081,136612,0.5708,-0.4292,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:23:53,26061.3,18,True,26080.56,26050,0.74,84.8,56.6,88081,136612,0.5708,-0.4292,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:00,26059.9,17,True,26080.59,26050,0.74,84.6,56.75,88081,136612,0.5647,-0.4353,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:08,26062.25,24,True,26080.63,26050,0.74,85.4,56.2,88081,136612,0.5647,-0.4353,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:16,26061.3,21,True,26080.82,26050,0.74,85.5,56.05,88081,136612,0.5647,-0.4353,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:23,26061.35,21,True,26081.0,26050,0.74,85.25,56.25,88081,136612,0.569,-0.431,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:30,26059.3,17,True,26080.99,26050,0.74,85.05,56.6,88081,136612,0.569,-0.431,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:37,26059.65,17,True,26080.9,26050,0.74,85.35,56.2,88081,136612,0.5659,-0.4341,SCANNING_BEARISH_FULL,0,Waiting for entry (FULL mode)
11:24:52,26064.0,28,True,26081.84,26050,0.74,86.6,54.75,88081,136612,0.5673,-0.4327,IN_POSITION_PE,-26.25,Monitoring @ Rs. 54.75
11:24:59,26063.2,26,True,26082.19,26050,0.74,86.35,54.75,88081,136612,0.5748,-0.4252,IN_POSITION_PE,-26.25,Monitoring @ Rs. 54.75
11:25:06,26064.45,30,True,26082.18,26050,0.74,86.4,54.75,88081,136612,0.5722,-0.4278,IN_POSITION_PE,-26.25,Monitoring @ Rs. 54.75
11:25:13,26062.85,27,True,26082.21,26050,0.74,86.4,54.55,88081,136612,0.5722,-0.4278,IN_POSITION_PE,-41.25,Monitoring @ Rs. 54.55
11:25:20,26065.25,32,True,26082.15,26050,0.74,85.85,54.85,88081,136612,0.5735,-0.4265,IN_POSITION_PE,-18.75,Monitoring @ Rs. 54.85
11:25:27,26063.55,28,True,26082.18,26050,0.74,86.05,54.5,88081,136612,0.5735,-0.4265,IN_POSITION_PE,-45.0,Monitoring @ Rs. 54.5
11:25:34,26064.75,31,True,26082.25,26050,0.74,85.9,54.65,88081,136612,0.5736,-0.4264,IN_POSITION_PE,-33.75,Monitoring @ Rs. 54.65
11:25:41,26064.15,30,True,26082.28,26050,0.74,86.55,53.65,91776,139583,0.5733,-0.4267,IN_POSITION_PE,-108.75,Monitoring @ Rs. 53.65
11:25:48,26066.25,34,True,26082.39,26050,0.74,86.1,54.2,91776,139583,0.5734,-0.4266,IN_POSITION_PE,-67.5,Monitoring @ Rs. 54.2
11:25:55,26066.75,35,True,26082.46,26050,0.74,86.25,53.95,91776,139583,0.5734,-0.4266,IN_POSITION_PE,-86.25,Monitoring @ Rs. 53.95
11:26:03,26068.2,45,True,26082.47,26050,0.74,86.85,53.1,91776,139583,0.5734,-0.4266,IN_POSITION_PE,-150.0,Monitoring @ Rs. 53.1
11:26:10,26068.7,46,True,26082.51,26050,0.74,87.2,52.75,91776,139583,0.5769,-0.4231,IN_POSITION_PE,-176.25,Monitoring @ Rs. 52.75
