Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
10:47:51,SCANNING,WATCH_PE,26000.95,26012.34,26026.78,-14.45,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:47:54,SCANNING,WATCH_PE,26000.45,26012.17,26026.71,-14.54,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:47:56,SCANNING,WATCH_PE,26000.0,26012.02,26026.65,-14.63,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:47:59,SCANNING,WATCH_PE,26000.0,26012.02,26026.65,-14.63,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:02,SCANNING,WATCH_PE,26001.15,26012.4,26026.81,-14.41,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:04,SCANNING,WATCH_PE,26002.55,26012.87,26027.01,-14.14,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:07,SCANNING,WATCH_PE,26003.3,26013.12,26027.12,-14.0,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:09,SCANNING,WATCH_PE,26002.75,26012.94,26027.04,-14.1,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:11,SCANNING,WATCH_PE,26001.9,26012.65,26026.92,-14.27,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:13,SCANNING,WATCH_PE,26001.75,26012.6,26026.9,-14.29,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:48:17,SCANNING,WATCH_PE,26002.2,26012.75,26026.96,-14.21,26000,NSE-NIFTY-30Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
