Timestamp,Status,Reason,Nifty_LTP,EMA_5,EMA_13,EMA_Diff,Target_Strike,Active_Symbol,Opt_Current,Opt_Entry,Opt_Exit,Nifty_Entry,Nifty_Exit,Balance,Daily_PnL
10:36:01,SCANNING,WATCH_PE,26020.6,26026.09,26036.02,-9.93,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:04,SCANNING,WATCH_PE,26020.35,26026.01,26035.99,-9.98,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:07,SCANNING,WATCH_PE,26019.8,26025.83,26035.91,-10.08,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:09,SCANNING,WATCH_PE,26021.65,26026.44,26036.17,-9.73,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:13,SCANNING,WATCH_PE,26020.6,26026.09,26036.02,-9.93,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:15,SCANNING,WATCH_PE,26021.35,26026.34,26036.13,-9.79,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:17,SCANNING,WATCH_PE,26020.35,26026.01,26035.99,-9.98,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:19,SCANNING,WATCH_PE,26020.9,26026.19,26036.07,-9.87,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:22,SCANNING,WATCH_PE,26021.5,26026.39,26036.15,-9.76,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:24,SCANNING,WATCH_PE,26021.45,26026.38,26036.15,-9.77,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:26,SCANNING,WATCH_PE,26020.3,26025.99,26035.98,-9.99,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:29,SCANNING,WATCH_PE,26020.75,26026.14,26036.05,-9.9,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:31,SCANNING,WATCH_PE,26020.55,26026.08,26036.02,-9.94,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:33,SCANNING,WATCH_PE,26020.35,26026.01,26035.99,-9.98,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:35,SCANNING,WATCH_PE,26020.9,26026.19,26036.07,-9.87,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:37,SCANNING,WATCH_PE,26020.7,26026.13,26036.04,-9.91,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
10:36:40,SCANNING,WATCH_PE,26020.5,26026.06,26036.01,-9.95,26000,NSE-NIFTY-02Jan25-26000-PE,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
