Timestamp,Strike,Type,Symbol,LTP,OI,OI_Change,Volume,Delta,Gamma,Theta,Vega,IV
2025-12-24 12:07:49,26100.0,CE,NIFTY25DEC26100CE,168.05,60757,0,456114,0.7023,0.0015,-6.6483,11.7803,6.9306
2025-12-24 12:07:49,26100.0,PE,NIFTY25DEC26100PE,44.6,124436,0,715925,-0.2977,0.0015,-6.6483,11.7803,6.9306
2025-12-24 12:07:49,26150.0,CE,NIFTY25DEC26150CE,133.45,50993,0,614158,0.6274,0.0016,-7.1021,12.8666,6.7787
2025-12-24 12:07:49,26150.0,PE,NIFTY25DEC26150PE,59.7,100057,0,842487,-0.3726,0.0016,-7.1021,12.8666,6.7787
2025-12-24 12:07:49,26200.0,CE,NIFTY25DEC26200CE,102.45,210491,0,1861358,0.5437,0.0018,-7.2961,13.4832,6.6454
2025-12-24 12:07:49,26200.0,PE,NIFTY25DEC26200PE,78.95,213376,0,1949327,-0.4563,0.0018,-7.2961,13.4832,6.6454
2025-12-24 12:07:49,26250.0,CE,NIFTY25DEC26250CE,75.95,102640,0,1130230,0.4547,0.0018,-7.1674,13.4771,6.531
2025-12-24 12:07:49,26250.0,PE,NIFTY25DEC26250PE,102.8,57105,0,861419,-0.5453,0.0018,-7.1674,13.4771,6.531
2025-12-24 12:07:49,26300.0,CE,NIFTY25DEC26300CE,54.55,145433,0,990577,0.366,0.0017,-6.7234,12.7917,6.4547
2025-12-24 12:07:49,26300.0,PE,NIFTY25DEC26300PE,131.3,57794,0,639231,-0.634,0.0017,-6.7234,12.7917,6.4547
2025-12-24 12:07:49,26350.0,CE,NIFTY25DEC26350CE,37.8,71006,0,501978,0.2823,0.0016,-5.9731,11.4915,6.3833
2025-12-24 12:07:49,26350.0,PE,NIFTY25DEC26350PE,164.65,15387,0,152013,-0.7177,0.0016,-5.9731,11.4915,6.3833
2025-12-24 12:07:49,26400.0,CE,NIFTY25DEC26400CE,25.85,94719,0,586837,0.2106,0.0013,-5.1049,9.8148,6.3875
2025-12-24 12:07:49,26400.0,PE,NIFTY25DEC26400PE,202.75,24907,0,185732,-0.7894,0.0013,-5.1049,9.8148,6.3875
2025-12-24 12:07:49,26450.0,CE,NIFTY25DEC26450CE,17.25,43608,0,384143,0.1502,0.0011,-4.1172,7.9353,6.3716
2025-12-24 12:07:49,26450.0,PE,NIFTY25DEC26450PE,244.55,3143,0,25974,-0.8498,0.0011,-4.1172,7.9353,6.3716
2025-12-24 12:07:49,26500.0,CE,NIFTY25DEC26500CE,11.75,121219,0,500002,0.1042,0.0008,-3.2071,6.1503,6.4037
2025-12-24 12:07:49,26500.0,PE,NIFTY25DEC26500PE,287.8,25416,0,53971,-0.8958,0.0008,-3.2071,6.1503,6.4037
2025-12-24 12:07:49,26550.0,CE,NIFTY25DEC26550CE,8,32115,0,297574,0.0713,0.0006,-2.4441,4.6292,6.4837
2025-12-24 12:07:49,26550.0,PE,NIFTY25DEC26550PE,333.15,709,0,5503,-0.9287,0.0006,-2.4441,4.6292,6.4837
2025-12-24 12:07:49,26600.0,CE,NIFTY25DEC26600CE,5.6,79900,0,339788,0.0351,0.0004,-1.2972,2.6318,6.0531
2025-12-24 12:07:49,26600.0,PE,NIFTY25DEC26600PE,379.05,2870,0,6499,-0.9649,0.0004,-1.2972,2.6318,6.0531
2025-12-24 12:07:49,26650.0,CE,NIFTY25DEC26650CE,4.45,30172,0,189123,0.0243,0.0003,-0.9936,1.9395,6.2913
2025-12-24 12:07:49,26650.0,PE,NIFTY25DEC26650PE,428.15,462,0,1108,-0.9757,0.0003,-0.9936,1.9395,6.2913
2025-12-24 12:07:49,26700.0,CE,NIFTY25DEC26700CE,3.65,85156,0,283561,0.0155,0.0002,-0.6919,1.3233,6.421
2025-12-24 12:07:49,26700.0,PE,NIFTY25DEC26700PE,477.4,2331,0,2789,-0.9845,0.0002,-0.6919,1.3233,6.421
2025-12-24 12:07:49,26750.0,CE,NIFTY25DEC26750CE,2.9,27499,0,141535,0.0283,0.0002,-1.4377,2.2029,8.0146
2025-12-24 12:07:49,26750.0,PE,NIFTY25DEC26750PE,526,351,0,421,-0.9717,0.0002,-1.4377,2.2029,8.0146
2025-12-24 12:07:49,26800.0,CE,NIFTY25DEC26800CE,2.55,74004,0,243366,0.0238,0.0002,-1.3087,1.9049,8.4367
2025-12-24 12:07:49,26800.0,PE,NIFTY25DEC26800PE,581,2228,0,976,-0.9762,0.0002,-1.3087,1.9049,8.4367
2025-12-24 12:07:49,26850.0,CE,NIFTY25DEC26850CE,2.25,18778,0,106233,0.0204,0.0002,-1.2068,1.6711,8.8688
2025-12-24 12:07:49,26850.0,PE,NIFTY25DEC26850PE,634.7,140,0,206,-0.9796,0.0002,-1.2068,1.6711,8.8688
2025-12-24 12:07:49,26900.0,CE,NIFTY25DEC26900CE,2,41587,0,232159,0.0176,0.0001,-1.1166,1.4753,9.2949
2025-12-24 12:07:49,26900.0,PE,NIFTY25DEC26900PE,689.75,629,0,261,-0.9824,0.0001,-1.1166,1.4753,9.2949
2025-12-24 12:07:49,26950.0,CE,NIFTY25DEC26950CE,1.85,14792,0,114333,0.0157,0.0001,-1.0643,1.3391,9.7612
2025-12-24 12:07:49,26950.0,PE,NIFTY25DEC26950PE,726.95,25,0,26,-0.9843,0.0001,-1.0643,1.3391,9.7612
2025-12-24 12:07:49,27000.0,CE,NIFTY25DEC27000CE,1.7,147241,0,316152,0.0143,0.0001,-1.0314,1.2361,10.2471
2025-12-24 12:07:49,27000.0,PE,NIFTY25DEC27000PE,776.15,13326,0,3278,-0.9857,0.0001,-1.0314,1.2361,10.2471
2025-12-24 12:07:49,27050.0,CE,NIFTY25DEC27050CE,1.55,7058,0,72673,0.0124,0.0001,-0.9466,1.0937,10.6285
2025-12-24 12:07:49,27050.0,PE,NIFTY25DEC27050PE,834.4,9,0,4,-0.9876,0.0001,-0.9466,1.0937,10.6285
2025-12-24 12:07:49,27100.0,CE,NIFTY25DEC27100CE,1.35,29324,0,103660,0.0107,0.0001,-0.8556,0.9574,10.9748
2025-12-24 12:07:49,27100.0,PE,NIFTY25DEC27100PE,883.7,262,0,38,-0.9893,0.0001,-0.8556,0.9574,10.9748
2025-12-24 12:07:49,27150.0,CE,NIFTY25DEC27150CE,1.3,6962,0,37942,0.0099,0.0001,-0.8383,0.8988,11.4535
2025-12-24 12:07:49,27150.0,PE,NIFTY25DEC27150PE,922.55,64,0,13,-0.9901,0.0001,-0.8383,0.8988,11.4535
2025-12-24 12:07:49,27200.0,CE,NIFTY25DEC27200CE,1.15,40753,0,109529,0.0086,0.0001,-0.7656,0.7967,11.8009
2025-12-24 12:07:49,27200.0,PE,NIFTY25DEC27200PE,977.9,1359,0,104,-0.9914,0.0001,-0.7656,0.7967,11.8009
2025-12-24 12:07:49,27250.0,CE,NIFTY25DEC27250CE,1.25,9859,0,31767,0.0089,0.0001,-0.8271,0.8162,12.4448
2025-12-24 12:07:49,27250.0,PE,NIFTY25DEC27250PE,1045.3,3,0,0,-0.9911,0.0001,-0.8271,0.8162,12.4448
2025-12-24 12:07:49,27300.0,CE,NIFTY25DEC27300CE,1.15,23871,0,53835,0.008,0.0001,-0.779,0.7455,12.8331
2025-12-24 12:07:49,27300.0,PE,NIFTY25DEC27300PE,1054.7,441,0,8,-0.992,0.0001,-0.779,0.7455,12.8331
2025-12-24 12:07:49,27350.0,CE,NIFTY25DEC27350CE,1.2,2842,0,15290,0.0077,0,-0.7853,0.7227,13.3443
2025-12-24 12:07:49,27350.0,PE,NIFTY25DEC27350PE,1125.45,6,0,0,-0.9923,0,-0.7853,0.7227,13.3443
2025-12-24 12:07:49,27400.0,CE,NIFTY25DEC27400CE,1.1,13296,0,35071,0.0072,0,-0.7628,0.6798,13.7798
2025-12-24 12:07:49,27400.0,PE,NIFTY25DEC27400PE,1175.9,25,0,2,-0.9928,0,-0.7628,0.6798,13.7798
2025-12-24 12:07:49,27450.0,CE,NIFTY25DEC27450CE,1.1,4110,0,8691,0.007,0,-0.7684,0.6606,14.2827
2025-12-24 12:07:49,27450.0,PE,NIFTY25DEC27450PE,1244.2,4,0,0,-0.993,0,-0.7684,0.6606,14.2827
2025-12-24 12:07:49,27500.0,CE,NIFTY25DEC27500CE,1.1,58861,0,77911,0.0068,0,-0.7737,0.6427,14.7827
2025-12-24 12:07:49,27500.0,PE,NIFTY25DEC27500PE,1271.45,6313,0,496,-0.9932,0,-0.7737,0.6427,14.7827
2025-12-24 12:07:49,27550.0,CE,NIFTY25DEC27550CE,1.05,1344,0,4639,0.0063,0,-0.7494,0.6055,15.1987
2025-12-24 12:07:49,27550.0,PE,NIFTY25DEC27550PE,1346.15,3,0,0,-0.9937,0,-0.7494,0.6055,15.1987
2025-12-24 12:07:49,27600.0,CE,NIFTY25DEC27600CE,0.95,22521,0,32139,0.0057,0,-0.6939,0.5492,15.5156
2025-12-24 12:07:49,27600.0,PE,NIFTY25DEC27600PE,1383.1,114,0,7,-0.9943,0,-0.6939,0.5492,15.5156
2025-12-24 12:07:49,27650.0,CE,NIFTY25DEC27650CE,1,1511,0,7996,0.0057,0,-0.7285,0.5559,16.0927
2025-12-24 12:07:49,27650.0,PE,NIFTY25DEC27650PE,1443.75,4,0,0,-0.9943,0,-0.7285,0.5559,16.0927
2025-12-24 12:07:49,27700.0,CE,NIFTY25DEC27700CE,0.9,10392,0,10557,0.0051,0,-0.6711,0.503,16.3866
2025-12-24 12:07:49,27700.0,PE,NIFTY25DEC27700PE,1470,85,0,16,-0.9949,0,-0.6711,0.503,16.3866
2025-12-24 12:07:49,27750.0,CE,NIFTY25DEC27750CE,0.9,591,0,1196,0.005,0,-0.6748,0.4914,16.8649
2025-12-24 12:07:49,27750.0,PE,NIFTY25DEC27750PE,1543.6,8,0,0,-0.995,0,-0.6748,0.4914,16.8649
2025-12-24 12:07:49,27800.0,CE,NIFTY25DEC27800CE,0.85,11689,0,20923,0.0046,0,-0.6467,0.4608,17.2348
2025-12-24 12:07:49,27800.0,PE,NIFTY25DEC27800PE,1572.25,37,0,6,-0.9954,0,-0.6467,0.4608,17.2348
2025-12-24 12:07:49,27850.0,CE,NIFTY25DEC27850CE,0.9,348,0,732,0.0048,0,-0.6819,0.4701,17.8149
2025-12-24 12:07:49,27850.0,PE,NIFTY25DEC27850PE,1643.5,6,0,0,-0.9952,0,-0.6819,0.4701,17.8149
2025-12-24 12:07:49,27900.0,CE,NIFTY25DEC27900CE,0.9,3804,0,4777,0.0046,0,-0.6853,0.4602,18.2865
2025-12-24 12:07:49,27900.0,PE,NIFTY25DEC27900PE,1678.05,9,0,0,-0.9954,0,-0.6853,0.4602,18.2865
2025-12-24 12:07:49,27950.0,CE,NIFTY25DEC27950CE,0.9,523,0,1647,0.0045,0,-0.6885,0.4508,18.7561
2025-12-24 12:07:49,27950.0,PE,NIFTY25DEC27950PE,1743.4,3,0,0,-0.9955,0,-0.6885,0.4508,18.7561
2025-12-24 12:07:49,28000.0,CE,NIFTY25DEC28000CE,0.85,48378,0,28509,0.0042,0,-0.6593,0.4238,19.1081
2025-12-24 12:07:49,28000.0,PE,NIFTY25DEC28000PE,1775,12186,0,600,-0.9958,0,-0.6593,0.4238,19.1081
2025-12-24 12:07:49,29000.0,CE,NIFTY25DEC29000CE,0.85,12905,0,6667,0.003,0,-0.7069,0.3096,28.0416
2025-12-24 12:07:49,29000.0,PE,NIFTY25DEC29000PE,2772.25,6768,0,960,-0.997,0,-0.7069,0.3096,28.0416
2025-12-24 12:07:49,30000.0,CE,NIFTY25DEC30000CE,0.8,7679,0,6189,0.0022,0,-0.7028,0.2384,36.198
2025-12-24 12:07:49,30000.0,PE,NIFTY25DEC30000PE,3776,2157,0,71,-0.9978,0,-0.7028,0.2384,36.198
2025-12-24 12:07:49,31000.0,CE,NIFTY25DEC31000CE,0.7,5695,0,10901,0.0017,0,-0.6481,0.1828,43.5499
2025-12-24 12:07:49,31000.0,PE,NIFTY25DEC31000PE,4797.3,35,0,1,-0.9983,0,-0.6481,0.1828,43.5499
2025-12-24 12:09:44,13000.0,CE,,0,0,0,0,0,0,0,0,0
2025-12-24 12:09:44,13000.0,PE,NIFTY25DEC13000PE,0.55,511,0,304,-0.0004,0,-0.5984,0.0445,165.2311
2025-12-24 12:09:44,15000.0,CE,,0,0,0,0,0,0,0,0,0
2025-12-24 12:09:44,15000.0,PE,NIFTY25DEC15000PE,0.7,328,0,242,-0.0005,0,-0.7249,0.0656,135.5854
2025-12-24 12:09:44,16000.0,CE,NIFTY25DEC16000CE,10194,4,0,0,0.9995,0,-0.5807,0.0602,118.512
2025-12-24 12:09:44,16000.0,PE,NIFTY25DEC16000PE,0.55,284,0,188,-0.0005,0,-0.5807,0.0602,118.512
2025-12-24 12:09:44,16500.0,CE,,0,0,0,0,0,0,0,0,0
2025-12-24 12:09:44,16500.0,PE,NIFTY25DEC16500PE,0.5,90,0,33,-0.0005,0,-0.5311,0.0589,110.7308
2025-12-24 12:09:44,17000.0,CE,NIFTY25DEC17000CE,9215,1462,0,6,0.9994,0,-0.6187,0.072,105.4957
2025-12-24 12:09:44,17000.0,PE,NIFTY25DEC17000PE,0.6,1782,0,929,-0.0006,0,-0.6187,0.072,105.4957
2025-12-24 12:09:44,18000.0,CE,NIFTY25DEC18000CE,8225,663,0,26,0.9993,0,-0.6098,0.081,92.4028
2025-12-24 12:09:44,18000.0,PE,NIFTY25DEC18000PE,0.6,1550,0,527,-0.0007,0,-0.6098,0.081,92.4028
2025-12-24 12:09:44,19000.0,CE,NIFTY25DEC19000CE,7197.2,99,0,0,0.999,0,-0.7277,0.1097,81.4316
2025-12-24 12:09:44,19000.0,PE,NIFTY25DEC19000PE,0.75,4280,0,519,-0.001,0,-0.7277,0.1097,81.4316
2025-12-24 12:09:44,19500.0,CE,NIFTY25DEC19500CE,6697.7,14,0,0,0,0,0,0,0
2025-12-24 12:09:44,19500.0,PE,,0,0,0,0,0,0,0,0,0
2025-12-24 12:09:44,20000.0,CE,NIFTY25DEC20000CE,6221,2668,0,94,0.9988,0,-0.7541,0.1328,69.7114
2025-12-24 12:09:44,20000.0,PE,NIFTY25DEC20000PE,0.85,7088,0,2059,-0.0012,0,-0.7541,0.1328,69.7114
2025-12-24 12:09:44,21000.0,CE,NIFTY25DEC21000CE,5229.95,3435,0,685,0.9984,0,-0.8531,0.1777,58.9286
2025-12-24 12:09:44,21000.0,PE,NIFTY25DEC21000PE,0.95,20840,0,12361,-0.0016,0,-0.8531,0.1777,58.9286
2025-12-24 12:09:44,22000.0,CE,NIFTY25DEC22000CE,4225,4320,0,117,0.9978,0,-0.9374,0.239,48.1612
2025-12-24 12:09:44,22000.0,PE,NIFTY25DEC22000PE,1.1,27462,0,15850,-0.0022,0,-0.9374,0.239,48.1612
2025-12-24 12:09:44,22850.0,CE,NIFTY25DEC22850CE,3351.25,11,0,0,0.9967,0,-1.0773,0.3358,39.3926
2025-12-24 12:09:44,22850.0,PE,NIFTY25DEC22850PE,1.35,1657,0,3665,-0.0033,0,-1.0773,0.3358,39.3926
2025-12-24 12:09:44,22900.0,CE,NIFTY25DEC22900CE,3301.3,58,0,0,0.9967,0,-1.0747,0.3399,38.8259
2025-12-24 12:09:44,22900.0,PE,NIFTY25DEC22900PE,1.35,2252,0,3121,-0.0033,0,-1.0747,0.3399,38.8259
2025-12-24 12:09:44,22950.0,CE,NIFTY25DEC22950CE,3251.35,25,0,0,0.9966,0,-1.0722,0.3441,38.2598
2025-12-24 12:09:44,22950.0,PE,NIFTY25DEC22950PE,1.35,1054,0,1677,-0.0034,0,-1.0722,0.3441,38.2598
2025-12-24 12:09:44,23000.0,CE,NIFTY25DEC23000CE,3227.2,7756,0,696,0.9965,0,-1.1028,0.3579,37.8359
2025-12-24 12:09:44,23000.0,PE,NIFTY25DEC23000PE,1.4,58434,0,41458,-0.0035,0,-1.1028,0.3579,37.8359
2025-12-24 12:09:44,23050.0,CE,NIFTY25DEC23050CE,3151.45,1,0,0,0.996,0,-1.2306,0.3998,37.7942
2025-12-24 12:09:44,23050.0,PE,NIFTY25DEC23050PE,1.6,758,0,1024,-0.004,0,-1.2306,0.3998,37.7942
2025-12-24 12:09:44,23100.0,CE,NIFTY25DEC23100CE,3101.5,2,0,0,0.9963,0,-1.1302,0.3767,36.8374
2025-12-24 12:09:44,23100.0,PE,NIFTY25DEC23100PE,1.45,10931,0,10412,-0.0037,0,-1.1302,0.3767,36.8374
2025-12-24 12:09:44,23150.0,CE,NIFTY25DEC23150CE,3051.55,148,0,0,0.9964,0,-1.0616,0.362,36.0009
2025-12-24 12:09:44,23150.0,PE,NIFTY25DEC23150PE,1.35,617,0,679,-0.0036,0,-1.0616,0.362,36.0009
2025-12-24 12:09:44,23200.0,CE,NIFTY25DEC23200CE,3001.6,7,0,0,0.9961,0,-1.1568,0.3964,35.8307
2025-12-24 12:09:44,23200.0,PE,NIFTY25DEC23200PE,1.5,10429,0,20263,-0.0039,0,-1.1568,0.3964,35.8307
2025-12-24 12:09:44,23250.0,CE,NIFTY25DEC23250CE,2951.65,1,0,0,0.996,0,-1.1536,0.4017,35.2625
2025-12-24 12:09:44,23250.0,PE,NIFTY25DEC23250PE,1.5,104,0,394,-0.004,0,-1.1536,0.4017,35.2625
2025-12-24 12:09:44,23300.0,CE,NIFTY25DEC23300CE,2901.7,63,0,0,0.9961,0,-1.1182,0.3971,34.5705
2025-12-24 12:09:44,23300.0,PE,NIFTY25DEC23300PE,1.45,285,0,1046,-0.0039,0,-1.1182,0.3971,34.5705
2025-12-24 12:09:44,23350.0,CE,NIFTY25DEC23350CE,2851.75,1,0,0,0.9959,0,-1.1473,0.4127,34.1275
2025-12-24 12:09:44,23350.0,PE,NIFTY25DEC23350PE,1.5,217,0,386,-0.0041,0,-1.1473,0.4127,34.1275
2025-12-24 12:09:44,23400.0,CE,NIFTY25DEC23400CE,2801.8,1,0,0,0.9959,0,-1.112,0.4083,33.4397
2025-12-24 12:09:44,23400.0,PE,NIFTY25DEC23400PE,1.45,510,0,2370,-0.0041,0,-1.112,0.4083,33.4397
2025-12-24 12:09:44,23450.0,CE,NIFTY25DEC23450CE,2751.85,8,0,0,0.9956,0,-1.1724,0.4348,33.1106
2025-12-24 12:09:44,23450.0,PE,NIFTY25DEC23450PE,1.55,243,0,343,-0.0044,0,-1.1724,0.4348,33.1106
2025-12-24 12:09:44,23500.0,CE,NIFTY25DEC23500CE,2725,2085,0,122,0.9958,0,-1.1055,0.4201,32.3105
2025-12-24 12:09:44,23500.0,PE,NIFTY25DEC23500PE,1.45,22496,0,40686,-0.0042,0,-1.1055,0.4201,32.3105
2025-12-24 12:09:44,23550.0,CE,NIFTY25DEC23550CE,2652,1,0,0,0.9954,0,-1.1967,0.4579,32.0859
2025-12-24 12:09:44,23550.0,PE,NIFTY25DEC23550PE,1.6,225,0,297,-0.0046,0,-1.1967,0.4579,32.0859
2025-12-24 12:09:44,23600.0,CE,NIFTY25DEC23600CE,2617,31,0,0,0.9957,0,-1.0988,0.4326,31.1828
2025-12-24 12:09:44,23600.0,PE,NIFTY25DEC23600PE,1.45,1015,0,2774,-0.0043,0,-1.0988,0.4326,31.1828
2025-12-24 12:09:44,23650.0,CE,NIFTY25DEC23650CE,2552.1,2,0,0,0.9956,0,-1.0953,0.4392,30.6194
2025-12-24 12:09:44,23650.0,PE,NIFTY25DEC23650PE,1.45,146,0,175,-0.0044,0,-1.0953,0.4392,30.6194
2025-12-24 12:09:44,23700.0,CE,NIFTY25DEC23700CE,2502.15,43,0,0,0.9953,0,-1.1544,0.4681,30.2751
2025-12-24 12:09:44,23700.0,PE,NIFTY25DEC23700PE,1.55,1288,0,2964,-0.0047,0,-1.1544,0.4681,30.2751
2025-12-24 12:09:44,23750.0,CE,NIFTY25DEC23750CE,2452.2,4,0,0,0.9948,0,-1.2426,0.5083,30.0139
2025-12-24 12:09:44,23750.0,PE,NIFTY25DEC23750PE,1.7,155,0,282,-0.0052,0,-1.2426,0.5083,30.0139
2025-12-24 12:09:44,23800.0,CE,NIFTY25DEC23800CE,2402.25,46,0,0,0.9951,0,-1.1466,0.4831,29.1429
2025-12-24 12:09:44,23800.0,PE,NIFTY25DEC23800PE,1.55,6599,0,7381,-0.0049,0,-1.1466,0.4831,29.1429
2025-12-24 12:09:44,23850.0,CE,NIFTY25DEC23850CE,2352.3,1,0,0,0.9949,0,-1.1733,0.5023,28.6778
2025-12-24 12:09:44,23850.0,PE,NIFTY25DEC23850PE,1.6,237,0,641,-0.0051,0,-1.1733,0.5023,28.6778
2025-12-24 12:09:44,23900.0,CE,NIFTY25DEC23900CE,2302.35,15,0,0,0.9949,0,-1.1386,0.4991,28.0115
2025-12-24 12:09:44,23900.0,PE,NIFTY25DEC23900PE,1.55,1722,0,5675,-0.0051,0,-1.1386,0.4991,28.0115
2025-12-24 12:09:44,23950.0,CE,NIFTY25DEC23950CE,2252.4,1,0,0,0.9948,0,-1.1345,0.5075,27.446
2025-12-24 12:09:44,23950.0,PE,NIFTY25DEC23950PE,1.55,336,0,1016,-0.0052,0,-1.1345,0.5075,27.446
2025-12-24 12:09:44,24000.0,CE,NIFTY25DEC24000CE,2221.25,11309,0,630,0.9947,0,-1.1303,0.5162,26.8806
2025-12-24 12:09:44,24000.0,PE,NIFTY25DEC24000PE,1.55,65128,0,43989,-0.0053,0,-1.1303,0.5162,26.8806
2025-12-24 12:09:44,24050.0,CE,NIFTY25DEC24050CE,2152.5,3,0,0,0.9946,0,-1.1259,0.5253,26.3154
2025-12-24 12:09:44,24050.0,PE,NIFTY25DEC24050PE,1.55,472,0,1602,-0.0054,0,-1.1259,0.5253,26.3154
2025-12-24 12:09:44,24100.0,CE,NIFTY25DEC24100CE,2102.55,24,0,0,0.9944,0,-1.1515,0.5471,25.8426
2025-12-24 12:09:44,24100.0,PE,NIFTY25DEC24100PE,1.6,2557,0,7556,-0.0056,0,-1.1515,0.5471,25.8426
2025-12-24 12:09:44,24150.0,CE,NIFTY25DEC24150CE,2052.6,2,0,0,0.9941,0,-1.1765,0.5695,25.3645
2025-12-24 12:09:44,24150.0,PE,NIFTY25DEC24150PE,1.65,425,0,1642,-0.0059,0,-1.1765,0.5695,25.3645
2025-12-24 12:09:44,24200.0,CE,NIFTY25DEC24200CE,2042.65,71,0,10,0.9938,0,-1.2009,0.5926,24.8813
2025-12-24 12:09:44,24200.0,PE,NIFTY25DEC24200PE,1.7,4558,0,12665,-0.0062,0,-1.2009,0.5926,24.8813
2025-12-24 12:09:44,24250.0,CE,NIFTY25DEC24250CE,1952.7,3,0,0,0.994,0,-1.1372,0.5783,24.1419
2025-12-24 12:09:44,24250.0,PE,NIFTY25DEC24250PE,1.6,912,0,4582,-0.006,0,-1.1372,0.5783,24.1419
2025-12-24 12:09:44,24300.0,CE,NIFTY25DEC24300CE,1902.75,25,0,0,0.9936,0,-1.1904,0.6156,23.7409
2025-12-24 12:09:44,24300.0,PE,NIFTY25DEC24300PE,1.7,3543,0,7838,-0.0064,0,-1.1904,0.6156,23.7409
2025-12-24 12:09:44,24350.0,CE,NIFTY25DEC24350CE,1890.9,8,0,1,0.9934,0,-1.185,0.6279,23.1704
2025-12-24 12:09:44,24350.0,PE,NIFTY25DEC24350PE,1.7,721,0,1839,-0.0066,0,-1.185,0.6279,23.1704
2025-12-24 12:09:44,24400.0,CE,NIFTY25DEC24400CE,1856.75,40,0,3,0.9931,0,-1.208,0.654,22.6771
2025-12-24 12:09:44,24400.0,PE,NIFTY25DEC24400PE,1.75,3323,0,7604,-0.0069,0,-1.208,0.654,22.6771
2025-12-24 12:09:44,24450.0,CE,NIFTY25DEC24450CE,1758.6,6,0,3,0.9928,0,-1.2303,0.6811,22.1788
2025-12-24 12:09:44,24450.0,PE,NIFTY25DEC24450PE,1.8,821,0,2395,-0.0072,0,-1.2303,0.6811,22.1788
2025-12-24 12:09:44,24500.0,CE,NIFTY25DEC24500CE,1725,2298,0,66,0.9928,0,-1.1961,0.682,21.5319
2025-12-24 12:09:44,24500.0,PE,NIFTY25DEC24500PE,1.75,54428,0,57589,-0.0072,0,-1.1961,0.682,21.5319
2025-12-24 12:09:44,24550.0,CE,NIFTY25DEC24550CE,1653.05,13,0,0,0.9922,0,-1.2455,0.7247,21.0995
2025-12-24 12:09:44,24550.0,PE,NIFTY25DEC24550PE,1.85,1538,0,6950,-0.0078,0,-1.2455,0.7247,21.0995
2025-12-24 12:09:44,24600.0,CE,NIFTY25DEC24600CE,1603.1,112,0,0,0.9922,0,-1.2112,0.727,20.4547
2025-12-24 12:09:44,24600.0,PE,NIFTY25DEC24600PE,1.8,8050,0,21710,-0.0078,0,-1.2112,0.727,20.4547
2025-12-24 12:09:44,24650.0,CE,NIFTY25DEC24650CE,1570.5,25,0,1,0.9915,0,-1.2861,0.7866,20.0752
2025-12-24 12:09:44,24650.0,PE,NIFTY25DEC24650PE,1.95,1844,0,8277,-0.0085,0,-1.2861,0.7866,20.0752
2025-12-24 12:09:44,24700.0,CE,NIFTY25DEC24700CE,1558.25,119,0,11,0.9911,0,-1.3054,0.8195,19.5561
2025-12-24 12:09:44,24700.0,PE,NIFTY25DEC24700PE,2,14839,0,32837,-0.0089,0,-1.3054,0.8195,19.5561
2025-12-24 12:09:44,24750.0,CE,NIFTY25DEC24750CE,1453.25,18,0,0,0.9907,0,-1.3238,0.854,19.0324
2025-12-24 12:09:44,24750.0,PE,NIFTY25DEC24750PE,2.05,4265,0,10216,-0.0093,0,-1.3238,0.854,19.0324
2025-12-24 12:09:44,24800.0,CE,NIFTY25DEC24800CE,1426,313,0,79,0.9902,0,-1.3415,0.8901,18.5041
2025-12-24 12:09:44,24800.0,PE,NIFTY25DEC24800PE,2.15,28029,0,58950,-0.0098,0,-1.3415,0.8901,18.5041
2025-12-24 12:09:44,24850.0,CE,NIFTY25DEC24850CE,1353.4,9,0,0,0.9897,0,-1.3584,0.928,17.9713
2025-12-24 12:09:44,24850.0,PE,NIFTY25DEC24850PE,2.15,3840,0,8048,-0.0103,0,-1.3584,0.928,17.9713
2025-12-24 12:09:44,24900.0,CE,NIFTY25DEC24900CE,1322.25,333,0,11,0.9914,0,-1.087,0.794,16.8086
2025-12-24 12:09:44,24900.0,PE,NIFTY25DEC24900PE,2.15,16495,0,45105,-0.0086,0,-1.087,0.794,16.8086
2025-12-24 12:09:44,24950.0,CE,NIFTY25DEC24950CE,1279.25,14,0,4,0.9885,0.0001,-1.4145,1.0252,16.9409
2025-12-24 12:09:44,24950.0,PE,NIFTY25DEC24950PE,2.3,4857,0,17809,-0.0115,0.0001,-1.4145,1.0252,16.9409
2025-12-24 12:09:44,25000.0,CE,NIFTY25DEC25000CE,1227.05,19084,0,851,0.9877,0.0001,-1.4529,1.0851,16.4386
2025-12-24 12:09:44,25000.0,PE,NIFTY25DEC25000PE,2.4,121692,0,191180,-0.0123,0.0001,-1.4529,1.0851,16.4386
2025-12-24 12:09:44,25050.0,CE,NIFTY25DEC25050CE,1195.65,18,0,2,0.9873,0.0001,-1.4412,1.1172,15.8388
2025-12-24 12:09:44,25050.0,PE,NIFTY25DEC25050PE,2.4,5326,0,26836,-0.0127,0.0001,-1.4412,1.1172,15.8388
2025-12-24 12:09:44,25100.0,CE,NIFTY25DEC25100CE,1136.95,547,0,42,0.9866,0.0001,-1.453,1.1674,15.2807
2025-12-24 12:09:44,25100.0,PE,NIFTY25DEC25100PE,2.45,23212,0,66211,-0.0134,0.0001,-1.453,1.1674,15.2807
2025-12-24 12:09:44,25150.0,CE,NIFTY25DEC25150CE,1074.75,18,0,2,0.9855,0.0001,-1.5104,1.2531,14.7986
2025-12-24 12:09:44,25150.0,PE,NIFTY25DEC25150PE,2.6,6485,0,33343,-0.0145,0.0001,-1.5104,1.2531,14.7986
