datetime,open,high,low,close,volume,oi
2025-12-24T09:15:00,178.6,178.6,146.1,146.1,662625,
2025-12-24T09:16:00,144.45,155.0,142.7,153.35,722025,32914.0
2025-12-24T09:17:00,153.45,165.65,153.45,165.65,523575,
2025-12-24T09:18:00,165.3,179.65,163.35,174.4,907350,
2025-12-24T09:19:00,175.5,186.5,175.5,183.4,812925,34548.0
2025-12-24T09:20:00,183.15,186.65,181.5,184.55,470100,
2025-12-24T09:21:00,185.35,193.8,184.8,191.5,992700,
2025-12-24T09:22:00,191.65,192.4,183.0,183.85,597600,38564.0
2025-12-24T09:23:00,183.9,187.8,181.35,184.95,348900,
2025-12-24T09:24:00,185.65,189.7,185.2,187.0,249525,
2025-12-24T09:25:00,186.25,191.25,186.25,187.5,273375,40449.0
2025-12-24T09:26:00,188.35,191.7,187.15,190.3,260400,
2025-12-24T09:27:00,191.25,195.7,190.65,190.65,836850,
2025-12-24T09:28:00,191.15,195.85,191.05,194.4,292875,40204.0
2025-12-24T09:29:00,194.0,196.0,193.0,193.55,356700,
2025-12-24T09:30:00,194.95,197.5,192.15,194.05,349950,
2025-12-24T09:31:00,193.6,197.8,192.9,194.6,243150,39962.0
2025-12-24T09:32:00,194.85,197.45,193.25,196.15,208800,
2025-12-24T09:33:00,196.05,204.3,195.5,200.2,594000,
2025-12-24T09:34:00,201.0,201.0,197.35,197.35,216075,38616.0
2025-12-24T09:35:00,198.45,199.95,192.45,192.55,227025,
2025-12-24T09:36:00,192.5,197.85,191.85,193.05,198225,
2025-12-24T09:37:00,193.8,197.15,192.6,193.6,112500,39121.0
2025-12-24T09:38:00,193.95,196.95,191.05,192.05,144975,
2025-12-24T09:39:00,192.9,192.9,188.6,191.65,230850,
2025-12-24T09:40:00,191.7,194.8,186.8,192.3,259575,39497.0
2025-12-24T09:41:00,192.55,192.8,186.4,186.6,149625,
2025-12-24T09:42:00,186.55,188.4,183.75,184.15,291375,
2025-12-24T09:43:00,185.7,187.7,180.0,184.6,357750,40479.0
2025-12-24T09:44:00,184.25,190.9,184.25,190.4,318225,
2025-12-24T09:45:00,191.3,194.15,186.25,191.6,396600,
2025-12-24T09:46:00,191.2,193.1,182.65,182.7,232575,41785.0
2025-12-24T09:47:00,183.25,185.9,178.9,179.45,274125,
2025-12-24T09:48:00,179.55,181.7,176.2,181.0,337425,
2025-12-24T09:49:00,180.9,181.6,178.25,179.45,108000,41703.0
2025-12-24T09:50:00,179.55,185.5,179.05,183.95,167625,
2025-12-24T09:51:00,183.85,191.25,182.9,191.25,381600,
2025-12-24T09:52:00,191.15,197.8,189.75,197.5,460425,41910.0
2025-12-24T09:53:00,197.15,197.25,186.4,188.0,296175,
2025-12-24T09:54:00,189.25,192.8,188.65,192.35,117375,
2025-12-24T09:55:00,192.15,192.15,186.15,189.4,124950,41169.0
2025-12-24T09:56:00,189.3,189.9,184.25,185.5,113400,
2025-12-24T09:57:00,185.95,189.3,184.45,187.7,89475,
2025-12-24T09:58:00,188.6,193.95,188.45,193.95,136575,41223.0
2025-12-24T09:59:00,194.0,194.15,191.1,191.4,165150,
2025-12-24T10:00:00,191.2,192.95,189.3,192.5,131925,
2025-12-24T10:01:00,192.05,193.8,188.25,191.1,293100,41496.0
2025-12-24T10:02:00,190.85,192.05,189.05,189.55,46875,
2025-12-24T10:03:00,189.6,190.4,187.9,188.0,67200,
2025-12-24T10:04:00,187.7,187.8,182.9,185.2,190500,41388.0
2025-12-24T10:05:00,185.4,187.0,183.5,186.55,90525,
2025-12-24T10:06:00,186.35,189.05,183.3,183.55,129975,
2025-12-24T10:07:00,183.85,188.05,183.7,187.0,128250,41931.0
2025-12-24T10:08:00,186.9,188.75,181.5,186.25,205050,
2025-12-24T10:09:00,185.9,189.3,182.85,188.0,175650,
2025-12-24T10:10:00,187.95,195.15,187.8,193.95,318450,41749.0
2025-12-24T10:11:00,193.3,197.7,190.5,197.7,159750,
2025-12-24T10:12:00,197.65,198.3,192.55,194.1,291750,
2025-12-24T10:13:00,193.7,201.0,192.3,200.7,258900,40839.0
2025-12-24T10:14:00,200.35,203.4,198.2,200.75,351075,
2025-12-24T10:15:00,201.0,207.1,199.0,206.2,440100,
2025-12-24T10:16:00,205.25,206.65,201.2,204.05,278100,38945.0
2025-12-24T10:17:00,204.2,205.0,197.9,199.65,319275,
2025-12-24T10:18:00,200.1,202.6,199.0,200.6,106425,
2025-12-24T10:19:00,201.0,201.25,196.05,196.4,102750,38683.0
2025-12-24T10:20:00,196.1,197.35,192.0,192.3,193650,
2025-12-24T10:21:00,192.35,197.0,192.35,196.0,132825,
2025-12-24T10:22:00,196.15,197.8,193.6,196.1,74250,38309.0
2025-12-24T10:23:00,196.85,197.25,194.6,195.5,47850,
2025-12-24T10:24:00,195.6,197.25,192.85,194.2,98325,
2025-12-24T10:25:00,194.9,195.6,192.7,194.75,94575,38782.0
2025-12-24T10:26:00,194.45,197.6,194.25,197.45,100275,
2025-12-24T10:27:00,197.75,199.2,194.55,195.75,109350,
2025-12-24T10:28:00,195.25,198.6,194.9,196.7,55275,38866.0
2025-12-24T10:29:00,197.0,198.25,196.35,197.45,44775,
2025-12-24T10:30:00,197.8,199.2,196.0,197.55,84975,
2025-12-24T10:31:00,197.7,199.7,196.15,196.3,93825,38465.0
2025-12-24T10:32:00,196.45,197.5,194.2,195.25,78825,
2025-12-24T10:33:00,195.75,197.9,195.0,196.2,34200,
2025-12-24T10:34:00,196.25,197.2,195.6,196.95,34725,38639.0
2025-12-24T10:35:00,197.2,199.6,196.2,197.15,74475,
2025-12-24T10:36:00,197.0,197.75,192.5,193.8,94725,
2025-12-24T10:37:00,193.7,195.0,190.3,190.95,116550,38523.0
2025-12-24T10:38:00,191.0,192.45,188.25,189.0,190800,
2025-12-24T10:39:00,188.75,191.35,188.65,190.05,87750,
2025-12-24T10:40:00,190.6,191.45,189.0,191.45,54300,38546.0
2025-12-24T10:41:00,191.4,192.0,188.3,190.05,69075,
2025-12-24T10:42:00,189.9,191.85,189.75,191.25,38775,
2025-12-24T10:43:00,190.65,192.4,187.8,190.9,57375,38507.0
2025-12-24T10:44:00,190.7,191.55,186.8,187.8,171825,
2025-12-24T10:45:00,188.0,188.75,186.55,188.0,117075,
2025-12-24T10:46:00,187.8,188.1,184.6,186.35,95550,38550.0
2025-12-24T10:47:00,186.05,187.5,182.9,183.1,76875,
2025-12-24T10:48:00,183.15,183.15,175.65,176.1,365550,
2025-12-24T10:49:00,176.55,181.9,176.5,180.9,179550,39061.0
2025-12-24T10:50:00,180.25,181.4,176.45,178.7,161325,
2025-12-24T10:51:00,178.9,179.0,173.85,174.0,223275,
2025-12-24T10:52:00,174.5,176.7,174.05,176.7,101175,40013.0
2025-12-24T10:53:00,176.4,178.0,175.35,177.75,100800,
2025-12-24T10:54:00,178.1,179.7,172.8,174.9,220125,
2025-12-24T10:55:00,175.35,176.8,172.7,174.7,105750,41017.0
2025-12-24T10:56:00,174.95,180.05,174.85,179.25,132900,
2025-12-24T10:57:00,179.4,182.0,177.6,181.6,164475,
2025-12-24T10:58:00,181.75,184.05,181.2,182.1,176100,41056.0
2025-12-24T10:59:00,182.6,183.5,177.1,179.95,132000,
2025-12-24T11:00:00,180.45,182.2,179.15,180.3,93150,
2025-12-24T11:01:00,180.4,182.4,179.85,180.0,147375,42123.0
2025-12-24T11:02:00,179.4,180.9,169.0,169.0,399600,
