option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees_gross,transaction_cost,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,exit_slippage,signal_time,entry_delay,capital_after
PE,25900,2025-12-19 11:45:00,75.85,25918.3,25975.0,2025-12-19 11:51:00,68.05,STOP_LOSS,-7.8,-585.0,42.55,-627.55,6.0,False,75.85,2025-12-23,-1.0,2025-12-19 11:42:00,180.0,-8230.440000000002
CE,26150,2025-12-22 09:24:00,57.1,26125.25,26182.6,2025-12-22 09:42:00,54.15,STOP_LOSS,-2.95,-221.25,42.03,-263.28,18.0,False,58.35,2025-12-23,-1.0,2025-12-22 09:21:00,180.0,-8493.720000000003
CE,26100,2025-12-22 09:54:00,79.4,26118.75,26175.1,2025-12-22 10:09:00,80.3,TRAILING_STOP,0.9,67.5,43.01,24.49,15.0,True,88.7,2025-12-23,-0.75,2025-12-22 09:51:00,180.0,-8469.230000000003
CE,26150,2025-12-22 10:18:00,54.45,26128.1,26185.0,2025-12-22 10:45:00,49.4,STOP_LOSS,-5.05,-378.75,41.85,-420.6,27.0,False,54.5,2025-12-23,-1.0,2025-12-22 10:15:00,180.0,-8889.830000000004
CE,26150,2025-12-22 10:51:00,57.1,26137.9,26190.0,2025-12-22 11:06:00,52.0,STOP_LOSS,-5.1,-382.5,41.95,-424.45,15.0,False,57.1,2025-12-23,-1.0,2025-12-22 10:48:00,180.0,-9314.280000000004
PE,26150,2025-12-23 09:24:00,47.8,26150.35,26195.6,2025-12-23 09:51:00,48.15,TRAILING_STOP,0.35,26.25,41.81,-15.56,27.0,False,56.9,2025-12-23,-0.75,2025-12-23 09:21:00,180.0,-9329.840000000004
CE,26150,2025-12-23 10:00:00,51.05,26182.7,26222.1,2025-12-23 10:09:00,56.45,TRAILING_STOP,5.4,405.0,42.12,362.88,9.0,True,57.75,2025-12-23,-0.75,2025-12-23 09:57:00,180.0,-8966.960000000005
CE,26200,2025-12-23 10:15:00,28.75,26182.8,26222.0,2025-12-23 10:24:00,19.15,STOP_LOSS,-9.6,-720.0,40.72,-760.72,9.0,False,28.75,2025-12-23,-1.0,2025-12-23 10:12:00,180.0,-9727.680000000004
CE,26150,2025-12-23 10:33:00,45.45,26168.05,26211.0,2025-12-23 10:39:00,41.75,STOP_LOSS,-3.7,-277.5,41.57,-319.07,6.0,False,45.45,2025-12-23,-1.0,2025-12-23 10:30:00,180.0,-10046.750000000004
CE,26150,2025-12-23 10:48:00,46.35,26181.0,26213.7,2025-12-23 11:21:00,52.6,TIME_EXIT,6.25,468.75,41.97,426.78,33.0,True,52.55,2025-12-23,-0.75,2025-12-23 10:45:00,180.0,-9619.970000000003
CE,26150,2025-12-23 11:27:00,51.35,26191.25,26222.5,2025-12-23 11:39:00,37.05,STOP_LOSS,-14.3,-1072.5,41.39,-1113.89,12.0,False,51.35,2025-12-23,-1.0,2025-12-23 11:24:00,180.0,-10733.860000000002
CE,26200,2025-12-24 09:24:00,122.4,26211.55,26241.9,2025-12-24 09:39:00,123.1,TRAILING_STOP,0.7,52.5,44.62,7.88,15.0,True,131.15,2025-12-30,-0.75,2025-12-24 09:21:00,180.0,-10725.980000000003
CE,26200,2025-12-24 09:45:00,123.95,26207.05,26231.0,2025-12-24 09:51:00,121.65,STOP_LOSS,-2.3,-172.5,44.56,-217.06,6.0,False,123.95,2025-12-30,-1.0,2025-12-24 09:42:00,180.0,-10943.040000000003
CE,26200,2025-12-24 10:00:00,124.0,26216.3,26247.9,2025-12-24 10:06:00,115.55,STOP_LOSS,-8.45,-633.75,44.33,-678.08,6.0,False,124.0,2025-12-30,-1.0,2025-12-24 09:57:00,180.0,-11621.120000000003
CE,26250,2025-12-24 10:15:00,104.45,26231.05,26260.6,2025-12-24 10:24:00,95.2,STOP_LOSS,-9.25,-693.75,43.57,-737.32,9.0,False,104.45,2025-12-30,-1.0,2025-12-24 10:12:00,180.0,-12358.440000000002
PE,26100,2025-12-26 09:33:00,66.35,26103.25,26115.3,2025-12-26 09:54:00,79.85,TARGET,13.5,1012.5,42.99,969.51,21.0,True,78.6,2025-12-30,-0.5,2025-12-26 09:30:00,180.0,-11388.930000000002
PE,26100,2025-12-26 10:03:00,75.6,26093.8,26105.9,2025-12-26 10:09:00,72.0,STOP_LOSS,-3.6,-270.0,42.7,-312.7,6.0,False,75.6,2025-12-30,-1.0,2025-12-26 10:00:00,180.0,-11701.630000000003
PE,26100,2025-12-26 10:18:00,73.2,26087.55,26098.9,2025-12-26 10:36:00,68.7,STOP_LOSS,-4.5,-337.5,42.58,-380.08,18.0,False,74.75,2025-12-30,-1.0,2025-12-26 10:15:00,180.0,-12081.710000000003
PE,26100,2025-12-26 10:48:00,69.55,26089.2,26105.5,2025-12-26 11:15:00,80.3,TARGET,10.75,806.25,43.01,763.24,27.0,True,80.8,2025-12-30,-0.5,2025-12-26 10:45:00,180.0,-11318.470000000003
PE,26050,2025-12-26 11:21:00,55.9,26059.9,26080.7,2025-12-26 11:54:00,52.85,TIME_EXIT,-3.05,-228.75,41.98,-270.73,33.0,False,56.15,2025-12-30,-0.75,2025-12-26 11:18:00,180.0,-11589.200000000003
PE,26050,2025-12-26 12:06:00,54.7,26053.8,26075.7,2025-12-26 12:39:00,64.3,TARGET,9.6,720.0,42.41,677.59,33.0,True,68.15,2025-12-30,-0.5,2025-12-26 12:03:00,180.0,-10911.610000000002
