Timestamp,Strategy,Timeframe,Spot,RSI,VWAP,ATM_Strike,PCR,Signal,PnL,Reason
09:48:58,Opening_Range_Breakout,3minute,25571.25,38,25975.22,25550,0.5983704462512037,SCANNING,0.0,
09:49:05,Opening_Range_Breakout,3minute,25577.4,40,25974.88,25600,0.5983704462512037,SCANNING,0.0,
09:53:23,Opening_Range_Breakout,3minute,25575.6,40,25971.97,25600,0.6223729698184577,SCANNING,0.0,
09:53:35,Opening_Range_Breakout,3minute,25576.7,40,25971.95,25600,0.6223729698184577,SCANNING,0.0,
09:53:45,Opening_Range_Breakout,3minute,25583.6,42,25971.92,25600,0.6223729698184577,SCANNING,0.0,
09:53:57,Opening_Range_Breakout,3minute,25582.15,42,25971.89,25600,0.6223729698184577,SCANNING,0.0,
09:54:08,Opening_Range_Breakout,3minute,25593.55,44,25971.66,25600,0.6223729698184577,SCANNING,0.0,
09:54:21,Opening_Range_Breakout,3minute,25594.0,44,25971.62,25600,0.6223729698184577,SCANNING,0.0,
10:02:23,Opening_Range_Breakout,3minute,25567.2,40,25967.96,25550,0.6277066281781556,SCANNING,0.0,
10:02:36,Opening_Range_Breakout,3minute,25565.85,39,25967.94,25550,0.6277067552086084,SCANNING,0.0,
10:02:46,Opening_Range_Breakout,3minute,25562.15,38,25967.92,25550,0.6277070092696683,SCANNING,0.0,
10:02:59,Opening_Range_Breakout,3minute,25564.45,39,25967.91,25550,0.6277287839501725,SCANNING,0.0,
10:03:09,Opening_Range_Breakout,3minute,25568.75,40,25967.77,25550,0.6277287839501725,SCANNING,0.0,
10:03:20,Opening_Range_Breakout,3minute,25567.5,40,25967.76,25550,0.6277207569225091,SCANNING,0.0,
10:03:31,Opening_Range_Breakout,3minute,25566.9,40,25967.75,25550,0.6277207569225091,SCANNING,0.0,
10:03:42,Opening_Range_Breakout,3minute,25568.55,40,25967.75,25550,0.6277207569225091,SCANNING,0.0,
10:03:52,Opening_Range_Breakout,3minute,25575.2,42,25967.72,25600,0.6277207569225091,SCANNING,0.0,
10:04:01,Opening_Range_Breakout,3minute,25579.05,43,25967.67,25600,0.6277226624723223,SCANNING,0.0,
10:04:09,Opening_Range_Breakout,3minute,25581.05,44,25967.45,25600,0.627721010995149,SCANNING,0.0,
10:12:48,Opening_Range_Breakout,3minute,25568.3,41,25964.52,25550,0.6445247289233482,SCANNING,0.0,
10:12:58,Opening_Range_Breakout,3minute,25566.65,41,25964.51,25550,0.6445269495738233,SCANNING,0.0,
10:13:08,Opening_Range_Breakout,3minute,25566.4,41,25964.26,25550,0.6445269495738233,SCANNING,0.0,
10:13:19,Opening_Range_Breakout,3minute,25569.7,41,25964.25,25550,0.6445269495738233,SCANNING,0.0,
10:13:44,Opening_Range_Breakout,3minute,25567.4,41,25964.19,25550,0.6422629089579288,SCANNING,0.0,
