datetime,open,high,low,close,volume,oi
2025-11-19T09:15:00,400.0,400.0,349.3,369.6,36375.0,9692.0
2025-11-19T09:16:00,370.75,382.85,368.2,377.25,35025.0,9747.0
2025-11-19T09:17:00,379.5,380.5,373.6,377.15,14475.0,
2025-11-19T09:18:00,376.55,377.15,356.35,357.2,15825.0,
2025-11-19T09:19:00,355.5,359.6,345.45,345.45,41100.0,9756.0
2025-11-19T09:20:00,348.9,355.0,341.65,352.0,35550.0,
2025-11-19T09:21:00,351.2,363.55,350.0,355.45,24075.0,
2025-11-19T09:22:00,355.6,367.3,355.6,365.65,38550.0,9897.0
2025-11-19T09:23:00,366.0,367.95,362.65,366.2,15000.0,
2025-11-19T09:24:00,366.85,385.15,361.9,381.1,24075.0,
2025-11-19T09:25:00,379.3,384.3,377.15,382.0,29325.0,9771.0
2025-11-19T09:26:00,382.8,390.6,382.6,389.8,24525.0,
2025-11-19T09:27:00,387.5,389.9,385.55,386.0,16425.0,
2025-11-19T09:28:00,387.6,390.85,380.6,390.85,11250.0,9798.0
2025-11-19T09:29:00,388.45,389.8,377.65,377.65,6300.0,
2025-11-19T09:30:00,377.0,380.75,370.35,379.3,13050.0,
2025-11-19T09:31:00,378.6,385.2,374.2,385.2,10425.0,9792.0
2025-11-19T09:32:00,386.35,392.95,379.9,380.5,14550.0,
2025-11-19T09:33:00,379.65,383.2,368.1,368.1,13650.0,
2025-11-19T09:34:00,367.5,369.4,360.0,361.05,16875.0,9795.0
2025-11-19T09:35:00,360.55,369.0,357.7,369.0,9300.0,
2025-11-19T09:36:00,368.4,375.0,364.05,368.1,9675.0,
2025-11-19T09:37:00,367.65,382.6,365.85,381.3,14550.0,9840.0
2025-11-19T09:38:00,380.3,385.0,376.7,384.0,7575.0,
2025-11-19T09:39:00,384.45,386.3,379.65,383.7,7500.0,
2025-11-19T09:40:00,382.8,386.45,380.0,383.95,7050.0,9870.0
2025-11-19T09:41:00,386.05,386.05,381.25,381.25,3750.0,
2025-11-19T09:42:00,380.0,380.7,372.0,372.6,12900.0,
2025-11-19T09:43:00,372.95,376.35,370.0,371.5,7275.0,9854.0
2025-11-19T09:44:00,371.1,384.05,371.1,378.1,6150.0,
2025-11-19T09:45:00,378.05,380.0,372.45,380.0,4575.0,
2025-11-19T09:46:00,378.8,379.0,368.1,373.15,8100.0,9848.0
2025-11-19T09:47:00,375.7,381.2,375.7,377.25,3825.0,
2025-11-19T09:48:00,377.0,377.0,363.0,363.0,11625.0,
2025-11-19T09:49:00,362.0,365.0,357.5,358.9,8550.0,9862.0
2025-11-19T09:50:00,359.3,362.0,353.2,353.6,12900.0,
2025-11-19T09:51:00,353.3,364.9,350.1,360.0,28950.0,
2025-11-19T09:52:00,359.65,364.05,353.0,353.0,10125.0,9762.0
2025-11-19T09:53:00,353.55,370.0,353.55,367.65,13275.0,
2025-11-19T09:54:00,367.25,382.35,366.9,381.55,25500.0,
2025-11-19T09:55:00,382.6,390.0,380.65,390.0,26400.0,9649.0
2025-11-19T09:56:00,388.7,394.2,388.15,390.2,12000.0,
2025-11-19T09:57:00,390.05,395.2,389.2,395.2,20400.0,
2025-11-19T09:58:00,394.45,395.15,390.25,393.45,5100.0,9729.0
2025-11-19T09:59:00,393.1,393.1,390.55,390.95,1125.0,
2025-11-19T10:00:00,391.0,392.8,386.45,386.95,18900.0,
2025-11-19T10:01:00,387.45,388.8,385.85,386.0,2625.0,9658.0
2025-11-19T10:02:00,384.3,392.05,381.0,391.9,5250.0,
2025-11-19T10:03:00,391.55,392.0,385.0,385.0,6300.0,
2025-11-19T10:04:00,385.8,398.05,385.8,397.0,7725.0,9666.0
2025-11-19T10:05:00,397.35,397.35,392.0,393.4,7500.0,
2025-11-19T10:06:00,395.0,399.8,391.55,395.75,11325.0,
2025-11-19T10:07:00,393.85,399.0,393.85,397.5,5250.0,9690.0
2025-11-19T10:08:00,398.65,399.0,395.0,398.0,7350.0,
2025-11-19T10:09:00,397.4,399.0,396.0,398.4,5100.0,
2025-11-19T10:10:00,395.0,399.1,395.0,396.8,2025.0,9663.0
2025-11-19T10:11:00,395.65,395.9,390.0,390.85,7275.0,
2025-11-19T10:12:00,392.35,406.6,391.1,405.35,10875.0,
2025-11-19T10:13:00,406.0,419.0,404.2,419.0,29625.0,9645.0
2025-11-19T10:14:00,420.0,420.9,417.65,419.75,17700.0,
2025-11-19T10:15:00,418.05,421.45,417.55,420.0,12750.0,
2025-11-19T10:16:00,419.7,427.85,417.85,427.2,14325.0,9667.0
2025-11-19T10:17:00,426.55,429.0,425.9,426.25,13800.0,
2025-11-19T10:18:00,426.8,430.0,425.95,430.0,4575.0,
2025-11-19T10:19:00,429.0,429.65,425.9,425.9,13200.0,9757.0
