Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
10:54:24,STRATEGY_B,25930.5,30,True,26094.59,25950,0.76,134.7,106.9,16539,19832,0.539,-0.461,SCANNING,0,Waiting for entry
10:54:33,STRATEGY_B,25930.25,30,True,26094.6,25950,0.76,135.45,106.6,16539,19832,0.5403,-0.4597,SCANNING,0,Waiting for entry
10:54:53,STRATEGY_B,25931.35,31,True,26094.59,25950,0.76,134.65,107,16539,19832,0.5395,-0.4605,SCANNING,7222.5,Waiting for entry
10:55:00,STRATEGY_B,25931.35,31,True,26094.59,25950,0.76,134.55,106.9,16539,19832,0.5393,-0.4607,SCANNING,7222.5,Waiting for entry
10:55:10,STRATEGY_B,25930.05,30,True,26094.59,25950,0.76,134.3,107,16539,19832,0.5393,-0.4607,SCANNING,7222.5,Waiting for entry
10:55:17,STRATEGY_B,25928.75,29,True,26094.59,25950,0.76,133.3,107.5,16539,19832,0.5368,-0.4632,SCANNING,7222.5,Waiting for entry
10:55:25,STRATEGY_B,25928.15,28,True,26094.59,25950,0.76,134.1,106.9,16539,19832,0.5386,-0.4614,SCANNING,7222.5,Waiting for entry
10:55:32,STRATEGY_B,25928.35,29,True,26094.58,25950,0.76,133.8,107.85,16539,19832,0.5386,-0.4614,SCANNING,7222.5,Waiting for entry
10:55:39,STRATEGY_B,25927.45,28,True,26094.58,25950,0.76,133,107.6,17167,19212,0.5367,-0.4633,SCANNING,7222.5,Waiting for entry
10:55:48,STRATEGY_B,25927.65,28,True,26094.58,25950,0.76,134.45,106.95,17167,19212,0.538,-0.462,SCANNING,7222.5,Waiting for entry
10:55:56,STRATEGY_B,25926.95,28,True,26094.58,25950,0.76,134.15,106.75,17167,19212,0.5383,-0.4617,SCANNING,7222.5,Waiting for entry
10:56:04,STRATEGY_B,25926.6,27,True,26094.58,25950,0.76,134.5,107.2,17167,19212,0.5383,-0.4617,SCANNING,7222.5,Waiting for entry
10:56:11,STRATEGY_B,25926.55,27,True,26094.58,25950,0.76,134.75,106.65,17167,19212,0.5377,-0.4623,SCANNING,7222.5,Waiting for entry
10:56:18,STRATEGY_B,25925.4,27,True,26094.58,25950,0.76,135,107.2,17167,19212,0.5392,-0.4608,SCANNING,7222.5,Waiting for entry
10:56:26,STRATEGY_B,25926.5,27,True,26094.58,25950,0.76,135,107.35,17167,19212,0.5392,-0.4608,SCANNING,7222.5,Waiting for entry
