Entry_Time,Exit_Time,Signal,Strike,Entry_Price,Exit_Price,PnL,Reason,Spot_at_Entry,VWAP_at_Entry,RSI_at_Entry
14:41:47,14:55:38,BUY_PE,25950,49.2,33.55,-1173.75,STOP_LOSS,25940.0,26000.54,39.98
14:55:45,14:56:05,BUY_PE,25900,33.9,55.85,1646.25,TARGET,25924.05,25997.2,33.45
14:56:19,14:56:41,BUY_PE,25950,53.4,32.05,-1601.25,STOP_LOSS,25928.25,25997.08,39.24
14:56:49,15:22:09,BUY_PE,25950,53.45,43.45,-750.0,STOP_LOSS,25927.15,25997.01,37.99
