datetime,open,high,low,close,volume,oi
2025-12-03T09:15:00,309.15,330.9,298.05,330.75,34425.0,2088.0
2025-12-03T09:16:00,331.25,335.85,321.15,324.35,27600.0,2126.0
2025-12-03T09:17:00,325.5,325.85,318.2,319.55,17475.0,
2025-12-03T09:18:00,318.4,326.55,315.9,320.0,16500.0,
2025-12-03T09:19:00,318.0,320.75,315.3,318.85,3750.0,2328.0
2025-12-03T09:20:00,319.7,326.0,319.15,322.25,8550.0,
2025-12-03T09:21:00,321.8,326.75,321.8,326.0,8775.0,
2025-12-03T09:22:00,326.35,330.0,325.0,325.0,4800.0,2358.0
2025-12-03T09:23:00,325.25,325.25,317.0,318.7,4650.0,
2025-12-03T09:24:00,318.45,333.2,318.45,331.95,4725.0,
2025-12-03T09:25:00,331.65,337.05,329.35,336.0,7425.0,2394.0
2025-12-03T09:26:00,335.3,345.65,333.6,344.25,8175.0,
2025-12-03T09:27:00,343.8,365.85,343.8,365.85,13725.0,
2025-12-03T09:28:00,366.6,375.3,363.05,366.75,11625.0,2382.0
2025-12-03T09:29:00,360.8,369.15,360.7,369.15,6675.0,
2025-12-03T09:30:00,367.85,370.0,365.75,367.8,2475.0,
2025-12-03T09:31:00,367.3,367.3,359.75,366.75,10350.0,2373.0
2025-12-03T09:32:00,363.15,368.1,361.85,367.05,4425.0,
2025-12-03T09:33:00,369.95,389.0,369.95,389.0,13350.0,
2025-12-03T09:34:00,387.85,399.75,387.15,398.05,5175.0,2364.0
2025-12-03T09:35:00,398.25,398.25,389.85,394.45,3975.0,
2025-12-03T09:36:00,393.75,394.8,388.7,389.85,4425.0,
2025-12-03T09:37:00,394.1,406.45,391.95,397.15,14475.0,2371.0
2025-12-03T09:38:00,398.4,399.5,396.0,399.5,5025.0,
2025-12-03T09:39:00,398.85,402.05,398.85,400.3,1800.0,
2025-12-03T09:40:00,399.8,403.15,397.2,397.2,3975.0,2360.0
2025-12-03T09:41:00,397.95,397.95,387.5,391.45,4350.0,
2025-12-03T09:42:00,391.5,391.5,381.0,382.25,13650.0,
2025-12-03T09:43:00,382.7,390.0,382.7,388.95,3675.0,2426.0
2025-12-03T09:44:00,391.85,393.6,389.75,390.5,6300.0,
2025-12-03T09:45:00,392.55,393.8,389.85,392.2,5400.0,
2025-12-03T09:46:00,392.35,393.25,386.1,388.0,6450.0,2357.0
2025-12-03T09:47:00,395.2,395.2,395.2,395.2,1500.0,
2025-12-03T09:48:00,387.65,395.0,384.1,395.0,1500.0,
2025-12-03T09:49:00,399.65,399.65,391.9,391.9,7350.0,2327.0
2025-12-03T09:50:00,388.5,394.75,388.5,394.75,1200.0,
2025-12-03T09:51:00,402.2,402.2,397.1,400.8,2850.0,
2025-12-03T09:52:00,394.0,398.15,392.95,393.55,5925.0,2337.0
2025-12-03T09:53:00,389.75,394.1,389.35,391.3,4500.0,
2025-12-03T09:54:00,388.0,393.1,385.4,393.1,4425.0,
2025-12-03T09:55:00,393.35,395.35,391.65,391.75,7950.0,2335.0
2025-12-03T09:56:00,392.35,392.35,387.25,387.25,10200.0,
2025-12-03T09:57:00,391.1,391.1,391.1,391.1,75.0,
2025-12-03T09:58:00,393.9,395.1,387.5,387.5,2850.0,2334.0
2025-12-03T09:59:00,387.6,388.05,382.15,384.25,10650.0,
2025-12-03T10:00:00,392.8,394.05,391.05,394.05,2100.0,
2025-12-03T10:01:00,393.8,397.7,392.25,392.95,8400.0,2392.0
2025-12-03T10:02:00,395.65,395.95,395.0,395.0,975.0,
2025-12-03T10:03:00,402.05,411.85,402.05,411.5,13575.0,
2025-12-03T10:04:00,412.4,420.85,410.5,419.35,7575.0,2239.0
2025-12-03T10:05:00,419.2,423.3,417.95,423.3,2025.0,
2025-12-03T10:06:00,423.05,424.8,419.85,419.95,2400.0,
2025-12-03T10:07:00,420.05,425.4,418.85,424.55,7500.0,2193.0
2025-12-03T10:08:00,422.0,422.85,415.6,415.6,2100.0,
2025-12-03T10:09:00,413.7,422.2,413.1,421.05,7875.0,
2025-12-03T10:10:00,415.5,415.65,413.4,413.45,1050.0,2232.0
2025-12-03T10:11:00,413.6,416.4,413.6,415.85,1275.0,
2025-12-03T10:12:00,414.9,414.9,411.0,412.35,21450.0,
2025-12-03T10:13:00,413.6,414.85,410.45,411.3,5625.0,2092.0
2025-12-03T10:14:00,411.05,411.05,407.0,408.85,15300.0,
2025-12-03T10:15:00,408.15,411.75,407.2,410.95,11400.0,
2025-12-03T10:16:00,409.2,413.8,408.6,413.1,3750.0,1989.0
2025-12-03T10:17:00,417.3,420.2,416.5,418.9,3975.0,
2025-12-03T10:18:00,420.15,422.55,418.7,421.1,3450.0,
2025-12-03T10:19:00,420.15,421.25,417.4,417.95,3000.0,1984.0
2025-12-03T10:20:00,418.35,418.35,407.3,407.9,15975.0,
2025-12-03T10:21:00,407.55,409.6,398.8,404.75,24750.0,
2025-12-03T10:22:00,402.7,404.95,401.5,404.4,375.0,2159.0
2025-12-03T10:23:00,406.2,409.75,404.8,404.8,4425.0,
2025-12-03T10:24:00,405.75,405.75,404.9,404.9,225.0,
2025-12-03T10:25:00,403.55,405.2,402.6,402.6,2850.0,2196.0
2025-12-03T10:26:00,402.35,402.35,400.9,401.55,2550.0,
2025-12-03T10:27:00,404.4,404.4,402.1,402.65,825.0,
2025-12-03T10:28:00,399.8,402.3,397.0,401.55,10575.0,2229.0
2025-12-03T10:29:00,404.45,411.15,404.45,410.3,1050.0,
2025-12-03T10:30:00,410.2,412.85,408.25,412.35,3000.0,
2025-12-03T10:31:00,405.75,405.95,404.35,404.35,375.0,2146.0
2025-12-03T10:32:00,406.85,406.85,406.85,406.85,75.0,
2025-12-03T10:33:00,410.7,411.6,410.7,411.6,150.0,
2025-12-03T10:34:00,406.95,406.95,406.95,406.95,150.0,
2025-12-03T10:35:00,402.8,403.45,402.8,403.45,525.0,2145.0
2025-12-03T10:36:00,403.55,404.05,403.55,403.7,225.0,
2025-12-03T10:37:00,407.1,407.1,407.1,407.1,75.0,2140.0
2025-12-03T10:38:00,410.75,415.8,410.75,414.65,4650.0,
2025-12-03T10:39:00,413.7,417.9,413.0,417.9,450.0,
2025-12-03T10:40:00,415.9,425.0,415.9,421.6,3900.0,2112.0
2025-12-03T10:41:00,421.8,423.25,421.2,423.25,675.0,
2025-12-03T10:42:00,426.5,430.15,426.5,430.15,4950.0,
2025-12-03T10:43:00,427.55,432.0,427.55,428.35,3900.0,2086.0
2025-12-03T10:44:00,420.4,420.55,420.4,420.55,300.0,
2025-12-03T10:45:00,424.1,424.4,416.25,416.25,6300.0,
2025-12-03T10:46:00,415.2,415.2,412.6,412.6,525.0,2055.0
2025-12-03T10:48:00,419.5,419.5,415.1,415.1,225.0,
2025-12-03T10:49:00,418.15,418.15,418.15,418.15,75.0,
2025-12-03T10:50:00,420.75,420.75,418.8,418.8,1650.0,
2025-12-03T10:51:00,411.0,411.0,411.0,411.0,75.0,
2025-12-03T10:52:00,411.5,413.3,411.5,413.3,375.0,2045.0
2025-12-03T10:53:00,412.55,413.85,410.05,410.05,225.0,
2025-12-03T10:54:00,410.7,413.15,410.7,413.15,150.0,
2025-12-03T10:55:00,412.4,412.4,412.4,412.4,75.0,
2025-12-03T10:56:00,414.05,414.05,410.85,410.85,1500.0,2044.0
2025-12-03T10:57:00,411.25,411.7,410.8,410.8,375.0,
2025-12-03T10:58:00,407.6,407.6,407.3,407.3,300.0,
2025-12-03T10:59:00,408.0,408.0,407.3,407.3,150.0,2050.0
2025-12-03T11:00:00,407.55,407.55,407.55,407.55,75.0,
2025-12-03T11:01:00,406.25,408.05,406.25,408.05,1125.0,2052.0
2025-12-03T11:02:00,408.7,408.9,404.95,404.95,1425.0,
2025-12-03T11:03:00,409.8,409.8,408.75,408.85,900.0,
2025-12-03T11:04:00,411.15,411.7,411.15,411.7,150.0,2050.0
2025-12-03T11:05:00,413.75,417.05,413.75,416.35,450.0,
2025-12-03T11:06:00,418.2,419.15,418.2,419.15,150.0,
2025-12-03T11:07:00,412.55,415.4,412.55,415.25,2625.0,2049.0
2025-12-03T11:08:00,410.9,410.9,409.15,409.15,300.0,
2025-12-03T11:09:00,410.5,413.55,410.5,413.15,225.0,
2025-12-03T11:10:00,414.1,414.1,414.1,414.1,75.0,
2025-12-03T11:11:00,407.95,407.95,407.35,407.35,150.0,2043.0
2025-12-03T11:12:00,405.85,407.4,405.05,407.4,2400.0,
2025-12-03T11:13:00,409.35,409.45,404.95,405.05,1125.0,2040.0
2025-12-03T11:14:00,405.05,405.05,405.05,405.05,75.0,
2025-12-03T11:15:00,408.0,410.0,408.0,409.85,975.0,
2025-12-03T11:16:00,412.05,412.05,411.35,411.35,825.0,2041.0
2025-12-03T11:17:00,408.35,410.7,408.35,410.7,975.0,
2025-12-03T11:18:00,412.0,414.0,412.0,414.0,225.0,
2025-12-03T11:20:00,415.05,421.65,415.05,417.65,3000.0,2037.0
2025-12-03T11:21:00,420.6,421.45,420.6,421.45,150.0,
2025-12-03T11:22:00,423.9,425.85,421.9,424.05,2325.0,
2025-12-03T11:23:00,426.95,426.95,425.7,425.7,150.0,
2025-12-03T11:24:00,430.0,430.9,428.5,428.5,450.0,
2025-12-03T11:25:00,427.05,427.05,424.15,424.15,300.0,
2025-12-03T11:26:00,421.5,423.8,421.5,422.3,1050.0,2034.0
2025-12-03T11:27:00,423.65,424.15,420.0,420.0,1800.0,
2025-12-03T11:28:00,420.05,420.05,415.55,415.55,150.0,
2025-12-03T11:29:00,413.55,414.7,413.55,414.7,225.0,2025.0
