Timestamp,Strategy,Timeframe,Spot,RSI,VWAP,ATM_Strike,PCR,Signal,PnL,Reason
11:22:17,Liquidity_Sweep,2minute,25747.0,67,25781.33,25750,1.0035283904426033,SCANNING,0.0,
11:23:04,Liquidity_Sweep,2minute,25750.45,67,25781.33,25750,1.0035283904426033,SCANNING,0.0,
11:23:48,Liquidity_Sweep,2minute,25746.85,67,25781.33,25750,0.8903459650535047,SCANNING,0.0,
11:24:52,Liquidity_Sweep,2minute,25745.65,67,25781.33,25750,0.8458378234007786,SCANNING,0.0,
11:25:39,Liquidity_Sweep,2minute,25736.9,67,25781.33,25750,1.0035283904426033,SCANNING,0.0,
11:26:10,Liquidity_Sweep,2minute,25736.25,67,25781.33,25750,1.0299013198055769,SCANNING,0.0,
11:26:38,Liquidity_Sweep,2minute,25747.1,67,25781.33,25750,1.0299013198055769,SCANNING,0.0,
11:27:08,Liquidity_Sweep,2minute,25756.15,67,25781.33,25750,1.0299013198055769,SCANNING,0.0,
11:27:43,Liquidity_Sweep,2minute,25759.95,73,25780.98,25750,1.0299013198055769,SCANNING,0.0,
11:28:30,Liquidity_Sweep,2minute,25770.45,73,25780.98,25750,1.0310432326497052,SCANNING,0.0,
11:28:59,Liquidity_Sweep,2minute,25772.3,73,25780.98,25750,1.0445025749425618,SCANNING,0.0,
11:29:45,Liquidity_Sweep,2minute,25771.6,73,25780.98,25750,1.0445025749425618,SCANNING,0.0,
11:30:32,Liquidity_Sweep,2minute,25774.4,73,25780.98,25750,1.0445025749425618,SCANNING,0.0,
11:31:16,Liquidity_Sweep,2minute,25771.15,73,25780.98,25750,0.8864613554097018,SCANNING,0.0,
11:31:29,Liquidity_Sweep,2minute,25760.9,73,25780.98,25750,1.0844351022751475,SCANNING,0.0,
11:31:43,Liquidity_Sweep,2minute,25763.85,73,25780.98,25750,1.0844351022751475,SCANNING,0.0,
11:31:53,Liquidity_Sweep,2minute,25756.15,73,25780.98,25750,1.0844351022751475,SCANNING,0.0,
11:32:06,Liquidity_Sweep,2minute,25751.0,73,25780.98,25750,1.0844351022751475,SCANNING,0.0,
11:32:18,Liquidity_Sweep,2minute,25751.55,73,25780.98,25750,1.0844351022751475,SCANNING,0.0,
11:33:38,Liquidity_Sweep,2minute,25764.85,80,25780.81,25750,1.0844351022751475,SCANNING,0.0,
11:33:49,Liquidity_Sweep,2minute,25763.9,80,25780.81,25750,1.0844351022751475,SCANNING,0.0,
11:34:00,Liquidity_Sweep,2minute,25764.75,80,25780.81,25750,1.0844351022751475,SCANNING,0.0,
11:34:10,Liquidity_Sweep,2minute,25765.0,80,25780.81,25750,1.0844351022751475,SCANNING,0.0,
11:34:24,Liquidity_Sweep,2minute,25767.75,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:34:36,Liquidity_Sweep,2minute,25767.75,80,25780.81,25750,1.0625474020266847,SCANNING,0.0,
11:34:48,Liquidity_Sweep,2minute,25769.65,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:34:58,Liquidity_Sweep,2minute,25766.9,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:35:45,Liquidity_Sweep,2minute,25768.75,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:36:15,Liquidity_Sweep,2minute,25764.55,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:36:24,Liquidity_Sweep,2minute,25764.35,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:37:28,Liquidity_Sweep,2minute,25762.8,80,25780.81,25750,1.0827592792905298,SCANNING,0.0,
11:38:18,Liquidity_Sweep,2minute,25764.4,64,25780.57,25750,1.1032044556247484,SCANNING,0.0,
