Entry_Time,Exit_Time,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
12:53:17,13:23:18,NIFTY2610625900PE,PE,25900,92.75,94.65,100,142.5,2.05,10142.5,TIME_EXIT
14:26:01,14:31:50,NIFTY2610625950PE,PE,25950,99.6,93.4,100.7,-465.0,-6.22,9535.0,STOP_LOSS
