option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees_gross,transaction_cost,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,exit_slippage,signal_time,entry_delay,capital_after
CE,26100,2025-11-24 10:30:00,102.5,26129.4,26149.6,2025-11-24 10:50:00,103.9,TRAILING_STOP,1.4,105.0,43.9,61.1,20.0,True,107.5,2025-11-25,-0.75,2025-11-24 10:25:00,300.0,10061.1
PE,26100,2025-11-24 11:05:00,62.8,26099.75,26117.6,2025-11-24 11:25:00,58.15,TRAILING_STOP,-4.65,-348.75,42.18,-390.93,20.0,False,67.1,2025-11-25,-0.75,2025-11-24 11:00:00,300.0,9670.17
CE,26100,2025-11-24 11:35:00,100.1,26118.25,26140.1,2025-11-24 11:45:00,88.2,STOP_LOSS,-11.9,-892.5,43.31,-935.81,10.0,False,100.1,2025-11-25,-1.0,2025-11-24 11:30:00,300.0,8734.36
PE,25950,2025-11-25 09:50:00,50.15,25983.9,25992.6,2025-11-25 10:00:00,28.15,STOP_LOSS,-22.0,-1650.0,41.06,-1691.06,10.0,False,50.15,2025-11-25,-1.0,2025-11-25 09:45:00,300.0,7043.300000000001
CE,26050,2025-11-26 09:25:00,120.15,25979.9,26176.2,2025-11-26 09:40:00,136.65,TARGET,16.5,1237.5,45.12,1192.38,15.0,True,143.85,2025-12-02,-0.5,2025-11-26 09:20:00,300.0,8235.68
CE,26200,2025-11-26 10:00:00,115.75,26087.25,26290.0,2025-11-26 10:15:00,112.2,STOP_LOSS,-3.55,-266.25,44.21,-310.46,15.0,False,118.05,2025-12-02,-1.0,2025-11-26 09:55:00,300.0,7925.22
CE,26200,2025-11-26 10:45:00,119.65,26122.95,26315.4,2025-11-26 11:00:00,120.0,STOP_LOSS,0.35,26.25,44.5,-18.25,15.0,False,123.1,2025-12-02,-1.0,2025-11-26 10:40:00,300.0,7906.97
CE,26200,2025-11-26 11:10:00,120.5,26116.75,26307.0,2025-11-26 11:45:00,110.45,STOP_LOSS,-10.05,-753.75,44.14,-797.89,35.0,False,123.85,2025-12-02,-1.0,2025-11-26 11:05:00,300.0,7109.08
CE,26200,2025-11-26 11:55:00,120.8,26143.8,26329.0,2025-11-26 12:15:00,131.35,TARGET,10.55,791.25,44.93,746.32,20.0,True,133.35,2025-12-02,-0.5,2025-11-26 11:50:00,300.0,7855.4
CE,26250,2025-11-26 12:25:00,107.65,26157.8,26341.0,2025-11-26 12:35:00,106.25,STOP_LOSS,-1.4,-105.0,43.98,-148.98,10.0,False,107.65,2025-12-02,-1.0,2025-11-26 12:20:00,300.0,7706.42
CE,26250,2025-11-26 12:45:00,110.1,26165.55,26345.9,2025-11-26 13:10:00,129.2,TARGET,19.1,1432.5,44.84,1387.65,25.0,True,121.25,2025-12-02,-0.5,2025-11-26 12:40:00,300.0,9094.07
CE,26300,2025-11-27 09:25:00,118.35,26285.15,26458.0,2025-11-27 09:45:00,108.35,STOP_LOSS,-10.0,-750.0,44.06,-794.06,20.0,False,127.6,2025-12-02,-1.0,2025-11-27 09:20:00,300.0,8300.01
CE,26300,2025-11-27 09:55:00,121.05,26283.9,26464.8,2025-11-27 10:05:00,132.15,TARGET,11.1,832.5,44.96,787.54,10.0,True,131.6,2025-12-02,-0.5,2025-11-27 09:50:00,300.0,9087.55
CE,26300,2025-11-27 10:15:00,125.45,26281.75,26461.5,2025-11-27 10:30:00,119.4,STOP_LOSS,-6.05,-453.75,44.48,-498.23,15.0,False,125.45,2025-12-02,-1.0,2025-11-27 10:10:00,300.0,8589.32
CE,26300,2025-11-27 10:40:00,124.85,26285.75,26468.0,2025-11-27 10:55:00,123.7,TARGET,-1.15,-86.25,44.64,-130.89,15.0,False,140.55,2025-12-02,-0.5,2025-11-27 10:35:00,300.0,8458.43
CE,26300,2025-11-27 11:05:00,126.55,26301.6,26483.1,2025-11-27 11:25:00,113.75,STOP_LOSS,-12.8,-960.0,44.27,-1004.27,20.0,False,127.5,2025-12-02,-1.0,2025-11-27 11:00:00,300.0,7454.16
CE,26250,2025-11-28 09:30:00,103.55,26252.35,26435.0,2025-11-28 09:45:00,94.55,STOP_LOSS,-9.0,-675.0,43.55,-718.55,15.0,False,110.1,2025-12-02,-1.0,2025-11-28 09:25:00,300.0,6735.61
CE,26250,2025-11-28 09:55:00,113.8,26250.65,26430.2,2025-11-28 10:20:00,100.65,STOP_LOSS,-13.15,-986.25,43.77,-1030.02,25.0,False,121.45,2025-12-02,-1.0,2025-11-28 09:50:00,300.0,5705.59
CE,26300,2025-12-01 09:25:00,84.2,26284.05,26455.0,2025-12-01 09:50:00,76.8,STOP_LOSS,-7.4,-555.0,42.88,-597.88,25.0,False,86.4,2025-12-02,-1.0,2025-12-01 09:20:00,300.0,5107.71
PE,26250,2025-12-01 10:40:00,56.85,26258.6,26431.0,2025-12-01 11:00:00,69.15,TARGET,12.3,922.5,42.59,879.91,20.0,True,68.85,2025-12-02,-0.5,2025-12-01 10:35:00,300.0,5987.62
PE,26250,2025-12-01 11:10:00,69.35,26242.4,26419.5,2025-12-01 11:20:00,61.6,STOP_LOSS,-7.75,-581.25,42.31,-623.56,10.0,False,69.35,2025-12-02,-1.0,2025-12-01 11:05:00,300.0,5364.0599999999995
PE,26200,2025-12-01 11:45:00,64.9,26190.65,26358.0,2025-12-01 12:00:00,59.35,TRAILING_STOP,-5.55,-416.25,42.23,-458.48,15.0,False,74.15,2025-12-02,-0.75,2025-12-01 11:40:00,300.0,4905.58
