option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,capital_after
CE,26100,2025-11-24 11:25:00,90.1,26122.6,26148.0,2025-11-24 11:40:00,95.6,TRAILING_STOP,5.5,412.5,15.0,True,99.6,2025-11-25,10412.5
PE,26100,2025-11-24 11:45:00,57.35,26097.65,26120.3,2025-11-24 11:55:00,72.55,TARGET,15.2,1140.0,10.0,True,72.55,2025-11-25,11552.5
PE,26050,2025-11-24 12:05:00,51.45,26072.9,26092.0,2025-11-24 12:15:00,53.85,TRAILING_STOP,2.4,180.0,10.0,True,57.65,2025-11-25,11732.5
PE,26050,2025-11-24 12:50:00,46.05,26074.85,26089.6,2025-11-24 13:00:00,47.1,TRAILING_STOP,1.05,78.75,10.0,True,52.5,2025-11-25,11811.25
PE,26050,2025-11-24 14:00:00,55.65,26050.75,26071.0,2025-11-24 14:10:00,66.7,TARGET,11.05,828.75,10.0,True,66.7,2025-11-25,12640.0
CE,26000,2025-11-25 10:05:00,53.2,26005.15,26011.0,2025-11-25 10:15:00,70.2,TARGET,17.0,1275.0,10.0,True,70.2,2025-11-25,13915.0
PE,25950,2025-11-25 10:55:00,37.95,25939.1,25937.0,2025-11-25 11:00:00,58.25,TARGET,20.3,1522.5,5.0,True,58.25,2025-11-25,15437.5
CE,26050,2025-11-26 09:25:00,119.65,25979.9,26176.2,2025-11-26 09:35:00,143.85,TARGET,24.2,1815.0,10.0,True,143.85,2025-12-02,17252.5
CE,26100,2025-11-26 09:40:00,112.6,26024.1,26224.6,2025-11-26 09:45:00,139.0,TARGET,26.4,1980.0,5.0,True,139.0,2025-12-02,19232.5
CE,26300,2025-11-27 09:55:00,120.55,26283.9,26464.8,2025-11-27 10:00:00,131.6,TARGET,11.05,828.75,5.0,True,131.6,2025-12-02,20061.25
CE,26350,2025-11-27 10:45:00,101.65,26299.35,26480.0,2025-11-27 10:50:00,111.7,TARGET,10.05,753.75,5.0,True,111.7,2025-12-02,20815.0
PE,26250,2025-11-27 11:45:00,96.9,26238.0,26410.1,2025-11-27 11:50:00,111.0,TARGET,14.1,1057.5,5.0,True,111.0,2025-12-02,21872.5
CE,26250,2025-11-28 09:25:00,94.2,26229.65,26408.3,2025-11-28 09:35:00,110.1,TARGET,15.9,1192.5,10.0,True,110.1,2025-12-02,23065.0
CE,26250,2025-11-28 09:45:00,95.55,26238.7,26423.9,2025-11-28 09:50:00,108.85,TARGET,13.3,997.5,5.0,True,108.85,2025-12-02,24062.5
PE,26250,2025-12-01 10:35:00,50.55,26259.4,26427.8,2025-12-01 10:50:00,63.15,TARGET,12.6,945.0,15.0,True,63.15,2025-12-02,25007.5
PE,26250,2025-12-01 11:00:00,69.65,26227.8,26406.5,2025-12-01 11:15:00,59.2,STOP_LOSS,-10.45,-783.75,15.0,False,69.65,2025-12-02,24223.75
PE,26200,2025-12-01 11:40:00,38.2,26211.75,26371.1,2025-12-01 11:45:00,64.4,TARGET,26.2,1965.0,5.0,True,64.4,2025-12-02,26188.75
PE,26150,2025-12-02 09:25:00,47.35,26130.2,26294.0,2025-12-02 09:30:00,63.85,TARGET,16.5,1237.5,5.0,True,63.85,2025-12-02,27426.25
