option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,capital_after
CE,26100,2025-11-24 10:25:00,104.5,26121.25,26146.4,2025-11-24 10:55:00,93.7,STOP_LOSS,-10.8,-810.0,30.0,False,107.5,2025-11-25,9190.0
PE,26100,2025-11-24 11:00:00,59.2,26105.25,26129.6,2025-11-24 11:20:00,62.5,TRAILING_STOP,3.3,247.5,20.0,True,67.1,2025-11-25,9437.5
CE,26100,2025-11-24 11:30:00,97.05,26122.2,26142.6,2025-11-24 11:45:00,89.2,STOP_LOSS,-7.85,-588.75,15.0,False,99.6,2025-11-25,8848.75
PE,25950,2025-11-25 09:45:00,42.35,25961.15,25961.1,2025-11-25 09:55:00,32.1,STOP_LOSS,-10.25,-768.75,10.0,False,49.65,2025-11-25,8080.0
CE,26000,2025-11-25 10:00:00,54.45,25989.9,25997.6,2025-11-25 10:15:00,70.2,TARGET,15.75,1181.25,15.0,True,70.2,2025-11-25,9261.25
CE,26000,2025-11-25 10:20:00,66.6,26015.2,26029.0,2025-11-25 10:35:00,50.45,STOP_LOSS,-16.15,-1211.25,15.0,False,66.6,2025-11-25,8050.0
PE,26000,2025-11-25 10:50:00,52.25,25975.25,25979.6,2025-11-25 10:55:00,65.6,TARGET,13.35,1001.25,5.0,True,65.6,2025-11-25,9051.25
PE,25950,2025-11-25 11:00:00,58.25,25934.9,25934.0,2025-11-25 11:15:00,46.6,STOP_LOSS,-11.65,-873.75,15.0,False,59.05,2025-11-25,8177.5
PE,25950,2025-11-25 11:40:00,31.7,25952.15,25950.0,2025-11-25 11:50:00,28.95,TRAILING_STOP,-2.75,-206.25,10.0,False,41.35,2025-11-25,7971.25
CE,25950,2025-11-25 11:55:00,51.95,25987.45,26000.0,2025-11-25 12:00:00,68.2,TARGET,16.25,1218.75,5.0,True,68.2,2025-11-25,9190.0
CE,26000,2025-11-25 12:05:00,37.9,25988.6,25998.6,2025-11-25 12:15:00,29.7,STOP_LOSS,-8.2,-615.0,10.0,False,37.9,2025-11-25,8575.0
PE,25950,2025-11-25 12:20:00,32.65,25957.95,25961.5,2025-11-25 12:25:00,26.75,STOP_LOSS,-5.9,-442.5,5.0,False,32.65,2025-11-25,8132.5
CE,25950,2025-11-25 12:40:00,42.35,25987.45,25984.6,2025-11-25 12:45:00,55.6,TARGET,13.25,993.75,5.0,True,55.6,2025-11-25,9126.25
CE,25950,2025-11-25 12:50:00,52.1,25994.5,25994.5,2025-11-25 13:00:00,45.8,STOP_LOSS,-6.3,-472.5,10.0,False,54.95,2025-11-25,8653.75
CE,25950,2025-11-25 13:05:00,53.65,26001.55,26005.5,2025-11-25 13:10:00,65.85,TARGET,12.2,915.0,5.0,True,65.85,2025-11-25,9568.75
CE,26000,2025-11-25 13:15:00,31.1,25990.6,25992.0,2025-11-25 13:20:00,23.0,STOP_LOSS,-8.1,-607.5,5.0,False,31.1,2025-11-25,8961.25
CE,26000,2025-11-25 13:25:00,32.9,26009.2,26010.0,2025-11-25 13:35:00,31.6,TRAILING_STOP,-1.3,-97.5,10.0,False,37.95,2025-11-25,8863.75
CE,25950,2025-11-25 13:50:00,60.1,26007.55,26004.0,2025-11-25 14:00:00,73.55,TARGET,13.45,1008.75,10.0,True,73.55,2025-11-25,9872.5
CE,26000,2025-11-25 14:05:00,38.5,26013.6,26014.6,2025-11-25 14:20:00,22.2,STOP_LOSS,-16.3,-1222.5,15.0,False,38.5,2025-11-25,8650.0
PE,26000,2025-11-25 14:25:00,30.35,25973.65,25965.1,2025-11-25 14:30:00,50.75,TARGET,20.4,1530.0,5.0,True,50.75,2025-11-25,10180.0
PE,26000,2025-11-25 14:35:00,44.1,25947.35,25936.9,2025-11-25 14:40:00,65.35,TARGET,21.25,1593.75,5.0,True,65.35,2025-11-25,11773.75
CE,26050,2025-11-26 09:20:00,124.35,25969.3,26159.7,2025-11-26 09:25:00,119.65,STOP_LOSS,-4.7,-352.5,5.0,False,124.35,2025-12-02,11421.25
CE,26100,2025-11-26 09:30:00,104.4,26011.45,26204.0,2025-11-26 09:35:00,118.5,TARGET,14.1,1057.5,5.0,True,118.5,2025-12-02,12478.75
CE,26100,2025-11-26 09:40:00,112.6,26024.1,26224.6,2025-11-26 09:45:00,139.0,TARGET,26.4,1980.0,5.0,True,139.0,2025-12-02,14458.75
CE,26300,2025-11-27 09:20:00,116.25,26274.7,26451.1,2025-11-27 09:35:00,127.6,TARGET,11.35,851.25,15.0,True,127.6,2025-12-02,15310.0
CE,26300,2025-11-27 09:50:00,112.35,26258.7,26440.0,2025-11-27 10:00:00,131.6,TARGET,19.25,1443.75,10.0,True,131.6,2025-12-02,16753.75
CE,26250,2025-11-28 09:25:00,94.2,26229.65,26408.3,2025-11-28 09:35:00,110.1,TARGET,15.9,1192.5,10.0,True,110.1,2025-12-02,17946.25
CE,26250,2025-11-28 09:45:00,95.55,26238.7,26423.9,2025-11-28 09:50:00,108.85,TARGET,13.3,997.5,5.0,True,108.85,2025-12-02,18943.75
CE,26300,2025-12-01 09:20:00,80.95,26292.35,26468.0,2025-12-01 09:45:00,75.1,STOP_LOSS,-5.85,-438.75,25.0,False,86.4,2025-12-02,18505.0
PE,26250,2025-12-01 10:35:00,50.55,26259.4,26427.8,2025-12-01 10:50:00,63.15,TARGET,12.6,945.0,15.0,True,63.15,2025-12-02,19450.0
PE,26250,2025-12-01 10:55:00,68.85,26238.95,26411.0,2025-12-01 11:15:00,59.2,STOP_LOSS,-9.65,-723.75,20.0,False,69.65,2025-12-02,18726.25
PE,26200,2025-12-01 11:40:00,38.2,26211.75,26371.1,2025-12-01 11:45:00,64.4,TARGET,26.2,1965.0,5.0,True,64.4,2025-12-02,20691.25
PE,26200,2025-12-01 11:50:00,74.15,26202.7,26366.0,2025-12-01 11:55:00,63.3,STOP_LOSS,-10.85,-813.75,5.0,False,74.15,2025-12-02,19877.5
PE,26200,2025-12-01 12:00:00,60.1,26197.75,26360.1,2025-12-01 12:05:00,71.25,TARGET,11.15,836.25,5.0,True,71.25,2025-12-02,20713.75
PE,26200,2025-12-01 12:10:00,81.5,26175.65,26341.0,2025-12-01 12:25:00,72.4,STOP_LOSS,-9.1,-682.5,15.0,False,82.3,2025-12-02,20031.25
PE,26150,2025-12-01 12:30:00,56.7,26160.85,26322.5,2025-12-01 12:55:00,56.3,TRAILING_STOP,-0.4,-30.0,25.0,False,60.8,2025-12-02,20001.25
PE,26200,2025-12-01 13:05:00,75.65,26175.6,26338.9,2025-12-01 13:15:00,68.85,STOP_LOSS,-6.8,-510.0,10.0,False,78.15,2025-12-02,19491.25
PE,26200,2025-12-01 13:20:00,68.9,26175.45,26329.2,2025-12-01 13:25:00,81.1,TARGET,12.2,915.0,5.0,True,81.1,2025-12-02,20406.25
PE,26150,2025-12-01 13:30:00,57.35,26165.85,26323.3,2025-12-01 13:40:00,48.0,STOP_LOSS,-9.35,-701.25,10.0,False,57.35,2025-12-02,19705.0
PE,26200,2025-12-01 14:35:00,64.3,26182.85,26337.0,2025-12-01 14:50:00,78.85,TARGET,14.55,1091.25,15.0,True,78.85,2025-12-02,20796.25
PE,26150,2025-12-01 14:55:00,62.4,26141.95,26310.0,2025-12-01 15:05:00,48.45,STOP_LOSS,-13.95,-1046.25,10.0,False,62.4,2025-12-02,19750.0
PE,26150,2025-12-02 09:25:00,47.35,26130.2,26294.0,2025-12-02 09:30:00,63.85,TARGET,16.5,1237.5,5.0,True,63.85,2025-12-02,20987.5
PE,26100,2025-12-02 09:35:00,38.4,26108.85,26281.0,2025-12-02 09:45:00,50.15,TARGET,11.75,881.25,10.0,True,50.15,2025-12-02,21868.75
