Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
11:03:14,11:33:21,ORIGINAL,NIFTY2610625900PE,PE,25900,85.5,92.35,92.8,513.75,8.01,10513.75,TIME_EXIT
11:34:24,11:45:01,ORIGINAL,NIFTY2610625900PE,PE,25900,92.3,86.95,96.6,-401.25,-5.8,10112.5,STOP_LOSS
11:52:27,12:21:36,ORIGINAL,NIFTY2610625900PE,PE,25900,92.15,95.85,98.6,277.5,4.02,10390,MANUAL_EXIT
,,,,,,,,,390,,,
,,,,,,,,,,,,
12:25:34,12:37:59,ORIGINAL,NIFTY2610625850PE,PE,25850,77.95,72.25,78.75,-427.5,-7.31,9572.5,STOP_LOSS
12:53:17,13:23:20,ORIGINAL,NIFTY2610625850PE,PE,25850,73.85,74.65,79.1,60,1.08,9632.5,TIME_EXIT
13:25:21,13:32:04,ORIGINAL,NIFTY2610625850PE,PE,25850,75.3,69.95,75.6,-401.25,-7.1,9231.25,STOP_LOSS
,,,,,,,,,-768,,,
13:39:42,13:44:58,ORIGINAL,NIFTY2610626000CE,CE,26000,99.7,110.2,110.2,787.5,10.53,10787.5,TARGET
13:46:48,13:51:56,ORIGINAL,NIFTY2610626000CE,CE,26000,112.4,105.75,116.95,-498.75,-5.92,10288.75,STOP_LOSS
13:52:58,14:08:20,ORIGINAL,NIFTY2610626000CE,CE,26000,110.25,105,113.6,-393.75,-4.76,9895,STOP_LOSS
14:12:50,14:24:08,ORIGINAL,NIFTY2610626000CE,CE,26000,109.55,103.05,115.85,-487.5,-5.93,9407.5,STOP_LOSS
14:26:23,14:32:03,ORIGINAL,NIFTY2610625900PE,PE,25900,79.65,74.1,79.65,-416.25,-6.97,8991.25,STOP_LOSS
14:43:16,15:04:44,ORIGINAL,NIFTY2610626050CE,CE,26050,86.8,84.3,90.55,-187.5,-2.88,8803.75,MANUAL_EXIT
,,,,,,,,,-1196,,,
15:05:41,15:25:10,ORIGINAL,NIFTY2610626000CE,CE,26000,107.6,112.95,113.25,401.25,4.97,10401.25,EOD_EXIT
,,,,,,,,,401.25,,,
,,,,,,,,,,,,
,,,,,,,,,-1172,,,
