Timestamp,Spot_LTP,Fut_LTP,Fut_Open,Fut_High,Fut_Low,RSI,RSI_Ready,VWAP,EMA5,EMA13,Candle_Body,Candle_Green,ATM_Strike,PCR,Total_CE_OI,Total_PE_OI,CE_Symbol,CE_Strike,CE_LTP,CE_OI,CE_Delta,CE_Gamma,CE_Theta,CE_Vega,CE_IV,PE_Symbol,PE_Strike,PE_LTP,PE_OI,PE_Delta,PE_Gamma,PE_Theta,PE_Vega,PE_IV
10:51:18,25945.0,26112.0,26111.3,26119.9,26110.0,42.5,True,26094.41,25944.81,25947.77,0.7,True,25950,0.76,826130,631255,NIFTY2610625950CE,25950,145.85,16371,0.5681,0.0013,-8.2926,14.3439,8.32,NIFTY2610625950PE,25950,99.7,19636,-0.4319,0.0013,-8.2926,14.3439,8.32
10:51:24,25944.15,26111.7,26111.3,26119.9,26110.0,41.6,True,26094.42,25944.53,25947.65,0.4,True,25950,0.76,826138,631255,NIFTY2610625950CE,25950,145.2,16371,0.5681,0.0013,-8.2926,14.3439,8.32,NIFTY2610625950PE,25950,99.95,19636,-0.4319,0.0013,-8.2926,14.3439,8.32
10:51:31,25944.75,26109.1,26111.3,26119.9,26107.3,42.3,True,26094.43,25944.73,25947.73,2.2,False,25950,0.76,826141,631255,NIFTY2610625950CE,25950,143.2,16371,0.5635,0.0013,-8.2854,14.3692,8.3,NIFTY2610625950PE,25950,101,19636,-0.4365,0.0013,-8.2854,14.3692,8.3
10:51:38,25942.45,26110.3,26111.3,26119.9,26105.1,40.0,True,26094.46,25943.96,25947.4,1.0,False,25950,0.76,826141,631255,NIFTY2610625950CE,25950,143.65,16371,0.5603,0.0013,-8.3196,14.3866,8.32,NIFTY2610625950PE,25950,101.3,19636,-0.4397,0.0013,-8.3196,14.3866,8.32
10:51:45,25942.15,26104.5,26111.3,26119.9,26104.5,39.7,True,26094.45,25943.86,25947.36,6.8,False,25950,0.76,826141,631255,NIFTY2610625950CE,25950,143.15,16371,0.5564,0.0013,-8.2929,14.4055,8.28,NIFTY2610625950PE,25950,101.8,19636,-0.4436,0.0013,-8.2929,14.4055,8.28
10:51:52,25941.15,26108.2,26111.3,26119.9,26104.5,38.9,True,26094.47,25943.53,25947.22,3.1,False,25950,0.76,826150,631255,NIFTY2610625950CE,25950,142.55,16371,0.557,0.0013,-8.3033,14.4028,8.29,NIFTY2610625950PE,25950,102.05,19636,-0.443,0.0013,-8.3033,14.4028,8.29
10:51:59,25941.15,26105.4,26107.0,26110.6,26104.7,38.9,True,26094.49,25943.53,25947.22,1.6,False,25950,0.76,826150,631255,NIFTY2610625950CE,25950,142.25,16371,0.557,0.0013,-8.3033,14.4028,8.29,NIFTY2610625950PE,25950,102,19636,-0.443,0.0013,-8.3033,14.4028,8.29
10:52:07,25940.85,26107.9,26107.0,26110.6,26104.7,38.6,True,26094.49,25942.63,25946.31,0.9,True,25950,0.76,826150,631255,NIFTY2610625950CE,25950,141.45,16371,0.5553,0.0013,-8.3442,14.41,8.33,NIFTY2610625950PE,25950,102.5,19636,-0.4447,0.0013,-8.3442,14.41,8.33
10:52:14,25938.35,26103.9,26107.0,26110.6,26102.0,36.4,True,26094.49,25941.8,25945.95,3.1,False,25950,0.76,826150,631255,NIFTY2610625950CE,25950,140,16371,0.5506,0.0013,-8.3436,14.4307,8.32,NIFTY2610625950PE,25950,103.95,19636,-0.4494,0.0013,-8.3436,14.4307,8.32
10:52:23,25934.75,26100.0,26107.0,26110.6,26100.0,33.7,True,26094.5,25940.6,25945.44,7.0,False,25950,0.76,826150,631255,NIFTY2610625950CE,25950,138.6,16371,0.5506,0.0013,-8.3436,14.4307,8.32,NIFTY2610625950PE,25950,104.75,19636,-0.4494,0.0013,-8.3436,14.4307,8.32
10:52:31,25937.65,26102.1,26107.0,26110.6,26100.0,35.8,True,26094.52,25941.57,25945.85,4.9,False,25950,0.76,826150,631286,NIFTY2610625950CE,25950,139.25,16371,0.546,0.0013,-8.3216,14.4493,8.28,NIFTY2610625950PE,25950,105,19636,-0.454,0.0013,-8.3216,14.4493,8.28
10:52:38,25937.85,26100.6,26107.0,26110.6,26100.0,36.0,True,26094.53,25941.63,25945.88,6.4,False,25950,0.76,829701,634711,NIFTY2610625950CE,25950,139.7,16539,0.546,0.0013,-8.3216,14.4493,8.28,NIFTY2610625950PE,25950,103.25,19832,-0.454,0.0013,-8.3216,14.4493,8.28
10:52:45,25935.1,26100.0,26107.0,26110.6,26100.0,33.9,True,26094.53,25940.72,25945.49,7.0,False,25950,0.76,830752,634331,NIFTY2610625950CE,25950,138.45,16539,0.5496,0.0013,-8.3405,14.4352,8.31,NIFTY2610625950PE,25950,104.5,19832,-0.4504,0.0013,-8.3405,14.4352,8.31
10:52:52,25936.0,26100.0,26107.0,26110.6,26100.0,34.6,True,26094.54,25941.02,25945.62,7.0,False,25950,0.76,831238,634426,NIFTY2610625950CE,25950,139.1,16539,0.5473,0.0013,-8.2999,14.4441,8.27,NIFTY2610625950PE,25950,104.45,19832,-0.4527,0.0013,-8.2999,14.4441,8.27
10:53:00,25934.65,26100.0,26101.5,26102.0,26100.0,33.5,True,26094.55,25938.89,25944.05,1.5,False,25950,0.76,831238,634426,NIFTY2610625950CE,25950,138.3,16539,0.5473,0.0013,-8.2999,14.4441,8.27,NIFTY2610625950PE,25950,104.45,19832,-0.4527,0.0013,-8.2999,14.4441,8.27
10:53:07,25935.9,26101.8,26101.5,26102.0,26099.2,34.5,True,26094.56,25939.31,25944.23,0.3,True,25950,0.76,831100,634538,NIFTY2610625950CE,25950,138.9,16539,0.5465,0.0013,-8.327,14.4467,8.29,NIFTY2610625950PE,25950,104.6,19832,-0.4535,0.0013,-8.327,14.4467,8.29
10:53:14,25934.0,26101.3,26101.5,26102.0,26099.2,33.0,True,26094.56,25938.68,25943.96,0.2,False,25950,0.76,831100,634538,NIFTY2610625950CE,25950,138.75,16539,0.5486,0.0013,-8.3479,14.4386,8.32,NIFTY2610625950PE,25950,104.2,19832,-0.4514,0.0013,-8.3479,14.4386,8.32
10:53:20,25935.9,26101.0,26101.5,26102.0,26099.2,34.5,True,26094.56,25939.31,25944.23,0.5,False,25950,0.76,831100,634538,NIFTY2610625950CE,25950,139.1,16539,0.5486,0.0013,-8.3479,14.4386,8.32,NIFTY2610625950PE,25950,103.85,19832,-0.4514,0.0013,-8.3479,14.4386,8.32
10:53:28,25935.3,26103.6,26101.5,26104.0,26099.2,34.0,True,26094.57,25939.11,25944.14,2.1,True,25950,0.76,831078,634538,NIFTY2610625950CE,25950,138.95,16539,0.5472,0.0013,-8.3373,14.4439,8.3,NIFTY2610625950PE,25950,104.3,19832,-0.4528,0.0013,-8.3373,14.4439,8.3
10:53:34,25933.6,26102.2,26101.5,26104.0,26099.2,32.7,True,26094.57,25938.54,25943.9,0.7,True,25950,0.76,831078,634692,NIFTY2610625950CE,25950,137.65,16539,0.5491,0.0013,-8.3213,14.4364,8.29,NIFTY2610625950PE,25950,105,19832,-0.4509,0.0013,-8.3213,14.4364,8.29
10:53:42,25935.05,26102.3,26101.5,26105.8,26099.2,33.8,True,26094.58,25939.03,25944.11,0.8,True,25950,0.76,831078,634692,NIFTY2610625950CE,25950,138.25,16539,0.5476,0.0013,-8.3164,14.4422,8.28,NIFTY2610625950PE,25950,104.75,19832,-0.4524,0.0013,-8.3164,14.4422,8.28
10:53:51,25933.65,26100.0,26101.5,26105.8,26096.8,32.8,True,26094.58,25938.56,25943.91,1.5,False,25950,0.76,831078,634691,NIFTY2610625950CE,25950,137.05,16539,0.544,0.0013,-8.3011,14.4551,8.26,NIFTY2610625950PE,25950,105.05,19832,-0.456,0.0013,-8.3011,14.4551,8.26
10:53:59,25933.65,26100.4,26099.1,26103.1,26096.1,32.8,True,26094.59,25938.56,25943.91,1.3,True,25950,0.76,831078,634691,NIFTY2610625950CE,25950,137.2,16539,0.544,0.0013,-8.3011,14.4551,8.26,NIFTY2610625950PE,25950,104.95,19832,-0.456,0.0013,-8.3011,14.4551,8.26
