Timestamp,Spot,Future,RSI,ADX,ATR,VWAP,EMA5,EMA13,ATM,PCR,Volume_Rel
12:40:06,26335.25,26455.50,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.00
12:40:13,26332.05,26455.50,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.00
12:40:24,26335.05,26455.70,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.00
12:40:33,26334.35,26455.70,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.00
12:40:41,26335.25,26455.10,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.00
12:40:49,26333.45,26457.60,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,2.00
12:40:58,26333.95,26455.10,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,2.46
12:41:06,26335.20,26459.70,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,2.13
12:41:15,26335.70,26455.50,53.1,23.8,6.4,26450.26,26335.25,26333.97,26350,1.49,1.86
12:41:23,26337.00,26462.00,53.1,23.8,6.4,26450.27,26335.25,26333.97,26350,1.49,1.98
12:41:31,26337.95,26461.50,53.1,23.8,6.4,26450.27,26335.25,26333.97,26350,1.49,1.94
12:41:39,26337.10,26461.50,53.1,23.8,6.4,26450.27,26335.25,26333.97,26350,1.49,1.78
12:41:47,26337.45,26461.50,53.1,23.8,6.4,26450.27,26335.25,26333.97,26350,1.49,1.67
12:41:55,26336.45,26455.20,53.1,23.8,6.4,26450.27,26335.25,26333.97,26350,1.49,1.86
12:42:04,26335.25,26455.30,53.1,24.3,6.0,26450.27,26335.25,26334.15,26350,1.49,2.10
12:42:12,26334.95,26455.20,53.1,24.3,6.0,26450.27,26335.25,26334.15,26350,1.49,0.14
12:42:20,26335.15,26455.10,53.1,24.3,6.0,26450.27,26335.25,26334.15,26350,1.49,0.84
12:42:27,26333.10,26455.00,53.1,24.3,6.0,26450.27,26335.25,26334.15,26350,1.49,1.44
