timestamp,open,high,low,close
2020-01-03 00:00:00+05:30,12201.55,12289.9,12165.3,12223.8
2020-01-10 00:00:00+05:30,12169.5,12311.2,11929.6,12256.5
2020-01-17 00:00:00+05:30,12285.8,12389.05,12278.75,12346.1
2020-01-24 00:00:00+05:30,12412.1,12418.7,12087.9,12253.45
2020-01-31 00:00:00+05:30,12190.3,12216.6,11945.85,11967.25
2020-02-07 00:00:00+05:30,11934.35,12160.6,11614.5,12086.4
2020-02-14 00:00:00+05:30,12099.75,12246.7,11990.75,12112.6
2020-02-21 00:00:00+05:30,12127.5,12159.6,11908.05,12083.7
2020-02-28 00:00:00+05:30,11997.55,11997.55,11175.05,11219.2
2020-03-06 00:00:00+05:30,11380.2,11433.0,10827.4,10979.55
2020-03-13 00:00:00+05:30,10736.9,10736.9,8476.15,10023.65
2020-03-20 00:00:00+05:30,9570.2,9602.2,7832.55,8749.7
2020-03-27 00:00:00+05:30,7941.65,9038.9,7511.1,8674.4
2020-04-03 00:00:00+05:30,8383.45,8678.3,8055.8,8106.6
2020-04-10 00:00:00+05:30,8425.1,9131.7,8360.95,9098.95
2020-04-17 00:00:00+05:30,9090.5,9309.5,8821.9,9291.0
2020-04-24 00:00:00+05:30,9380.6,9380.6,8909.4,9174.8
2020-05-01 00:00:00+05:30,9250.35,9889.05,9250.35,9852.2
2020-05-08 00:00:00+05:30,9513.0,9513.0,9116.5,9250.6
2020-05-15 00:00:00+05:30,9346.55,9552.55,9043.95,9129.4
2020-05-22 00:00:00+05:30,9137.5,9178.55,8806.75,9050.1
2020-05-29 00:00:00+05:30,9089.45,9598.85,8996.65,9568.95
2020-06-05 00:00:00+05:30,9706.95,10177.8,9706.95,10168.2
2020-06-12 00:00:00+05:30,10315.1,10328.5,9544.35,9958.95
2020-06-19 00:00:00+05:30,9902.5,10272.4,9726.35,10256.45
2020-06-26 00:00:00+05:30,10300.75,10553.15,10194.5,10400.25
2020-07-03 00:00:00+05:30,10308.15,10631.3,10223.6,10603.35
2020-07-10 00:00:00+05:30,10711.95,10847.85,10676.55,10772.6
2020-07-17 00:00:00+05:30,10847.75,10933.45,10562.9,10925.45
2020-07-24 00:00:00+05:30,10978.45,11239.8,10953.0,11197.75
2020-07-31 00:00:00+05:30,11206.75,11341.4,11026.65,11088.25
2020-08-07 00:00:00+05:30,11047.5,11256.8,10882.25,11215.95
2020-08-14 00:00:00+05:30,11261.2,11373.6,11111.45,11181.8
2020-08-21 00:00:00+05:30,11238.95,11460.35,11144.5,11378.7
2020-08-28 00:00:00+05:30,11410.65,11686.05,11410.65,11655.25
2020-09-04 00:00:00+05:30,11754.45,11794.25,11303.65,11353.65
2020-09-11 00:00:00+05:30,11342.45,11493.5,11185.15,11455.0
2020-09-18 00:00:00+05:30,11534.45,11618.1,11383.55,11516.8
2020-09-25 00:00:00+05:30,11504.75,11535.25,10790.2,11035.65
2020-10-02 00:00:00+05:30,11118.4,11428.6,11099.85,11422.65
2020-10-09 00:00:00+05:30,11482.0,11938.6,11452.3,11935.65
2020-10-16 00:00:00+05:30,11976.1,12025.45,11661.3,11769.6
2020-10-23 00:00:00+05:30,11879.3,12018.65,11775.75,11930.3
2020-10-30 00:00:00+05:30,11942.85,11942.85,11535.45,11647.85
2020-11-06 00:00:00+05:30,11679.9,12280.4,11557.4,12260.8
2020-11-13 00:00:00+05:30,12399.45,12769.75,12367.35,12723.4
2020-11-20 00:00:00+05:30,12934.05,12963.0,12730.25,12843.65
