Timestamp,Strategy,Timeframe,Spot,RSI,VWAP,ATM_Strike,PCR,Signal,PnL,Reason
09:48:58,Original,5minute,25573.9,35,25976.89,25550,0.5983704462512037,BUY_PE,0.0,Early_Bearish (Score:3 VWAP+PCR:0.60)
09:49:05,Original,5minute,25577.5,36,25976.56,25600,0.5983704462512037,SCANNING,0.0,
09:53:23,Original,5minute,25577.9,38,25973.68,25600,0.6223729698184577,BUY_PE,0.0,Early_Bearish (Score:4 VWAP+PCR:0.62)
10:02:23,Original,5minute,25565.85,37,25969.65,25550,0.6277066281781556,BUY_PE,0.0,Full_Bearish (EMA Cross + RSI:37.2 + VWAP)
10:12:48,Original,5minute,25567.85,39,25966.21,25550,0.6445247289233482,BUY_PE,0.0,Full_Bearish (EMA Cross + RSI:39.1 + VWAP)
10:16:21,Original,5minute,25557.35,37,25963.61,25550,0.6422393149197263,SCANNING,-62.5,
10:16:31,Original,5minute,25548.15,36,25963.22,25550,0.6326667121944225,SCANNING,-62.5,
10:16:41,Original,5minute,25549.5,36,25963.19,25550,0.6327676238640182,SCANNING,-62.5,
10:16:52,Original,5minute,25546.3,36,25963.16,25550,0.6328022543651286,SCANNING,-62.5,
10:17:02,Original,5minute,25550.7,36,25963.14,25550,0.6327913143443099,SCANNING,-62.5,
10:17:12,Original,5minute,25554.95,37,25962.61,25550,0.6327922014847429,SCANNING,-62.5,
10:20:24,Original,5minute,25578.1,42,25961.37,25600,0.6326305765421336,SCANNING,0.0,
10:20:33,Original,5minute,25583.35,43,25961.35,25600,0.6326724069356897,SCANNING,0.0,
10:20:44,Original,5minute,25584.6,43,25961.33,25600,0.6326724069356897,SCANNING,0.0,
10:20:54,Original,5minute,25585.7,43,25961.33,25600,0.6326724069356897,SCANNING,0.0,
10:21:05,Original,5minute,25581.65,43,25961.13,25600,0.6326720062001798,SCANNING,0.0,
10:21:12,Original,5minute,25576.55,42,25961.12,25600,0.6326720062001798,SCANNING,0.0,
10:21:48,Original,5minute,25585.85,44,25961.09,25600,0.6326226524570562,SCANNING,0.0,
10:22:28,Original,5minute,25583.35,43,25960.88,25600,0.6414943311302757,SCANNING,0.0,
10:22:37,Original,5minute,25587.35,44,25960.85,25600,0.6441726835434051,SCANNING,0.0,
10:23:32,Original,5minute,25577.15,42,25960.53,25600,0.6441655408549324,SCANNING,0.0,
10:23:45,Original,5minute,25579.15,42,25960.51,25600,0.6441655408549324,SCANNING,0.0,
10:23:55,Original,5minute,25581.45,43,25960.49,25600,0.6441655408549324,SCANNING,0.0,
10:24:06,Original,5minute,25584.9,43,25960.34,25600,0.6441655408549324,SCANNING,0.0,
10:24:17,Original,5minute,25580.0,42,25960.3,25600,0.6441655408549324,SCANNING,0.0,
10:25:06,Original,5minute,25585.95,44,25960.17,25600,0.6441593396014504,SCANNING,0.0,
10:25:18,Original,5minute,25580.25,43,25960.13,25600,0.6441593396014504,SCANNING,0.0,
10:25:27,Original,5minute,25579.3,42,25960.12,25600,0.6481517895402902,BUY_PE,0.0,Full_Bearish (EMA Cross + RSI:42.9 + VWAP)
10:25:37,Original,5minute,25577.9,42,25960.11,25600,0.6533855262878585,SCANNING,0.0,
10:25:45,Original,5minute,25577.45,42,25960.11,25600,0.6534178740744553,SCANNING,0.0,
10:25:52,Original,5minute,25575.75,42,25960.1,25600,0.6534718739836551,SCANNING,0.0,
10:25:59,Original,5minute,25573.25,41,25960.09,25550,0.6534477634775699,SCANNING,0.0,
10:26:38,Original,5minute,25575.35,42,25959.94,25600,0.6534268137360921,SCANNING,0.0,
10:26:48,Original,5minute,25578.9,42,25959.94,25600,0.6534268137360921,SCANNING,0.0,
10:26:59,Original,5minute,25581.3,43,25959.91,25600,0.6534248111567699,SCANNING,0.0,
10:29:46,Original,5minute,25586.6,44,25958.8,25600,0.6575117120123296,SCANNING,0.0,
10:29:58,Original,5minute,25584.45,43,25958.76,25600,0.6575117120123296,SCANNING,0.0,
