Timestamp,Spot,Future,RSI,ADX,ATR,VWAP,EMA5,EMA13,ATM,PCR,Volume_Rel
12:48:28,25767.35,25818.90,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.16,1.00
12:48:40,25764.75,25815.70,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.16,1.00
12:49:44,25752.40,25805.00,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.15,1.00
12:50:33,25748.50,25804.90,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.15,1.00
12:51:18,25744.05,25800.00,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.15,1.00
12:51:45,25743.80,25797.00,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.15,1.00
12:52:33,25742.10,25796.70,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.04,1.00
12:53:05,25744.60,25803.50,56.9,19.2,22.2,25779.87,25692.08,25689.77,25750,1.18,1.00
12:53:38,25747.25,25806.50,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.18,1.00
12:54:07,25752.40,25804.20,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.18,1.00
12:54:52,25745.85,25799.00,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.58,1.00
12:55:37,25746.20,25798.10,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.42,1.00
12:56:25,25746.95,25800.00,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.25,1.00
12:57:40,25747.10,25800.00,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.16,1.00
12:58:14,25747.10,25809.50,55.8,19.5,21.9,25779.89,25691.67,25689.24,25750,1.16,1.00
12:59:20,25748.45,25804.60,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.15,1.00
13:00:05,25751.75,25802.00,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.15,1.00
13:00:50,25742.20,25798.00,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.15,1.00
13:01:01,25742.65,25801.90,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.15,1.00
13:02:04,25740.65,25795.90,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.39,1.00
13:02:31,25741.25,25793.20,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.16,1.00
13:03:52,25738.65,25793.00,55.7,21.8,22.8,25779.87,25692.65,25689.17,25750,1.25,1.00
13:05:19,25740.85,25798.60,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,0.89,1.00
13:06:04,25750.50,25808.00,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,1.01,1.00
13:07:06,25751.65,25808.20,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,1.17,1.00
13:07:51,25747.95,25799.00,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,1.14,1.00
13:08:35,25747.90,25800.00,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,0.98,1.00
13:09:05,25747.70,25803.40,55.4,24.9,23.3,25779.84,25694.35,25689.15,25750,1.38,1.00
13:09:59,25757.90,25811.30,56.4,27.7,24.0,25779.84,25697.35,25689.29,25750,1.14,1.00
13:11:00,25758.70,25815.00,56.4,27.7,24.0,25779.84,25697.35,25689.29,25750,1.03,1.00
