option_type	strike	entry_time	entry_price	entry_spot	entry_fut	exit_time	exit_price	exit_reason	pnl_points	pnl_rupees	hold_minutes	is_winner	peak_price	expiry	capital_after
PE	26100	11/24/2025 10:55	59.1	26108.4	26130	11/24/2025 11:20	62.5	TRAILING_STOP	3.4	255	25	TRUE	67.1	11/25/2025	10255
CE	26100	11/24/2025 11:25	90.1	26122.6	26148	11/24/2025 11:40	95.6	TRAILING_STOP	5.5	412.5	15	TRUE	99.6	11/25/2025	10667.5
PE	26100	11/24/2025 11:45	57.35	26097.65	26120.3	11/24/2025 11:55	72.55	TARGET	15.2	1140	10	TRUE	72.55	11/25/2025	11807.5
PE	25950	11/25/2025 9:45	42.35	25961.15	25961.1	11/25/2025 9:55	32.1	STOP_LOSS	-10.25	-768.75	10	FALSE	49.65	11/25/2025	11038.75
PE	26000	11/25/2025 10:50	52.25	25975.25	25979.6	11/25/2025 10:55	65.6	TARGET	13.35	1001.25	5	TRUE	65.6	11/25/2025	12040
CE	25950	11/25/2025 11:50	50.7	25973.65	25974	11/25/2025 12:00	68.2	TARGET	17.5	1312.5	10	TRUE	68.2	11/25/2025	13352.5
PE	26000	11/25/2025 12:15	45.2	25964.45	25965.3	11/25/2025 12:20	62.35	TARGET	17.15	1286.25	5	TRUE	62.35	11/25/2025	14638.75
CE	26300	11/27/2025 9:50	112.35	26258.7	26440	11/27/2025 10:00	131.6	TARGET	19.25	1443.75	10	TRUE	131.6	12/2/2025	16082.5
PE	26250	11/27/2025 11:30	94.7	26270.5	26437.1	11/27/2025 11:50	111	TARGET	16.3	1222.5	20	TRUE	111	12/2/2025	17305
PE	26200	11/28/2025 9:20	77.1	26215.45	26391.6	11/28/2025 9:30	78.9	TRAILING_STOP	1.8	135	10	TRUE	87.05	12/2/2025	17440
PE	26200	11/28/2025 9:35	71.4	26209.55	26395	11/28/2025 9:40	81.75	TARGET	10.35	776.25	5	TRUE	81.75	12/2/2025	18216.25
CE	26250	11/28/2025 9:45	95.55	26238.7	26423.9	11/28/2025 9:50	108.85	TARGET	13.3	997.5	5	TRUE	108.85	12/2/2025	19213.75
PE	26200	11/28/2025 10:20	74.2	26220.85	26406	11/28/2025 10:30	69.15	STOP_LOSS	-5.05	-378.75	10	FALSE	74.45	12/2/2025	18835
PE	26250	11/28/2025 11:20	80.6	26242.9	26417.8	11/28/2025 11:25	90.85	TARGET	10.25	768.75	5	TRUE	90.85	12/2/2025	19603.75
PE	26150	12/2/2025 9:25	47.35	26130.2	26294	12/2/2025 9:30	63.85	TARGET	16.5	1237.5	5	TRUE	63.85	12/2/2025	20841.25
CE	26100	12/2/2025 10:55	42.95	26098.2	26265	12/2/2025 11:15	35.95	STOP_LOSS	-7	-525	20	FALSE	44.1	12/2/2025	20316.25
PE	26000	12/3/2025 9:20	104.5	26007.75	26161	12/3/2025 9:30	130.8	TARGET	26.3	1972.5	10	TRUE	130.8	12/9/2025	22288.75
CE	26000	12/3/2025 12:00	117.35	25946.35	26099	12/3/2025 12:20	128.1	TARGET	10.75	806.25	20	TRUE	128.1	12/9/2025	23095
CE	26000	12/4/2025 9:20	99.25	25992.65	26128.8	12/4/2025 9:25	120.5	TARGET	21.25	1593.75	5	TRUE	120.5	12/9/2025	24688.75
PE	26050	12/4/2025 11:35	90.3	26034.75	26176	12/4/2025 11:40	101.2	TARGET	10.9	817.5	5	TRUE	101.2	12/9/2025	25506.25
PE	26050	12/5/2025 9:20	87.15	26040.35	26180	12/5/2025 9:25	99	TARGET	11.85	888.75	5	TRUE	99	12/9/2025	26395
CE	26050	12/5/2025 9:30	106.15	26049.65	26194	12/5/2025 9:40	107.1	TRAILING_STOP	0.95	71.25	10	TRUE	112.85	12/9/2025	26466.25
PE	26000	12/5/2025 9:55	70.1	26024.35	26172	12/5/2025 10:05	38.25	STOP_LOSS	-31.85	-2388.75	10	FALSE	79.7	12/9/2025	24077.5
CE	26150	12/8/2025 9:20	91.9	26167.95	26310.1	12/8/2025 9:30	77.9	STOP_LOSS	-14	-1050	10	FALSE	91.9	12/9/2025	23027.5
CE	25850	12/9/2025 10:15	30.3	25831.7	25959.4	12/9/2025 10:25	48.2	TARGET	17.9	1342.5	10	TRUE	48.2	12/9/2025	24370
PE	25800	12/9/2025 10:30	39.85	25796.6	25926	12/9/2025 10:35	55.7	TARGET	15.85	1188.75	5	TRUE	55.7	12/9/2025	25558.75
PE	25850	12/10/2025 9:20	117.7	25855.65	25953.1	12/10/2025 9:30	97	STOP_LOSS	-20.7	-1552.5	10	FALSE	119.2	12/16/2025	24006.25
