option_type	strike	entry_time	entry_price	entry_spot	entry_fut	exit_time	exit_price	exit_reason	pnl_points	pnl_rupees	hold_minutes	is_winner	peak_price	expiry	capital_after
PE	26100	11/24/2025 9:57	75.45	26085.4	26105.2	11/24/2025 10:00	70.2	STOP_LOSS	-5.25	-393.75	3	FALSE	75.45	11/25/2025	9606.25
CE	26100	11/24/2025 10:03	95.05	26112.55	26130	11/24/2025 10:18	98	TRAILING_STOP	2.95	221.25	15	TRUE	104.5	11/25/2025	9827.5
CE	26150	11/24/2025 10:21	75.05	26125.85	26145.9	11/24/2025 10:45	74.3	TRAILING_STOP	-0.75	-56.25	24	FALSE	79.25	11/25/2025	9771.25
PE	26100	11/24/2025 10:57	57.35	26108.4	26130	11/24/2025 11:12	62	TRAILING_STOP	4.65	348.75	15	TRUE	66	11/25/2025	10120
PE	26100	11/24/2025 11:15	67.1	26092.95	26117	11/24/2025 11:27	55.75	STOP_LOSS	-11.35	-851.25	12	FALSE	67.8	11/25/2025	9268.75
CE	26100	11/24/2025 11:30	97.05	26122.15	26147.4	11/24/2025 11:45	89.2	STOP_LOSS	-7.85	-588.75	15	FALSE	100	11/25/2025	8680
CE	26000	11/25/2025 9:33	38.55	25975.15	25981.4	11/25/2025 9:57	43.15	TRAILING_STOP	4.6	345	24	TRUE	47	11/25/2025	9025
CE	26000	11/25/2025 10:00	54.45	25998.3	26010	11/25/2025 10:03	48.8	STOP_LOSS	-5.65	-423.75	3	FALSE	54.45	11/25/2025	8601.25
CE	26000	11/25/2025 10:06	51	25997.85	26004	11/25/2025 10:12	67.85	TARGET	16.85	1263.75	6	TRUE	67.85	11/25/2025	9865
CE	26000	11/25/2025 10:15	70.2	26021.95	26028.1	11/25/2025 10:18	65	STOP_LOSS	-5.2	-390	3	FALSE	70.2	11/25/2025	9475
CE	26000	11/25/2025 10:27	67.8	26010.55	26021.6	11/25/2025 10:33	62.8	STOP_LOSS	-5	-375	6	FALSE	67.8	11/25/2025	9100
PE	25950	11/25/2025 10:54	33.8	25953.25	25951.1	11/25/2025 10:57	51.5	TARGET	17.7	1327.5	3	TRUE	51.5	11/25/2025	10427.5
PE	25950	11/25/2025 11:00	58.25	25932	25930.3	11/25/2025 11:15	46.6	STOP_LOSS	-11.65	-873.75	15	FALSE	59	11/25/2025	9553.75
PE	25950	11/25/2025 11:45	41.35	25955.75	25957.9	11/25/2025 11:48	31.3	STOP_LOSS	-10.05	-753.75	3	FALSE	41.35	11/25/2025	8800
CE	25950	11/25/2025 11:54	52.05	25982.45	25984.7	11/25/2025 11:57	70.1	TARGET	18.05	1353.75	3	TRUE	70.1	11/25/2025	10153.75
CE	26000	11/25/2025 12:00	38.75	25984.7	25995.6	11/25/2025 12:12	29.15	STOP_LOSS	-9.6	-720	12	FALSE	38.75	11/25/2025	9433.75
PE	26000	11/25/2025 12:18	53.15	25954.75	25957.8	11/25/2025 12:27	51.05	TRAILING_STOP	-2.1	-157.5	9	FALSE	61.15	11/25/2025	9276.25
CE	25950	11/25/2025 12:42	52.05	25987.45	25984.6	11/25/2025 12:54	62.5	TARGET	10.45	783.75	12	TRUE	62.5	11/25/2025	10060
CE	25950	11/25/2025 13:06	53.9	25996.35	25998.6	11/25/2025 13:09	65.85	TARGET	11.95	896.25	3	TRUE	65.85	11/25/2025	10956.25
CE	26050	11/26/2025 9:21	123.15	25967.9	26158	11/26/2025 9:33	140.65	TARGET	17.5	1312.5	12	TRUE	140.65	12/2/2025	12268.75
CE	26100	11/26/2025 9:36	114.05	26002.65	26192	11/26/2025 9:45	139	TARGET	24.95	1871.25	9	TRUE	139	12/2/2025	14140
CE	26350	11/27/2025 9:21	101.55	26288.75	26465	11/27/2025 9:39	86.6	STOP_LOSS	-14.95	-1121.25	18	FALSE	101.55	12/2/2025	13018.75
CE	26250	11/28/2025 9:27	107.65	26229.65	26408.3	11/28/2025 9:30	103.05	STOP_LOSS	-4.6	-345	3	FALSE	107.65	12/2/2025	12673.75
CE	26250	11/28/2025 9:39	96.5	26235.65	26416.6	11/28/2025 9:45	95.55	TRAILING_STOP	-0.95	-71.25	6	FALSE	104.8	12/2/2025	12602.5
CE	26250	11/28/2025 9:51	106.95	26245.75	26426.4	11/28/2025 10:03	118.25	TARGET	11.3	847.5	12	TRUE	118.25	12/2/2025	13450
CE	26250	11/28/2025 10:06	121.35	26264.05	26446	11/28/2025 10:15	102.75	STOP_LOSS	-18.6	-1395	9	FALSE	121.35	12/2/2025	12055
CE	26300	12/1/2025 9:33	85.1	26294.3	26465	12/1/2025 9:42	80.9	STOP_LOSS	-4.2	-315	9	FALSE	87.5	12/2/2025	11740
