option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,capital_after
PE,26100,2025-11-24 09:31:00,66.65,26107.4,26130.6,2025-11-24 09:35:00,80.1,TARGET,13.45,1008.75,4.0,True,80.1,2025-11-25,11008.75
CE,26100,2025-11-24 09:50:00,95.0,26103.1,26123.6,2025-11-24 09:52:00,87.45,STOP_LOSS,-7.55,-566.25,2.0,False,96.25,2025-11-25,10442.5
CE,26100,2025-11-24 10:02:00,98.1,26106.75,26135.0,2025-11-24 10:16:00,100.15,TRAILING_STOP,2.05,153.75,14.0,True,104.65,2025-11-25,10596.25
PE,26100,2025-11-24 10:59:00,58.7,26108.4,26130.0,2025-11-24 11:04:00,61.55,TRAILING_STOP,2.85,213.75,5.0,True,66.1,2025-11-25,10810.0
CE,26100,2025-11-24 11:26:00,93.35,26109.6,26136.9,2025-11-24 11:39:00,95.25,TRAILING_STOP,1.9,142.5,13.0,True,100.4,2025-11-25,10952.5
PE,26100,2025-11-24 11:47:00,59.45,26105.45,26127.5,2025-11-24 11:53:00,74.2,TARGET,14.75,1106.25,6.0,True,74.2,2025-11-25,12058.75
PE,25950,2025-11-25 09:21:00,58.5,25943.7,25946.6,2025-11-25 09:23:00,51.35,STOP_LOSS,-7.15,-536.25,2.0,False,58.5,2025-11-25,11522.5
PE,25950,2025-11-25 09:25:00,52.1,25957.3,25958.0,2025-11-25 09:26:00,45.3,STOP_LOSS,-6.8,-510.0,1.0,False,52.1,2025-11-25,11012.5
PE,26250,2025-11-27 09:39:00,105.95,26249.55,26432.0,2025-11-27 09:43:00,117.5,TARGET,11.55,866.25,4.0,True,117.5,2025-12-02,11878.75
CE,26300,2025-11-27 09:52:00,115.6,26255.55,26442.0,2025-11-27 09:59:00,130.95,TARGET,15.35,1151.25,7.0,True,130.95,2025-12-02,13030.0
PE,26200,2025-11-28 09:23:00,82.5,26219.35,26402.3,2025-11-28 09:26:00,81.75,TRAILING_STOP,-0.75,-56.25,3.0,False,87.05,2025-12-02,12973.75
PE,26200,2025-11-28 09:37:00,79.95,26219.4,26402.6,2025-11-28 09:40:00,81.75,TRAILING_STOP,1.8,135.0,3.0,True,85.05,2025-12-02,13108.75
PE,26250,2025-11-28 09:44:00,95.95,26225.1,26406.0,2025-11-28 09:47:00,92.95,TRAILING_STOP,-3.0,-225.0,3.0,False,102.1,2025-12-02,12883.75
PE,26250,2025-11-28 10:15:00,92.6,26237.15,26415.0,2025-11-28 10:26:00,91.45,TRAILING_STOP,-1.15,-86.25,11.0,False,98.2,2025-12-02,12797.5
PE,26250,2025-11-28 11:23:00,88.9,26243.65,26413.6,2025-11-28 11:45:00,84.15,STOP_LOSS,-4.75,-356.25,22.0,False,92.2,2025-12-02,12441.25
