Timestamp,Spot,Future,RSI,ADX,ATR,VWAP,EMA5,EMA13,ATM,PCR,Volume_Rel
10:27:25,25587.50,25690.00,44.4,40.4,35.6,25959.75,25582.05,25588.81,25600,0.65,1.00
10:27:32,25585.25,25685.60,43.9,40.4,35.6,25959.74,25581.30,25588.49,25600,0.65,1.00
10:27:39,25585.15,25687.00,43.9,40.4,35.6,25959.72,25581.26,25588.47,25600,0.65,1.00
10:27:50,25595.20,25696.00,46.1,39.3,36.0,25959.71,25584.61,25589.91,25600,0.65,1.00
10:27:59,25596.90,25690.20,46.5,38.7,36.2,25959.68,25585.18,25590.15,25600,0.65,1.00
10:28:10,25595.20,25696.90,46.1,38.7,36.2,25959.31,25584.61,25589.91,25600,0.65,1.19
10:28:20,25594.45,25696.60,45.9,38.7,36.2,25959.28,25584.36,25589.80,25600,0.65,1.26
10:28:31,25592.50,25696.50,45.5,38.7,36.2,25959.23,25583.71,25589.52,25600,0.66,1.37
10:28:41,25588.15,25690.50,44.6,38.7,36.2,25959.21,25582.26,25588.90,25600,0.66,1.36
10:28:51,25589.90,25694.60,44.9,38.7,36.2,25959.19,25582.85,25589.15,25600,0.66,1.39
10:29:02,25590.80,25694.60,45.1,38.7,36.2,25959.13,25583.15,25589.28,25600,0.66,1.51
10:29:14,25591.85,25691.90,45.4,38.7,36.2,25958.97,25583.50,25589.43,25600,0.66,1.48
10:29:25,25592.45,25697.90,45.5,38.7,36.2,25958.93,25583.70,25589.51,25600,0.66,1.54
10:29:35,25591.70,25695.00,45.3,38.7,36.2,25958.84,25583.45,25589.41,25600,0.66,1.72
10:29:46,25586.60,25693.70,44.2,38.7,36.2,25958.80,25581.75,25588.68,25600,0.66,1.74
10:29:58,25584.45,25685.10,43.8,38.7,36.2,25958.76,25581.03,25588.37,25600,0.66,1.74
10:30:13,25589.75,25696.60,45.1,37.5,32.9,25958.54,25583.65,25588.41,25600,0.66,0.12
10:30:26,25592.05,25698.00,45.7,37.5,33.0,25958.47,25584.41,25588.74,25600,0.66,0.30
10:30:39,25591.35,25693.00,45.5,37.5,33.0,25958.39,25584.18,25588.64,25600,0.66,0.52
10:30:51,25583.75,25688.20,43.7,37.5,33.0,25958.24,25581.65,25587.55,25600,0.66,0.91
10:31:02,25584.10,25688.50,43.8,37.5,33.1,25957.93,25581.76,25587.60,25600,0.66,1.14
10:31:11,25584.05,25689.30,43.7,37.5,33.1,25957.90,25581.75,25587.59,25600,0.66,1.18
10:31:22,25585.60,25684.00,44.1,37.5,33.1,25957.88,25582.26,25587.82,25600,0.66,1.19
10:31:34,25577.05,25681.70,42.4,37.5,33.5,25957.88,25579.41,25586.59,25600,0.66,1.17
10:31:46,25580.00,25682.40,42.9,37.5,33.5,25957.87,25580.40,25587.02,25600,0.66,1.16
10:31:57,25577.55,25684.80,42.5,37.5,33.5,25957.86,25579.58,25586.67,25600,0.66,1.16
10:32:10,25577.25,25681.00,42.4,37.5,33.5,25957.81,25579.48,25586.62,25600,0.66,1.15
10:32:21,25580.20,25687.60,43.0,37.5,33.5,25957.77,25580.46,25587.04,25600,0.66,1.24
10:32:32,25577.95,25684.70,42.6,37.5,33.5,25957.75,25579.71,25586.72,25600,0.66,1.24
10:32:45,25574.90,25682.60,42.0,37.5,33.6,25957.71,25578.70,25586.29,25550,0.66,1.31
10:32:58,25572.35,25681.50,41.6,37.5,33.9,25957.63,25577.85,25585.92,25550,0.66,1.44
10:33:10,25572.35,25676.10,41.6,37.5,33.9,25957.56,25577.85,25585.92,25550,0.66,1.46
10:33:23,25570.75,25673.10,41.3,37.7,34.0,25957.48,25577.31,25585.69,25550,0.66,1.59
10:33:35,25568.30,25673.10,40.9,38.1,34.2,25957.47,25576.50,25585.34,25550,0.66,1.58
10:33:49,25574.40,25676.80,41.9,38.1,34.2,25957.46,25578.53,25586.22,25550,0.66,1.59
10:34:01,25577.15,25686.60,42.4,38.1,34.2,25957.45,25579.45,25586.61,25600,0.66,1.62
10:34:13,25577.90,25687.00,42.5,38.1,34.2,25957.30,25579.70,25586.72,25600,0.66,1.67
10:34:27,25573.45,25680.00,41.7,38.1,34.2,25957.22,25578.21,25586.08,25550,0.66,1.67
10:34:42,25572.20,25681.70,41.5,38.1,34.2,25957.21,25577.80,25585.90,25550,0.66,1.59
10:34:56,25571.60,25675.00,41.4,38.1,34.2,25957.19,25577.60,25585.82,25550,0.66,1.52
10:35:09,25571.75,25680.10,41.5,37.5,31.8,25957.04,25575.50,25583.73,25550,0.66,0.00
10:35:22,25571.35,25675.00,41.4,37.5,31.9,25957.03,25575.37,25583.67,25550,0.66,0.01
10:35:35,25567.45,25675.90,40.7,37.5,32.1,25957.02,25574.07,25583.11,25550,0.66,0.03
10:35:48,25567.00,25675.90,40.6,37.6,32.2,25957.00,25573.92,25583.05,25550,0.66,0.06
10:36:01,25565.40,25672.60,40.3,37.8,32.3,25956.99,25573.39,25582.82,25550,0.66,0.08
10:36:13,25562.20,25675.00,39.7,38.0,32.4,25956.93,25572.32,25582.36,25550,0.66,0.08
