Entry_Time,Exit_Time,Symbol,Type,Entry_Price,Exit_Price,Max_Price,PnL,Balance,Exit_Reason
15:14:49,15:14:55,NIFTY25D2326200PE,PE,81.25,52.9,81.25,-2126.25,7873.75,SL Hit
15:14:58,15:16:47,NIFTY25D2326150PE,PE,53,53,81.35,0,7873.75,SL Hit
15:16:50,15:16:53,NIFTY25D2326200PE,PE,81.2,52.95,81.2,-2118.75,5755.0,SL Hit
15:16:56,15:17:04,NIFTY25D2326150PE,PE,53,52.65,81.3,-26.25,5728.75,SL Hit
