datetime	capital
11/24/2025 10:09	10847.5
11/24/2025 11:12	11196.25
11/24/2025 11:30	12073.75
11/25/2025 9:54	11323.75
11/25/2025 10:57	12651.25
11/25/2025 11:57	14245
11/27/2025 9:48	14432.5
11/27/2025 10:00	15711.25
11/27/2025 11:36	15737.5
11/28/2025 9:27	15583.75
11/28/2025 9:42	15302.5
11/28/2025 10:27	15141.25
11/28/2025 11:39	15366.25
11/28/2025 11:51	15377.5
11/28/2025 12:24	16311.25
12/2/2025 9:30	17751.25
12/2/2025 9:42	19071.25
12/3/2025 9:24	18617.5
12/3/2025 12:15	18793.75
12/3/2025 12:54	19161.25
12/3/2025 13:39	19251.25
12/3/2025 14:21	18928.75
12/3/2025 14:42	19142.5
12/3/2025 15:00	20395
12/4/2025 9:24	21973.75
12/4/2025 11:45	22930
12/5/2025 9:33	22907.5
12/5/2025 9:42	22540
12/5/2025 9:57	23500
12/5/2025 10:06	24452.5
12/5/2025 10:30	26725
12/8/2025 9:27	27895
12/9/2025 10:18	29792.5
12/9/2025 10:39	29230
12/9/2025 11:00	28551.25
12/9/2025 14:45	27332.5
12/9/2025 15:09	26773.75
12/10/2025 9:24	26413.75
12/10/2025 10:51	27703.75
12/11/2025 9:39	30385
12/12/2025 10:21	29968.75
12/12/2025 11:48	29781.25
12/12/2025 12:15	29893.75
12/16/2025 10:00	31776.25
12/16/2025 13:57	31360
12/17/2025 9:45	32297.5
12/18/2025 9:30	32691.25
12/18/2025 9:42	33516.25
12/18/2025 10:12	34480
12/19/2025 10:27	35361.25
12/19/2025 11:36	35653.75
12/19/2025 12:48	35698.75
12/19/2025 13:06	35372.5
12/19/2025 13:39	35522.5
12/22/2025 13:00	35215
12/23/2025 9:57	36021.25
12/23/2025 10:39	36415
12/23/2025 11:54	35927.5
12/24/2025 9:21	38507.5
12/26/2025 9:39	39272.5
