Entry_Time,Exit_Time,Strategy,Timeframe,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,Gross_PnL,PnL_Pct,Balance,Exit_Reason
10:02:23,10:04:36,Original,5minute,NIFTY-25550-PE,PE,25550,64.75,56.4,66.1,-756.2500000000001,-626.2500000000001,-15.572715572715575,0.0,STOP_LOSS
10:12:48,10:15:21,Original,5minute,NIFTY-25550-PE,PE,25550,63.4,64.3,67.6,-62.500000000000114,67.49999999999989,-1.3144058885383831,0.0,TRAILING_STOP
10:34:56,10:43:16,Original,5minute,NIFTY-25550-PE,PE,25550,61.55,60.4,64.95,-216.2499999999999,-86.24999999999989,-4.684538315732464,0.0,TRAILING_STOP
10:44:23,10:46:57,Original,5minute,NIFTY-25550-PE,PE,25550,62,73.4,73.4,725.0000000000005,855.0000000000005,15.591397849462377,0.0,TARGET
