Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:20:15,STRATEGY_A,25903.05,50,False,25909.54,25900,0.62,39.8,39.05,163846,234207,0.5129,-0.4871,SCANNING,0,Waiting for entry
09:20:24,STRATEGY_A,25898.0,50,False,25909.5,25900,0.62,37.6,40.75,163846,234207,0.5046,-0.4954,SCANNING,0,Waiting for entry
09:20:30,STRATEGY_A,25893.2,50,False,25908.98,25900,0.62,35.65,43.4,163846,234207,0.5046,-0.4954,SCANNING,0,Waiting for entry
09:20:38,STRATEGY_A,25892.1,50,False,25908.83,25900,0.62,35.65,43.45,163846,234207,0.4892,-0.5108,SCANNING,0,Waiting for entry
09:20:45,STRATEGY_A,25892.1,50,False,25908.84,25900,0.62,36.05,42.95,163846,234207,0.4892,-0.5108,SCANNING,0,Waiting for entry
09:20:51,STRATEGY_A,25890.85,50,False,25908.8,25900,0.62,35.5,42.3,163846,234207,0.4737,-0.5263,SCANNING,0,Waiting for entry
09:20:59,STRATEGY_A,25890.55,50,False,25908.81,25900,0.62,36,41.85,163846,234207,0.4794,-0.5206,SCANNING,0,Waiting for entry
09:21:06,STRATEGY_A,25893.1,50,False,25908.58,25900,0.62,35.65,42.45,163846,234207,0.4794,-0.5206,SCANNING,0,Waiting for entry
09:21:12,STRATEGY_A,25891.75,50,False,25908.49,25900,0.62,35.35,42.75,163846,234207,0.4761,-0.5239,SCANNING,0,Waiting for entry
09:21:21,STRATEGY_A,25889.95,50,False,25908.38,25900,0.62,35.05,43.35,163846,234207,0.4709,-0.5291,SCANNING,0,Waiting for entry
09:29:03,STRATEGY_A,25885.3,37,True,25898.84,25900,0.64,31,44.7,318768,273024,0.4362,-0.5638,SCANNING,0,Waiting for entry
09:29:11,STRATEGY_A,25885.45,37,True,25898.53,25900,0.64,31.35,44.2,318768,273024,0.4362,-0.5638,SCANNING,0,Waiting for entry
09:29:26,STRATEGY_A,25882.05,32,True,25898.26,25900,0.64,30.25,45.9,318768,273024,0.4413,-0.5587,IN_POSITION_PE,18.75,Monitoring @ Rs.45.90
09:29:34,STRATEGY_A,25883.15,33,True,25898.15,25900,0.64,30.95,45.4,318768,273024,0.4357,-0.5643,IN_POSITION_PE,-18.75,Monitoring @ Rs.45.40
09:29:42,STRATEGY_A,25884.15,35,True,25898.12,25900,0.64,31,45.15,318768,273024,0.4357,-0.5643,IN_POSITION_PE,-37.5,Monitoring @ Rs.45.15
09:29:48,STRATEGY_A,25884.9,37,True,25897.9,25900,0.64,30.35,45.85,318768,273024,0.4399,-0.5601,IN_POSITION_PE,15.0,Monitoring @ Rs.45.85
09:29:55,STRATEGY_A,25884.55,36,True,25898.0,25900,0.64,30.9,44.9,318768,273024,0.4399,-0.5601,IN_POSITION_PE,-56.25,Monitoring @ Rs.44.90
09:30:01,STRATEGY_A,25884.75,36,True,25897.89,25900,0.64,30.75,44.75,318768,273024,0.4407,-0.5593,IN_POSITION_PE,-67.5,Monitoring @ Rs.44.75
09:30:09,STRATEGY_A,25884.65,36,True,25897.84,25900,0.64,31.4,44.25,318768,273024,0.4485,-0.5515,IN_POSITION_PE,-105.0,Monitoring @ Rs.44.25
09:30:16,STRATEGY_A,25884.75,36,True,25897.74,25900,0.64,30.85,45,318768,273024,0.4485,-0.5515,IN_POSITION_PE,-48.75,Monitoring @ Rs.45.00
09:30:23,STRATEGY_A,25883.65,35,True,25897.68,25900,0.64,30.9,44.9,318768,273024,0.4426,-0.5574,IN_POSITION_PE,-56.25,Monitoring @ Rs.44.90
09:30:30,STRATEGY_A,25885.3,37,True,25897.65,25900,0.64,31.3,43.95,318768,273024,0.4428,-0.5572,IN_POSITION_PE,-127.5,Monitoring @ Rs.43.95
09:30:38,STRATEGY_A,25886.0,39,True,25897.47,25900,0.64,31.65,43.45,318768,273024,0.4428,-0.5572,IN_POSITION_PE,-165.0,Monitoring @ Rs.43.45
09:30:46,STRATEGY_A,25885.5,38,True,25897.39,25900,0.64,30.45,44.95,318768,273024,0.4493,-0.5507,IN_POSITION_PE,-52.5,Monitoring @ Rs.44.95
09:30:52,STRATEGY_A,25886.3,39,True,25897.42,25900,0.64,30.35,44.95,318768,273024,0.4391,-0.5609,IN_POSITION_PE,-52.5,Monitoring @ Rs.44.95
