option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees_gross,transaction_cost,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,exit_slippage,signal_time,entry_delay,capital_after
PE,26100,2025-11-24 09:36:00,81.3,26080.9,26098.8,2025-11-24 09:41:00,79.65,STOP_LOSS,-1.65,-123.75,42.99,-166.74,5.0,False,81.3,2025-11-25,-1.0,2025-11-24 09:35:00,60.0,9833.26
PE,26050,2025-11-24 12:55:00,53.0,26075.25,26091.8,2025-11-24 13:00:00,46.1,STOP_LOSS,-6.9,-517.5,41.73,-559.23,5.0,False,53.0,2025-11-25,-1.0,2025-11-24 12:54:00,60.0,9274.03
PE,26050,2025-11-24 13:40:00,55.1,26067.9,26085.2,2025-11-24 13:43:00,49.5,STOP_LOSS,-5.6,-420.0,41.86,-461.86,3.0,False,55.1,2025-11-25,-1.0,2025-11-24 13:39:00,60.0,8812.17
PE,25950,2025-11-25 09:22:00,57.35,25946.65,25949.1,2025-11-25 09:24:00,49.9,STOP_LOSS,-7.45,-558.75,41.87,-600.62,2.0,False,57.35,2025-11-25,-1.0,2025-11-25 09:21:00,60.0,8211.55
CE,26000,2025-11-25 09:35:00,43.1,25975.15,25981.4,2025-11-25 09:39:00,38.8,STOP_LOSS,-4.3,-322.5,41.45,-363.96,4.0,False,44.05,2025-11-25,-1.0,2025-11-25 09:34:00,60.0,7847.589999999999
CE,26200,2025-11-26 10:33:00,106.35,26083.5,26277.9,2025-11-26 10:46:00,120.65,TARGET,14.3,1072.5,44.52,1027.98,13.0,True,119.15,2025-12-02,-0.5,2025-11-26 10:32:00,60.0,8875.57
CE,26250,2025-11-26 13:56:00,121.0,26190.35,26365.5,2025-11-26 14:05:00,122.85,TRAILING_STOP,1.85,138.75,44.61,94.14,9.0,True,130.35,2025-12-02,-0.75,2025-11-26 13:55:00,60.0,8969.71
CE,26250,2025-11-26 14:09:00,124.0,26201.95,26374.5,2025-11-26 14:30:00,117.25,STOP_LOSS,-6.75,-506.25,44.4,-550.65,21.0,False,127.25,2025-12-02,-1.0,2025-11-26 14:08:00,60.0,8419.06
CE,26250,2025-11-26 15:01:00,120.85,26202.15,26377.8,2025-11-26 15:05:00,117.35,STOP_LOSS,-3.5,-262.5,44.4,-306.9,4.0,False,123.45,2025-12-02,-1.0,2025-11-26 15:00:00,60.0,8112.16
PE,26250,2025-11-27 09:40:00,112.25,26234.05,26416.2,2025-11-27 09:45:00,111.85,TRAILING_STOP,-0.4,-30.0,44.19,-74.19,5.0,False,117.5,2025-12-02,-0.75,2025-11-27 09:39:00,60.0,8037.97
CE,26350,2025-11-27 10:03:00,107.0,26289.0,26474.0,2025-11-27 10:10:00,95.0,STOP_LOSS,-12.0,-900.0,43.56,-943.56,7.0,False,108.15,2025-12-02,-1.0,2025-11-27 10:02:00,60.0,7094.41
PE,26200,2025-11-28 09:26:00,82.25,26218.7,26400.0,2025-11-28 09:28:00,74.25,STOP_LOSS,-8.0,-600.0,42.78,-642.78,2.0,False,82.25,2025-12-02,-1.0,2025-11-28 09:25:00,60.0,6451.63
CE,26250,2025-11-28 09:35:00,110.6,26243.25,26426.1,2025-11-28 09:37:00,96.95,STOP_LOSS,-13.65,-1023.75,43.64,-1067.39,2.0,False,110.6,2025-12-02,-1.0,2025-11-28 09:34:00,60.0,5384.24
CE,26300,2025-12-01 09:34:00,85.6,26300.15,26467.0,2025-12-01 09:43:00,74.95,STOP_LOSS,-10.65,-798.75,42.81,-841.56,9.0,False,87.5,2025-12-02,-1.0,2025-12-01 09:33:00,60.0,4542.68
PE,26300,2025-12-01 10:17:00,76.2,26275.7,26448.1,2025-12-01 10:29:00,69.0,STOP_LOSS,-7.2,-540.0,42.59,-582.59,12.0,False,76.3,2025-12-02,-1.0,2025-12-01 10:16:00,60.0,3960.09
PE,26150,2025-12-02 09:30:00,64.35,26122.1,26283.5,2025-12-02 09:33:00,58.15,STOP_LOSS,-6.2,-465.0,42.18,-507.18,3.0,False,64.35,2025-12-02,-1.0,2025-12-02 09:29:00,60.0,3452.9100000000003
PE,26100,2025-12-02 09:39:00,39.25,26108.85,26281.0,2025-12-02 09:43:00,48.2,TARGET,8.95,671.25,41.81,629.44,4.0,True,53.8,2025-12-02,-0.5,2025-12-02 09:38:00,60.0,4082.3500000000004
PE,26100,2025-12-02 09:49:00,60.25,26072.65,26245.0,2025-12-02 09:56:00,54.35,STOP_LOSS,-5.9,-442.5,42.04,-484.54,7.0,False,61.55,2025-12-02,-1.0,2025-12-02 09:48:00,60.0,3597.8100000000004
PE,26100,2025-12-02 13:11:00,61.05,26038.5,26215.0,2025-12-02 13:19:00,62.05,TRAILING_STOP,1.0,75.0,42.33,32.67,8.0,True,66.3,2025-12-02,-0.75,2025-12-02 13:10:00,60.0,3630.4800000000005
PE,26100,2025-12-02 14:07:00,50.7,26040.85,26221.0,2025-12-02 14:09:00,41.25,STOP_LOSS,-9.45,-708.75,41.55,-750.3,2.0,False,50.7,2025-12-02,-1.0,2025-12-02 14:06:00,60.0,2880.1800000000003
