option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees_gross,transaction_cost,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,exit_slippage,signal_time,entry_delay,capital_after
CE,26100,2025-11-24 10:03:00,95.55,26112.55,26130.0,2025-11-24 10:21:00,103.1,TRAILING_STOP,7.55,566.25,43.87,522.38,18.0,True,104.5,2025-11-25,-0.75,2025-11-24 10:00:00,180.0,10522.38
PE,26100,2025-11-24 11:03:00,66.5,26103.8,26122.0,2025-11-24 11:15:00,66.1,STOP_LOSS,-0.4,-30.0,42.48,-72.48,12.0,False,66.5,2025-11-25,-1.0,2025-11-24 11:00:00,180.0,10449.9
CE,26100,2025-11-24 11:27:00,93.35,26122.6,26148.0,2025-11-24 11:42:00,93.0,TRAILING_STOP,-0.35,-26.25,43.49,-69.74,15.0,False,100.0,2025-11-25,-0.75,2025-11-24 11:24:00,180.0,10380.16
PE,26100,2025-11-24 11:51:00,68.8,26073.8,26100.0,2025-11-24 12:00:00,69.95,TARGET,1.15,86.25,42.62,43.63,9.0,True,81.8,2025-11-25,-0.5,2025-11-24 11:48:00,180.0,10423.789999999999
PE,26050,2025-11-24 12:27:00,60.35,26065.55,26085.0,2025-11-24 12:36:00,49.0,STOP_LOSS,-11.35,-851.25,41.84,-893.09,9.0,False,60.35,2025-11-25,-1.0,2025-11-24 12:24:00,180.0,9530.699999999999
PE,26100,2025-11-24 13:03:00,75.7,26069.8,26090.4,2025-11-24 13:12:00,67.0,STOP_LOSS,-8.7,-652.5,42.51,-695.01,9.0,False,75.7,2025-11-25,-1.0,2025-11-24 13:00:00,180.0,8835.689999999999
PE,25950,2025-11-25 09:51:00,43.45,25976.15,25980.2,2025-11-25 09:57:00,34.15,STOP_LOSS,-9.3,-697.5,41.28,-738.78,6.0,False,43.45,2025-11-25,-1.0,2025-11-25 09:48:00,180.0,8096.909999999999
CE,26000,2025-11-25 10:12:00,68.35,26018.6,26030.0,2025-11-25 10:24:00,64.9,STOP_LOSS,-3.45,-258.75,42.43,-301.18,12.0,False,70.2,2025-11-25,-1.0,2025-11-25 10:09:00,180.0,7795.729999999999
CE,26100,2025-11-26 09:33:00,116.4,26012.1,26205.0,2025-11-26 09:48:00,140.5,TARGET,24.1,1807.5,45.27,1762.23,15.0,True,139.0,2025-12-02,-0.5,2025-11-26 09:30:00,180.0,9557.96
CE,26250,2025-11-26 12:36:00,106.25,26163.95,26345.0,2025-11-26 13:06:00,119.25,TARGET,13.0,975.0,44.47,930.53,30.0,True,116.75,2025-12-02,-0.5,2025-11-26 12:33:00,180.0,10488.49
CE,26300,2025-11-27 09:54:00,115.5,26272.2,26449.0,2025-11-27 10:03:00,133.45,TARGET,17.95,1346.25,45.0,1301.25,9.0,True,131.6,2025-12-02,-0.5,2025-11-27 09:51:00,180.0,11789.74
CE,26300,2025-11-27 10:15:00,125.45,26276.3,26458.6,2025-11-27 10:27:00,115.6,STOP_LOSS,-9.85,-738.75,44.34,-783.09,12.0,False,126.6,2025-12-02,-1.0,2025-11-27 10:12:00,180.0,11006.65
CE,26350,2025-11-27 10:51:00,110.55,26299.25,26482.0,2025-11-27 10:57:00,93.4,STOP_LOSS,-17.15,-1286.25,43.5,-1329.75,6.0,False,110.55,2025-12-02,-1.0,2025-11-27 10:48:00,180.0,9676.9
PE,26250,2025-11-27 11:48:00,113.45,26240.7,26415.9,2025-11-27 11:54:00,110.0,STOP_LOSS,-3.45,-258.75,44.12,-302.88,6.0,False,113.45,2025-12-02,-1.0,2025-11-27 11:45:00,180.0,9374.02
CE,26250,2025-11-28 09:30:00,103.55,26239.7,26420.3,2025-11-28 09:39:00,95.75,TRAILING_STOP,-7.8,-585.0,43.59,-628.59,9.0,False,110.0,2025-12-02,-0.75,2025-11-28 09:27:00,180.0,8745.43
CE,26250,2025-11-28 09:51:00,107.45,26245.75,26426.4,2025-11-28 10:06:00,120.85,TARGET,13.4,1005.0,44.53,960.47,15.0,True,118.25,2025-12-02,-0.5,2025-11-28 09:48:00,180.0,9705.9
CE,26250,2025-11-28 10:33:00,109.15,26260.25,26435.0,2025-11-28 10:42:00,116.7,TARGET,7.55,566.25,44.38,521.87,9.0,True,119.5,2025-12-02,-0.5,2025-11-28 10:30:00,180.0,10227.77
PE,26250,2025-11-28 11:24:00,89.6,26245.7,26418.9,2025-11-28 11:48:00,81.45,STOP_LOSS,-8.15,-611.25,43.05,-654.3,24.0,False,92.2,2025-12-02,-1.0,2025-11-28 11:21:00,180.0,9573.470000000001
PE,26250,2025-12-01 10:39:00,59.65,26266.5,26435.0,2025-12-01 11:03:00,67.5,TARGET,7.85,588.75,42.53,546.22,24.0,True,69.65,2025-12-02,-0.5,2025-12-01 10:36:00,180.0,10119.69
PE,26250,2025-12-01 11:42:00,79.05,26211.75,26371.1,2025-12-01 11:51:00,94.1,TARGET,15.05,1128.75,43.53,1085.22,9.0,True,95.3,2025-12-02,-0.5,2025-12-01 11:39:00,180.0,11204.91
PE,26200,2025-12-01 12:06:00,71.75,26188.3,26353.6,2025-12-01 12:15:00,79.25,TRAILING_STOP,7.5,562.5,42.97,519.53,9.0,True,80.35,2025-12-02,-0.75,2025-12-01 12:03:00,180.0,11724.44
PE,26150,2025-12-02 09:30:00,64.35,26132.0,26298.0,2025-12-02 09:36:00,59.6,STOP_LOSS,-4.75,-356.25,42.23,-398.48,6.0,False,64.35,2025-12-02,-1.0,2025-12-02 09:27:00,180.0,11325.960000000001
PE,26050,2025-12-02 10:12:00,40.2,26058.7,26226.0,2025-12-02 10:24:00,31.35,STOP_LOSS,-8.85,-663.75,41.18,-704.93,12.0,False,40.65,2025-12-02,-1.0,2025-12-02 10:09:00,180.0,10621.03
PE,25900,2025-12-03 10:18:00,111.7,25922.55,26081.3,2025-12-03 10:24:00,102.3,STOP_LOSS,-9.4,-705.0,43.84,-748.84,6.0,False,111.7,2025-12-09,-1.0,2025-12-03 10:15:00,180.0,9872.19
PE,25900,2025-12-03 10:42:00,113.15,25904.4,26055.5,2025-12-03 10:48:00,108.3,STOP_LOSS,-4.85,-363.75,44.06,-407.81,6.0,False,113.15,2025-12-09,-1.0,2025-12-03 10:39:00,180.0,9464.380000000001
CE,26050,2025-12-04 09:36:00,114.3,26018.65,26154.0,2025-12-04 09:42:00,107.25,STOP_LOSS,-7.05,-528.75,44.02,-572.77,6.0,False,114.3,2025-12-09,-1.0,2025-12-04 09:33:00,180.0,8891.61
CE,26050,2025-12-04 10:09:00,114.8,26029.15,26164.3,2025-12-04 10:24:00,127.69999999999999,TARGET,12.9,967.5,44.79,922.71,15.0,True,129.7,2025-12-09,-0.5,2025-12-04 10:06:00,180.0,9814.32
PE,26000,2025-12-04 12:12:00,84.1,26028.15,26171.7,2025-12-04 12:30:00,82.15,TRAILING_STOP,-1.95,-146.25,43.08,-189.33,18.0,False,89.0,2025-12-09,-0.75,2025-12-04 12:09:00,180.0,9624.99
PE,26000,2025-12-04 12:45:00,100.3,26000.85,26135.2,2025-12-04 13:00:00,94.15,STOP_LOSS,-6.15,-461.25,43.53,-504.78,15.0,False,100.3,2025-12-09,-1.0,2025-12-04 12:42:00,180.0,9120.21
PE,26000,2025-12-04 13:36:00,102.8,25981.75,26115.5,2025-12-04 13:51:00,102.75,TRAILING_STOP,-0.05,-3.75,43.85,-47.6,15.0,False,109.2,2025-12-09,-0.75,2025-12-04 13:33:00,180.0,9072.609999999999
PE,26000,2025-12-04 14:45:00,93.35,26001.55,26144.9,2025-12-04 14:54:00,76.75,STOP_LOSS,-16.6,-1245.0,42.88,-1287.88,9.0,False,93.35,2025-12-09,-1.0,2025-12-04 14:42:00,180.0,7784.729999999999
CE,26050,2025-12-05 09:36:00,108.15,26033.55,26175.4,2025-12-05 09:51:00,111.55,TARGET,3.4,255.0,44.18,210.82,15.0,True,120.0,2025-12-09,-0.5,2025-12-05 09:33:00,180.0,7995.549999999998
PE,26050,2025-12-05 09:57:00,101.0,26024.35,26172.0,2025-12-05 10:06:00,57.6,STOP_LOSS,-43.4,-3255.0,42.16,-3297.16,9.0,False,103.0,2025-12-09,-1.0,2025-12-05 09:54:00,180.0,4698.3899999999985
PE,26150,2025-12-08 09:27:00,70.55,26140.6,26283.0,2025-12-08 09:33:00,63.5,STOP_LOSS,-7.05,-528.75,42.38,-571.13,6.0,False,70.55,2025-12-09,-1.0,2025-12-08 09:24:00,180.0,4127.259999999998
PE,26100,2025-12-08 09:48:00,60.25,26090.45,26235.0,2025-12-08 10:09:00,66.75,TRAILING_STOP,6.5,487.5,42.5,445.0,21.0,True,69.1,2025-12-09,-0.75,2025-12-08 09:45:00,180.0,4572.259999999998
