Entry_Time,Exit_Time,Signal,Strike,Entry_Price,Exit_Price,PnL,Reason,Spot_at_Entry,VWAP_at_Entry,RSI_at_Entry
09:29:05,09:34:31,BUY_PE,25900,44.3,32.4,-892.5,STOP_LOSS,25883.7,25898.57,34.97
09:34:38,09:42:14,BUY_CE,25900,40.7,61.05,1526.25,TARGET,25901.15,25896.76,60.47
09:42:21,09:42:28,BUY_CE,25900,60.25,33.55,-2002.5,STOP_LOSS,25925.0,25904.55,71.93
09:42:35,09:46:27,BUY_CE,25950,33.6,56.9,1747.5,TARGET,25925.45,25904.65,72.18
09:49:32,10:01:54,BUY_PE,25900,33.85,23.65,-765.0,STOP_LOSS,25909.15,25909.79,47.73
