Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
10:19:58,10:31:54,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,105.3,115.4,115.4,757.5,9.59,10757.5,TARGET
10:33:09,10:41:54,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,117.75,128.55,128.55,810.0,9.17,11567.5,TARGET
10:43:03,10:48:06,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,127.3,122.15,129.9,-386.25,-4.05,11181.25,STOP_LOSS
10:49:10,11:19:22,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,120.7,127.5,128.95,510.0,5.63,11691.25,TIME_EXIT
11:20:31,11:24:38,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,124.2,118.7,124.2,-412.5,-4.43,11278.75,STOP_LOSS
11:25:39,11:29:59,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,122.45,117,122.45,-408.75,-4.45,10870.0,STOP_LOSS
11:34:07,11:40:21,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,122.05,133.2,133.2,836.25,9.14,11706.25,TARGET
11:41:35,12:08:50,STRATEGY_A_5min,NIFTY2610626050CE,CE,26050,130.85,142.65,142.65,885.0,9.02,12591.25,TARGET
12:09:54,12:33:26,STRATEGY_A_5min,NIFTY2610626100CE,CE,26100,110.55,123.45,123.45,967.5,11.67,13558.75,TARGET
12:34:28,12:44:46,STRATEGY_A_5min,NIFTY2610626100CE,CE,26100,122.4,132.65,132.65,768.75,8.37,14327.5,TARGET
12:46:03,12:49:55,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,105.25,115.25,115.25,750.0,9.5,15077.5,TARGET
12:51:00,12:53:31,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,114.05,124.25,124.25,765.0,8.94,15842.5,TARGET
12:54:35,13:24:41,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,123,123.75,131,56.25,0.61,15898.75,TIME_EXIT
13:25:43,13:35:32,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,123.7,117,128.05,-502.5,-5.42,15396.25,STOP_LOSS
13:42:29,13:58:19,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,122.4,135.5,135.5,982.5,10.7,16378.75,TARGET
13:59:24,14:00:10,STRATEGY_A_5min,NIFTY2610626200CE,CE,26200,105.8,100.65,105.8,-386.25,-4.87,15992.5,STOP_LOSS
14:01:15,14:02:20,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,128.25,122.5,128.25,-431.25,-4.48,15561.25,STOP_LOSS
14:03:26,14:23:28,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,127.05,118.75,130.85,-622.5,-6.53,14938.75,STOP_LOSS
14:25:30,14:55:35,STRATEGY_A_5min,NIFTY2610626150CE,CE,26150,123.25,125.95,129.15,202.5,2.19,15141.25,TIME_EXIT
14:56:53,15:00:23,STRATEGY_A_5min,NIFTY2610626200CE,CE,26200,97.9,91.7,97.9,-465.0,-6.33,14676.25,STOP_LOSS
