entry_time,exit_time,option_type,strike,strike_type,expiry,entry_price,exit_price,entry_spot,exit_spot,pnl_points,pnl,exit_reason,hold_time_minutes,is_winner
2025-11-24 09:50:00,2025-11-24 10:35:00,CE,26100,ATM,2025-11-25,95.0,106.0,26103.1,26133.6,11.0,825.0,TIME_EXIT,45.0,True
2025-11-24 10:37:00,2025-11-24 10:53:00,CE,26150,ATM,2025-11-25,84.25,70.65,26140.25,26119.25,-13.599999999999994,-1019.9999999999995,STOP_LOSS,16.0,False
2025-11-24 11:04:00,2025-11-24 11:25:00,PE,26100,ATM,2025-11-25,61.55,58.9,26105.25,26104.5,-2.6499999999999986,-198.7499999999999,TRAILING_STOP,21.0,False
2025-11-24 11:27:00,2025-11-24 11:45:00,CE,26100,ATM,2025-11-25,92.85,89.2,26110.0,26106.7,-3.6499999999999915,-273.7499999999994,TRAILING_STOP,18.0,False
2025-11-24 12:03:00,2025-11-24 12:18:00,PE,26100,ATM,2025-11-25,71.9,73.65,26083.2,26078.8,1.75,131.25,TRAILING_STOP,15.0,True
2025-11-24 13:03:00,2025-11-24 13:48:00,PE,26050,ATM,2025-11-25,53.7,46.9,26074.1,26086.1,-6.800000000000004,-510.00000000000034,TIME_EXIT,45.0,False
2025-11-24 14:35:00,2025-11-24 15:04:00,PE,26000,ATM,2025-11-25,55.55,76.85,26022.4,25977.2,21.299999999999997,1597.4999999999998,TARGET,29.0,True
2025-11-24 15:18:00,2025-11-24 15:25:00,PE,25950,ATM,2025-11-25,55.5,56.15,25949.85,25933.65,0.6499999999999986,48.74999999999989,EOD_EXIT,7.0,True
2025-11-25 09:15:00,2025-11-25 09:18:00,PE,25950,ATM,2025-11-25,63.25,48.2,25935.1,25957.35,-15.049999999999997,-1128.7499999999998,STOP_LOSS,3.0,False
2025-11-25 09:20:00,2025-11-25 09:38:00,CE,25950,ATM,2025-11-25,61.9,58.2,25960.7,25962.4,-3.6999999999999957,-277.49999999999966,TRAILING_STOP,18.0,False
2025-11-25 09:41:00,2025-11-25 09:57:00,CE,25950,ATM,2025-11-25,64.9,68.7,25972.65,25978.95,3.799999999999997,284.9999999999998,TRAILING_STOP,16.0,True
2025-11-25 09:59:00,2025-11-25 10:11:00,CE,26000,ATM,2025-11-25,50.8,72.45,25988.4,26018.9,21.650000000000006,1623.7500000000005,TARGET,12.0,True
2025-11-25 10:14:00,2025-11-25 10:26:00,CE,26000,ATM,2025-11-25,69.6,56.85,26018.6,26006.45,-12.749999999999993,-956.2499999999994,STOP_LOSS,12.0,False
2025-11-25 11:10:00,2025-11-25 11:15:00,PE,25950,ATM,2025-11-25,59.05,46.6,25934.5,25950.25,-12.449999999999996,-933.7499999999997,STOP_LOSS,5.0,False
2025-11-25 11:44:00,2025-11-25 11:52:00,PE,25950,ATM,2025-11-25,40.1,28.0,25952.15,25971.85,-12.100000000000001,-907.5000000000001,STOP_LOSS,8.0,False
2025-11-25 12:03:00,2025-11-25 12:18:00,CE,26000,ATM,2025-11-25,36.6,23.85,25982.3,25969.9,-12.75,-956.25,STOP_LOSS,15.0,False
2025-11-27 11:33:00,2025-11-27 12:00:00,PE,26200,OTM,2025-12-02,80.85,80.1,26267.0,26258.75,-0.75,-56.25,TRAILING_STOP,27.0,False
2025-11-27 12:24:00,2025-11-27 12:44:00,PE,26150,OTM,2025-12-02,79.0,63.9,26222.7,26248.2,-15.100000000000001,-1132.5,STOP_LOSS,20.0,False
2025-11-28 11:40:00,2025-11-28 12:25:00,PE,26200,OTM,2025-12-02,70.95,74.05,26237.05,26222.85,3.0999999999999943,232.49999999999957,TIME_EXIT,45.0,True
2025-11-28 12:46:00,2025-11-28 13:31:00,PE,26200,ATM,2025-12-02,79.5,64.15,26215.85,26234.3,-15.349999999999994,-1151.2499999999995,STOP_LOSS,45.0,False
2025-11-28 13:44:00,2025-11-28 13:54:00,PE,26150,OTM,2025-12-02,55.9,57.0,26217.7,26212.25,1.1000000000000014,82.50000000000011,TRAILING_STOP,10.0,True
2025-11-28 14:14:00,2025-11-28 14:59:00,PE,26150,OTM,2025-12-02,60.45,55.4,26200.75,26209.55,-5.050000000000004,-378.75000000000034,TIME_EXIT,45.0,False
2025-11-28 15:12:00,2025-11-28 15:25:00,PE,26150,OTM,2025-12-02,54.15,49.0,26203.0,26208.4,-5.149999999999999,-386.2499999999999,EOD_EXIT,13.0,False
