entry_time,exit_time,option_type,strike,strike_type,expiry,entry_price,exit_price,entry_spot,exit_spot,pnl_points,pnl,exit_reason,hold_time_minutes,is_winner
2025-11-24 09:30:00,2025-11-24 09:32:00,CE,26100,ATM,2025-11-25,103.55,94.0,26115.05,26100.25,-9.549999999999997,-716.2499999999998,STOP_LOSS,2.0,False
2025-11-24 09:34:00,2025-11-24 09:45:00,PE,26100,ATM,2025-11-25,72.95,87.8,26092.95,26071.95,14.849999999999994,1113.7499999999995,TARGET,11.0,True
2025-11-24 09:50:00,2025-11-24 09:54:00,CE,26100,ATM,2025-11-25,95.0,84.65,26103.1,26087.25,-10.349999999999994,-776.2499999999995,STOP_LOSS,4.0,False
2025-11-24 10:02:00,2025-11-24 10:37:00,CE,26100,ATM,2025-11-25,98.1,115.0,26106.75,26140.25,16.900000000000006,1267.5000000000005,TARGET,35.0,True
2025-11-24 10:39:00,2025-11-24 10:54:00,CE,26150,ATM,2025-11-25,78.45,67.4,26137.45,26114.1,-11.049999999999997,-828.7499999999998,STOP_LOSS,15.0,False
2025-11-24 10:59:00,2025-11-24 11:25:00,PE,26100,ATM,2025-11-25,58.7,58.9,26108.4,26104.5,0.19999999999999574,14.99999999999968,TRAILING_STOP,26.0,True
2025-11-24 11:27:00,2025-11-24 11:46:00,CE,26100,ATM,2025-11-25,92.85,88.05,26110.0,26106.5,-4.799999999999997,-359.9999999999998,TRAILING_STOP,19.0,False
2025-11-24 11:59:00,2025-11-24 12:20:00,PE,26100,ATM,2025-11-25,73.1,68.6,26077.4,26084.55,-4.5,-337.5,TRAILING_STOP,21.0,False
2025-11-24 12:31:00,2025-11-24 12:34:00,PE,26050,ATM,2025-11-25,61.85,52.4,26058.7,26077.6,-9.450000000000003,-708.7500000000002,STOP_LOSS,3.0,False
2025-11-24 12:36:00,2025-11-24 13:20:00,PE,26100,ATM,2025-11-25,70.5,65.3,26079.9,26093.55,-5.200000000000003,-390.0000000000002,TRAILING_STOP,44.0,False
2025-11-24 13:28:00,2025-11-24 13:36:00,PE,26100,ATM,2025-11-25,75.4,67.05,26079.4,26088.45,-8.350000000000009,-626.2500000000007,STOP_LOSS,8.0,False
2025-11-24 13:38:00,2025-11-24 14:04:00,PE,26100,ATM,2025-11-25,75.1,87.55,26079.9,26050.75,12.450000000000003,933.7500000000002,TARGET,26.0,True
2025-11-24 14:11:00,2025-11-24 14:23:00,PE,26050,ATM,2025-11-25,64.4,82.75,26048.75,26026.45,18.349999999999994,1376.2499999999995,TARGET,12.0,True
2025-11-24 14:26:00,2025-11-24 15:04:00,PE,26050,ATM,2025-11-25,76.2,104.0,26034.1,25977.2,27.799999999999997,2085.0,TARGET,38.0,True
2025-11-24 15:08:00,2025-11-24 15:25:00,PE,25950,ATM,2025-11-25,51.9,56.15,25965.65,25933.65,4.25,318.75,EOD_EXIT,17.0,True
2025-11-25 09:15:00,2025-11-25 09:18:00,PE,25950,ATM,2025-11-25,63.25,48.2,25935.1,25957.35,-15.049999999999997,-1128.7499999999998,STOP_LOSS,3.0,False
2025-11-25 09:20:00,2025-11-25 09:21:00,CE,25950,ATM,2025-11-25,61.9,51.05,25960.7,25943.7,-10.850000000000001,-813.7500000000001,STOP_LOSS,1.0,False
2025-11-25 09:23:00,2025-11-25 09:27:00,CE,25950,ATM,2025-11-25,57.65,52.8,25955.6,25953.3,-4.850000000000001,-363.7500000000001,TRAILING_STOP,4.0,False
2025-11-25 09:29:00,2025-11-25 09:34:00,CE,25950,ATM,2025-11-25,55.4,70.0,25955.2,25977.55,14.600000000000001,1095.0,TARGET,5.0,True
2025-11-25 09:36:00,2025-11-25 09:50:00,CE,26000,ATM,2025-11-25,42.35,33.4,25976.85,25955.3,-8.950000000000003,-671.2500000000002,STOP_LOSS,14.0,False
2025-11-25 09:53:00,2025-11-25 09:57:00,CE,26000,ATM,2025-11-25,44.25,43.15,25976.15,25978.95,-1.1000000000000014,-82.50000000000011,TRAILING_STOP,4.0,False
2025-11-25 09:59:00,2025-11-25 10:10:00,CE,26000,ATM,2025-11-25,50.8,62.95,25988.4,26008.5,12.150000000000006,911.2500000000005,TARGET,11.0,True
