entry_time,exit_time,option_type,strike,strike_type,expiry,entry_price,exit_price,entry_spot,exit_spot,pnl_points,pnl,exit_reason,hold_time_minutes,is_winner
2025-11-24 09:30:00,2025-11-24 09:33:00,CE,26100,ATM,2025-11-25,103.55,89.95,26115.05,26092.6,-13.599999999999994,-1019.9999999999995,STOP_LOSS,3.0,False
2025-11-24 09:37:00,2025-11-24 09:47:00,PE,26100,ATM,2025-11-25,79.95,78.95,26086.9,26082.9,-1.0,-75.0,TRAILING_STOP,10.0,False
2025-11-24 09:50:00,2025-11-24 09:54:00,CE,26100,ATM,2025-11-25,95.0,84.65,26103.1,26087.25,-10.349999999999994,-776.2499999999995,STOP_LOSS,4.0,False
2025-11-25 09:15:00,2025-11-25 09:18:00,PE,25950,ATM,2025-11-25,63.25,48.2,25935.1,25957.35,-15.049999999999997,-1128.7499999999998,STOP_LOSS,3.0,False
2025-11-25 09:23:00,2025-11-25 09:34:00,CE,25950,ATM,2025-11-25,57.65,70.0,25955.6,25977.55,12.350000000000001,926.2500000000001,TARGET,11.0,True
2025-11-25 09:37:00,2025-11-25 09:50:00,CE,26000,ATM,2025-11-25,44.05,33.4,25980.45,25955.3,-10.649999999999999,-798.7499999999999,STOP_LOSS,13.0,False
2025-11-25 09:54:00,2025-11-25 10:03:00,CE,26000,ATM,2025-11-25,47.0,48.8,25983.9,25989.9,1.7999999999999972,134.99999999999977,TRAILING_STOP,9.0,True
2025-11-25 10:07:00,2025-11-25 10:11:00,CE,26000,ATM,2025-11-25,52.3,72.45,25997.25,26018.9,20.150000000000006,1511.2500000000005,TARGET,4.0,True
2025-11-25 10:19:00,2025-11-25 10:35:00,CE,26000,ATM,2025-11-25,62.15,50.45,26014.1,25998.0,-11.699999999999996,-877.4999999999997,STOP_LOSS,16.0,False
2025-11-25 11:11:00,2025-11-25 11:14:00,PE,25950,ATM,2025-11-25,57.95,47.8,25934.25,25945.2,-10.150000000000006,-761.2500000000005,STOP_LOSS,3.0,False
2025-11-25 11:44:00,2025-11-25 11:50:00,PE,25950,ATM,2025-11-25,40.1,28.95,25952.15,25969.55,-11.150000000000002,-836.2500000000001,STOP_LOSS,6.0,False
2025-11-27 10:27:00,2025-11-27 10:49:00,PE,26200,OTM,2025-12-02,78.3,67.2,26267.5,26299.35,-11.099999999999994,-832.4999999999995,STOP_LOSS,22.0,False
2025-11-28 09:45:00,2025-11-28 09:54:00,PE,26150,OTM,2025-12-02,62.1,50.2,26215.2,26252.45,-11.899999999999999,-892.4999999999999,STOP_LOSS,9.0,False
2025-11-28 12:24:00,2025-11-28 12:53:00,PE,26150,OTM,2025-12-02,56.9,57.2,26222.6,26217.7,0.30000000000000426,22.50000000000032,TRAILING_STOP,29.0,True
2025-11-28 12:57:00,2025-11-28 13:42:00,PE,26150,OTM,2025-12-02,57.85,54.4,26220.0,26221.15,-3.450000000000003,-258.7500000000002,TIME_EXIT,45.0,False
2025-11-28 14:57:00,2025-11-28 15:25:00,PE,26150,OTM,2025-12-02,54.75,49.0,26209.05,26208.4,-5.75,-431.25,EOD_EXIT,28.0,False
2025-12-01 09:56:00,2025-12-01 10:41:00,PE,26200,OTM,2025-12-02,39.5,39.65,26273.05,26266.5,0.14999999999999858,11.249999999999893,TIME_EXIT,45.0,True
2025-12-01 10:44:00,2025-12-01 11:11:00,PE,26200,OTM,2025-12-02,41.95,47.95,26258.6,26234.4,6.0,450.0,TRAILING_STOP,27.0,True
2025-12-01 11:55:00,2025-12-01 12:09:00,PE,26150,OTM,2025-12-02,44.5,58.0,26206.3,26174.75,13.5,1012.5,TARGET,14.0,True
2025-12-01 12:18:00,2025-12-01 13:03:00,PE,26150,ATM,2025-12-02,58.75,54.8,26174.0,26174.6,-3.950000000000003,-296.2500000000002,TIME_EXIT,45.0,False
2025-12-01 13:27:00,2025-12-01 13:43:00,PE,26150,ATM,2025-12-02,56.1,43.5,26173.4,26196.2,-12.600000000000001,-945.0000000000001,STOP_LOSS,16.0,False
2025-12-01 13:57:00,2025-12-01 14:03:00,PE,26150,OTM,2025-12-02,49.0,38.3,26185.35,26214.85,-10.700000000000003,-802.5000000000002,STOP_LOSS,6.0,False
2025-12-01 14:18:00,2025-12-01 14:34:00,PE,26150,OTM,2025-12-02,40.3,43.95,26207.9,26196.95,3.6500000000000057,273.75000000000045,TRAILING_STOP,16.0,True
2025-12-01 14:58:00,2025-12-01 15:10:00,PE,26100,OTM,2025-12-02,40.8,29.35,26145.45,26187.4,-11.449999999999996,-858.7499999999997,STOP_LOSS,12.0,False
2025-12-02 09:48:00,2025-12-02 10:19:00,PE,26050,OTM,2025-12-02,33.65,35.4,26082.5,26062.55,1.75,131.25,TRAILING_STOP,31.0,True
2025-12-02 10:46:00,2025-12-02 10:51:00,PE,26050,ATM,2025-12-02,30.95,20.35,26069.8,26094.25,-10.599999999999998,-794.9999999999999,STOP_LOSS,5.0,False
