Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
12:25:44,STRATEGY_A,25886.4,37,True,26088.3,25900,0.7,143,98,38506,49698,0.5645,-0.4355,IN_POSITION_PE,3.75,Monitoring @ Rs.78.00
12:25:54,STRATEGY_A,25888.65,41,True,26088.3,25900,0.7,143.65,97.35,38506,49698,0.5645,-0.4355,IN_POSITION_PE,-48.75,Monitoring @ Rs.77.50
12:26:07,STRATEGY_A,25888.4,40,True,26088.29,25900,0.7,144.5,96.7,38719,49764,0.5629,-0.4371,IN_POSITION_PE,-127.5,Monitoring @ Rs.76.20
12:26:17,STRATEGY_A,25892.25,48,True,26088.27,25900,0.7,144.25,96.8,38719,49764,0.5683,-0.4317,IN_POSITION_PE,-78.75,Monitoring @ Rs.76.90
12:26:28,STRATEGY_A,25893.45,50,True,26088.26,25900,0.7,145.15,95.95,38719,49764,0.5684,-0.4316,IN_POSITION_PE,-90.0,Monitoring @ Rs.76.75
12:26:40,STRATEGY_A,25892.2,48,True,26088.25,25900,0.7,144.85,96.65,38719,49764,0.5684,-0.4316,IN_POSITION_PE,-86.25,Monitoring @ Rs.76.80
12:26:51,STRATEGY_A,25894.2,51,True,26088.24,25900,0.7,145.75,95.8,38719,49764,0.568,-0.432,IN_POSITION_PE,-131.25,Monitoring @ Rs.76.30
12:27:02,STRATEGY_A,25893.65,50,True,26088.23,25900,0.7,145.55,95.75,38719,49764,0.568,-0.432,IN_POSITION_PE,-105.0,Monitoring @ Rs.76.30
12:27:12,STRATEGY_A,25892.2,48,True,26088.22,25900,0.7,145.4,96.35,38719,49764,0.5685,-0.4315,IN_POSITION_PE,-120.0,Monitoring @ Rs.76.30
12:27:23,STRATEGY_A,25890.6,45,True,26088.21,25900,0.7,144.85,96.8,38719,49764,0.5685,-0.4315,IN_POSITION_PE,-56.25,Monitoring @ Rs.77.20
12:27:33,STRATEGY_A,25887.85,42,True,26088.2,25900,0.7,143.65,97.55,38719,49764,0.569,-0.431,IN_POSITION_PE,-45.0,Monitoring @ Rs.77.30
12:27:44,STRATEGY_A,25887.85,42,True,26088.2,25900,0.7,144.2,97.35,38719,49764,0.5661,-0.4339,IN_POSITION_PE,-37.5,Monitoring @ Rs.77.45
12:27:54,STRATEGY_A,25887.3,41,True,26088.19,25900,0.7,144.15,97.5,38719,49764,0.5639,-0.4361,IN_POSITION_PE,-33.75,Monitoring @ Rs.77.75
12:28:04,STRATEGY_A,25887.5,41,True,26088.18,25900,0.7,144.1,97.55,38719,49764,0.5653,-0.4347,IN_POSITION_PE,-33.75,Monitoring @ Rs.77.55
12:28:15,STRATEGY_A,25885.95,39,True,26088.17,25900,0.7,144.25,97.6,38719,49764,0.5653,-0.4347,IN_POSITION_PE,-33.75,Monitoring @ Rs.77.50
12:28:25,STRATEGY_A,25887.1,41,True,26088.17,25900,0.7,144,97.5,38719,49764,0.5655,-0.4345,IN_POSITION_PE,-37.5,Monitoring @ Rs.77.45
12:28:36,STRATEGY_A,25886.0,39,True,26088.13,25900,0.7,143.7,97.8,38719,49764,0.5651,-0.4349,IN_POSITION_PE,-11.25,Monitoring @ Rs.77.70
12:28:50,STRATEGY_A,25886.8,40,True,26088.12,25900,0.7,144,97.65,38719,49764,0.5642,-0.4358,IN_POSITION_PE,-22.5,Monitoring @ Rs.77.40
12:29:00,STRATEGY_A,25886.05,40,True,26088.12,25900,0.7,143.75,98.35,38719,49764,0.5653,-0.4347,IN_POSITION_PE,-7.5,Monitoring @ Rs.78.00
12:29:12,STRATEGY_A,25886.5,40,True,26088.1,25900,0.7,143.55,98.2,39139,49579,0.5643,-0.4357,IN_POSITION_PE,11.25,Monitoring @ Rs.78.10
12:29:21,STRATEGY_A,25885.3,39,True,26088.07,25900,0.7,143.1,98.1,39139,49579,0.564,-0.436,IN_POSITION_PE,41.25,Monitoring @ Rs.78.00
12:29:33,STRATEGY_A,25885.0,38,True,26088.04,25900,0.7,142.35,98.9,39139,49579,0.5629,-0.4371,IN_POSITION_PE,7.5,Monitoring @ Rs.78.05
12:29:47,STRATEGY_A,25884.5,38,True,26088.03,25900,0.7,142.85,98.5,39139,49579,0.5629,-0.4371,IN_POSITION_PE,-7.5,Monitoring @ Rs.77.85
12:29:59,STRATEGY_A,25885.9,39,True,26088.02,25900,0.7,144.35,97.3,39139,49579,0.5623,-0.4377,IN_POSITION_PE,-41.25,Monitoring @ Rs.77.35
12:30:10,STRATEGY_A,25886.2,40,True,26088.01,25900,0.7,144.1,97.55,39139,49579,0.5655,-0.4345,IN_POSITION_PE,-41.25,Monitoring @ Rs.77.10
12:30:23,STRATEGY_A,25889.15,45,True,26088.01,25900,0.7,144.8,96.8,39139,49579,0.5651,-0.4349,IN_POSITION_PE,-78.75,Monitoring @ Rs.77.00
12:30:34,STRATEGY_A,25887.65,43,True,26087.99,25900,0.7,144.85,96.9,39139,49579,0.5658,-0.4342,IN_POSITION_PE,-48.75,Monitoring @ Rs.76.95
12:30:45,STRATEGY_A,25887.95,43,True,26087.99,25900,0.7,144.6,97.3,39139,49579,0.5677,-0.4323,IN_POSITION_PE,-26.25,Monitoring @ Rs.77.55
12:30:57,STRATEGY_A,25886.85,41,True,26087.97,25900,0.7,144.05,97.55,39139,49579,0.5667,-0.4333,IN_POSITION_PE,-30.0,Monitoring @ Rs.77.65
12:31:10,STRATEGY_A,25886.45,42,True,26087.97,25900,0.7,144.05,97.55,39139,49579,0.5655,-0.4345,IN_POSITION_PE,-11.25,Monitoring @ Rs.77.80
12:31:22,STRATEGY_A,25886.7,42,True,26087.96,25900,0.7,144.15,97.6,39139,49579,0.5655,-0.4345,IN_POSITION_PE,-18.75,Monitoring @ Rs.77.70
12:31:33,STRATEGY_A,25886.95,42,True,26087.96,25900,0.7,144.5,97.55,39139,49579,0.5635,-0.4365,IN_POSITION_PE,-26.25,Monitoring @ Rs.77.15
12:31:45,STRATEGY_A,25887.75,43,True,26087.93,25900,0.7,144.5,97.1,39139,49579,0.5679,-0.4321,IN_POSITION_PE,-63.75,Monitoring @ Rs.77.40
12:31:56,STRATEGY_A,25888.0,44,True,26087.93,25900,0.7,144.5,97.35,39139,49579,0.5673,-0.4327,IN_POSITION_PE,-33.75,Monitoring @ Rs.77.45
12:32:07,STRATEGY_A,25886.0,41,True,26087.87,25900,0.7,144.55,97.15,39139,49579,0.5669,-0.4331,IN_POSITION_PE,-37.5,Monitoring @ Rs.77.25
12:32:19,STRATEGY_A,25887.25,43,True,26087.62,25900,0.69,144.15,97.5,39497,49874,0.5661,-0.4339,IN_POSITION_PE,-30.0,Monitoring @ Rs.77.55
12:32:29,STRATEGY_A,25886.05,41,True,26087.58,25900,0.69,143.6,97.6,39497,49874,0.566,-0.434,IN_POSITION_PE,-3.75,Monitoring @ Rs.77.70
12:32:41,STRATEGY_A,25887.65,43,True,26087.56,25900,0.69,144,97.45,39497,49874,0.5643,-0.4357,IN_POSITION_PE,-22.5,Monitoring @ Rs.77.65
12:32:52,STRATEGY_A,25888.4,44,True,26087.5,25900,0.69,144.65,96.8,39497,49874,0.5643,-0.4357,IN_POSITION_PE,-71.25,Monitoring @ Rs.77.00
12:33:04,STRATEGY_A,25890.45,48,True,26087.5,25900,0.69,144.75,97,39497,49874,0.5648,-0.4352,IN_POSITION_PE,-45.0,Monitoring @ Rs.77.35
12:33:15,STRATEGY_A,25888.95,45,True,26087.47,25900,0.69,144.6,97,39497,49874,0.567,-0.433,IN_POSITION_PE,-60.0,Monitoring @ Rs.77.25
12:33:28,STRATEGY_A,25891.0,49,True,26087.45,25900,0.69,144.7,97,39497,49874,0.5668,-0.4332,IN_POSITION_PE,-71.25,Monitoring @ Rs.77.00
12:33:38,STRATEGY_A,25889.75,46,True,26087.45,25900,0.69,145,96.85,39497,49874,0.5666,-0.4334,IN_POSITION_PE,-108.75,Monitoring @ Rs.76.45
12:33:51,STRATEGY_A,25889.5,46,True,26087.44,25900,0.69,145.95,95.9,39497,49874,0.5666,-0.4334,IN_POSITION_PE,-138.75,Monitoring @ Rs.76.25
12:34:02,STRATEGY_A,25891.45,49,True,26087.43,25900,0.69,147.5,94.9,39497,49874,0.5726,-0.4274,IN_POSITION_PE,-221.25,Monitoring @ Rs.75.05
12:34:15,STRATEGY_A,25894.95,55,True,26087.42,25900,0.69,147.4,94.9,39497,49874,0.5732,-0.4268,IN_POSITION_PE,-168.75,Monitoring @ Rs.75.70
12:34:26,STRATEGY_A,25894.7,55,True,26087.41,25900,0.69,147.95,94.7,39497,49874,0.5732,-0.4268,IN_POSITION_PE,-288.75,Monitoring @ Rs.74.35
12:34:39,STRATEGY_A,25894.65,55,True,26087.38,25900,0.69,148.6,94.5,39497,49874,0.5749,-0.4251,IN_POSITION_PE,-176.25,Monitoring @ Rs.75.60
12:34:50,STRATEGY_A,25892.05,50,True,26087.34,25900,0.69,147.2,95.55,39497,49874,0.576,-0.424,IN_POSITION_PE,-146.25,Monitoring @ Rs.76.20
12:35:03,STRATEGY_A,25894.3,54,True,26087.32,25900,0.69,145.9,96.35,39497,49874,0.572,-0.428,IN_POSITION_PE,-93.75,Monitoring @ Rs.76.60
12:35:13,STRATEGY_A,25894.2,54,True,26087.31,25900,0.69,145.85,96.15,39449,49312,0.5685,-0.4315,IN_POSITION_PE,-116.25,Monitoring @ Rs.76.40
12:35:26,STRATEGY_A,25892.05,50,True,26087.3,25900,0.69,145.45,96.95,39449,49312,0.5685,-0.4315,IN_POSITION_PE,-71.25,Monitoring @ Rs.77.00
12:35:37,STRATEGY_A,25890.55,48,True,26087.27,25900,0.69,144.8,96.8,39449,49312,0.5672,-0.4328,IN_POSITION_PE,-48.75,Monitoring @ Rs.77.40
12:35:51,STRATEGY_A,25890.35,47,True,26087.25,25900,0.69,145.25,96.6,39449,49312,0.5671,-0.4329,IN_POSITION_PE,-52.5,Monitoring @ Rs.77.15
12:36:04,STRATEGY_A,25890.7,48,True,26087.24,25900,0.69,145.1,96.85,39449,49312,0.5672,-0.4328,IN_POSITION_PE,-71.25,Monitoring @ Rs.77.00
