Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
10:54:24,10:54:32,ORIGINAL,NIFTY2610625900PE,PE,25900,86,181.7,181.7,7177.5,111.28,17177.5,TARGET
10:55:32,11:02:26,ORIGINAL,NIFTY2610625950PE,PE,25950,107.85,105.85,107.85,-150.0,-1.85,17027.5,MANUAL_EXIT
